Lon,Lat
NaN,NaN
-73,-41.5
-73.17,-41.83
-73.58,-41.75
-73.75,-41.42
-73.75,-41.42
-73.83,-41
-73.67,-40.58
-73.67,-40
-73.25,-39.5
-73.33,-39
-73.42,-38.58
-73.42,-38.17
-73.67,-37.75
-73.5,-37.17
-73.08,-37.17
-73.08,-36.67
-72.83,-36.5
-72.67,-36
-72.5,-35.5
-72.17,-35
-71.92,-34.5
-71.83,-34
-71.58,-33.67
-71.67,-33.17
-71.33,-32.5
-71.5,-32.17
-71.5,-31.83
-71.58,-31.33
-71.67,-30.75
-71.58,-30.25
-71.25,-30
-71.33,-29.33
-71.5,-29
-71.25,-28.5
-71.17,-28
-70.92,-27.5
-70.92,-27
-70.58,-26.33
-70.75,-25.75
-70.5,-25.42
-70.5,-25
-70.58,-24.5
-70.5,-24
-70.5,-23.5
-70.5,-23
-70.25,-22.5
-70.17,-22
-70.08,-21.5
-70.17,-21
-70.17,-20.5
-70.08,-20
-70.25,-19.33
-70.33,-18.75
-70.33,-18.25
-70.83,-17.83
-71.17,-17.67
-71.5,-17.25
-72,-17
-72.5,-16.67
-72.83,-16.58
-73.5,-16.25
-74,-15.83
-74.5,-15.75
-75.17,-15.33
-75.5,-15
-75.83,-14.67
-76.25,-14.17
-76.17,-13.67
-76.5,-13
-76.67,-12.5
-77,-12.17
-77.17,-11.83
-77.5,-11.33
-77.67,-10.83
-78.17,-10.17
-78.33,-9.67
-78.5,-9.17
-78.67,-8.67
-79,-8.17
-79.5,-7.83
-79.67,-7.25
-80,-6.83
-80.33,-6.5
-80.83,-6.25
-81.17,-6
-80.83,-5.67
-81.17,-5.17
-81.33,-4.67
-81.33,-4.25
-80.83,-3.83
-80.33,-3.5
-80,-3.33
-79.83,-2.83
-79.67,-2.5
-80.08,-2.5
-80.17,-3
-80.58,-2.5
-80.92,-2.33
-80.75,-2.17
-80.75,-1.67
-80.92,-1
-80.5,-0.83
-80.5,-0.33
-80.08,0
NaN,NaN
180,-89.9
160,-89.9
140,-89.9
120,-89.9
100,-89.9
80,-89.9
60,-89.9
40,-89.9
20,-89.9
0,-89.9
-20,-89.9
-40,-89.9
-60,-89.9
-80,-89.9
-100,-89.9
-120,-89.9
-140,-89.9
-160,-89.9
-180,-89.9
-180,-83.83
-178,-84.33
-174,-84.5
-170,-84.67
-166,-84.92
-163,-85.42
-158,-85.42
-152,-85.58
-146,-85.33
-147,-84.83
-151,-84.5
-153.5,-84
-153,-83.5
-154,-83
-154,-82.5
-154,-82
-154.5,-81.5
-153,-81.17
-150,-81
-146.5,-80.92
-145.5,-80.67
-148,-80.33
-150,-80
-152.5,-79.67
-155,-79.25
-157,-78.83
-158,-78.5
-156.67,-78.42
-154.5,-78.5
-154.5,-78.17
-156.67,-78.08
-158,-77.83
-158.33,-77.5
-158.67,-77.17
-157,-77
-154,-77.17
-153,-77.58
-150.5,-77.83
-148,-77.67
-146,-77.25
-146,-76.75
-146.33,-76.33
-146.67,-75.92
-144,-75.83
-142,-75.58
-140.67,-75.75
-140,-75.42
-138.33,-75.25
-136.67,-75
-135.5,-74.75
-133,-74.75
-132,-75
-130.83,-75.42
-129.67,-75.75
-128,-76
-127,-76
-126.83,-75.67
-126.33,-75.17
-125.5,-74.67
-124.5,-74.33
-123.33,-73.83
-123.67,-73.25
-122.33,-73.25
-121.33,-73.75
-120,-74
-120,-73.58
-118.33,-73.67
-116.67,-73.67
-116.33,-73.83
-117.67,-74.17
-117.67,-74.67
-116.33,-75.17
-113.67,-75.25
-112.33,-75
-112.5,-74.5
-112.67,-74
-112,-73.67
-111.5,-74
-111,-74.5
-110.33,-75
-108.67,-75.17
-108.5,-74.67
-109.5,-74.5
-109.5,-74
-108.33,-74
-108,-74.33
-108.5,-74.67
-107.5,-75.08
-106,-75.08
-104.5,-74.92
-104.5,-74.58
-102.67,-74.58
-101.33,-74.75
-100,-75
-99.5,-74.75
-101.33,-74.33
-100.67,-74
-101.5,-73.75
-101.5,-73.5
-100,-73.58
-100,-73.58
-99,-73.42
-100,-73.08
-101.33,-73.25
-102.5,-72.75
-101.33,-72.67
-101.5,-73
-99.67,-72.92
-98.5,-73.33
-98,-73.08
-97.5,-73.42
-97.5,-73.75
-96.33,-73.75
-96,-73.42
-96,-73.08
-97.5,-72.92
-98.5,-72.5
-99.67,-72.17
-101,-71.92
-99.83,-71.75
-98.33,-72
-97,-71.83
-95.67,-72.08
-95.67,-72.42
-94,-72.58
-92.25,-72.75
-90.5,-72.92
-88.75,-72.92
-87,-72.92
-85.5,-73.08
-84.33,-72.92
-83,-72.83
-81.25,-72.92
-79.5,-73
-78.5,-73.25
-78.67,-72.83
-78,-72.42
-76.5,-72.58
-75,-72.83
-74,-73
-74.5,-73.5
-73,-73.42
-71.5,-73.33
-70,-73.17
-68.5,-73.08
-67.5,-72.83
-67,-72.33
-67,-71.83
-67.5,-71.5
-67.5,-70.92
-68,-70.42
-68.5,-70
-68.5,-69.42
-67.33,-69.42
-66.67,-69.08
-67.33,-68.83
-66.83,-68.5
-66.83,-68.08
-67.5,-67.75
-67.5,-67.42
-68.5,-67.75
-69.25,-67.75
-69.33,-67.33
-68.67,-66.92
-67.83,-66.67
-67.67,-67.08
-67,-67
-66.33,-67.33
-66.33,-66.83
-65.5,-66.58
-65.83,-66.25
-65,-65.92
-64,-65.5
-64,-65.08
-63,-65.17
-62.67,-64.75
-61.67,-64.67
-61.5,-64.25
-61,-64
-59.67,-63.83
-58.83,-63.58
-58,-63.33
-57.17,-63.25
-56.67,-63.58
-57.33,-63.58
-58.17,-63.83
-57.25,-63.83
-57.33,-64.42
-58.17,-64.33
-58.67,-64
-59,-64.5
-59.67,-64.33
-60.5,-64.67
-61.33,-65
-62,-65.42
-62.17,-65.75
-62.33,-66.08
-62.67,-66.5
-63.5,-66.25
-64,-66.5
-64,-66.5
-63.67,-66.92
-64.67,-66.92
-65.33,-67.33
-65.5,-67.83
-64.83,-68.08
-65.33,-68.33
-64.83,-68.75
-63.67,-68.75
-62.67,-69.08
-62.33,-69.67
-62,-70.17
-61.5,-70.58
-61.67,-70.92
-61,-71.17
-60.83,-71.58
-61.67,-72
-60.83,-72.33
-61,-72.67
-59.83,-73
-60.17,-73.33
-61.5,-73.42
-61,-73.75
-60.67,-74.33
-61.67,-74.67
-61.67,-75.08
-63,-75.17
-63,-75.67
-63.67,-76.08
-65.5,-76.5
-67.33,-77
-65,-77.17
-62.5,-77.08
-60,-77.08
-57.67,-77.25
-56,-77.58
-53.67,-77.92
-51.67,-78.25
-49.33,-78.5
-47.67,-78.75
-44,-78.83
-41,-78.83
-38.5,-78.75
-36.33,-78.33
-35,-77.83
-33.33,-77.5
-31.67,-77.17
-30,-76.83
-28.33,-76.5
-27,-76.08
-26,-75.67
-24,-75.33
-23.67,-74.75
-22.33,-74.42
-20.67,-74.08
-19.33,-73.75
-17.67,-73.42
-16.33,-73.08
-14.67,-72.92
-13.5,-72.83
-12.33,-72.58
-11.33,-72.25
-11.17,-71.92
-12,-71.67
-12.17,-71.33
-11.5,-71.25
-11,-71.58
-10.5,-71.25
-9.75,-71
-9,-71.17
-8.67,-71.42
-8.5,-71.83
-7.33,-71.67
-7.67,-71.42
-7.33,-71.08
-7.67,-70.83
-6.83,-70.75
-5.83,-70.75
-5.83,-71
-6,-71.33
-4.5,-71.33
-3,-71.25
-3,-70.67
-3.33,-70.42
-2.5,-70.25
-1.67,-70.42
-1,-70.67
-1.5,-71
-0.67,-71.25
0,-71.5
1.33,-71.25
2.67,-70.92
3.5,-70.58
4.67,-70.33
6.33,-70.33
7.33,-70.08
8.67,-70.08
10,-70.17
11.33,-70.08
12.67,-70.08
12.67,-70.08
14.33,-70.17
15.67,-70.17
17,-70.17
18.33,-70.17
20,-70.33
21.5,-70.42
23,-70.58
24.67,-70.42
25.33,-70.17
27,-70.17
28.33,-69.92
30,-69.83
31.33,-69.58
32,-69.5
33.5,-69.5
33.33,-69
33.5,-68.67
34.33,-68.58
35,-68.92
36,-69.33
37,-69.5
38.33,-69.58
38.67,-70.08
39.33,-69.67
39.83,-69.5
39.83,-69.17
40,-68.83
41.33,-68.5
42,-68.17
43.33,-67.83
44.5,-67.75
46,-67.75
47,-67.58
48.17,-67.67
48.5,-67.42
49.33,-67.42
49.83,-67.83
50.5,-67.58
50.17,-67
50.5,-66.5
51.5,-66.25
52.17,-65.92
53.67,-65.83
55.17,-65.92
56,-66.25
57.17,-66.42
57.17,-66.67
56.33,-66.75
57,-66.92
58,-67
59,-67.17
59.33,-67.5
60.67,-67.33
61.67,-67.58
62.67,-67.67
63.67,-67.5
65,-67.58
66.33,-67.75
67.67,-67.83
68.67,-67.83
69.5,-67.67
69.5,-68.17
70,-68.58
70.5,-69
69.5,-69.17
69.83,-69.58
69.83,-70.08
70.67,-70.5
71.67,-70.42
71,-70.08
72.33,-69.75
73.5,-69.58
74.5,-69.67
75.5,-69.83
76.17,-69.5
77.17,-69.17
78,-69.08
78.33,-68.5
79,-68.25
80.5,-68
81.67,-67.83
82.5,-67.33
83.67,-67.17
85,-67
86.33,-66.83
87.67,-66.67
88.5,-66.75
89.67,-66.75
91,-66.67
92,-66.5
93,-66.58
94,-66.58
95,-66.5
96,-66.67
97,-66.5
97.67,-66.67
98.5,-66.5
99.33,-66.58
100,-66.42
100,-66.42
100.67,-66.42
101.5,-66.08
102.67,-65.83
104,-65.92
105,-66.08
106,-66.25
107,-66.5
108,-66.58
109,-66.83
109.5,-66.58
110.33,-66.67
110.67,-66.42
110.67,-66.08
111.67,-65.92
112.67,-65.83
113.67,-65.75
114.5,-66
115.5,-66.33
116.5,-66.5
117.67,-66.75
119,-66.83
120.33,-66.83
121.5,-66.67
122.5,-66.42
123.33,-66.75
124.33,-66.75
124.83,-66.5
125.83,-66.58
126.5,-66.25
127,-66.25
127.67,-66.5
128.33,-66.92
129,-67
129.5,-67.17
130,-66.92
130,-66.33
130.83,-66.08
132,-66.17
133.33,-66.08
134.33,-66.17
135.33,-66.08
136.33,-66.33
137.33,-66.33
138.33,-66.5
139.33,-66.58
140.5,-66.67
142,-66.75
142.5,-67
143.33,-66.83
144.33,-67
144.33,-67.5
145,-67.58
146,-67.5
146.83,-67.83
147,-68.25
148.33,-68.42
149,-68.25
150.33,-68.5
151,-68.33
151.5,-68.67
152.67,-68.58
154.33,-68.58
155,-69.08
156,-69.33
156.5,-69
157.5,-69.08
158.67,-69.25
160,-69.5
161,-69.67
161,-70.08
161.17,-70.5
161.67,-70.83
162.17,-70.58
162.33,-70.17
163.33,-70.08
163.17,-70.58
164.67,-70.58
166,-70.5
167.33,-70.83
168.67,-71.17
170,-71.5
170.17,-71.17
171,-71.75
170.17,-72
170.5,-72.5
169.67,-72.83
168.5,-73.17
167,-73.25
167,-73.67
166.67,-74.08
165.33,-74.17
165.33,-74.5
164.33,-74.83
163,-75.17
162.67,-75.67
162.67,-76.08
163,-76.5
163.33,-76.92
163.67,-77.33
163.67,-77.33
163.67,-77.75
164.67,-78
166,-78.42
164,-78.5
161.5,-78.75
160,-79.17
160,-79.67
160,-80
160.33,-80.5
160.33,-81
161,-81.5
162.33,-81.92
164,-82.42
166,-82.83
168.5,-83.25
171.5,-83.5
176,-83.5
180,-83.83
180,-89.9
NaN,NaN
115.17,-34.17
115.17,-33.58
115.58,-33.5
115.83,-33.25
115.75,-32.92
115.83,-32.33
115.83,-31.75
115.58,-31.42
115.42,-31
115.17,-30.5
115,-30
115,-29.5
114.92,-29.08
114.58,-28.58
114.17,-28.08
114.17,-27.67
113.92,-27
113.5,-26.67
113.33,-26.17
113.83,-26.58
113.5,-25.67
113.75,-26.08
114.17,-26.42
114.17,-25.83
113.92,-25.42
113.67,-25
113.5,-24.42
113.42,-23.92
113.83,-23.5
113.83,-23.08
113.67,-22.67
113.83,-22.25
114.08,-21.83
114.33,-22.33
114.58,-21.92
115.08,-21.67
115.5,-21.5
115.83,-21.08
116.25,-20.83
116.75,-20.67
117.25,-20.67
117.75,-20.67
118.25,-20.33
118.75,-20.33
119.17,-20
119.75,-20
120.33,-19.83
120.92,-19.75
121.33,-19.42
121.67,-19.08
121.92,-18.58
122.33,-18.17
122.25,-17.83
122.17,-17.42
122.58,-17
123,-16.5
123.25,-17.08
123.5,-17.5
123.92,-17
123.58,-16.67
123.75,-16.17
124.33,-16.42
124.58,-16
124.67,-15.5
125.17,-15.08
125.25,-14.67
125.92,-14.67
126.08,-14.33
126.58,-14.25
126.83,-13.92
127.42,-14
127.83,-14.42
128.17,-14.75
128.17,-15.25
128.67,-14.92
129.08,-14.92
129.67,-15.25
129.83,-14.83
129.33,-14.5
129.75,-14.08
129.92,-13.67
130.42,-13.58
130.25,-13.17
130.5,-12.75
131.08,-12.33
131.75,-12.33
132.42,-12.33
132.67,-11.83
132.33,-11.42
133,-11.58
133.5,-11.92
134.08,-12
134.67,-12.17
134.67,-12.17
135.25,-12.33
135.83,-12.17
136.08,-12.58
136.5,-12.08
137,-12.42
136.67,-12.83
136.58,-13.33
136,-13.33
136,-13.83
136,-14.25
135.75,-14.58
135.58,-15
136,-15.33
136.42,-15.5
136.58,-16
137.33,-16
137.75,-16.33
138.08,-16.58
138.67,-16.83
139.17,-17
139.42,-17.42
140,-17.83
140.5,-17.75
141,-17.5
141,-17
141.25,-16.58
141.5,-16.08
141.58,-15.58
141.67,-15.08
141.58,-14.58
141.58,-14.08
141.67,-13.58
141.75,-13
141.75,-12.67
141.75,-12.17
142.08,-11.83
142.08,-11.25
142.42,-10.83
142.83,-11.08
142.92,-11.67
143.08,-12.17
143.33,-12.67
143.58,-13.25
143.58,-13.75
143.75,-14.33
144.08,-14.5
144.58,-14.33
144.92,-14.67
145.33,-15
145.33,-15.5
145.5,-16
145.5,-16.58
145.83,-17
146.08,-17.33
146.17,-17.83
146.08,-18.33
146.33,-18.67
146.42,-19
147,-19.33
147.5,-19.42
147.83,-19.83
148.33,-20.17
148.83,-20.42
148.83,-20.83
149.17,-21.08
149.33,-21.42
149.5,-21.92
149.75,-22.42
150,-22.08
150.42,-22.42
150.83,-22.67
150.83,-23.17
151,-23.58
151.33,-23.92
151.83,-24.08
152.17,-24.58
152.58,-25.08
152.83,-25.5
153.08,-26.08
153.08,-26.5
153.17,-27.08
153.33,-27.58
153.5,-28.17
153.67,-28.67
153.5,-29
153.42,-29.5
153.33,-30
153.08,-30.58
153.08,-31
152.92,-31.5
152.75,-31.92
152.5,-32.33
152.25,-32.75
151.83,-33
151.5,-33.42
151.33,-33.83
151.08,-34.33
150.83,-34.92
150.58,-35.25
150.58,-35.25
150.25,-35.75
150.17,-36.25
150,-36.75
150,-37.17
149.92,-37.58
149.42,-37.83
148.75,-37.83
148.17,-37.92
147.83,-38.08
147.25,-38.42
146.83,-38.67
146.42,-39.17
146,-38.92
145.58,-38.67
145.5,-38.25
145,-38.42
144.83,-37.83
144.42,-38.25
144,-38.5
143.5,-38.83
143.08,-38.67
142.67,-38.42
142.25,-38.33
141.75,-38.25
141.42,-38.42
141.17,-38.08
140.67,-38
140.25,-37.67
139.92,-37.33
139.75,-37
139.92,-36.75
139.67,-36.33
139.33,-35.92
138.83,-35.58
138.17,-35.67
138.42,-35.42
138.58,-35
138.42,-34.67
138.08,-34.25
137.92,-34.75
137.75,-35.17
137.33,-35.17
136.92,-35.25
137,-35
137.42,-34.83
137.5,-34.5
137.58,-34
137.92,-33.58
137.83,-32.83
137.5,-33.17
137.25,-33.67
136.75,-33.92
136.33,-34.25
135.92,-34.58
135.67,-35
135.42,-34.58
135.25,-34.17
135,-33.75
134.83,-33.25
134.17,-33
134.33,-32.58
133.92,-32.33
133.42,-32.17
132.83,-32
132.25,-32
131.83,-31.75
131.33,-31.58
130.83,-31.58
130.33,-31.58
129.67,-31.58
129.08,-31.67
128.58,-31.83
128,-32.08
127.5,-32.17
126.92,-32.25
126.25,-32.17
125.83,-32.33
125.25,-32.67
124.75,-32.83
124.08,-33
124,-33.5
123.58,-33.83
123.08,-33.83
122.58,-33.83
121.92,-33.83
121.33,-33.83
120.75,-33.83
120.08,-33.92
119.75,-34
119.42,-34.42
119,-34.42
118.58,-34.75
118.33,-35
117.75,-35
117.17,-35
116.67,-35
116.08,-34.83
115.67,-34.33
115.17,-34.17
NaN,NaN
-73,78.17
-72.33,78.58
-70.33,78.75
-68.67,79.02
-65.67,79.2
-64.5,79.75
-65,80.08
-67.67,80.08
-66.75,80.53
-65,80.92
-63.75,81.18
-61.83,81.13
-61.25,81.42
-62,81.75
-59.33,82.08
-54.5,82.33
-51.25,82
-50.5,82.47
-47.33,82.42
-46.5,82.83
-44,83.2
-39.5,83.42
-36,83.65
-31.5,83.58
-27.33,83.55
-24.83,83.25
-24,82.98
-21.67,82.85
-20,82.57
-22.17,82.32
-25.58,82.22
-28.25,82.25
-29.83,82.07
-25.33,82.07
-25.33,81.68
-23.67,81.75
-23.67,82.03
-21.67,82.08
-21.33,81.8
-22,81.63
-23.67,81.37
-24.83,80.92
-22.5,81.08
-20.75,81.32
-19.5,81.58
-18.17,81.48
-16.42,81.8
-13.25,81.68
-11.67,81.32
-14.33,80.75
-15.83,80.42
-17.17,79.97
-18.08,79.53
-18.5,79.13
-19.5,78.83
-19.17,78.42
-19.67,77.92
-18.83,77.58
-18.17,77.08
-18.42,76.75
-20.33,76.92
-21.42,76.67
-21.5,76.3
-20,76.2
-19.42,75.7
-19.42,75.2
-20.08,74.67
-18.83,74.67
-19.25,74.25
-21.5,74
-20.33,73.83
-20.33,73.47
-21.58,73.42
-22.17,73.25
-23,73.05
-22,72.92
-21.75,72.42
-22,72.08
-23.33,72.3
-24.58,72.5
-23.67,72.17
-22.58,71.83
-21.75,71.42
-21.75,71
-21.83,70.5
-23.08,70.42
-24,70.58
-24,70.58
-24.25,71
-24.5,71.33
-25.5,71.17
-25.25,70.67
-26.33,70.42
-26.33,70.17
-25.08,70.42
-23.75,70.17
-22.5,70.08
-23.17,69.75
-24.25,69.42
-25.25,69.08
-26.25,68.83
-27.5,68.58
-28.75,68.42
-30,68.17
-31.33,68.17
-32.17,67.92
-33,67.5
-33.42,67.08
-33.92,66.67
-34.75,66.33
-35.67,66
-37,65.67
-38.5,65.67
-39.67,65.5
-40,65.08
-41,65.17
-40.42,64.5
-40.5,64
-40.75,63.5
-41.5,63
-42.42,62.67
-42,62
-42.5,61.5
-42.75,61
-42.83,60.5
-43.25,60
-43.92,59.83
-45.17,60.17
-45.75,60.58
-46.67,60.75
-48,60.83
-49,61.42
-49.5,61.92
-50.08,62.5
-50.33,62.83
-51.25,63.58
-51.33,64
-52,64.33
-52,64.92
-52.42,65.5
-53.5,66
-53.5,66.5
-53.75,67
-53.67,67.58
-53.33,68.17
-52.58,68.58
-51,68.58
-50.75,69.33
-51.25,69.92
-52.17,69.47
-53.67,69.3
-54.83,69.67
-54.58,70.25
-54.25,70.83
-52.83,70.8
-51.25,70.5
-51.58,71
-52.75,71.17
-53.33,71.75
-54,71.42
-55.25,71.42
-55.75,71.68
-55.33,72.17
-55.83,72.58
-55.5,73.17
-55.67,73.58
-56.5,74
-56.5,74.5
-57.5,74.97
-58.33,75.32
-58.33,75.67
-60,75.82
-61.67,76.17
-63.42,76.17
-65.33,76.13
-66.58,75.92
-68.5,76.13
-69.5,76.38
-68.75,76.6
-70.25,76.8
-71.17,77.02
-70,77.25
-68.42,77.35
-70,77.58
-70.33,77.92
-71.67,77.87
-73,78.17
NaN,NaN
130.83,-1.33
131.25,-0.83
131.83,-0.67
132.17,-0.33
132.83,-0.33
133.25,-0.67
133.92,-0.67
134.17,-1.33
134,-1.83
134.17,-2.33
134.58,-2.5
134.75,-3
135.17,-3.33
135.58,-3.33
135.83,-2.92
136.08,-2.58
136.5,-2.17
137,-2.08
137.25,-1.67
137.92,-1.42
138.42,-1.67
139,-2
139,-2
139.5,-2.17
140,-2.33
140.42,-2.33
141,-2.58
141.5,-2.75
142,-2.92
142.42,-3.08
143,-3.33
143.5,-3.42
144,-3.67
144.5,-3.92
145,-4.25
145.42,-4.5
145.75,-4.92
145.75,-5.5
146.25,-5.58
146.83,-5.92
147.42,-5.83
147.83,-6.17
147.83,-6.67
147.42,-6.75
147,-6.83
147.17,-7.25
147.67,-7.75
148.17,-8
148.25,-8.58
148.58,-9.08
149.25,-9
149.08,-9.42
149.58,-9.58
150,-9.58
149.75,-9.92
150.17,-10.08
150.75,-10.17
150.58,-10.58
150,-10.67
149.75,-10.33
149.25,-10.25
148.67,-10.17
148.08,-10.08
147.58,-10
147.42,-9.67
147,-9.33
146.5,-8.92
146.25,-8.5
146,-8
145.58,-7.92
145,-7.67
144.67,-7.5
144.17,-7.5
143.83,-7.92
143.58,-8.17
143.17,-8.33
143.33,-8.75
143.17,-9
142.58,-9.25
142,-9.08
141.5,-9.08
141,-9
140.58,-8.67
140.25,-8.33
140,-8
139.42,-8.08
138.83,-8.08
138.25,-8.33
137.67,-8.33
138,-7.75
138.25,-7.33
138.75,-7.25
138.58,-6.75
138.42,-6.17
138.17,-5.58
137.83,-5.25
137.33,-5
136.75,-4.83
136.17,-4.58
135.58,-4.42
135,-4.33
134.58,-4.08
134.08,-3.83
133.67,-3.5
133.25,-4
132.83,-4
132.75,-3.58
132.67,-3.25
132.25,-2.92
131.92,-2.83
132.17,-2.67
132.67,-2.75
133.08,-2.5
133.67,-2.5
133.83,-2
133.25,-2.17
132.75,-2.25
132.25,-2.25
131.83,-2
131.83,-1.58
131.42,-1.5
130.83,-1.33
NaN,NaN
-90,71.75
-90,72.33
-89.58,72.75
-89.08,73.17
-88,73.58
-87,73.83
-85.42,73.83
-84,73.8
-85.5,73.53
-86.08,73.25
-86.5,72.83
-86.42,72.42
-86.33,72
-85.33,71.67
-85.33,71.67
-85.67,72.08
-85.58,72.5
-85.5,73
-84.33,73.42
-82.92,73.75
-81.67,73.83
-81.17,73.58
-81.5,73.13
-80.83,72.67
-81.17,72.17
-80.17,72.47
-79,72.47
-77.83,72.8
-76.83,72.7
-75.75,72.5
-74.33,72.58
-74,72.25
-74,71.75
-72.42,71.67
-71.25,71.42
-69.75,70.83
-68.33,70.5
-67.5,70
-67.92,69.58
-66.75,69.17
-68.08,69
-68.08,68.5
-66.75,68.08
-65.17,68.08
-64.25,67.67
-63.17,67.33
-62.17,67
-61.42,66.67
-62.08,66.08
-62.33,65.67
-63.5,65.5
-63.83,65
-65,65.33
-65.5,65.92
-67.17,66.42
-67.42,65.75
-66.83,65.25
-65.75,64.83
-65.08,64.5
-65,64
-64.25,63.58
-64.5,62.92
-65.75,62.92
-66.83,63.25
-67.75,63.58
-68.92,63.83
-68.5,63.42
-67.75,63.08
-66.92,62.67
-66.17,62.33
-66.17,61.92
-67.17,62
-68.08,62.17
-69,62.42
-69.33,62.67
-70.33,62.83
-71.08,63
-71.92,63.33
-71.92,63.75
-72.75,64
-73.67,64.17
-74.67,64.42
-75.75,64.5
-76.5,64.25
-78,64.25
-78.58,64.67
-78.25,65.08
-77.67,65.17
-77.5,65.5
-76,65.33
-74.67,65.33
-73.67,65.67
-74.58,66.17
-73.75,66.5
-73,66.92
-72.33,67.25
-72.67,67.67
-73,68.17
-74.25,68.5
-75,69
-76.17,68.67
-75.83,69.33
-77.5,69.83
-78.08,70.25
-79,69.75
-79.83,69.58
-81.33,70
-82.33,69.92
-84.33,70.08
-85.75,70.08
-87.33,70.42
-88.25,70.83
-89,71.33
-90,71.75
NaN,NaN
-5.58,50.08
-5,50.42
-4.5,50.75
-4.08,51.17
-3.5,51.17
-3,51.17
-2.67,51.58
-3.33,51.33
-3.83,51.58
-4.33,51.67
-5,51.58
-5.17,51.83
-4.58,52.08
-4.08,52.25
-4.08,52.75
-4.67,52.75
-4.33,53.08
-4.5,53.33
-3.58,53.25
-3,53.33
-3,53.75
-2.67,54.17
-3.17,54.17
-3.58,54.5
-3.25,54.92
-4,54.75
-4.75,54.58
-5.08,54.92
-4.67,55.5
-5.08,55.83
-5.58,55.42
-5.58,55.75
-6.17,55.75
-5.5,56.08
-5.42,56.5
-6,56.33
-6,56.67
-5.58,57.17
-6.25,57.17
-6.67,57.42
-6.33,57.58
-5.83,57.42
-5.75,57.75
-5.33,58.08
-5,58.5
-4.08,58.5
-3.17,58.58
-3,58.33
-3.83,58
-4.17,57.58
-3.42,57.67
-2.75,57.67
-1.92,57.67
-1.83,57.33
-2.08,57
-2.42,56.58
-2.83,56.25
-3.33,56
-2.67,56
-2,55.83
-1.67,55.5
-1.5,55
-1.17,54.58
-0.5,54.42
-0.25,54
-0.08,53.67
0.17,53.42
0.33,53.08
0,52.83
0.25,52.67
0.58,52.92
1,52.92
1.58,52.75
1.83,52.42
1.58,52
1,51.75
0.58,51.33
1.42,51.25
0.92,50.83
0.08,50.67
-0.67,50.67
-1.42,50.75
-2.08,50.5
-2.83,50.67
-3.5,50.58
-3.67,50.17
-4.5,50.33
-5.08,50
-5.58,50.08
NaN,NaN
46.67,44.75
46.67,44.42
47.08,44.25
47.42,43.75
47.42,43.42
47.42,43
47.83,42.5
48.25,42.08
48.67,41.83
49,41.42
49.17,41
49.67,40.58
50.25,40.42
49.75,40.33
49.42,40
49.25,39.5
49.17,39.17
48.75,39.17
48.83,38.58
48.92,38.08
49,37.58
49.5,37.42
50.17,37.33
50.33,37.08
51,36.75
51.58,36.58
52.42,36.75
53.17,36.92
53.92,36.83
54,37.17
53.75,37.83
53.75,38.5
54,39.08
53.58,39.17
53.42,39.58
53.5,40
52.75,40
52.67,40.33
52.92,40.83
53.5,40.67
54.17,40.67
54.75,41
54.33,41.33
53.92,41.67
53.67,42.08
53,42
52.67,41.67
52.75,41.25
52.42,41.75
52.33,42.17
52.67,42.58
52.5,42.83
51.83,42.83
51.33,43.17
51.17,43.67
50.75,44.17
50.17,44.33
50.25,44.58
50.92,44.58
51.42,44.5
51.17,45
51.75,45.33
52.5,45.42
53.08,45.17
53.67,45.25
54.25,45.25
53.92,45.5
53.83,45.92
53.67,46.42
53.17,46.83
52.58,47.17
52.08,47.17
51.42,47.17
50.92,47.25
50.17,46.83
49.5,46.75
48.92,46.58
49,46.33
48.5,46.25
48.25,45.92
47.58,46.08
47.33,45.67
47,45.17
46.67,44.75
NaN,NaN
118.83,-2.83
119.17,-2.42
119.33,-1.92
119.33,-1.33
119.5,-0.92
119.83,-0.58
119.83,-0.08
119.92,0.42
120,0.75
120.67,0.75
120.92,1.33
121.42,1.17
122,1.08
122.5,1
122.92,0.83
123.33,0.92
123.92,0.92
124.42,1.17
124.75,1.5
125,1.75
125.25,1.5
125,1.08
124.58,0.58
124,0.42
123.5,0.33
123,0.5
122.5,0.5
122,0.5
121.42,0.5
121,0.42
120.67,0.5
120.33,0.42
120.08,-0.08
120.08,-0.67
120.58,-0.92
120.67,-1.33
121.17,-1.33
121.58,-0.92
122.08,-0.92
122.58,-0.75
123.17,-0.58
123.5,-0.92
122.92,-0.92
122.5,-1.33
122.08,-1.67
121.5,-1.92
121.92,-2.42
122.17,-2.75
122.42,-3.17
122.08,-3.5
122.5,-3.83
122.83,-4.33
123.17,-4.75
123.17,-5.33
122.67,-5.67
122.33,-5.33
122.33,-4.58
122,-4.83
121.58,-4.67
121.67,-4.08
121.17,-3.83
120.92,-3.42
121.08,-3
121.08,-2.67
120.67,-2.67
120.25,-3
120.42,-3.5
120.42,-4
120.42,-4.5
120.33,-5
120.42,-5.5
119.92,-5.58
119.5,-5.58
119.42,-5.17
119.58,-4.58
119.67,-4
119.5,-3.5
119,-3.5
118.83,-2.83
NaN,NaN
130.92,34.33
131.42,34.5
131.83,34.75
132.33,35.08
132.75,35.5
133.25,35.5
134,35.58
134.67,35.67
135.25,35.75
135.67,35.5
136,35.67
136,36.08
136.33,36.42
136.67,36.83
136.75,37.25
137.17,37.5
137,37.08
137,36.75
