,Unnamed: 0.1,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle,rates_bg,rates_fs,rates_as,time_fs,time_as
130,130,1609,-999.0,-999.0,1610,0.0,1.0,-999.0,1.0,-999.0,34.2,-116.437,7.3,17,0,17,0,1992-06-28T11:57:33.000000,-999.0,-999.0,1,1,0,10,0,10,0.0,0.0,0.0,0.0,6.3,11275.999998,0.0,44.9603294579904,182.28945197042378,1.0,1.0,0.005911057397325174,,0.3375420376342826,0.0,50.36409722222222
131,131,1620,-999.0,-999.0,1621,44.0,1.7,2.0,1.7,2.0,11.742,-87.34,7.7,21,2,21,2,1992-09-02T00:15:59.999996,-999.0,-999.0,1,1,1,4,1,4,5.7,1966005.999994,5.7,1966005.999994,6.0,-1966005.999994,7.4845834147491255,154.6589630687317,338.2345089289617,1.0,3.0,0.015824017347718274,0.08789393318256601,1.4015681124640296,22.75469907400509,14.983217592672617
132,132,1622,-999.0,-999.0,1623,27.0,0.7,-999.0,0.7,-999.0,42.142,73.575,7.3,7,0,7,0,1992-08-19T02:04:35.999998,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.6,4550.000002,0.0,29.92421059481497,182.28945197042378,-1.0,3.0,76.20167573129503,,20.447629992464783,0.0,0.342337963009874
133,133,1641,-999.0,-999.0,1642,10.0,1.6,0.5,1.6,0.5,7.075,-76.862,7.2,15,4,15,4,1992-10-18T15:11:58.000004,-999.0,-999.0,1,1,2,6,2,6,6.7,-19912.999999,6.7,-19912.999999,5.6,3224.999999,46.47544658286446,58.96757463829727,156.1879214416901,-1.0,3.0,0.002448764611007739,3.1315977852673615,1.3257403328902557,1.2773032407986897,11.314432870348295
134,134,1658,-999.0,-999.0,1659,27.0,1.7,-999.0,1.7,-999.0,-8.48,121.896,7.8,26,0,26,0,1992-12-12T05:29:25.000002,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.1,4142.999996,0.0,129.64104869292407,394.75897176315374,1.0,3.0,0.005884536110544141,,1.6295867491652583,0.0,15.954965277741904
135,135,1680,-999.0,-999.0,1681,20.0,0.4,-999.0,0.4,-999.0,-10.972,164.181,7.1,8,0,8,0,1993-03-06T03:05:48.000000,-999.0,-999.0,2,2,0,7,0,7,0.0,0.0,0.0,0.0,6.7,48066.999997,0.0,104.09860791859413,133.82379803431266,-1.0,1.0,0.014702458315471944,,3.0988428654915903,0.0,2.58160879633079
136,136,1699,-999.0,-999.0,1700,58.0,1.2,-999.0,1.2,-999.0,7.219,126.57,7.0,1,0,1,0,1993-05-11T18:26:49.999998,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,286127.000004,0.0,7.929584775348281,114.66193259390072,1.0,3.0,0.0,,0.30196381326745153,0.0,3.3116550926395036
137,137,1717,-999.0,-999.0,1718,16.0,1.4,-999.0,1.4,-999.0,42.851,139.197,7.7,21,0,21,0,1993-07-12T13:17:10.000000,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.3,5273.999998,0.0,109.29023221317803,338.2345089289617,-1.0,3.0,0.0031180090312607858,,2.8961494811682145,0.0,7.251006944409951
138,138,1724,-999.0,-999.0,1725,59.0,1.6,-999.0,1.6,-999.0,12.982,144.801,7.8,12,0,12,0,1993-08-08T08:34:22.999998,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,281296.999999,0.0,108.14710725676868,394.75897176315374,-1.0,3.0,0.009366871282653183,,1.5319963827749845,0.0,7.832916666724616
139,139,1725,-999.0,-999.0,1726,28.0,1.4,-999.0,1.4,-999.0,-45.277,166.927,7.0,2,0,2,0,1993-08-10T00:51:51.999997,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,98239.000002,0.0,21.192659307266663,114.66193259390072,1.0,3.0,0.0015595105497799408,,1.0600186484568441,0.0,1.8867592592937528
140,140,1731,-999.0,-999.0,1732,34.0,1.5,0.4,1.5,0.4,14.717,-92.645,7.2,5,5,5,5,1993-09-10T19:12:53.000003,-999.0,-999.0,2,2,5,4,5,4,6.8,628673.000003,6.8,628673.000003,5.7,-628673.000003,36.37117263573911,73.98367794047104,156.1879214416901,1.0,3.0,0.006372214023685193,0.6523639888988394,0.6864464953103225,7.664432870428319,7.283888888877851
141,141,1747,-999.0,-999.0,1748,34.0,1.0,-999.0,1.0,-999.0,51.934,158.647,7.0,4,0,4,0,1993-11-13T01:18:03.000000,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.0,643235.999997,0.0,13.856642509220446,114.66193259390072,-1.0,3.0,0.10299422326369334,,0.13716092755066225,0.0,29.16282407409753
142,142,1757,-999.0,-999.0,1758,33.0,0.5,-999.0,0.5,-999.0,-20.23,169.789,7.0,5,0,5,0,1993-12-29T07:48:13.000003,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,3089.999996,0.0,50.14947001790688,114.66193259390072,-1.0,1.0,0.0012804685661306357,,133.08687627745834,0.0,0.03756944440995102
143,143,1762,-999.0,-999.0,1763,19.0,1.6,-999.0,1.6,-999.0,1.015,127.733,7.0,4,0,4,0,1994-01-21T02:24:28.000000,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.4,308815.000002,0.0,31.625719758863532,114.66193259390072,-1.0,1.0,0.0007507830399901393,,1.1191166232136782,0.0,3.5742476852086407
144,144,1765,-999.0,-999.0,1766,27.0,1.0,-999.0,1.0,-999.0,-20.553,169.361,7.0,1,0,1,0,1994-02-12T17:58:22.000002,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.51340243995693,114.66193259390072,1.0,3.0,0.0,,0.34699631317115004,0.0,2.881874999942051
145,145,1772,-999.0,-999.0,1773,10.0,-999.0,1.0,-999.0,1.0,-1.278,-23.569,7.0,0,1,0,1,1994-03-14T04:30:14.000003,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,1.0,0.0009894004691785175,10799.990665920695,,9.259267261734715e-05,0.0
146,146,1792,-999.0,-999.0,1793,18.0,1.2,-999.0,1.2,-999.0,-10.477,112.835,7.8,81,0,81,0,1994-06-02T18:17:32.999999,-999.0,-999.0,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.6,96565.000005,0.0,201.81657760825257,394.75897176315374,1.0,3.0,0.015759446520187386,,3.447110710063517,0.0,23.49793981479274
147,147,1799,-999.0,-999.0,1800,33.0,0.5,1.8,0.5,1.8,-16.62,167.518,7.2,13,1,13,1,1994-07-13T02:35:55.000003,-999.0,-999.0,1,1,1,10,1,10,5.4,-118236.999997,5.4,-118236.999997,6.7,2243.0,5.8649884855250365,35.73897726549302,156.1879214416901,-1.0,3.0,0.0030140375484774633,11.017597550305126,1.2126577631905682,0.09076388889992679,10.720254629629629
148,148,1821,-999.0,-999.0,1822,14.0,1.0,-999.0,1.0,-999.0,43.773,147.321,8.3,153,0,160,0,1994-10-04T13:22:54.000001,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,7.3,412364.000002,0.0,183.42423672314328,641.1560464814495,1.0,3.0,0.045689468125335614,,0.4758576263172087,0.0,336.2350231481702
149,149,1826,-999.0,-999.0,1827,31.0,1.6,-999.0,1.6,-999.0,13.525,121.067,7.1,2,0,2,0,1994-11-14T19:15:29.000002,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.5,40178.999999,0.0,45.083389445470864,133.82379803431266,1.0,1.0,0.0019647984554046188,,0.05379149073405814,0.0,37.18060185184081
150,150,1830,-999.0,-999.0,1831,26.0,1.3,-999.0,1.3,-999.0,40.525,143.419,7.8,37,0,37,0,1994-12-28T12:19:22.000000,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,346242.000003,0.0,118.81947891255086,394.75897176315374,1.0,3.0,0.027407037953768584,,1.5562035409884178,0.0,23.775810185150693
151,151,1833,-999.0,-999.0,1834,26.0,1.0,-999.0,1.0,-999.0,40.246,142.175,7.0,4,0,4,0,1995-01-06T22:37:32.999997,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.0,14312.000002,0.0,58.228353684939144,114.66193259390072,-1.0,3.0,0.006035892779360892,,1.0259241777730825,0.0,3.898923611180098
152,152,1843,-999.0,-999.0,1844,21.0,0.6,-999.0,0.6,-999.0,-37.759,178.752,7.1,13,0,13,0,1995-02-05T22:51:03.999998,-999.0,-999.0,1,1,0,12,0,12,0.0,0.0,0.0,0.0,6.5,609641.999999,0.0,35.36960234929023,133.82379803431266,-1.0,2.0,0.0024843818786862305,,1.2959337079989888,0.0,10.031377314872763
153,153,1855,-999.0,-999.0,1856,21.0,1.3,-999.0,1.3,-999.0,-15.199,-173.529,7.4,5,0,5,0,1995-04-07T22:06:54.999999,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.1,11592.000001,0.0,24.87127820870602,212.75297086326285,-1.0,3.0,0.012561547798326567,,6.282905262107445,0.0,0.7958101851631094
154,154,1860,-999.0,-999.0,1861,20.0,0.4,0.3,0.4,0.3,12.059,125.58,7.2,25,5,25,5,1995-04-21T00:34:44.999999,-999.0,-999.0,4,4,4,15,4,15,6.9,1492.000001,6.9,1492.000001,6.8,244440.999998,20.388745189239945,54.28793900761416,156.1879214416901,1.0,3.0,0.007527222047260822,30.808729139922978,0.7344478125523293,0.16229166666666667,34.03917824075316
155,155,1865,-999.0,-999.0,1866,16.0,1.0,-999.0,1.0,-999.0,12.626,125.297,7.1,7,0,7,0,1995-05-05T03:53:43.999999,-999.0,-999.0,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.1,2725.000004,0.0,48.9739889031094,133.82379803431266,1.0,3.0,0.003613088478878357,,0.5532387058536713,0.0,12.652766203692666
156,156,1871,-999.0,-999.0,1872,20.0,1.2,-999.0,1.2,-999.0,-23.008,169.9,7.7,21,0,21,0,1995-05-16T20:12:43.000003,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,54664.999998,0.0,86.8788006148337,338.2345089289617,-1.0,2.0,0.012501424135035275,,2.2320775026936843,0.0,9.408275462951925
157,157,1876,-999.0,-999.0,1877,11.0,1.8,-999.0,1.8,-999.0,52.629,142.827,7.1,2,0,2,0,1995-05-27T13:03:51.000000,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.3,163062.0,0.0,31.34033885621083,133.82379803431266,-1.0,1.0,0.014803423725790112,,1.0597196158516393,0.0,1.8872916666666666
158,158,1886,-999.0,-999.0,1887,35.0,1.1,-999.0,1.1,-999.0,-29.211,-177.589,7.2,6,0,6,0,1995-07-03T19:50:48.999999,-999.0,-999.0,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.1,7561.000004,0.0,140.00749334539137,156.1879214416901,1.0,3.0,0.04438711815765773,,1.607995310013679,0.0,3.7313541666666667
159,159,1894,-999.0,-999.0,1895,45.0,1.6,-999.0,1.6,-999.0,-23.34,-70.294,8.0,25,0,30,0,1995-07-30T05:11:21.999998,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.4,333956.000003,0.0,186.11262123554593,537.7249613305888,1.0,3.0,0.013306484215876255,,0.08836938840746074,0.0,339.48407407408513
160,160,1899,-999.0,-999.0,1900,30.0,0.5,-999.0,0.5,-999.0,-5.799,154.178,7.7,15,0,15,0,1995-08-16T10:27:26.999997,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,7.2,45775.000003,0.0,130.8438097410749,338.2345089289617,1.0,3.0,0.04127563149442414,,3.961473448029265,0.0,3.786469907418445
161,161,1903,-999.0,-999.0,1904,23.0,2.3,-999.0,2.3,-999.0,16.779,-98.597,7.4,1,0,1,0,1995-09-14T14:04:30.000002,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,134134.999998,0.0,34.994385836648654,212.75297086326285,1.0,3.0,0.001219977246012346,,0.6441271853081251,0.0,1.5524884259024705
162,162,1908,-999.0,-999.0,1909,24.0,0.5,-999.0,0.5,-999.0,-2.75,-77.881,7.0,11,0,11,0,1995-10-03T01:51:22.000002,-999.0,-999.0,1,1,0,11,0,11,0.0,0.0,0.0,0.0,6.5,39214.999999,0.0,21.48282562774825,114.66193259390072,-1.0,3.0,0.02175314531535335,,0.4206342708052636,0.0,26.150983796307333
163,163,1911,-999.0,-999.0,1912,33.0,2.0,-999.0,2.0,-999.0,19.055,-104.205,8.0,4,0,5,0,1995-10-09T15:35:52.000002,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,263819.999998,0.0,84.99158898742333,537.7249613305888,1.0,3.0,0.003064257596712717,,0.02344525657414615,0.0,213.26275462959376
164,164,1913,-999.0,-999.0,1914,28.0,0.3,-999.0,0.3,-999.0,27.929,130.175,7.1,17,0,17,0,1995-10-18T10:37:24.999998,-999.0,-999.0,2,2,0,15,0,15,0.0,0.0,0.0,0.0,6.8,57850.0,0.0,34.50135103452165,133.82379803431266,-1.0,2.0,0.003100989905553385,,0.794698976920304,0.0,21.391747685243136
165,165,1920,-999.0,-999.0,1921,10.0,1.5,-999.0,1.5,-999.0,28.826,34.799,7.2,4,0,6,0,1995-11-22T04:15:09.999997,-999.0,-999.0,1,1,0,3,0,2,0.0,0.0,0.0,0.0,5.7,136326.000001,0.0,56.602591232584224,156.1879214416901,1.0,1.0,0.0010694413818430337,,0.06241769599472568,0.0,96.12658564819506
166,166,1921,-999.0,-999.0,1922,33.0,1.4,1.3,1.4,1.3,44.663,149.3,7.9,62,23,64,23,1995-12-03T18:01:06.999997,-999.0,-999.0,1,1,4,9,4,9,6.6,779817.0,6.6,779817.0,6.5,16461.000003,50.68381344749363,194.39159192678707,460.72958753073897,1.0,3.0,0.03125239072650419,2.548290175772008,0.5413496205527716,9.025659722222223,118.22304398153943
167,167,1935,-999.0,-999.0,1936,24.0,2.3,-999.0,2.3,-999.0,0.729,119.931,7.9,7,0,7,0,1996-01-01T08:05:08.999999,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,4164.000002,0.0,49.18679690782922,460.72958753073897,1.0,3.0,0.0033033704735848783,,0.6675563002295533,0.0,10.48600694442237
168,168,1942,-999.0,-999.0,1943,42.0,1.2,-999.0,1.2,-999.0,45.324,149.892,7.2,3,0,3,0,1996-02-07T21:36:45.000003,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.0,4613.999999,0.0,137.84044217241293,156.1879214416901,1.0,3.0,0.01310692746693324,,0.7102790421097919,0.0,4.2236921296296295
169,169,1943,-999.0,-999.0,1944,33.0,1.6,-999.0,1.6,-999.0,-0.891,136.952,8.1,35,0,35,0,1996-02-17T05:59:28.999999,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.5,51517.000004,0.0,231.5938796703187,470.69063154972355,1.0,3.0,0.011932387540425861,,1.7167050616655213,0.0,20.387893518554392
170,170,1945,-999.0,-999.0,1946,10.0,2.5,-999.0,2.1,-999.0,-9.593,-79.587,7.5,1,0,2,0,1996-02-21T12:50:59.999999,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.4,-0.0,0.0,71.64843497112805,248.30743700128235,1.0,3.0,0.0010746676053165934,,0.01970448742333723,0.0,101.49972222222222
171,171,1946,-999.0,-999.0,1947,21.0,0.9,-999.0,0.9,-999.0,15.978,-98.07,7.1,5,0,5,0,1996-02-25T03:08:14.000001,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.2,22182.000001,0.0,49.71069849226141,133.82379803431266,1.0,3.0,0.0040438719453388325,,4.221924689385058,0.0,1.1842939815035574
172,172,1967,-999.0,-999.0,1968,44.0,1.1,-999.0,1.1,-999.0,-6.518,154.999,7.2,10,0,11,0,1996-04-29T14:40:40.000001,-999.0,-999.0,1,1,0,9,0,8,0.0,0.0,0.0,0.0,6.1,156267.999996,0.0,47.439293131582424,156.1879214416901,1.0,3.0,0.014751250921282691,,0.0016765170214935096,0.0,6561.221782407406
173,173,1974,-999.0,-999.0,1975,33.0,0.6,1.4,0.6,1.4,51.564,-177.632,7.9,35,2,36,2,1996-06-10T04:03:33.999998,-999.0,-999.0,1,1,1,3,1,2,6.5,-169547.000004,6.5,-169547.000004,7.3,40881.000004,38.8604161963892,111.81229278578216,460.72958753073897,1.0,3.0,0.021341029954262434,1.670210709437533,0.035528162156634555,1.1974537037147417,1013.2806712963433
174,174,1975,-999.0,-999.0,1976,33.0,1.0,-999.0,1.0,-999.0,12.614,125.154,7.1,3,0,3,0,1996-06-11T18:22:53.999999,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,24.403573522166635,133.82379803431266,1.0,3.0,0.00047319868636320686,,1.0480985018539841,0.0,2.862326388877851
175,175,1986,-999.0,-999.0,1987,33.0,1.0,0.4,1.0,0.4,1.0,120.45,7.0,5,2,6,2,1996-07-22T14:19:34.000001,-999.0,-999.0,2,2,2,6,2,5,6.6,-0.0,6.6,-0.0,6.0,-18461.000001,21.870203959902643,39.62701923770659,114.66193259390072,-1.0,3.0,0.002807437643168347,0.32388724675280334,0.08136854867018456,6.174988425914888,73.7385648147679
176,176,2035,-999.0,-999.0,2036,33.0,1.6,-999.0,1.6,-999.0,-14.993,-75.675,7.7,19,0,19,0,1996-11-12T16:59:43.000002,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.1,34915.000001,0.0,66.40268093442343,338.2345089289617,1.0,3.0,0.004193139517592083,,1.038019618419031,0.0,18.30408564814815
177,177,2049,-999.0,-999.0,2050,33.0,1.7,-999.0,1.7,-999.0,18.219,-102.756,7.2,1,0,1,0,1997-01-11T20:28:25.000003,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,436360.999997,0.0,15.950826722403987,156.1879214416901,-1.0,2.0,0.0013390666359931439,,0.1980011962585797,0.0,5.050474537002543
178,178,2060,-999.0,-999.0,2061,33.0,1.1,-999.0,1.1,-999.0,29.976,68.208,7.1,3,0,4,0,1997-02-27T21:08:00.999996,-999.0,-999.0,1,1,0,4,0,3,0.0,0.0,0.0,0.0,6.0,1354.000004,0.0,25.71627651183502,133.82379803431266,1.0,3.0,0.022515413383577636,,0.03649943777557636,0.0,109.59072916669977
179,179,2073,-999.0,-999.0,2074,33.0,1.6,-999.0,1.6,-999.0,-12.584,166.676,7.7,3,0,3,0,1997-04-21T12:02:25.000002,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.1,247.999995,0.0,76.40732369404104,338.2345089289617,1.0,3.0,0.009603916537359425,,15.379138487144502,0.0,0.19506944439753338
180,180,2078,-999.0,-999.0,2079,10.0,1.9,-999.0,1.9,-999.0,33.825,59.809,7.3,1,0,1,0,1997-05-10T07:57:27.999997,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,8991.000002,0.0,16.928248045451888,182.28945197042378,-1.0,1.0,0.0,,9.60960960757103,0.0,0.10406250002207579
181,181,2090,-999.0,-999.0,2091,19.0,1.7,-999.0,1.7,-999.0,10.598,-63.486,7.0,2,0,2,0,1997-07-09T19:24:12.000003,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.3,129.0,0.0,87.30125278389615,114.66193259390072,1.0,1.0,0.0008747159881216065,,68.54422845483187,0.0,0.029178240751778637
182,182,2107,-999.0,-999.0,2108,58.0,0.9,-999.0,0.9,-999.0,-30.933,-71.22,7.1,7,0,7,0,1997-10-15T01:03:32.000000,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.2,1710559.000002,0.0,27.497209111472593,133.82379803431266,-1.0,2.0,0.00363787442218545,,0.3535686287343982,0.0,19.79813657409753
183,183,2112,-999.0,-999.0,2113,33.0,2.2,-999.0,2.2,-999.0,35.069,87.325,7.5,1,0,1,0,1997-11-08T10:02:51.000003,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,51721.999999,0.0,177.87788444440616,248.30743700128235,-1.0,1.0,0.0015051510421129571,,1.6704690460847045,0.0,0.5986342592482213
184,184,2120,-999.0,-999.0,2121,33.0,1.4,-999.0,1.4,-999.0,54.841,162.035,7.8,58,0,58,0,1997-12-05T11:26:52.999999,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.4,26488.000004,0.0,145.50546217171149,394.75897176315374,1.0,3.0,0.013659171509132087,,1.322056595798867,0.0,43.87104166667908
185,185,2143,-999.0,-999.0,2144,10.0,1.7,-999.0,1.7,-999.0,-62.877,149.527,8.1,5,0,5,0,1998-03-25T03:12:24.000002,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.4,32696.999995,0.0,190.49725771668702,470.69063154972355,-1.0,1.0,0.002195818398316063,,1.5920691370708202,0.0,3.1405671296406674
186,186,2146,-999.0,-999.0,2147,33.0,2.3,-999.0,2.3,-999.0,22.306,125.308,7.5,2,0,2,0,1998-05-03T23:30:19.999997,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,16.098103749559957,248.30743700128235,-1.0,1.0,inf,,0.42063855268666794,0.0,4.754675925983875
187,187,2163,-999.0,-999.0,2164,10.0,1.1,-999.0,1.1,-999.0,-2.961,141.926,7.0,2,0,2,0,1998-07-17T08:49:12.000001,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.9,1249.000001,0.0,48.269423108166116,114.66193259390072,1.0,3.0,0.0033494649793307375,,138.35068043879784,0.0,0.014456018529556415
188,188,2167,-999.0,-999.0,2168,33.0,-999.0,1.8,-999.0,1.8,-0.593,-80.393,7.2,0,1,0,1,1998-08-04T18:59:18.999999,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0,0.0,17.088607591713416,,0.05851851852955642,0.0
189,189,2191,-999.0,-999.0,2192,33.0,1.4,0.3,1.4,0.3,-6.92,128.946,7.0,3,1,3,1,1998-11-09T05:38:43.000000,-999.0,-999.0,2,2,1,3,1,3,6.7,-55009.999997,6.7,-55009.999997,5.6,55009.999997,9.2043903798546,33.50961491325779,114.66193259390072,-1.0,3.0,0.0019173274464026212,169.4117656958557,1.6552146925633195,0.005902777743284349,1.8124537037271593
190,190,2193,-999.0,-999.0,2194,33.0,2.0,-999.0,2.0,-999.0,-2.071,124.891,7.7,3,0,3,0,1998-11-29T14:10:30.000003,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.7,12120.999994,0.0,42.46714101417283,338.2345089289617,-1.0,0.0,0.001283083814329077,,2.00956715235324,0.0,1.4928587962273094
191,191,2214,-999.0,-999.0,2215,33.0,1.2,-999.0,1.2,-999.0,5.397,121.937,7.1,3,0,3,0,1999-03-04T08:52:00.000002,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.9,101348.999999,0.0,30.066066500931893,133.82379803431266,-1.0,3.0,0.062428933498526094,,0.4448479502162013,0.0,6.743877314803777
192,192,2247,-999.0,-999.0,2248,17.0,1.7,-999.0,1.7,-999.0,40.748,29.864,7.6,5,0,5,0,1999-08-17T00:01:38.000002,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.9,1238949.999996,0.0,71.03790091566646,289.8036300972396,1.0,1.0,0.08083077139793532,,0.18184657621195338,0.0,27.495706018529557
193,193,2253,-999.0,-999.0,2254,33.0,1.2,-999.0,1.2,-999.0,23.772,120.982,7.7,24,0,24,0,1999-09-20T17:47:16.999998,-999.0,-999.0,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.5,453929.999999,0.0,56.137158522942,338.2345089289617,1.0,3.0,0.006478001905507643,,0.859414308484917,0.0,27.925995370393824
194,194,2259,-999.0,-999.0,2260,13.0,1.3,-999.0,1.3,-999.0,34.603,-116.265,7.1,6,0,6,0,1999-10-16T09:46:43.000000,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.8,771.0,0.0,81.77219393417748,133.82379803431266,1.0,1.0,0.0020965817782036007,,0.957651979226589,0.0,6.26532407403958
195,195,2266,-999.0,-999.0,2267,10.0,1.7,-999.0,1.7,-999.0,40.758,31.161,7.2,3,0,3,0,1999-11-12T16:57:18.000002,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.5,1236.999999,0.0,37.947989459119704,156.1879214416901,1.0,1.0,248.63309429281833,,0.7430361857496112,0.0,4.037488425914888
196,196,2268,-999.0,-999.0,2269,33.0,1.6,1.1,1.6,1.1,-6.351,148.763,7.0,2,1,2,1,1999-11-19T13:56:44.999998,-999.0,-999.0,1,1,1,2,1,2,5.9,-2134.000002,5.9,-2134.000002,5.4,2134.000002,26.863498138484463,32.183982115571254,114.66193259390072,1.0,3.0,0.002117215229944662,9.27237605039515,80.9746953307873,0.10784722217531116,0.024699074097529604
197,197,2272,-999.0,-999.0,2273,33.0,2.0,-999.0,2.0,-999.0,-16.423,168.214,7.5,1,0,1,0,1999-11-26T13:21:13.999999,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,22493.999998,0.0,17.500487855386723,248.30743700128235,1.0,3.0,0.00644642342753603,,3.841024273465198,0.0,0.26034722220014644
198,198,2273,-999.0,-999.0,2274,10.0,0.6,-999.0,0.6,-999.0,-1.339,88.976,7.0,4,0,5,0,1999-11-15T05:42:41.999997,-999.0,-999.0,1,1,0,5,0,4,0.0,0.0,0.0,0.0,6.4,1203174.000001,0.0,27.293732262391895,114.66193259390072,-1.0,1.0,0.06502219710301248,,0.06692711435841123,0.0,74.70813657412099
199,199,2277,-999.0,-999.0,2278,43.0,0.6,-999.0,0.6,-999.0,57.342,-154.347,7.0,3,0,5,0,1999-12-06T23:12:32.000001,-999.0,-999.0,1,1,0,5,0,3,0.0,0.0,0.0,0.0,6.4,4037.999997,0.0,17.423275376918575,114.66193259390072,-1.0,1.0,0.0322440499251701,,0.01736833884503511,0.0,287.8801504629381
200,200,2281,-999.0,-999.0,2282,33.0,2.2,-999.0,2.2,-999.0,15.766,119.74,7.3,2,0,2,0,1999-12-11T18:03:35.000003,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,25667.999996,0.0,30.492761457720196,182.28945197042378,-1.0,2.0,0.0008752347273933242,,2.0520371932467496,0.0,0.9746412036692103
201,201,2322,-999.0,-999.0,2323,26.0,1.9,-999.0,1.9,-999.0,-1.105,123.573,7.6,7,0,7,0,2000-05-04T04:21:15.000002,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.7,90190.0,0.0,61.94594444656264,289.8036300972396,1.0,1.0,0.002490108030537676,,0.5527831094070382,0.0,12.663194444397533
