,Unnamed: 0.1,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle,rates_bg,rates_fs,rates_as,time_fs,time_as
58,58,611,-999.0,-999.0,612,33.0,0.9,1.5,0.9,1.5,-24.133,-175.864,7.2,29,1,29,1,1982-12-19T17:43:52.999997,-999.0,-999.0,1,1,1,25,1,25,5.7,-289819.000005,5.7,-289819.000005,6.3,86534.0,7.726812408880226,116.08637468366943,156.1879214416901,-1.0,2.0,0.020349156895016724,5.076679007292748,8.645395919374609,0.19697916660940756,3.354386574131333
59,59,624,-999.0,-999.0,625,14.0,1.4,-999.0,1.4,-999.0,38.026,20.228,7.0,7,0,7,0,1983-01-17T12:41:27.999998,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,5.6,127244.000005,0.0,31.026571376285844,114.66193259390072,1.0,3.0,0.0015601493211331184,,0.20301446948022547,0.0,34.48030092594869
60,60,648,-999.0,-999.0,649,37.0,1.5,-999.0,1.5,-999.0,8.717,-83.123,7.1,7,0,7,0,1983-04-03T02:49:59.999999,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,5.6,1417.000004,0.0,114.95465186719659,133.82379803431266,-1.0,2.0,0.00695226392163868,,4.890434220101884,0.0,1.4313657407407407
61,61,663,-999.0,-999.0,664,23.0,1.6,-999.0,1.6,-999.0,40.462,139.102,7.4,26,0,26,0,1983-05-26T02:59:57.999999,-999.0,-999.0,1,1,0,9,0,9,0.0,0.0,0.0,0.0,5.8,3419.000002,0.0,100.01163582438528,212.75297086326285,1.0,2.0,0.005111919770467247,,3.1615480100903723,0.0,8.2238194444679
62,62,696,-999.0,-999.0,697,62.0,2.1,-999.0,2.1,-999.0,55.867,161.287,7.1,1,0,1,0,1983-08-17T10:55:52.999997,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-0.0,0.0,19.945662393875462,133.82379803431266,-1.0,3.0,inf,,0.021964606984762585,0.0,45.52778935192084
63,63,697,-999.0,-999.0,698,14.0,0.7,-999.0,0.7,-999.0,-26.535,-70.563,7.4,8,0,8,0,1983-10-04T18:52:12.000000,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.7,405207.000001,0.0,74.28728609047107,212.75297086326285,-1.0,2.0,0.003022901419878848,,0.6520447148725633,0.0,12.269097222210494
64,64,699,-999.0,-999.0,700,24.0,0.7,-999.0,0.7,-999.0,-60.665,-25.451,7.2,6,0,6,0,1983-10-22T04:21:34.000002,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,31564.0,0.0,51.078066832387314,156.1879214416901,-1.0,2.0,0.0026748338093866833,,0.9885979415669636,0.0,6.069201388877851
65,65,709,-999.0,-999.0,710,10.0,1.0,-999.0,1.0,-999.0,-6.852,72.11,7.3,24,0,27,0,1983-11-30T17:46:00.000001,-999.0,-999.0,1,1,0,10,0,9,0.0,0.0,0.0,0.0,6.3,259032.999999,0.0,139.26184083364944,182.28945197042378,-1.0,2.0,0.004472561632349215,,0.029255908180995088,0.0,922.8905092592358
66,66,710,-999.0,-999.0,711,67.0,1.8,-999.0,1.8,-999.0,14.066,-91.924,7.0,1,0,1,0,1983-12-02T03:09:04.000001,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,31578.0,0.0,8.008547992531096,114.66193259390072,1.0,3.0,0.0007855206777262892,,2.736082082462474,0.0,0.3654861111111111
67,67,730,-999.0,-999.0,731,18.0,1.2,-999.0,1.2,-999.0,-10.012,160.469,7.6,4,0,4,0,1984-02-07T21:33:19.999997,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.4,37467.000003,0.0,38.544391309458504,289.8036300972396,-1.0,3.0,0.002415655246167357,,8.774245963237535,0.0,0.45587962962962963
68,68,739,-999.0,-999.0,740,14.0,1.8,-999.0,1.8,-999.0,40.32,63.35,7.0,3,0,3,0,1984-03-19T20:28:36.999998,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.2,36002.0,0.0,13.021092906584379,114.66193259390072,-1.0,3.0,0.020875627469347634,,7.199600022220988,0.0,0.4166898148148148
69,69,740,-999.0,-999.0,741,44.0,2.0,-999.0,2.0,-999.0,44.117,148.192,7.2,6,0,6,0,1984-03-24T09:44:00.999999,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,11285.0,0.0,62.340804513763736,156.1879214416901,1.0,3.0,0.011033375942579998,,1.1265279513179052,0.0,5.326099537060492
70,70,822,-999.0,-999.0,823,33.0,1.8,-999.0,1.8,-999.0,0.197,98.027,7.1,2,0,2,0,1984-11-17T06:49:29.000000,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.3,2261.0,0.0,17.83350069922757,133.82379803431266,1.0,3.0,0.0010130533400231425,,9.720972098285367,0.0,0.20574074071797507
71,71,849,-999.0,-999.0,850,33.0,0.6,2.3,0.6,2.3,-33.135,-71.871,8.0,58,6,60,6,1985-03-03T22:47:06.000004,-999.0,-999.0,1,1,0,11,0,11,5.7,878036.000002,5.7,878036.000002,7.4,14941.999993,13.506366362449992,126.10043797777595,537.7249613305888,1.0,3.0,0.024694796673512442,0.5904085937237238,0.4411366757833404,10.16245370372716,136.01226851849506
72,72,864,-999.0,-999.0,865,50.0,1.4,-999.0,1.4,-999.0,1.622,126.411,7.0,3,0,3,0,1985-04-13T03:00:05.000003,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.6,0.0,0.0,27.283485718240904,114.66193259390072,1.0,3.0,0.010839636862970875,,0.15353758412912627,0.0,19.539189814768594
73,73,873,-999.0,-999.0,874,26.0,1.4,-999.0,1.4,-999.0,-5.599,151.045,7.2,5,0,5,0,1985-05-10T15:35:49.000003,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,9547.999995,0.0,28.700283485234547,156.1879214416901,-1.0,1.0,0.003381582345015761,,12.07344680238064,0.0,0.414131944409951
74,74,887,-999.0,-999.0,888,33.0,1.7,-999.0,1.7,-999.0,-4.439,152.828,7.3,3,0,3,0,1985-07-03T04:36:50.000003,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,69201.999997,0.0,34.486255544220626,182.28945197042378,1.0,3.0,0.007787833051919538,,3.745556486968045,0.0,0.8009490740395806
75,75,903,-999.0,-999.0,904,6.0,0.8,1.9,0.8,1.9,39.431,75.224,7.0,6,1,6,1,1985-08-23T12:41:54.999998,-999.0,-999.0,1,1,1,6,1,6,5.1,-557871.999999,5.1,-557871.999999,6.2,1816760.0,11.257919208919342,50.772209421933624,114.66193259390072,-1.0,3.0,0.001312050696667031,5.78197149203735,0.28534313833417735,0.172951388877851,21.027314814814815
76,76,917,-999.0,-999.0,918,27.0,0.4,-999.0,0.4,-999.0,18.19,-102.533,8.0,5,0,6,0,1985-09-19T13:17:45.999999,-999.0,-999.0,2,2,0,1,0,1,0.0,0.0,0.0,0.0,7.6,498370.000002,0.0,175.69027164831064,537.7249613305888,1.0,3.0,0.0058427542117452415,,0.026352001537201367,0.0,227.68668981480377
77,77,942,-999.0,-999.0,943,10.0,1.1,-999.0,1.1,-999.0,-1.639,134.911,7.1,7,0,7,0,1985-11-17T09:40:20.000000,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.0,16831.999996,0.0,66.13137768306197,133.82379803431266,1.0,1.0,0.0011775980854871993,,0.3583864078642754,0.0,19.53199074070625
78,78,944,-999.0,-999.0,945,33.0,-999.0,-999.0,-999.0,-999.0,-13.987,166.185,7.0,14,4,14,4,1985-11-28T03:49:52.999999,-999.0,-999.0,3,3,4,14,4,14,7.0,-50989.000004,7.0,-50989.000004,6.6,668453.000002,29.329379027360584,58.353330471038184,114.66193259390072,-1.0,2.0,0.00905679137604738,68.408551096325,0.5468564569607649,0.05847222219876669,25.60086805559005
79,79,950,-999.0,-999.0,951,43.0,0.6,-999.0,0.6,-999.0,-13.966,166.516,7.1,8,0,8,0,1985-12-21T01:13:20.999998,-999.0,-999.0,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.5,5591.000002,0.0,60.3519592271638,133.82379803431266,1.0,3.0,0.011820560418200666,,4.029122534897201,0.0,1.9855439815270128
80,80,985,-999.0,-999.0,986,33.0,1.5,1.7,1.5,1.7,51.52,-174.776,8.0,84,3,85,3,1986-05-07T22:47:08.999998,-999.0,-999.0,1,1,1,3,1,3,6.3,-3905.000002,6.3,-3905.000002,6.5,0.0,22.30540590665758,153.32062083853498,537.7249613305888,1.0,3.0,0.0319103374228762,34.8433929431162,0.2907859460269773,0.08609953700254361,292.31123842592524
81,81,1018,-999.0,-999.0,1019,33.0,1.1,-999.0,1.1,-999.0,1.795,126.519,7.5,28,0,29,0,1986-08-14T19:39:12.000001,-999.0,-999.0,1,1,0,9,0,9,0.0,0.0,0.0,0.0,6.4,244325.999999,0.0,77.57197970647843,248.30743700128235,1.0,3.0,0.029103193535114983,,0.28473668845188954,0.0,101.84848379628457
82,82,1037,-999.0,-999.0,1038,29.0,1.6,-999.0,1.6,-999.0,-28.117,-176.367,7.7,54,0,55,0,1986-10-20T06:46:08.000002,-999.0,-999.0,1,1,0,9,0,9,0.0,0.0,0.0,0.0,6.1,28516.999997,0.0,139.84369331933704,338.2345089289617,-1.0,1.0,0.030886165479581534,,0.27955723593203413,0.0,196.73967592586865
83,83,1047,-999.0,-999.0,1048,33.0,1.1,-999.0,1.1,-999.0,23.901,121.574,7.4,11,0,12,0,1986-11-14T21:20:09.000000,-999.0,-999.0,1,1,0,4,0,3,0.0,0.0,0.0,0.0,6.3,6266.999997,0.0,52.449535422306774,212.75297086326285,1.0,3.0,0.01152272014671539,,0.019541422670605667,0.0,614.0801620370495
84,84,1068,-999.0,-999.0,1069,47.0,1.6,-999.0,1.6,-999.0,-60.063,-26.916,7.0,10,0,10,0,1987-01-30T22:29:41.000003,-999.0,-999.0,1,1,0,10,0,10,0.0,0.0,0.0,0.0,5.4,36842.0,0.0,47.657604623781516,114.66193259390072,1.0,3.0,0.005043128790722627,,11.425397707130243,0.0,0.8752430555445176
85,85,1075,-999.0,-999.0,1076,54.0,1.3,-999.0,1.3,-999.0,-6.088,147.689,7.4,14,0,14,0,1987-02-08T18:33:57.000000,-999.0,-999.0,1,1,0,9,0,9,0.0,0.0,0.0,0.0,6.1,1111948.0,0.0,38.08412402368812,212.75297086326285,-1.0,1.0,0.005030677213269275,,0.521510587147558,0.0,26.84509259260501
86,86,1086,-999.0,-999.0,1087,62.0,0.6,-999.0,0.6,-999.0,-24.388,-70.161,7.6,9,0,10,0,1987-03-05T09:17:03.999997,-999.0,-999.0,1,1,0,6,0,6,0.0,0.0,0.0,0.0,7.0,5887.000005,0.0,66.01058374699092,289.8036300972396,1.0,3.0,0.004013246171229454,,0.15034100785889382,0.0,66.51545138892338
87,87,1087,-999.0,-999.0,1088,10.0,1.2,0.8,1.2,0.8,0.151,-77.821,7.2,3,1,3,1,1987-03-06T04:10:40.000001,-999.0,-999.0,1,1,1,3,1,3,6.4,-14646.999996,6.4,-14646.999996,6.0,14646.999996,21.91902535313298,48.03297938920249,156.1879214416901,-1.0,3.0,0.0006041603587131272,10.599926390640274,17.696456617172515,0.09434027776673988,0.1695254629160519
88,88,1135,-999.0,-999.0,1136,33.0,0.6,-999.0,0.6,-999.0,-58.893,158.513,7.4,5,0,5,0,1987-09-03T06:40:12.000002,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.8,4882.999996,0.0,88.48865033950312,212.75297086326285,1.0,1.0,0.00148647370678892,,2.7071570464577084,0.0,1.8469560185074807
89,89,1146,-999.0,-999.0,1147,16.0,2.2,-999.0,2.2,-999.0,-17.94,-172.225,7.3,1,0,1,0,1987-10-06T04:19:04.999999,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,46331.000005,0.0,27.084131947770434,182.28945197042378,-1.0,2.0,0.0007760836048119725,,1.8648421141495573,0.0,0.5362384259838748
90,90,1149,-999.0,-999.0,1150,24.0,1.4,-999.0,1.4,-999.0,-7.288,154.371,7.0,5,0,5,0,1987-10-12T13:57:02.999999,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.6,86257.999998,0.0,16.38797975133727,114.66193259390072,-1.0,2.0,0.0007832008653843792,,2.6252620704323784,0.0,1.9045717592592593
91,91,1150,-999.0,-999.0,1151,47.0,1.9,2.4,1.9,2.4,-6.266,149.06,7.4,2,1,2,1,1987-10-16T20:48:00.000001,-999.0,-999.0,1,1,0,1,0,1,5.0,-149806.999998,5.0,-149806.999998,5.5,149806.999998,30.14605661536737,36.724140964689155,212.75297086326285,1.0,3.0,0.002697780474542047,14.438502668619373,1.1534841496223482,0.06925925928409453,1.7338773147899795
92,92,1163,-999.0,-999.0,1164,10.0,2.0,-999.0,2.0,-999.0,58.679,-142.786,7.9,7,0,7,0,1987-11-30T19:23:17.999998,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.9,1507.0,0.0,81.39740640868077,460.72958753073897,-1.0,1.0,0.008565345428144664,,0.4721801717118171,0.0,14.824849537037037
93,93,1173,-999.0,-999.0,1174,36.0,0.7,0.2,0.7,0.2,-24.753,-70.433,7.2,4,4,4,4,1988-02-05T14:01:00.999998,-999.0,-999.0,2,2,3,2,3,2,7.0,1492230.999996,7.0,1492230.999996,6.5,-1378772.999996,22.739205317540986,50.160374150811705,156.1879214416901,1.0,3.0,0.0021980254892804874,0.23159953117241144,1.1095130470481749,17.27119212958272,3.605185185196223
94,94,1188,-999.0,-999.0,1189,24.0,1.7,-999.0,1.7,-999.0,13.477,124.616,7.3,2,0,3,0,1988-02-24T03:52:02.000001,-999.0,-999.0,1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,48358.000001,0.0,27.53123906444689,182.28945197042378,1.0,3.0,0.0008010719635607677,,0.010256598164171423,0.0,292.49464120371476
95,95,1192,-999.0,-999.0,1193,10.0,1.6,-999.0,1.6,-999.0,56.953,-143.032,7.8,5,0,5,0,1988-03-06T22:35:37.000000,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.2,2340.000001,0.0,62.27699219174671,394.75897176315374,-1.0,1.0,0.0013069524180979375,,0.13491449793688726,0.0,37.060509259271676
96,96,1207,-999.0,-999.0,1208,33.0,0.9,-999.0,0.9,-999.0,-17.192,-72.305,7.1,8,0,8,0,1988-04-12T23:19:53.999998,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.2,4775.999999,0.0,42.648740405843746,133.82379803431266,1.0,3.0,0.002607328892141373,,0.9529849717331708,0.0,8.39467592594938
97,97,1231,-999.0,-999.0,1232,16.0,1.4,-999.0,1.4,-999.0,-6.526,152.779,7.0,7,0,7,0,1988-07-23T15:17:07.000003,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,5.6,6868.999996,0.0,26.06640637557679,114.66193259390072,-1.0,2.0,0.0010893740352038157,,2.212960896315429,0.0,3.1631828703593325
98,98,1234,-999.0,-999.0,1235,34.0,1.0,-999.0,1.0,-999.0,-10.366,160.819,7.6,10,0,10,0,1988-08-10T04:38:24.999998,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.6,7216.000002,0.0,94.54492693562091,289.8036300972396,1.0,3.0,0.017926342353527358,,13.296603517035145,0.0,0.7520717593172083
99,99,1244,-999.0,-999.0,1245,35.0,1.7,-999.0,1.7,-999.0,-18.771,-172.415,7.1,1,0,1,0,1988-10-08T04:46:23.000002,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,10072.999996,0.0,27.7724852941581,133.82379803431266,1.0,3.0,0.0017067982039149674,,8.577385092302704,0.0,0.11658564810123709
100,100,1252,-999.0,-999.0,1253,17.0,1.3,-999.0,1.3,-999.0,22.789,99.611,7.7,12,0,12,0,1988-11-06T13:03:18.000002,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.4,743.999997,0.0,71.53801643556449,338.2345089289617,-1.0,2.0,0.2850440927581675,,0.5042286536883299,0.0,23.798726851840815
101,101,1277,-999.0,-999.0,1278,44.0,1.2,-999.0,1.2,-999.0,2.305,126.76,7.1,25,0,25,0,1989-02-10T11:15:22.999998,-999.0,-999.0,1,1,0,24,0,24,0.0,0.0,0.0,0.0,5.9,14911.000003,0.0,29.629467081511685,133.82379803431266,1.0,3.0,0.007345635434064667,,3.304485379921664,0.0,7.565474537094986
102,102,1310,-999.0,-999.0,1311,10.0,2.0,-999.0,2.0,-999.0,-52.341,160.568,8.0,18,0,18,0,1989-05-23T10:54:45.000001,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.0,136805.999999,0.0,166.11486808307203,537.7249613305888,1.0,1.0,0.005334035710481347,,0.6224255706763646,0.0,28.919120370392445
103,103,1354,-999.0,-999.0,1355,28.0,1.4,0.5,1.4,0.5,39.837,142.76,7.4,16,7,17,7,1989-11-01T18:25:33.000000,-999.0,-999.0,1,1,4,8,4,7,6.9,-267939.0,6.9,-267939.0,6.0,658.999998,66.95680899033833,107.98279492332466,212.75297086326285,1.0,3.0,0.03516746479419839,1.924986632049694,0.2142288316301936,3.6363888888654334,79.3543981481716
104,104,1367,-999.0,-999.0,1368,24.0,1.1,-999.0,1.1,-999.0,8.337,126.729,7.6,42,0,43,0,1989-12-15T18:43:44.000003,-999.0,-999.0,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.5,366288.0,0.0,99.88261621623654,289.8036300972396,1.0,3.0,0.012810167279242429,,0.005401597396811594,0.0,7960.608101851806
105,105,1396,-999.0,-999.0,1397,33.0,1.4,-999.0,1.4,-999.0,-22.122,175.163,7.6,5,0,5,0,1990-03-03T12:16:26.000001,-999.0,-999.0,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.2,1112.000003,0.0,113.13132216976493,289.8036300972396,1.0,1.0,0.002443409729505066,,9.271978021978022,0.0,0.5392592592592592
106,106,1398,-999.0,-999.0,1399,20.0,1.7,-999.0,1.7,-999.0,-18.318,168.063,7.1,2,0,2,0,1990-03-05T16:38:11.000001,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.4,1946.999995,0.0,16.7324806041906,133.82379803431266,1.0,3.0,0.0024479042228331073,,0.7315152695471417,0.0,2.7340509258790147
107,107,1403,-999.0,-999.0,1404,22.0,1.6,0.9,1.6,0.9,9.919,-84.808,7.3,1,1,1,1,1990-03-25T13:22:54.000000,-999.0,-999.0,-1,-1,1,1,1,1,6.4,-29549.0,6.4,-29549.0,5.7,29549.0,11.882998677855632,39.97278644002129,182.28945197042378,1.0,3.0,0.0006465075612157144,211.24694481199063,2.923956817489594,0.004733796272840765,0.3420023148148148
108,108,1409,-999.0,-999.0,1410,11.0,1.3,-999.0,1.3,-999.0,15.125,147.596,7.6,40,0,44,0,1990-04-05T21:12:33.999999,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.3,63884.999999,0.0,102.92391697427594,289.8036300972396,-1.0,2.0,0.008039366031337205,,0.15304504937549365,0.0,287.49704861113594
109,109,1414,-999.0,-999.0,1415,25.0,1.3,-999.0,0.3,-999.0,1.186,122.857,7.8,33,0,45,0,1990-04-18T13:39:18.000000,-999.0,-999.0,2,1,0,7,0,4,0.0,0.0,0.0,0.0,7.5,36953285.000001,0.0,113.79193074551758,394.75897176315374,1.0,3.0,0.01054097773067258,,0.10033859630949593,0.0,448.4814583333099
110,110,1421,-999.0,-999.0,1422,14.0,0.1,-999.0,0.1,-999.0,5.121,32.145,7.2,8,0,8,0,1990-05-20T02:21:59.999999,-999.0,-999.0,2,2,0,4,0,4,0.0,0.0,0.0,0.0,7.1,409087.0,0.0,57.40162594889445,156.1879214416901,-1.0,1.0,0.039048882511972305,,0.2524878934024816,0.0,31.684687500035874
111,111,1427,-999.0,-999.0,1428,18.0,1.5,-999.0,1.5,-999.0,11.76,121.899,7.1,3,0,3,0,1990-06-14T07:40:55.000003,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,3013.999994,0.0,62.95340862930408,133.82379803431266,-1.0,1.0,0.0005632544720312427,,5.047515189469298,0.0,0.594351851829776
112,112,1431,-999.0,-999.0,1432,18.0,1.6,-999.0,1.6,-999.0,36.957,49.409,7.4,6,0,6,0,1990-06-20T21:00:07.999999,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.8,43325.000003,0.0,51.39489404099555,212.75297086326285,-1.0,1.0,0.004119040680907983,,0.37639323218327453,0.0,15.94077546292985
113,113,1439,-999.0,-999.0,1440,25.0,1.2,-999.0,1.2,-999.0,15.679,121.172,7.7,47,0,47,0,1990-07-16T07:26:32.999997,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,136089.000002,0.0,205.08922265908507,338.2345089289617,-1.0,1.0,0.013170736221159121,,6.717317836920436,0.0,6.996840277777777
114,114,1470,-999.0,-999.0,1471,24.0,2.1,-999.0,1.8,-999.0,53.452,169.871,7.1,1,0,2,0,1990-11-06T20:14:28.000001,-999.0,-999.0,-1,-1,0,1,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,35.333165165876814,133.82379803431266,1.0,3.0,0.0005060492318858901,,0.011105913783405273,0.0,180.08423611107523
115,115,1491,-999.0,-999.0,1492,19.0,1.8,-999.0,1.8,-999.0,23.613,95.901,7.0,1,0,1,0,1991-01-05T14:57:10.000000,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,4022.999998,0.0,45.06709492247648,114.66193259390072,1.0,1.0,0.0,,21.476510077932733,0.0,0.04656249997654447
116,116,1501,-999.0,-999.0,1502,23.0,1.5,-999.0,1.5,-999.0,8.87,126.48,7.0,8,0,8,0,1991-02-18T02:37:24.000003,-999.0,-999.0,1,1,0,8,0,8,0.0,0.0,0.0,0.0,5.5,205559.999994,0.0,33.83290358070713,114.66193259390072,-1.0,2.0,0.002133934676376027,,0.8261074824159341,0.0,9.683969907407407
117,117,1512,-999.0,-999.0,1513,19.0,1.6,0.6,1.6,0.6,-5.982,-77.094,7.1,9,2,9,2,1991-04-05T04:19:48.000001,-999.0,-999.0,1,1,2,5,2,5,6.5,-124120.0,6.5,-124120.0,5.5,2480.999998,7.393055074636243,51.715246368827835,133.82379803431266,-1.0,3.0,0.001889576745545237,3.7090300283007593,0.3065202969178864,0.5392245370729102,29.361840277777777
118,118,1513,-999.0,-999.0,1514,10.0,1.4,-999.0,1.4,-999.0,9.685,-83.073,7.6,11,0,11,0,1991-04-22T21:56:50.000000,-999.0,-999.0,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,162970.999998,0.0,73.57232621435324,289.8036300972396,1.0,3.0,0.0023542584078055954,,0.9786204787445053,0.0,11.240312500012418
119,119,1515,-999.0,-999.0,1516,17.0,0.9,-999.0,0.9,-999.0,42.453,43.673,7.0,7,0,7,0,1991-04-29T09:12:46.999999,-999.0,-999.0,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.1,33472.999998,0.0,43.26984637392152,114.66193259390072,-1.0,3.0,0.0011937399764427223,,1.5207710470095486,0.0,4.602928240753158
120,120,1520,-999.0,-999.0,1521,28.0,1.1,-999.0,1.1,-999.0,54.567,-161.606,7.0,4,0,4,0,1991-05-30T13:17:40.000003,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.9,157104.000001,0.0,14.261276644413265,114.66193259390072,-1.0,3.0,0.0014382263481059429,,0.07852642973319414,0.0,50.938263888866814
121,121,1533,-999.0,-999.0,1534,1.0,-999.0,0.9,-999.0,0.9,41.679,-125.856,7.0,0,1,0,1,1991-08-17T22:17:08.000000,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,1.0,0.0,1.0063479121649328,,0.9936921296420472,0.0
122,122,1541,-999.0,-999.0,1542,23.0,0.8,-999.0,0.8,-999.0,-9.094,158.442,7.2,5,0,5,0,1991-10-14T15:58:11.000000,-999.0,-999.0,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.4,1125.000004,0.0,33.82856509576462,156.1879214416901,1.0,3.0,0.0019762574940730697,,6.996517937012734,0.0,0.7146412036692102
123,123,1548,-999.0,-999.0,1549,21.0,2.0,-999.0,2.0,-999.0,4.554,-77.442,7.2,2,0,2,0,1991-11-19T22:28:50.000001,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,0.0,0.0,23.549273256390492,156.1879214416901,1.0,3.0,0.00042221795106629594,,0.09507743198492259,0.0,21.03548611112215
124,124,1552,-999.0,-999.0,1553,24.0,1.8,0.8,1.8,0.8,45.533,151.021,7.6,17,6,17,6,1991-12-22T08:43:11.999999,-999.0,-999.0,1,1,3,1,3,1,6.8,-30239.000003,6.8,-30239.000003,5.8,276.000002,47.901794382933836,133.32830661145476,289.8036300972396,1.0,3.0,0.01900151115045021,1.8191197060652422,1.03893017353401,3.298298611133187,16.362986111158023
125,125,1556,-999.0,-999.0,1557,10.0,0.6,-999.0,0.6,-999.0,-56.032,-25.266,7.2,6,0,6,0,1991-12-27T04:05:56.999999,-999.0,-999.0,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.6,80070.0,0.0,100.12849322355606,156.1879214416901,-1.0,2.0,0.016810165641834043,,0.14483825137981754,0.0,41.42552083334575
126,126,1585,-999.0,-999.0,1586,9.0,0.6,-999.0,0.6,-999.0,40.335,-124.229,7.2,2,0,2,0,1992-04-25T18:06:04.000001,-999.0,-999.0,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,6.6,0.0,0.0,30.52330385854105,156.1879214416901,1.0,3.0,0.0005040987916848785,,2.7897965775154563,0.0,0.7168981481012371
127,127,1589,-999.0,-999.0,1590,58.0,1.2,-999.0,1.2,-999.0,-6.075,147.572,7.2,2,0,2,0,1992-05-15T07:05:04.000002,-999.0,-999.0,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.18159382551817,156.1879214416901,1.0,3.0,0.005600650070824502,,0.3177416804268918,0.0,6.294421296296297
128,128,1590,-999.0,-999.0,1591,33.0,2.2,0.2,2.2,0.2,7.191,126.762,7.3,6,1,6,1,1992-05-17T10:15:29.999999,-999.0,-999.0,2,2,1,0,1,0,7.1,-263130.0,7.1,-263130.0,5.1,61813.000001,13.97122615452708,59.36587301984855,182.28945197042378,1.0,3.0,0.004615279786490456,54.961832098579926,1.9701288336563678,0.01819444443202681,3.045486111111111
129,129,1596,-999.0,-999.0,1597,18.0,1.5,-999.0,1.5,-999.0,-11.122,165.239,7.0,5,0,5,0,1992-05-27T05:13:37.000001,-999.0,-999.0,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,32.02860951559472,114.66193259390072,1.0,2.0,0.007441207345320175,,0.0955077952711045,0.0,52.35174768517277
