,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
90,90,-999,-999,1150,24,1.4,-999.0,1.4,-999.0,-7.288,154.371,7.0,5,0,5,0,1987-10-12T13:57:02.999999,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.6,86257.999998,0.0,16.38797975133727,114.66193259390072,-1.0,2.0
91,91,-999,-999,1151,47,1.9,2.4,1.9,2.4,-6.266,149.06,7.4,2,1,2,1,1987-10-16T20:48:00.000001,-999,-999,1,1,0,1,0,1,5.0,-149806.999998,5.0,-149806.999998,5.5,149806.999998,30.14605661536737,36.724140964689155,212.75297086326285,1.0,3.0
92,92,-999,-999,1164,10,2.0,-999.0,2.0,-999.0,58.679,-142.786,7.9,7,0,7,0,1987-11-30T19:23:17.999998,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.9,1507.0,0.0,81.39740640868077,460.72958753073897,-1.0,1.0
93,93,-999,-999,1174,36,0.7,0.2,0.7,0.2,-24.753,-70.433,7.2,4,4,4,4,1988-02-05T14:01:00.999998,-999,-999,2,2,3,2,3,2,7.0,1492230.999996,7.0,1492230.999996,6.5,-1378772.999996,22.739205317540986,50.160374150811705,156.1879214416901,1.0,3.0
94,94,-999,-999,1189,24,1.7,-999.0,1.7,-999.0,13.477,124.616,7.3,2,0,3,0,1988-02-24T03:52:02.000001,-999,-999,1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,48358.000001,0.0,27.53123906444689,182.28945197042378,1.0,3.0
95,95,-999,-999,1193,10,1.6,-999.0,1.6,-999.0,56.953,-143.032,7.8,5,0,5,0,1988-03-06T22:35:37.000000,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.2,2340.000001,0.0,62.27699219174671,394.75897176315374,-1.0,1.0
96,96,-999,-999,1208,33,0.9,-999.0,0.9,-999.0,-17.192,-72.305,7.1,8,0,8,0,1988-04-12T23:19:53.999998,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.2,4775.999999,0.0,42.648740405843746,133.82379803431266,1.0,3.0
97,97,-999,-999,1232,16,1.4,-999.0,1.4,-999.0,-6.526,152.779,7.0,7,0,7,0,1988-07-23T15:17:07.000003,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,5.6,6868.999996,0.0,26.06640637557679,114.66193259390072,-1.0,2.0
98,98,-999,-999,1235,34,1.0,-999.0,1.0,-999.0,-10.366,160.819,7.6,10,0,10,0,1988-08-10T04:38:24.999998,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.6,7216.000002,0.0,94.54492693562091,289.8036300972396,1.0,3.0
99,99,-999,-999,1245,35,1.7,-999.0,1.7,-999.0,-18.771,-172.415,7.1,1,0,1,0,1988-10-08T04:46:23.000002,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,10072.999996,0.0,27.7724852941581,133.82379803431266,1.0,3.0
100,100,-999,-999,1253,17,1.3,-999.0,1.3,-999.0,22.789,99.611,7.7,12,0,12,0,1988-11-06T13:03:18.000002,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.4,743.999997,0.0,71.53801643556449,338.2345089289617,-1.0,2.0
101,101,-999,-999,1278,44,1.2,-999.0,1.2,-999.0,2.305,126.76,7.1,25,0,25,0,1989-02-10T11:15:22.999998,-999,-999,1,1,0,24,0,24,0.0,0.0,0.0,0.0,5.9,14911.000003,0.0,29.629467081511685,133.82379803431266,1.0,3.0
102,102,-999,-999,1311,10,2.0,-999.0,2.0,-999.0,-52.341,160.568,8.0,18,0,18,0,1989-05-23T10:54:45.000001,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.0,136805.999999,0.0,166.11486808307203,537.7249613305888,1.0,1.0
103,103,-999,-999,1355,28,1.4,0.5,1.4,0.5,39.837,142.76,7.4,16,7,17,7,1989-11-01T18:25:33.000000,-999,-999,1,1,4,8,4,7,6.9,-267939.0,6.9,-267939.0,6.0,658.999998,66.95680899033833,107.98279492332466,212.75297086326285,1.0,3.0
104,104,-999,-999,1368,24,1.1,-999.0,1.1,-999.0,8.337,126.729,7.6,42,0,43,0,1989-12-15T18:43:44.000003,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.5,366288.0,0.0,99.88261621623654,289.8036300972396,1.0,3.0
105,105,-999,-999,1397,33,1.4,-999.0,1.4,-999.0,-22.122,175.163,7.6,5,0,5,0,1990-03-03T12:16:26.000001,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.2,1112.000003,0.0,113.13132216976493,289.8036300972396,1.0,1.0
106,106,-999,-999,1399,20,1.7,-999.0,1.7,-999.0,-18.318,168.063,7.1,2,0,2,0,1990-03-05T16:38:11.000001,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.4,1946.999995,0.0,16.7324806041906,133.82379803431266,1.0,3.0
107,107,-999,-999,1404,22,1.6,0.9,1.6,0.9,9.919,-84.808,7.3,1,1,1,1,1990-03-25T13:22:54.000000,-999,-999,-1,-1,1,1,1,1,6.4,-29549.0,6.4,-29549.0,5.7,29549.0,11.882998677855632,39.97278644002129,182.28945197042378,1.0,3.0
108,108,-999,-999,1410,11,1.3,-999.0,1.3,-999.0,15.125,147.596,7.6,40,0,44,0,1990-04-05T21:12:33.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.3,63884.999999,0.0,102.92391697427594,289.8036300972396,-1.0,2.0
109,109,-999,-999,1415,25,1.3,-999.0,0.3,-999.0,1.186,122.857,7.8,33,0,45,0,1990-04-18T13:39:18.000000,-999,-999,2,1,0,7,0,4,0.0,0.0,0.0,0.0,7.5,36953285.000001,0.0,113.79193074551758,394.75897176315374,1.0,3.0
110,110,-999,-999,1422,14,0.1,-999.0,0.1,-999.0,5.121,32.145,7.2,8,0,8,0,1990-05-20T02:21:59.999999,-999,-999,2,2,0,4,0,4,0.0,0.0,0.0,0.0,7.1,409087.0,0.0,57.40162594889445,156.1879214416901,-1.0,1.0
111,111,-999,-999,1428,18,1.5,-999.0,1.5,-999.0,11.76,121.899,7.1,3,0,3,0,1990-06-14T07:40:55.000003,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,3013.999994,0.0,62.95340862930408,133.82379803431266,-1.0,1.0
112,112,-999,-999,1432,18,1.6,-999.0,1.6,-999.0,36.957,49.409,7.4,6,0,6,0,1990-06-20T21:00:07.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,5.8,43325.000003,0.0,51.39489404099555,212.75297086326285,-1.0,1.0
113,113,-999,-999,1440,25,1.2,-999.0,1.2,-999.0,15.679,121.172,7.7,47,0,47,0,1990-07-16T07:26:32.999997,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,136089.000002,0.0,205.08922265908507,338.2345089289617,-1.0,1.0
114,114,-999,-999,1471,24,2.1,-999.0,1.8,-999.0,53.452,169.871,7.1,1,0,2,0,1990-11-06T20:14:28.000001,-999,-999,-1,-1,0,1,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,35.333165165876814,133.82379803431266,1.0,3.0
115,115,-999,-999,1492,19,1.8,-999.0,1.8,-999.0,23.613,95.901,7.0,1,0,1,0,1991-01-05T14:57:10.000000,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,4022.999998,0.0,45.06709492247648,114.66193259390072,1.0,1.0
116,116,-999,-999,1502,23,1.5,-999.0,1.5,-999.0,8.87,126.48,7.0,8,0,8,0,1991-02-18T02:37:24.000003,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,5.5,205559.999994,0.0,33.83290358070713,114.66193259390072,-1.0,2.0
117,117,-999,-999,1513,19,1.6,0.6,1.6,0.6,-5.982,-77.094,7.1,9,2,9,2,1991-04-05T04:19:48.000001,-999,-999,1,1,2,5,2,5,6.5,-124120.0,6.5,-124120.0,5.5,2480.999998,7.393055074636243,51.715246368827835,133.82379803431266,-1.0,3.0
118,118,-999,-999,1514,10,1.4,-999.0,1.4,-999.0,9.685,-83.073,7.6,11,0,11,0,1991-04-22T21:56:50.000000,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,162970.999998,0.0,73.57232621435324,289.8036300972396,1.0,3.0
119,119,-999,-999,1516,17,0.9,-999.0,0.9,-999.0,42.453,43.673,7.0,7,0,7,0,1991-04-29T09:12:46.999999,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,6.1,33472.999998,0.0,43.26984637392152,114.66193259390072,-1.0,3.0
120,120,-999,-999,1521,28,1.1,-999.0,1.1,-999.0,54.567,-161.606,7.0,4,0,4,0,1991-05-30T13:17:40.000003,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.9,157104.000001,0.0,14.261276644413265,114.66193259390072,-1.0,3.0
121,121,-999,-999,1534,1,-999.0,0.9,-999.0,0.9,41.679,-125.856,7.0,0,1,0,1,1991-08-17T22:17:08.000000,-999,-999,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,1.0
122,122,-999,-999,1542,23,0.8,-999.0,0.8,-999.0,-9.094,158.442,7.2,5,0,5,0,1991-10-14T15:58:11.000000,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.4,1125.000004,0.0,33.82856509576462,156.1879214416901,1.0,3.0
123,123,-999,-999,1549,21,2.0,-999.0,2.0,-999.0,4.554,-77.442,7.2,2,0,2,0,1991-11-19T22:28:50.000001,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.2,0.0,0.0,23.549273256390492,156.1879214416901,1.0,3.0
124,124,-999,-999,1553,24,1.8,0.8,1.8,0.8,45.533,151.021,7.6,17,6,17,6,1991-12-22T08:43:11.999999,-999,-999,1,1,3,1,3,1,6.8,-30239.000003,6.8,-30239.000003,5.8,276.000002,47.901794382933836,133.32830661145476,289.8036300972396,1.0,3.0
125,125,-999,-999,1557,10,0.6,-999.0,0.6,-999.0,-56.032,-25.266,7.2,6,0,6,0,1991-12-27T04:05:56.999999,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.6,80070.0,0.0,100.12849322355606,156.1879214416901,-1.0,2.0
126,126,-999,-999,1586,9,0.6,-999.0,0.6,-999.0,40.335,-124.229,7.2,2,0,2,0,1992-04-25T18:06:04.000001,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,6.6,0.0,0.0,30.52330385854105,156.1879214416901,1.0,3.0
127,127,-999,-999,1590,58,1.2,-999.0,1.2,-999.0,-6.075,147.572,7.2,2,0,2,0,1992-05-15T07:05:04.000002,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,59.18159382551817,156.1879214416901,1.0,3.0
128,128,-999,-999,1591,33,2.2,0.2,2.2,0.2,7.191,126.762,7.3,6,1,6,1,1992-05-17T10:15:29.999999,-999,-999,2,2,1,0,1,0,7.1,-263130.0,7.1,-263130.0,5.1,61813.000001,13.97122615452708,59.36587301984855,182.28945197042378,1.0,3.0
129,129,-999,-999,1597,18,1.5,-999.0,1.5,-999.0,-11.122,165.239,7.0,5,0,5,0,1992-05-27T05:13:37.000001,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,5.5,0.0,0.0,32.02860951559472,114.66193259390072,1.0,2.0
130,130,-999,-999,1610,0,1.0,-999.0,1.0,-999.0,34.2,-116.437,7.3,17,0,17,0,1992-06-28T11:57:33.000000,-999,-999,1,1,0,10,0,10,0.0,0.0,0.0,0.0,6.3,11275.999998,0.0,44.9603294579904,182.28945197042378,1.0,1.0
131,131,-999,-999,1621,44,1.7,2.0,1.7,2.0,11.742,-87.34,7.7,21,2,21,2,1992-09-02T00:15:59.999996,-999,-999,1,1,1,4,1,4,5.7,1966005.999994,5.7,1966005.999994,6.0,-1966005.999994,7.4845834147491255,154.6589630687317,338.2345089289617,1.0,3.0
132,132,-999,-999,1623,27,0.7,-999.0,0.7,-999.0,42.142,73.575,7.3,7,0,7,0,1992-08-19T02:04:35.999998,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.6,4550.000002,0.0,29.92421059481497,182.28945197042378,-1.0,3.0
133,133,-999,-999,1642,10,1.6,0.5,1.6,0.5,7.075,-76.862,7.2,15,4,15,4,1992-10-18T15:11:58.000004,-999,-999,1,1,2,6,2,6,6.7,-19912.999999,6.7,-19912.999999,5.6,3224.999999,46.47544658286446,58.96757463829727,156.1879214416901,-1.0,3.0
134,134,-999,-999,1659,27,1.7,-999.0,1.7,-999.0,-8.48,121.896,7.8,26,0,26,0,1992-12-12T05:29:25.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.1,4142.999996,0.0,129.64104869292407,394.75897176315374,1.0,3.0
135,135,-999,-999,1681,20,0.4,-999.0,0.4,-999.0,-10.972,164.181,7.1,8,0,8,0,1993-03-06T03:05:48.000000,-999,-999,2,2,0,7,0,7,0.0,0.0,0.0,0.0,6.7,48066.999997,0.0,104.09860791859413,133.82379803431266,-1.0,1.0
136,136,-999,-999,1700,58,1.2,-999.0,1.2,-999.0,7.219,126.57,7.0,1,0,1,0,1993-05-11T18:26:49.999998,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,286127.000004,0.0,7.929584775348281,114.66193259390072,1.0,3.0
137,137,-999,-999,1718,16,1.4,-999.0,1.4,-999.0,42.851,139.197,7.7,21,0,21,0,1993-07-12T13:17:10.000000,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.3,5273.999998,0.0,109.29023221317803,338.2345089289617,-1.0,3.0
138,138,-999,-999,1725,59,1.6,-999.0,1.6,-999.0,12.982,144.801,7.8,12,0,12,0,1993-08-08T08:34:22.999998,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.2,281296.999999,0.0,108.14710725676868,394.75897176315374,-1.0,3.0
139,139,-999,-999,1726,28,1.4,-999.0,1.4,-999.0,-45.277,166.927,7.0,2,0,2,0,1993-08-10T00:51:51.999997,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,98239.000002,0.0,21.192659307266663,114.66193259390072,1.0,3.0
140,140,-999,-999,1732,34,1.5,0.4,1.5,0.4,14.717,-92.645,7.2,5,5,5,5,1993-09-10T19:12:53.000003,-999,-999,2,2,5,4,5,4,6.8,628673.000003,6.8,628673.000003,5.7,-628673.000003,36.37117263573911,73.98367794047104,156.1879214416901,1.0,3.0
141,141,-999,-999,1748,34,1.0,-999.0,1.0,-999.0,51.934,158.647,7.0,4,0,4,0,1993-11-13T01:18:03.000000,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.0,643235.999997,0.0,13.856642509220446,114.66193259390072,-1.0,3.0
142,142,-999,-999,1758,33,0.5,-999.0,0.5,-999.0,-20.23,169.789,7.0,5,0,5,0,1993-12-29T07:48:13.000003,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,3089.999996,0.0,50.14947001790688,114.66193259390072,-1.0,1.0
143,143,-999,-999,1763,19,1.6,-999.0,1.6,-999.0,1.015,127.733,7.0,4,0,4,0,1994-01-21T02:24:28.000000,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,5.4,308815.000002,0.0,31.625719758863532,114.66193259390072,-1.0,1.0
144,144,-999,-999,1766,27,1.0,-999.0,1.0,-999.0,-20.553,169.361,7.0,1,0,1,0,1994-02-12T17:58:22.000002,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.51340243995693,114.66193259390072,1.0,3.0
145,145,-999,-999,1773,10,-999.0,1.0,-999.0,1.0,-1.278,-23.569,7.0,0,1,0,1,1994-03-14T04:30:14.000003,-999,-999,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,-1.0,1.0
146,146,-999,-999,1793,18,1.2,-999.0,1.2,-999.0,-10.477,112.835,7.8,81,0,81,0,1994-06-02T18:17:32.999999,-999,-999,1,1,0,8,0,8,0.0,0.0,0.0,0.0,6.6,96565.000005,0.0,201.81657760825257,394.75897176315374,1.0,3.0
147,147,-999,-999,1800,33,0.5,1.8,0.5,1.8,-16.62,167.518,7.2,13,1,13,1,1994-07-13T02:35:55.000003,-999,-999,1,1,1,10,1,10,5.4,-118236.999997,5.4,-118236.999997,6.7,2243.0,5.8649884855250365,35.73897726549302,156.1879214416901,-1.0,3.0
148,148,-999,-999,1822,14,1.0,-999.0,1.0,-999.0,43.773,147.321,8.3,153,0,160,0,1994-10-04T13:22:54.000001,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,7.3,412364.000002,0.0,183.42423672314328,641.1560464814495,1.0,3.0
149,149,-999,-999,1827,31,1.6,-999.0,1.6,-999.0,13.525,121.067,7.1,2,0,2,0,1994-11-14T19:15:29.000002,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.5,40178.999999,0.0,45.083389445470864,133.82379803431266,1.0,1.0
150,150,-999,-999,1831,26,1.3,-999.0,1.3,-999.0,40.525,143.419,7.8,37,0,37,0,1994-12-28T12:19:22.000000,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,346242.000003,0.0,118.81947891255086,394.75897176315374,1.0,3.0
151,151,-999,-999,1834,26,1.0,-999.0,1.0,-999.0,40.246,142.175,7.0,4,0,4,0,1995-01-06T22:37:32.999997,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.0,14312.000002,0.0,58.228353684939144,114.66193259390072,-1.0,3.0
152,152,-999,-999,1844,21,0.6,-999.0,0.6,-999.0,-37.759,178.752,7.1,13,0,13,0,1995-02-05T22:51:03.999998,-999,-999,1,1,0,12,0,12,0.0,0.0,0.0,0.0,6.5,609641.999999,0.0,35.36960234929023,133.82379803431266,-1.0,2.0
153,153,-999,-999,1856,21,1.3,-999.0,1.3,-999.0,-15.199,-173.529,7.4,5,0,5,0,1995-04-07T22:06:54.999999,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.1,11592.000001,0.0,24.87127820870602,212.75297086326285,-1.0,3.0
154,154,-999,-999,1861,20,0.4,0.3,0.4,0.3,12.059,125.58,7.2,25,5,25,5,1995-04-21T00:34:44.999999,-999,-999,4,4,4,15,4,15,6.9,1492.000001,6.9,1492.000001,6.8,244440.999998,20.388745189239945,54.28793900761416,156.1879214416901,1.0,3.0
155,155,-999,-999,1866,16,1.0,-999.0,1.0,-999.0,12.626,125.297,7.1,7,0,7,0,1995-05-05T03:53:43.999999,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.1,2725.000004,0.0,48.9739889031094,133.82379803431266,1.0,3.0
156,156,-999,-999,1872,20,1.2,-999.0,1.2,-999.0,-23.008,169.9,7.7,21,0,21,0,1995-05-16T20:12:43.000003,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.5,54664.999998,0.0,86.8788006148337,338.2345089289617,-1.0,2.0
157,157,-999,-999,1877,11,1.8,-999.0,1.8,-999.0,52.629,142.827,7.1,2,0,2,0,1995-05-27T13:03:51.000000,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.3,163062.0,0.0,31.34033885621083,133.82379803431266,-1.0,1.0
158,158,-999,-999,1887,35,1.1,-999.0,1.1,-999.0,-29.211,-177.589,7.2,6,0,6,0,1995-07-03T19:50:48.999999,-999,-999,1,1,0,6,0,6,0.0,0.0,0.0,0.0,6.1,7561.000004,0.0,140.00749334539137,156.1879214416901,1.0,3.0
159,159,-999,-999,1895,45,1.6,-999.0,1.6,-999.0,-23.34,-70.294,8.0,25,0,30,0,1995-07-30T05:11:21.999998,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.4,333956.000003,0.0,186.11262123554593,537.7249613305888,1.0,3.0
160,160,-999,-999,1900,30,0.5,-999.0,0.5,-999.0,-5.799,154.178,7.7,15,0,15,0,1995-08-16T10:27:26.999997,-999,-999,1,1,0,7,0,7,0.0,0.0,0.0,0.0,7.2,45775.000003,0.0,130.8438097410749,338.2345089289617,1.0,3.0
161,161,-999,-999,1904,23,2.3,-999.0,2.3,-999.0,16.779,-98.597,7.4,1,0,1,0,1995-09-14T14:04:30.000002,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,134134.999998,0.0,34.994385836648654,212.75297086326285,1.0,3.0
162,162,-999,-999,1909,24,0.5,-999.0,0.5,-999.0,-2.75,-77.881,7.0,11,0,11,0,1995-10-03T01:51:22.000002,-999,-999,1,1,0,11,0,11,0.0,0.0,0.0,0.0,6.5,39214.999999,0.0,21.48282562774825,114.66193259390072,-1.0,3.0
163,163,-999,-999,1912,33,2.0,-999.0,2.0,-999.0,19.055,-104.205,8.0,4,0,5,0,1995-10-09T15:35:52.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.0,263819.999998,0.0,84.99158898742333,537.7249613305888,1.0,3.0
164,164,-999,-999,1914,28,0.3,-999.0,0.3,-999.0,27.929,130.175,7.1,17,0,17,0,1995-10-18T10:37:24.999998,-999,-999,2,2,0,15,0,15,0.0,0.0,0.0,0.0,6.8,57850.0,0.0,34.50135103452165,133.82379803431266,-1.0,2.0
165,165,-999,-999,1921,10,1.5,-999.0,1.5,-999.0,28.826,34.799,7.2,4,0,6,0,1995-11-22T04:15:09.999997,-999,-999,1,1,0,3,0,2,0.0,0.0,0.0,0.0,5.7,136326.000001,0.0,56.602591232584224,156.1879214416901,1.0,1.0
166,166,-999,-999,1922,33,1.4,1.3,1.4,1.3,44.663,149.3,7.9,62,23,64,23,1995-12-03T18:01:06.999997,-999,-999,1,1,4,9,4,9,6.6,779817.0,6.6,779817.0,6.5,16461.000003,50.68381344749363,194.39159192678707,460.72958753073897,1.0,3.0
167,167,-999,-999,1936,24,2.3,-999.0,2.3,-999.0,0.729,119.931,7.9,7,0,7,0,1996-01-01T08:05:08.999999,-999,-999,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.6,4164.000002,0.0,49.18679690782922,460.72958753073897,1.0,3.0
168,168,-999,-999,1943,42,1.2,-999.0,1.2,-999.0,45.324,149.892,7.2,3,0,3,0,1996-02-07T21:36:45.000003,-999,-999,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.0,4613.999999,0.0,137.84044217241293,156.1879214416901,1.0,3.0
169,169,-999,-999,1944,33,1.6,-999.0,1.6,-999.0,-0.891,136.952,8.1,35,0,35,0,1996-02-17T05:59:28.999999,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.5,51517.000004,0.0,231.5938796703187,470.69063154972355,1.0,3.0
170,170,-999,-999,1946,10,2.5,-999.0,2.1,-999.0,-9.593,-79.587,7.5,1,0,2,0,1996-02-21T12:50:59.999999,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.4,-0.0,0.0,71.64843497112805,248.30743700128235,1.0,3.0
171,171,-999,-999,1947,21,0.9,-999.0,0.9,-999.0,15.978,-98.07,7.1,5,0,5,0,1996-02-25T03:08:14.000001,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.2,22182.000001,0.0,49.71069849226141,133.82379803431266,1.0,3.0
172,172,-999,-999,1968,44,1.1,-999.0,1.1,-999.0,-6.518,154.999,7.2,10,0,11,0,1996-04-29T14:40:40.000001,-999,-999,1,1,0,9,0,8,0.0,0.0,0.0,0.0,6.1,156267.999996,0.0,47.439293131582424,156.1879214416901,1.0,3.0
173,173,-999,-999,1975,33,0.6,1.4,0.6,1.4,51.564,-177.632,7.9,35,2,36,2,1996-06-10T04:03:33.999998,-999,-999,1,1,1,3,1,2,6.5,-169547.000004,6.5,-169547.000004,7.3,40881.000004,38.8604161963892,111.81229278578216,460.72958753073897,1.0,3.0
174,174,-999,-999,1976,33,1.0,-999.0,1.0,-999.0,12.614,125.154,7.1,3,0,3,0,1996-06-11T18:22:53.999999,-999,-999,1,1,0,3,0,3,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,24.403573522166635,133.82379803431266,1.0,3.0
175,175,-999,-999,1987,33,1.0,0.4,1.0,0.4,1.0,120.45,7.0,5,2,6,2,1996-07-22T14:19:34.000001,-999,-999,2,2,2,6,2,5,6.6,-0.0,6.6,-0.0,6.0,-18461.000001,21.870203959902643,39.62701923770659,114.66193259390072,-1.0,3.0
176,176,-999,-999,2036,33,1.6,-999.0,1.6,-999.0,-14.993,-75.675,7.7,19,0,19,0,1996-11-12T16:59:43.000002,-999,-999,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.1,34915.000001,0.0,66.40268093442343,338.2345089289617,1.0,3.0
177,177,-999,-999,2050,33,1.7,-999.0,1.7,-999.0,18.219,-102.756,7.2,1,0,1,0,1997-01-11T20:28:25.000003,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.5,436360.999997,0.0,15.950826722403987,156.1879214416901,-1.0,2.0
178,178,-999,-999,2061,33,1.1,-999.0,1.1,-999.0,29.976,68.208,7.1,3,0,4,0,1997-02-27T21:08:00.999996,-999,-999,1,1,0,4,0,3,0.0,0.0,0.0,0.0,6.0,1354.000004,0.0,25.71627651183502,133.82379803431266,1.0,3.0
179,179,-999,-999,2074,33,1.6,-999.0,1.6,-999.0,-12.584,166.676,7.7,3,0,3,0,1997-04-21T12:02:25.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.1,247.999995,0.0,76.40732369404104,338.2345089289617,1.0,3.0
180,180,-999,-999,2079,10,1.9,-999.0,1.9,-999.0,33.825,59.809,7.3,1,0,1,0,1997-05-10T07:57:27.999997,-999,-999,-1,-1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,8991.000002,0.0,16.928248045451888,182.28945197042378,-1.0,1.0
181,181,-999,-999,2091,19,1.7,-999.0,1.7,-999.0,10.598,-63.486,7.0,2,0,2,0,1997-07-09T19:24:12.000003,-999,-999,-1,-1,0,2,0,2,0.0,0.0,0.0,0.0,5.3,129.0,0.0,87.30125278389615,114.66193259390072,1.0,1.0
182,182,-999,-999,2108,58,0.9,-999.0,0.9,-999.0,-30.933,-71.22,7.1,7,0,7,0,1997-10-15T01:03:32.000000,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.2,1710559.000002,0.0,27.497209111472593,133.82379803431266,-1.0,2.0
183,183,-999,-999,2113,33,2.2,-999.0,2.2,-999.0,35.069,87.325,7.5,1,0,1,0,1997-11-08T10:02:51.000003,-999,-999,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,51721.999999,0.0,177.87788444440616,248.30743700128235,-1.0,1.0
184,184,-999,-999,2121,33,1.4,-999.0,1.4,-999.0,54.841,162.035,7.8,58,0,58,0,1997-12-05T11:26:52.999999,-999,-999,1,1,0,5,0,5,0.0,0.0,0.0,0.0,6.4,26488.000004,0.0,145.50546217171149,394.75897176315374,1.0,3.0
185,185,-999,-999,2144,10,1.7,-999.0,1.7,-999.0,-62.877,149.527,8.1,5,0,5,0,1998-03-25T03:12:24.000002,-999,-999,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.4,32696.999995,0.0,190.49725771668702,470.69063154972355,-1.0,1.0
