,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
47,7.8,52.788,-132.101,14.0,2012-10-28T03:04:08.819994Z,0,26,0,26,1,1,2,0,2,0
48,7.8,0.3819,-79.9218,20.59,2016-04-16T23:58:36.979971Z,0,11,0,13,1,1,5,0,7,0
49,7.8,40.525,143.419,26.5,1994-12-28T12:19:23.029972Z,1,48,1,53,1,1,7,0,9,0
50,7.8,-8.48,121.896,27.7,1992-12-12T05:29:26.349998Z,1,27,1,32,1,1,1,0,2,0
51,7.8,-42.7373,173.054,15.11,2016-11-13T11:02:56.340035Z,0,38,0,40,1,1,5,0,5,0
52,7.8,-10.477,112.835,18.4,1994-06-02T18:17:34.020042Z,0,84,0,91,1,1,8,0,8,0
53,7.8,-10.6812,161.3273,40.0,2016-12-08T17:38:46.279973Z,1,73,1,77,1,1,8,0,10,0
54,7.8,-3.487,100.082,20.1,2010-10-25T14:42:22.460021Z,0,18,0,19,1,1,2,0,2,0
55,7.8,56.953,-143.032,10.0,1988-03-06T22:35:38.139968Z,0,5,0,7,1,1,1,0,2,0
56,7.8,1.186,122.857,25.7,1990-04-18T13:39:19.009983Z,1,36,1,40,1,1,5,0,6,0
57,7.8,-5.496,151.781,33.0,2000-11-17T21:01:56.490014Z,0,0,0,0,-1,-1,0,0,0,0
58,7.8,35.946,90.541,10.0,2001-11-14T09:26:10.010002Z,0,12,0,12,1,1,0,0,0,0
59,7.8,28.2305,84.7314,8.22,2015-04-25T06:11:25.949991Z,1,32,1,32,1,1,5,0,5,0
60,7.8,2.383,97.048,31.0,2010-04-06T22:15:01.579969Z,1,4,1,6,1,1,0,1,1,1
61,7.8,51.146,178.65,33.0,2003-11-17T06:43:06.800021Z,1,23,1,23,1,1,2,0,2,0
62,7.8,54.841,162.035,33.0,1997-12-05T11:26:54.689998Z,3,62,3,64,1,1,5,0,5,0
63,7.8,-5.233,153.102,30.0,2000-11-16T07:42:16.929960Z,0,0,0,0,-1,-1,0,0,0,0
64,7.8,-4.9521,94.3299,24.0,2016-03-02T12:49:48.110044Z,0,3,0,4,1,1,0,0,0,0
65,7.8,-12.517,166.382,35.0,2009-10-07T22:18:51.239978Z,4,87,4,92,3,3,12,2,12,2
66,7.8,-45.762,166.562,12.0,2009-07-15T09:22:29.029989Z,0,21,0,22,1,1,1,0,1,0
67,7.7,-28.117,-176.367,29.1,1986-10-20T06:46:09.980027Z,1,68,1,89,1,1,11,0,13,0
68,7.7,38.058,144.59,18.6,2011-03-11T06:25:50.300000Z,0,0,0,0,-1,-1,0,0,0,0
69,7.7,-13.006,166.51,45.0,2009-10-07T22:03:14.470014Z,0,0,0,0,-1,-1,0,0,0,0
70,7.7,-14.96,-173.085,25.0,1981-09-01T09:29:31.539989Z,1,7,1,8,1,1,1,1,1,1
71,7.7,-2.071,124.891,33.0,1998-11-29T14:10:31.959983Z,0,4,0,5,1,1,2,0,2,0
72,7.7,23.419,70.232,16.0,2001-01-26T03:16:40.499995Z,0,9,0,9,1,1,1,0,1,0
73,7.7,-14.993,-75.675,33.0,1996-11-12T16:59:44.029963Z,0,19,0,20,1,1,4,0,4,0
74,7.7,42.851,139.197,16.7,1993-07-12T13:17:11.959990Z,1,24,1,25,1,1,3,0,3,0
75,7.7,11.742,-87.34,44.8,1992-09-02T00:16:01.689976Z,3,23,3,23,1,1,6,1,6,1
76,7.7,-22.247,-69.89,40.0,2007-11-14T15:40:50.530019Z,0,38,0,41,1,1,9,0,10,0
77,7.7,13.049,-88.66,60.0,2001-01-13T17:33:32.379955Z,0,11,0,14,1,1,6,0,8,0
78,7.7,15.679,121.172,25.1,1990-07-16T07:26:34.610006Z,1,52,1,55,1,1,5,0,5,0
79,7.7,23.772,120.982,33.0,1999-09-20T17:47:18.490009Z,1,25,1,31,1,1,8,0,10,0
80,7.7,38.19,142.028,44.0,1978-06-12T08:14:26.399991Z,6,10,6,14,1,1,3,3,3,3
81,7.7,-12.584,166.676,33.0,1997-04-21T12:02:26.430024Z,0,34,0,35,1,1,7,0,7,0
82,7.7,54.4434,168.857,10.0,2017-07-17T23:34:13.739980Z,2,14,2,15,1,1,0,1,0,1
83,7.7,-20.5709,-70.4931,22.4,2014-04-03T02:43:13.110038Z,0,0,0,0,-1,-1,0,0,0,0
84,7.7,22.789,99.611,17.8,1988-11-06T13:03:19.340034Z,0,12,0,14,1,1,3,0,3,0
85,7.7,26.951,65.5009,15.0,2013-09-24T11:29:47.970038Z,0,9,0,9,1,1,2,0,2,0
86,7.7,-5.799,154.178,30.1,1995-08-16T10:27:28.629960Z,2,23,2,28,1,1,8,1,10,1
87,7.7,1.598,-79.358,24.0,1979-12-12T07:59:03.299969Z,0,20,0,21,1,1,2,0,2,0
88,7.7,16.01,-96.591,18.0,1978-11-29T19:52:47.600025Z,0,5,0,7,1,1,1,0,1,0
89,7.7,-60.2738,-46.4011,10.0,2013-11-17T09:04:55.529990Z,8,18,8,18,1,1,2,2,2,2
90,7.7,-23.008,169.9,20.2,1995-05-16T20:12:44.219978Z,0,26,0,34,1,1,5,0,7,0
91,7.7,-0.414,132.885,17.0,2009-01-03T19:43:50.650031Z,0,45,0,49,2,2,4,0,4,0
92,7.7,-9.284,107.419,20.0,2006-07-17T08:19:26.679996Z,0,92,0,96,1,1,9,0,9,0
93,7.6,17.802,-101.647,30.8,1985-09-21T01:37:13.470009Z,0,0,0,0,-1,-1,0,0,0,0
94,7.6,-1.757,134.297,10.0,2002-10-10T10:50:20.570034Z,8,18,8,18,1,1,4,2,4,2
95,7.6,40.748,29.864,17.0,1999-08-17T00:01:39.129999Z,1,6,1,7,1,1,1,0,1,0
96,7.6,8.337,126.729,24.4,1989-12-15T18:43:45.030028Z,5,50,5,62,1,1,9,1,11,1
97,7.6,-10.366,160.819,34.0,1988-08-10T04:38:26.169996Z,0,12,0,12,1,1,4,0,4,0
98,7.6,9.685,-83.073,10.0,1991-04-22T21:56:51.819967Z,0,12,0,13,1,1,2,0,3,0
99,7.6,15.125,147.596,11.4,1990-04-05T21:12:35.550026Z,3,43,3,49,1,1,3,0,3,0
100,7.6,-11.2701,162.1481,22.56,2014-04-12T20:14:39.300032Z,2,28,2,31,2,2,9,1,9,1
101,7.6,10.085,-85.315,35.0,2012-09-05T14:42:07.800022Z,0,2,0,5,1,-1,1,0,2,0
102,7.6,34.539,73.588,26.0,2005-10-08T03:50:40.799962Z,0,43,0,44,1,1,12,0,12,0
103,7.6,-1.105,123.573,26.0,2000-05-04T04:21:16.210023Z,0,9,0,9,1,1,3,0,3,0
104,7.6,-3.302,142.945,13.0,2002-09-08T18:44:23.710014Z,1,18,1,20,1,1,3,0,3,0
105,7.6,-16.696,-172.095,33.0,1977-04-02T07:15:22.700011Z,3,6,3,9,1,1,0,0,0,0
106,7.6,44.244,148.862,33.0,1978-03-24T19:47:50.699986Z,41,51,41,58,2,2,5,13,5,13
107,7.6,17.813,-101.276,49.0,1979-03-14T11:07:16.300011Z,3,3,3,3,1,1,0,0,0,0
108,7.6,-60.532,-43.411,10.0,2003-08-04T04:37:20.129980Z,0,9,0,9,1,1,1,0,1,0
109,7.6,-23.043,-174.66,31.0,2009-03-19T18:17:40.469967Z,3,15,3,15,1,1,1,0,1,0
110,7.6,-2.598,68.382,10.0,2003-07-15T20:27:50.529979Z,0,6,0,6,1,1,2,0,2,0
111,7.6,-24.388,-70.161,62.3,1987-03-05T09:17:05.280025Z,0,9,0,9,1,1,6,0,6,0
112,7.6,-29.539,-176.34,17.0,2011-07-06T19:03:18.260036Z,2,61,2,66,1,1,8,1,9,1
113,7.6,18.77,-104.104,24.0,2003-01-22T02:06:34.610024Z,0,4,0,4,1,1,1,0,1,0
114,7.6,-43.4064,-73.9413,38.0,2016-12-25T14:22:27.010018Z,0,3,0,3,1,1,1,0,1,0
115,7.6,-22.122,175.163,33.2,1990-03-03T12:16:27.959980Z,0,10,0,11,1,1,2,0,2,0
116,7.6,45.533,151.021,24.7,1991-12-22T08:43:13.410016Z,40,17,40,21,1,1,1,10,2,10
117,7.6,60.949,167.089,22.0,2006-04-20T23:25:02.150023Z,0,24,0,28,1,1,5,0,6,0
118,7.6,-48.786,164.357,33.0,1981-05-25T05:25:14.460035Z,0,5,0,5,1,1,1,0,1,0
119,7.6,-17.543,-72.077,33.0,2001-07-07T09:38:43.520036Z,0,0,0,1,-1,-1,0,0,0,0
120,7.6,-4.051,152.5967,10.0,2019-05-14T12:58:25.939030Z,1,8,1,9,1,1,2,0,2,0
121,7.6,-10.012,160.469,18.1,1984-02-07T21:33:21.490039Z,0,5,0,5,1,1,1,0,1,0
122,7.6,10.811,126.638,28.0,2012-08-31T12:47:33.379957Z,0,31,0,33,1,1,1,0,1,0
123,7.5,-9.593,-79.587,10.0,1996-02-21T12:51:01.300002Z,0,2,0,2,-1,-1,0,0,0,0
124,7.5,-9.89,160.348,19.0,1977-04-20T23:42:50.500022Z,2,46,2,50,3,3,12,2,14,2
125,7.5,44.932,148.439,33.0,1978-03-23T03:15:20.299967Z,0,0,0,0,-1,-1,0,0,0,0
126,7.5,1.795,126.519,33.0,1986-08-14T19:39:13.670030Z,2,36,2,39,1,1,12,0,14,0
127,7.5,-9.844,160.822,33.0,1977-04-20T23:49:13.099958Z,0,0,0,0,-1,-1,0,0,0,0
128,7.5,22.306,125.308,33.0,1998-05-03T23:30:21.910037Z,0,3,0,3,1,1,0,0,0,0
129,7.5,-9.965,160.731,33.0,1977-04-21T04:24:09.599959Z,0,0,0,0,-1,-1,0,0,0,0
130,7.5,-5.4624,151.8751,55.0,2015-05-05T01:44:06.380020Z,16,25,16,29,1,1,5,7,6,7
131,7.5,-6.7547,155.0241,43.37,2014-04-19T13:28:00.809991Z,23,36,23,40,2,2,8,7,8,7
132,7.5,55.228,-134.8591,8.7,2013-01-05T08:58:14.957037Z,0,3,0,3,1,1,2,0,2,0
133,7.5,-0.2559,119.8462,20.0,2018-09-28T10:02:45.249965Z,3,21,3,21,1,1,5,1,5,1
134,7.5,16.059,-96.931,60.6,1999-09-30T16:31:15.690024Z,0,0,0,0,-1,-1,0,0,0,0
135,7.5,15.324,-89.101,5.0,1976-02-04T09:01:43.399982Z,0,6,0,10,1,1,2,0,2,0
136,7.5,6.898,126.579,33.0,2001-01-01T06:57:04.169981Z,2,12,2,13,1,1,4,0,5,0
137,7.5,-12.41,166.381,33.0,1980-07-08T23:19:19.799959Z,0,0,0,0,-1,-1,0,0,0,0
138,7.5,14.099,92.902,24.0,2009-08-10T19:55:38.729996Z,0,2,0,2,-1,-1,1,0,1,0
139,7.5,-16.423,168.214,33.0,1999-11-26T13:21:15.569974Z,0,7,0,9,1,1,3,0,3,0
140,7.5,-21.9496,169.4266,10.0,2018-12-05T04:18:08.419963Z,5,49,5,54,1,1,7,3,9,3
141,7.5,35.069,87.325,33.0,1997-11-08T10:02:52.610034Z,0,1,0,1,-1,-1,0,0,0,0
142,7.5,7.881,91.936,35.0,2010-06-12T19:26:50.460000Z,0,10,0,10,1,1,1,0,1,0
143,7.5,-6.0699,142.7536,25.21,2018-02-25T17:44:44.140041Z,0,73,0,79,1,1,10,0,12,0
144,7.5,6.033,124.249,31.0,2002-03-05T21:16:09.129968Z,0,6,0,8,1,1,1,0,3,0
145,7.5,39.57,117.978,23.0,1976-07-27T19:42:54.600023Z,0,10,0,12,2,2,1,0,1,0
146,7.5,17.4825,-83.52,19.0,2018-01-10T02:51:33.290004Z,0,0,0,0,-1,-1,0,0,0,0
147,7.5,1.065,126.282,22.0,2007-01-21T11:27:45.059992Z,1,52,1,63,1,1,13,1,17,1
148,7.5,-4.7294,152.5623,41.0,2015-03-29T23:48:31.010024Z,1,8,1,8,1,1,3,1,3,1
149,7.5,-8.152,124.868,10.0,2004-11-11T21:26:41.150026Z,1,19,1,21,1,1,3,1,4,1
150,7.5,1.196,122.787,31.4,1991-06-20T05:18:52.510004Z,0,6,0,10,1,1,1,0,2,0
151,7.5,-4.102,123.907,33.0,2001-10-19T03:28:44.460019Z,0,4,0,4,1,1,2,0,2,0
152,7.4,-4.68,102.562,36.0,2001-02-13T19:28:30.260032Z,12,9,12,12,1,1,3,7,4,7
153,7.4,39.664,118.401,26.0,1976-07-28T10:45:35.199997Z,0,0,0,0,-1,-1,0,0,0,0
154,7.4,-31.028,-67.767,13.0,1977-11-23T09:26:24.699984Z,0,59,0,62,1,1,24,0,25,0
155,7.4,-28.993,-176.238,33.0,2011-10-21T17:57:16.099974Z,5,5,5,8,1,1,0,0,1,0
156,7.4,23.901,121.574,33.8,1986-11-14T21:20:10.549972Z,0,12,0,13,1,1,3,0,4,0
157,7.4,26.901,143.698,14.0,2010-12-21T17:19:40.660035Z,0,66,0,76,1,1,8,0,8,0
158,7.4,16.493,-98.231,20.0,2012-03-20T18:02:47.439999Z,0,13,0,13,1,1,1,0,1,0
159,7.4,1.271,122.091,30.0,2008-11-16T17:02:32.699960Z,0,2,0,4,1,-1,2,0,2,0
160,7.4,13.988,-91.895,24.0,2012-11-07T16:35:46.930043Z,1,8,1,11,1,1,4,1,4,1
161,7.4,-46.675,165.707,33.0,1979-10-12T10:25:22.300028Z,0,2,0,2,-1,-1,1,0,1,0
162,7.4,-37.773,-75.048,35.0,2010-02-27T08:01:23.009983Z,0,0,0,0,-1,-1,0,0,0,0
163,7.4,-0.691,133.305,23.0,2009-01-03T22:33:40.290024Z,0,0,0,0,-1,-1,0,0,0,0
164,7.4,-6.266,149.06,47.8,1987-10-16T20:48:01.639986Z,2,3,2,5,1,1,1,0,3,0
165,7.4,-49.271,164.115,10.0,2007-09-30T05:23:34.069974Z,0,8,0,8,1,1,2,0,2,0
166,7.4,-58.893,158.513,33.0,1987-09-03T06:40:13.909991Z,1,5,1,5,1,1,3,1,3,1
167,7.4,2.768,95.964,26.0,2008-02-20T08:08:30.520036Z,1,10,1,13,1,1,2,0,3,0
168,7.4,-15.199,-173.529,21.2,1995-04-07T22:06:56.889960Z,0,8,0,10,1,1,5,0,6,0
169,7.4,33.184,137.071,10.0,2004-09-05T14:57:18.609988Z,3,8,3,8,2,2,7,1,7,1
170,7.4,2.824,96.085,30.0,2002-11-02T01:26:10.700017Z,0,6,0,6,1,1,2,0,2,0
171,7.4,-11.4633,162.0511,39.0,2014-04-13T12:36:19.229962Z,0,0,0,0,-1,-1,0,0,0,0
172,7.4,41.774,143.593,33.0,2003-09-25T21:08:00.030015Z,0,0,0,0,-1,-1,0,0,0,0
173,7.4,-6.088,147.689,54.9,1987-02-08T18:33:58.390010Z,3,19,3,25,1,1,12,1,15,1
174,7.4,-55.2852,-31.8766,10.0,2016-08-19T07:32:22.709988Z,0,40,0,44,1,1,7,0,7,0
175,7.4,22.282,121.512,17.0,1978-07-23T14:42:36.899975Z,0,10,0,18,1,1,4,0,5,0
176,7.4,-33.207,-71.663,33.0,1985-03-04T00:32:21.869984Z,0,0,0,0,-1,-1,0,0,0,0
177,7.4,16.779,-98.597,23.0,1995-09-14T14:04:31.429974Z,0,1,0,2,-1,-1,0,0,1,0
178,7.4,46.857,155.154,36.0,2009-01-15T17:49:39.069985Z,5,1,5,1,1,1,0,2,0,2
179,7.4,39.837,142.76,28.6,1989-11-01T18:25:34.939975Z,12,16,12,20,1,1,7,6,10,6
180,7.4,33.386,57.434,33.0,1978-09-16T15:35:56.599990Z,0,1,0,1,-1,-1,0,0,0,0
181,7.4,40.462,139.102,23.7,1983-05-26T02:59:59.599972Z,1,42,1,46,1,1,18,0,18,0
182,7.4,36.957,49.409,18.5,1990-06-20T21:00:09.979980Z,0,6,0,6,1,1,3,0,3,0
183,7.4,-13.093,166.497,31.1,2009-10-07T23:13:48.159955Z,0,0,0,0,-1,-1,0,0,0,0
184,7.4,-60.957,-21.606,13.0,2006-01-02T06:10:49.759964Z,0,0,0,0,-1,-1,0,0,0,0
185,7.4,-26.535,-70.563,14.8,1983-10-04T18:52:13.299973Z,2,9,2,9,1,1,3,0,3,0
186,7.3,33.825,59.809,10.0,1997-05-10T07:57:29.719960Z,0,1,0,4,1,-1,1,0,3,0
187,7.3,42.142,73.575,27.4,1992-08-19T02:04:37.409985Z,0,7,0,7,1,1,3,0,3,0
188,7.3,9.919,-84.808,22.2,1990-03-25T13:22:55.599999Z,1,1,1,1,-1,-1,1,1,1,1
189,7.3,38.435,142.842,32.0,2011-03-09T02:45:20.329978Z,0,0,0,0,-1,-1,0,0,0,0
190,7.3,51.478,-176.847,26.3,1996-06-10T15:24:56.000013Z,0,0,0,0,-1,-1,0,0,0,0
191,7.3,36.195,1.354,10.0,1980-10-10T12:25:23.500014Z,0,9,0,11,1,1,6,0,7,0
192,7.3,-4.439,152.828,33.0,1985-07-03T04:36:51.730044Z,2,8,2,12,1,1,4,2,7,2
193,7.3,-20.071,168.892,33.0,2008-04-09T12:46:12.720024Z,6,28,6,30,1,1,17,3,18,3
194,7.3,-60.857,-25.07,11.0,2013-07-15T14:03:39.880022Z,0,2,0,2,-1,-1,0,0,0,0
195,7.3,15.766,119.74,33.0,1999-12-11T18:03:36.449973Z,0,5,0,5,1,1,1,0,1,0
196,7.3,39.121,44.029,36.0,1976-11-24T12:22:18.799970Z,0,4,0,6,1,1,1,0,1,0
197,7.3,18.048,-102.084,33.0,1981-10-25T03:22:15.569994Z,0,2,0,2,-1,-1,0,0,0,0
198,7.3,-22.015,169.766,10.0,2003-12-27T16:00:59.449966Z,14,43,14,46,5,5,25,9,25,9
199,7.3,-17.541,168.069,25.0,2010-08-10T05:23:44.979963Z,0,23,0,25,1,1,6,0,6,0
200,7.3,12.5262,-88.1225,40.0,2014-10-14T03:51:34.459981Z,0,0,0,0,-1,-1,0,0,0,0
201,7.3,-10.491,160.77,33.0,2003-01-20T08:43:06.069994Z,2,1,2,2,1,1,0,1,0,1
202,7.3,-6.852,72.11,10.0,1983-11-30T17:46:00.669962Z,0,30,0,32,1,1,11,0,11,0
203,7.3,-4.003,135.023,10.0,2004-02-07T02:42:35.209992Z,7,10,7,10,0,0,7,2,7,2
204,7.3,7.191,126.762,33.0,1992-05-17T10:15:31.310033Z,1,7,1,9,2,2,1,1,2,1
205,7.3,55.0999,164.6993,16.56,2018-12-20T17:01:55.150002Z,0,13,0,13,1,1,10,0,10,0
206,7.3,-30.6441,-178.0995,46.0,2019-06-15T22:55:04.129993Z,1,34,1,37,1,1,14,1,14,1
207,7.3,-17.94,-172.225,16.0,1987-10-06T04:19:06.079960Z,0,4,0,6,1,1,1,0,2,0
208,7.3,-5.931,150.59,35.0,2010-07-18T13:34:59.360014Z,2,22,2,28,3,3,7,2,8,2
209,7.3,50.038,87.813,16.0,2003-09-27T11:33:25.080015Z,0,14,0,16,1,1,5,0,5,0
210,7.3,43.905,147.916,33.0,1994-10-09T07:55:39.580002Z,0,0,0,1,-1,-1,0,0,0,0
211,7.3,52.05,-171.836,52.0,2011-06-24T03:09:39.470021Z,0,5,0,6,1,1,4,0,5,0
212,7.3,34.9109,45.9592,19.0,2017-11-12T18:18:17.180037Z,0,2,0,8,1,-1,2,0,6,0
213,7.3,13.477,124.616,24.9,1988-02-24T03:52:03.290020Z,0,2,0,3,1,-1,2,0,3,0
214,7.3,12.139,-88.59,28.0,2012-08-27T04:37:19.429964Z,2,5,2,7,1,1,3,1,4,1
215,7.3,-19.702,167.947,16.0,2010-12-25T13:16:37.000040Z,3,77,3,81,2,2,25,2,25,2
216,7.3,37.89,143.949,31.0,2012-12-07T08:18:23.130029Z,0,12,0,12,1,1,2,0,2,0
217,7.3,16.731,-86.217,19.0,2009-05-28T08:24:46.560005Z,0,4,0,5,1,1,1,0,1,0
218,7.3,27.8087,86.0655,15.0,2015-05-12T07:05:19.729966Z,0,0,0,0,-1,-1,0,0,0,0
219,7.3,34.2,-116.437,-0.097,1992-06-28T11:57:34.130021Z,0,17,0,18,1,1,10,0,10,0
220,7.2,14.717,-92.645,34.1,1993-09-10T19:12:54.620006Z,5,8,5,10,0,0,7,5,8,5
221,7.2,41.117,-124.253,19.0,1980-11-08T10:27:33.999987Z,0,3,0,4,1,1,0,0,0,0
222,7.2,28.826,34.799,10.0,1995-11-22T04:15:11.940021Z,0,4,0,5,1,1,2,0,2,0
223,7.2,40.3353333,-124.2286667,9.856,1992-04-25T18:06:05.179965Z,0,2,0,2,-1,-1,2,0,2,0
224,7.2,44.117,148.192,44.4,1984-03-24T09:44:02.599990Z,0,14,0,14,1,1,4,0,4,0
225,7.2,7.92,92.19,16.0,2005-07-24T15:42:06.210025Z,0,9,0,11,1,1,5,0,7,0
226,7.2,-5.599,151.045,26.7,1985-05-10T15:35:50.590005Z,0,7,0,7,1,1,3,0,3,0
227,7.2,12.059,125.58,20.7,1995-04-21T00:34:46.089982Z,6,39,6,45,4,4,26,5,31,5
228,7.2,3.886,126.387,20.0,2009-02-11T17:34:50.489962Z,0,71,0,82,1,1,39,0,44,0
229,7.2,-9.094,158.442,23.4,1991-10-14T15:58:12.789987Z,1,6,1,7,1,1,4,1,5,1
230,7.2,-6.518,154.999,44.0,1996-04-29T14:40:41.090012Z,4,15,4,15,1,1,12,4,12,4
231,7.2,16.3855,-97.9787,22.0,2018-02-16T23:39:39.279977Z,0,4,0,6,1,1,3,0,4,0
232,7.2,-24.133,-175.864,33.0,1982-12-19T17:43:54.849964Z,8,51,8,54,1,1,39,7,40,7
233,7.2,-6.075,147.572,58.0,1992-05-15T07:05:05.339962Z,0,5,0,6,1,1,3,0,4,0
234,7.2,-21.89,169.853,33.0,1980-10-25T11:00:05.099986Z,7,32,7,32,1,1,17,4,17,4
235,7.2,17.397,-100.9723,24.0,2014-04-18T14:27:24.919979Z,0,3,0,3,1,1,2,0,2,0
236,7.2,-19.022,-69.991,69.7,1987-08-08T15:48:56.749993Z,0,1,0,1,-1,-1,0,0,0,0
237,7.2,38.276,142.039,36.0,2005-08-16T02:46:28.399956Z,0,5,0,6,1,1,4,0,4,0
238,7.2,-0.593,-80.393,33.0,1998-08-04T18:59:20.099992Z,1,0,1,0,-1,-1,0,1,0,1
239,7.2,-24.753,-70.433,36.9,1988-02-05T14:01:02.750045Z,4,6,4,9,2,2,3,3,4,3
240,7.2,4.554,-77.442,21.3,1991-11-19T22:28:51.090034Z,0,2,0,2,-1,-1,1,0,1,0
