,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
107,107,3875,7.6,17.813,-101.276,49.0,1979-03-14T11:07:16.300011Z,1,3,6,5,2.1,-999.0,0.6910767119571952,2.3999999999999995,-999.0,inf,1,1,0,0,0,2,6.6,-0.0,5.2,-0.0,5.5,0.0,61.39080683978337,42.358346986237656,289.8036300972396,1.0,3.0
108,108,3879,7.0,-21.324,33.583,11.0,2006-02-22T22:19:07.800007Z,0,7,0,10,1.2999999999999998,-999.0,0.2541069275838621,-999.0,-999.0,-999.0,1,1,7,0,10,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,41.25814939179935,114.66193259390072,-1.0,2.0
109,109,3888,7.0,43.53,146.753,44.0,1980-02-23T05:51:03.199995Z,0,7,0,14,1.0999999999999996,-999.0,0.4449033081964457,-999.0,-999.0,-999.0,2,1,7,0,14,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,52.96458966788548,114.66193259390072,-1.0,3.0
110,110,3894,7.4,-31.028,-67.767,13.0,1977-11-23T09:26:24.699984Z,0,57,0,67,1.1000000000000003,1.1434081047799267,1.9232935183067168,-999.0,-999.0,-999.0,1,1,23,0,26,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,84.42643935509008,212.75297086326285,-1.0,3.0
111,111,3895,7.1,1.6213,126.4156,33.0,2019-11-14T16:17:40.578000Z,1,32,6,32,1.0999999999999996,1.4181044307044983,1.704817572068429,1.6999999999999993,-999.0,inf,1,1,24,1,24,5,6.1,0.0,5.4,0.0,6.0,-0.0,17.2704759410938,29.33579658797759,133.82379803431266,1.0,3.0
112,112,3899,7.9,56.0039,-149.1658,14.06,2018-01-23T09:31:40.890031Z,0,6,0,9,2.6000000000000005,-999.0,1.8250189180452965,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,61.02252028420379,460.72958753073897,-1.0,1.0
113,113,3913,7.5,-0.2559,119.8462,20.0,2018-09-28T10:02:45.249965Z,3,20,12,21,1.7000000000000002,-999.0,0.8248964715322856,1.4000000000000004,-999.0,50.83598846574126,1,1,5,1,5,2,6.6,-0.0,6.1,-0.0,5.8,0.0,142.03123954780781,161.47067526238345,248.30743700128235,1.0,1.0
114,114,3916,7.9,-12.525,165.916,33.0,1980-07-17T19:42:23.200012Z,14,10,14,26,2.2,-999.0,0.3762902148722175,0.4000000000000003,-999.0,1.6527983819339396,2,2,0,4,1,4,7.5,-0.0,7.5,-0.0,7.0,0.0,54.17344017960991,107.49533639775257,460.72958753073897,1.0,3.0
115,115,3953,7.3,36.195,1.354,10.0,1980-10-10T12:25:23.500014Z,0,9,0,14,1.0999999999999996,-999.0,0.3124612612918063,-999.0,-999.0,-999.0,1,1,6,0,8,0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,38.582843760325545,182.28945197042378,-1.0,3.0
116,116,3966,7.7,-9.284,107.419,20.0,2006-07-17T08:19:26.679996Z,0,88,0,95,1.6000000000000003,1.5858055770741115,3.3934157879433893,-999.0,-999.0,-999.0,1,1,9,0,9,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,149.48452746519507,338.2345089289617,1.0,3.0
117,117,3970,7.4,-49.271,164.115,10.0,2007-09-30T05:23:34.069974Z,0,4,0,6,0.8000000000000007,-999.0,0.3547402806589916,-999.0,-999.0,-999.0,1,1,2,0,3,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,33.10900678841593,212.75297086326285,1.0,3.0
118,118,3987,7.1,35.7695,-117.5993333,8.0,2019-07-06T03:19:53.039968Z,3,3,3,3,1.5999999999999996,-999.0,139.17750241893637,0.6999999999999993,-999.0,2.135733089439299,1,1,2,2,2,2,6.4,0.0,6.4,0.0,5.5,0.0,11.193046058632095,19.946151072850217,133.82379803431266,-1.0,1.0
119,119,3991,7.1,-10.615,161.284,22.0,1979-10-23T09:51:06.700003Z,2,8,16,11,1.3999999999999997,-999.0,2.0625773802659912,1.1999999999999993,-999.0,37.335522101156606,1,1,7,1,10,10,5.9,-0.0,5.9,-0.0,5.9,0.0,50.14470471426864,35.74875047429504,133.82379803431266,1.0,3.0
120,120,4006,7.1,-4.603,140.091,33.0,1976-06-25T19:18:56.899956Z,0,14,0,22,1.1999999999999993,-999.0,0.4808606833702446,-999.0,-999.0,-999.0,2,1,12,0,19,0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,47.85803213118175,133.82379803431266,-1.0,0.0
121,121,4007,7.0,-17.098,-172.264,33.0,1978-06-17T15:11:33.499970Z,0,2,1,2,1.5999999999999996,-999.0,0.2891907912828407,-999.0,-999.0,-999.0,1,-1,2,0,2,1,5.0,0.0,0.0,0.0,5.4,-0.0,3.972785035223073,33.90234436159613,114.66193259390072,-1.0,2.0
122,122,4019,7.2,-0.5858,128.034,18.98,2019-07-14T09:10:51.522960Z,1,9,3,11,1.4000000000000004,-999.0,8.601308353385026,2.2,-999.0,inf,1,1,4,0,5,2,5.4,0.0,5.0,0.0,5.8,-0.0,54.44310741303889,42.41385106824171,156.1879214416901,1.0,1.0
123,123,4040,7.1,61.3464,-149.9552,46.7,2018-11-30T17:29:29.330016Z,0,5,0,7,1.2999999999999998,-999.0,8.355027231407181,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,15.26090036699985,133.82379803431266,-1.0,2.0
124,124,4047,7.9,6.262,124.023,33.0,1976-08-16T16:11:07.299978Z,0,42,0,71,2.1000000000000005,1.5590058324732072,1.551763752205415,-999.0,-999.0,-999.0,1,1,0,0,4,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,158.14598940279865,460.72958753073897,1.0,3.0
125,125,4055,7.5,-6.0699,142.7536,25.21,2018-02-25T17:44:44.140041Z,0,69,0,82,0.7999999999999998,1.4871622457232927,2.3470659525612563,-999.0,-999.0,-999.0,1,1,10,0,12,0,0.0,0.0,0.0,0.0,6.7,-0.0,0.0,100.03580337580736,248.30743700128235,-1.0,3.0
126,126,4062,7.0,24.531,98.71,10.0,1976-05-29T14:00:18.500024Z,1,5,1,9,0.7999999999999998,-999.0,0.490338626505954,0.0999999999999996,-999.0,inf,2,2,5,1,9,1,6.9,0.0,6.9,0.0,6.3,0.0,24.965086945369947,40.598840771033856,114.66193259390072,-1.0,1.0
127,127,4077,7.5,39.57,117.978,23.0,1976-07-27T19:42:54.600023Z,0,8,0,16,0.0999999999999996,-999.0,2.7391223717477384,-999.0,-999.0,-999.0,2,2,1,0,3,0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,86.78704399371482,248.30743700128235,-1.0,2.0
128,128,4080,8.1,-8.466,157.043,24.0,2007-04-01T20:39:58.710036Z,1,19,1,25,1.8999999999999997,-999.0,0.6967831192334965,2.8,-999.0,inf,1,1,2,0,2,0,5.3,0.0,5.3,0.0,6.2,-0.0,21.204719516602896,101.38340536968084,470.69063154972355,1.0,3.0
129,129,4083,7.2,39.243,25.227,10.0,1981-12-19T14:10:50.720020Z,0,2,0,2,2.2,-999.0,1182.9944685291466,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,-0.0,0.0,25.96166989168059,156.1879214416901,1.0,1.0
130,130,4105,7.7,54.4434,168.857,10.0,2017-07-17T23:34:13.739980Z,2,4,5,6,2.2,-999.0,0.395338451722777,1.4000000000000004,-999.0,161.11738121753356,1,1,0,1,0,2,6.3,-0.0,6.3,-0.0,5.5,0.0,20.651701688483524,40.786250418747684,338.2345089289617,1.0,1.0
131,131,4106,7.3,39.121,44.029,36.0,1976-11-24T12:22:18.799970Z,0,4,0,6,1.7999999999999998,-999.0,4.504322510575746,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,36.776362647719964,182.28945197042378,-1.0,1.0
132,132,4113,8.1,46.243,154.524,10.0,2007-01-13T04:23:21.159979Z,5,11,53,18,2.6,-999.0,2.609418127453526,2.6999999999999997,-999.0,0.6937463376214956,1,1,0,0,2,4,6.7,-0.0,5.4,-0.0,7.4,0.0,154.24175274034724,166.74465335371605,470.69063154972355,-1.0,2.0
133,133,4134,7.2,7.92,92.19,16.0,2005-07-24T15:42:06.210025Z,0,5,29,12,1.6000000000000003,-999.0,0.8540852658116844,-999.0,-999.0,-999.0,2,1,1,0,8,20,7.2,-0.0,0.0,0.0,6.3,0.0,206.88281218411632,171.28753183596896,156.1879214416901,-1.0,1.0
134,134,4141,7.2,-30.683,-177.358,33.0,1978-02-09T21:35:12.699977Z,6,14,59,37,0.6000000000000005,-999.0,0.6058966122740079,0.9000000000000004,-999.0,1.4136765570607206,5,1,10,5,29,46,6.8,0.0,6.3,0.0,6.6,-0.0,111.26609682533181,92.02315237693675,156.1879214416901,1.0,3.0
135,135,4171,7.1,42.839,78.606,33.0,1978-03-24T21:05:48.200032Z,0,1,0,1,2.1,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.764053419484457,133.82379803431266,-1.0,3.0
136,136,4196,7.1,-11.132,162.136,33.0,1978-11-05T22:02:07.099961Z,5,3,5,9,1.0,-999.0,0.1480650519646107,0.1999999999999993,-999.0,21.971426971422947,2,2,3,5,8,5,6.9,0.0,6.9,0.0,6.1,-0.0,18.272083645390452,56.61690307766769,133.82379803431266,1.0,3.0
137,137,4213,8.3,-11.164,118.378,25.0,1977-08-19T06:08:55.509960Z,1,74,1,101,2.200000000000001,1.0606531901267526,2.5790834725158227,2.200000000000001,-999.0,inf,1,1,0,0,0,0,6.1,0.0,6.1,0.0,6.3,0.0,2.378492064552155,134.55798041983616,641.1560464814495,-1.0,2.0
138,138,4219,7.5,-9.89,160.348,19.0,1977-04-20T23:42:50.500022Z,2,42,7,52,0.0,0.9500191791633648,1.630120208327246,0.7999999999999998,-999.0,523.0022966612169,3,3,12,2,16,4,6.7,-0.0,6.7,-0.0,7.5,0.0,85.16654349290289,92.40150913373559,248.30743700128235,1.0,3.0
139,139,4232,7.7,1.598,-79.358,24.0,1979-12-12T07:59:03.299969Z,0,1,0,1,2.7,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.577369992195468,338.2345089289617,1.0,3.0
140,140,4244,7.5,1.065,126.282,22.0,2007-01-21T11:27:45.059992Z,0,47,2,64,1.2999999999999998,1.3042709680161555,4.28966707950899,-999.0,-999.0,-999.0,1,1,12,0,17,1,5.6,-0.0,0.0,0.0,6.2,0.0,52.586402151840055,61.277405588133306,248.30743700128235,1.0,3.0
141,141,4251,7.0,16.773,122.327,37.0,1977-03-18T21:43:52.400035Z,0,20,0,25,1.2000000000000002,-999.0,3.394948905466987,-999.0,-999.0,-999.0,2,1,20,0,25,0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,63.88496290632651,114.66193259390072,1.0,3.0
142,142,4255,7.6,-2.598,68.382,10.0,2003-07-15T20:27:50.529979Z,0,2,0,5,2.0,-999.0,8.149786292404315,-999.0,-999.0,-999.0,1,-1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,40.01900095069574,289.8036300972396,1.0,1.0
143,143,4260,7.1,33.962,59.726,10.0,1979-11-27T17:10:32.900020Z,4,2,7,2,1.0999999999999996,-999.0,0.2094292108809403,0.5,-999.0,0.3029787917474795,0,1,1,1,1,2,6.7,0.0,6.6,0.0,6.0,-0.0,32.66414591632432,37.24992904532884,133.82379803431266,-1.0,1.0
144,144,4261,8.2,15.0222,-93.8993,47.39,2017-09-08T04:49:19.179983Z,0,33,0,40,2.3999999999999995,1.42604158236889,1.5729025000143668,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,139.99528211891692,549.3506570855053,-1.0,2.0
145,145,4266,7.3,55.0999,164.6993,16.56,2018-12-20T17:01:55.150002Z,0,13,0,16,1.2000000000000002,-999.0,0.9164711828248266,-999.0,-999.0,-999.0,1,1,10,0,10,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,64.31371504969096,182.28945197042378,-1.0,1.0
146,146,4270,7.0,-17.26,167.601,30.0,1981-07-15T07:59:08.469977Z,1,13,12,21,1.4000000000000004,-999.0,0.5096805035535964,2.0,-999.0,inf,2,1,13,1,21,12,6.9,-0.0,5.0,-0.0,5.7,0.0,12388.40070621749,13120.501395660465,114.66193259390072,1.0,3.0
147,147,4272,7.6,44.244,148.862,33.0,1978-03-24T19:47:50.699986Z,38,47,49,74,1.7999999999999998,1.6009286783884595,1.8551993345732176,0.7999999999999998,0.8050336737718824,19.525481784059785,1,1,5,12,8,15,6.8,0.0,6.8,0.0,6.0,-0.0,86.87887977489572,76.96890200135161,289.8036300972396,1.0,3.0
148,148,4275,7.5,-21.9496,169.4266,10.0,2018-12-05T04:18:08.419963Z,2,47,109,59,0.9000000000000004,1.4324098701370445,2.5772426428890567,1.2000000000000002,-999.0,0.7373492439069396,5,1,7,1,13,25,7.1,0.0,6.3,0.0,6.6,-0.0,140.8625278959384,107.78113520013818,248.30743700128235,-1.0,2.0
149,149,4276,7.6,60.949,167.089,22.0,2006-04-20T23:25:02.150023Z,0,12,0,15,1.5,-999.0,2.099908025894961,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,50.95760793956912,289.8036300972396,-1.0,3.0
150,150,4277,7.6,-4.051,152.5967,10.0,2019-05-14T12:58:25.939030Z,0,1,0,2,2.6,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,34.273005885897824,289.8036300972396,1.0,1.0
151,151,4291,7.8,52.788,-132.101,14.0,2012-10-28T03:04:08.819994Z,0,25,0,25,1.5,-999.0,1.5582116266994812,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,75.35140849269074,394.75897176315374,1.0,3.0
152,152,4297,7.3,15.766,119.74,33.0,1999-12-11T18:03:36.449973Z,0,2,0,2,2.2,-999.0,2.951792514403398,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,-0.0,0.0,30.492761457720196,182.28945197042378,-1.0,2.0
153,153,4303,7.4,13.988,-91.895,24.0,2012-11-07T16:35:46.930043Z,0,7,4,13,0.9000000000000004,-999.0,0.2674943671193585,-999.0,-999.0,-999.0,1,1,4,0,6,3,5.9,0.0,0.0,0.0,6.5,-0.0,48.60823319699787,54.904969146444934,212.75297086326285,1.0,3.0
154,154,4315,7.0,-11.122,165.239,18.8,1992-05-27T05:13:38.810006Z,0,7,0,9,1.5999999999999996,-999.0,1.394376080807583,-999.0,-999.0,-999.0,1,1,7,0,9,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,32.02860951559472,114.66193259390072,1.0,2.0
155,155,4325,7.0,25.93,128.425,25.0,2010-02-26T20:31:26.970014Z,0,3,0,6,1.7999999999999998,-999.0,4.955346440189481,-999.0,-999.0,-999.0,1,1,3,0,6,0,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,21.746680306264242,114.66193259390072,-1.0,1.0
156,156,4331,7.1,34.6033333,-116.265,13.73,1999-10-16T09:46:44.460015Z,0,5,0,5,1.2999999999999998,-999.0,0.7985890263377471,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.8,-0.0,0.0,32.23391097948233,133.82379803431266,1.0,1.0
157,157,4339,7.0,18.443,-72.571,13.0,2010-01-12T21:53:10.060025Z,0,16,0,16,1.0,-999.0,2.120954552337348,-999.0,-999.0,-999.0,1,1,16,0,16,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,49.387747233004866,114.66193259390072,1.0,1.0
158,158,4373,7.5,-16.423,168.214,33.0,1999-11-26T13:21:15.569974Z,0,4,1,4,1.7999999999999998,-999.0,0.146728292776953,-999.0,-999.0,-999.0,1,1,2,0,2,1,6.6,-0.0,0.0,0.0,5.7,0.0,38.8281503663491,52.191603121477485,248.30743700128235,1.0,3.0
159,159,4380,7.2,-9.094,158.442,23.4,1991-10-14T15:58:12.789987Z,1,6,1,6,0.7999999999999998,-999.0,0.2039759027019025,1.7000000000000002,-999.0,inf,1,1,4,1,4,1,5.5,0.0,5.5,0.0,6.4,-0.0,28.704424513002937,33.82856509576462,156.1879214416901,1.0,3.0
160,160,4397,7.8,-8.48,121.896,27.7,1992-12-12T05:29:26.349998Z,0,23,0,27,1.7000000000000002,-999.0,1.442457896016297,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,108.85054415479108,394.75897176315374,1.0,3.0
161,161,4412,7.3,52.05,-171.836,52.0,2011-06-24T03:09:39.470021Z,0,5,0,13,1.5,-999.0,7.157214176743448,-999.0,-999.0,-999.0,2,1,4,0,9,0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,48.44739256942694,182.28945197042378,-1.0,2.0
162,162,4424,7.1,-10.972,164.181,20.4,1993-03-06T03:05:49.869979Z,0,5,0,7,1.0999999999999996,-999.0,4.591528290348086,-999.0,-999.0,-999.0,1,1,4,0,6,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,43.17283679474867,133.82379803431266,-1.0,1.0
163,163,4426,7.0,42.453,43.673,17.2,1991-04-29T09:12:48.099978Z,0,7,0,10,0.9000000000000004,-999.0,1.6005271155716938,-999.0,-999.0,-999.0,1,1,7,0,10,0,0.0,0.0,0.0,0.0,6.3,-0.0,0.0,43.26984637392152,114.66193259390072,-1.0,3.0
164,164,4431,7.7,-2.071,124.891,33.0,1998-11-29T14:10:31.959983Z,0,3,0,4,2.0,-999.0,2.2179990107745486,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.7,-0.0,0.0,42.46714101417283,338.2345089289617,-1.0,0.0
165,165,4443,8.6,2.327,93.063,20.0,2012-04-11T08:38:36.719976Z,0,6,2,6,2.8,-999.0,0.628617110062227,-999.0,-999.0,-999.0,1,1,0,0,0,1,7.2,0.0,0.0,0.0,5.8,-0.0,20.146953009425463,57.89093199488314,1019.3093880125635,-1.0,1.0
166,166,4469,7.3,42.142,73.575,27.4,1992-08-19T02:04:37.409985Z,0,7,0,8,0.7000000000000002,-999.0,20.799408449665425,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,6.6,0.0,0.0,38.81058180527385,182.28945197042378,-1.0,3.0
167,167,4478,7.6,10.811,126.638,28.0,2012-08-31T12:47:33.379957Z,0,25,0,37,2.0,-999.0,1.5285764717527766,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,-0.0,0.0,71.6829033650664,289.8036300972396,-1.0,3.0
168,168,4484,7.3,12.139,-88.59,28.0,2012-08-27T04:37:19.429964Z,1,4,1,5,1.7999999999999998,-999.0,3.521770472652556,2.3,-999.0,inf,1,1,3,0,3,0,5.0,-0.0,5.0,-0.0,5.5,0.0,46.228824078379525,36.15759202070088,182.28945197042378,1.0,3.0
169,169,4485,7.6,40.748,29.864,17.0,1999-08-17T00:01:39.129999Z,0,3,0,4,1.6999999999999993,-999.0,0.109148697722484,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,33.87898798653787,289.8036300972396,1.0,1.0
170,170,4490,7.2,7.075,-76.862,10.0,1992-10-18T15:11:59.109960Z,4,9,4,11,1.6000000000000003,-999.0,0.7965436724643238,0.5,-999.0,3.648604735210148,1,1,4,2,6,2,6.7,0.0,6.7,0.0,6.1,-0.0,46.47544658286446,40.79246033657268,156.1879214416901,-1.0,3.0
171,171,4493,7.2,-6.075,147.572,58.0,1992-05-15T07:05:05.339962Z,0,1,3,4,2.0,-999.0,inf,-999.0,-999.0,-999.0,1,-1,1,0,3,2,6.7,0.0,0.0,0.0,5.5,-0.0,36.94187275576514,27.009159287867288,156.1879214416901,1.0,3.0
172,172,4504,7.1,5.397,121.937,33.0,1999-03-04T08:52:01.899988Z,0,3,0,4,1.1999999999999993,-999.0,0.5385167900763914,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,30.066066500931893,133.82379803431266,-1.0,3.0
173,173,4509,7.7,11.742,-87.34,44.8,1992-09-02T00:16:01.689976Z,2,5,3,6,1.7000000000000002,-999.0,1.1099607830445788,2.0,-999.0,2.06517145814732,1,1,2,1,2,1,5.7,-0.0,5.7,-0.0,6.0,0.0,18.45050418976106,31.70935459344446,338.2345089289617,1.0,3.0
174,174,4561,7.2,5.121,32.145,14.9,1990-05-20T02:22:01.619992Z,0,6,0,10,0.1000000000000005,-999.0,0.608068948286363,-999.0,-999.0,-999.0,2,2,4,0,7,0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,62.34151043624899,156.1879214416901,-1.0,1.0
175,175,4568,7.7,15.679,121.172,25.1,1990-07-16T07:26:34.610006Z,0,5,0,5,2.3,-999.0,0.7159873207518824,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,39.13994682513744,338.2345089289617,-1.0,1.0
176,176,4573,7.7,-60.2738,-46.4011,10.0,2013-11-17T09:04:55.529990Z,8,3,8,4,2.5,-999.0,37.41512328591877,0.7999999999999998,-999.0,3.03604539623552,1,1,0,2,0,2,6.9,0.0,6.9,0.0,5.5,-0.0,45.23402200368826,48.30908206881571,338.2345089289617,-1.0,3.0
177,177,4577,7.8,-5.496,151.781,33.0,2000-11-17T21:01:56.490014Z,2,12,12,63,1.0,-999.0,0.9161318167776756,1.7999999999999998,-999.0,137.10042291413365,1,1,4,1,19,6,6.6,0.0,6.0,0.0,6.8,-0.0,107.38902620268682,109.35743677803603,394.75897176315374,1.0,3.0
178,178,4601,7.6,8.337,126.729,24.4,1989-12-15T18:43:45.030028Z,0,42,2,53,1.0999999999999996,1.2160245493291064,1.8636693418496169,-999.0,-999.0,-999.0,1,1,8,0,10,0,5.4,-0.0,0.0,0.0,6.8,0.0,65.61881742629,99.88261621623654,289.8036300972396,1.0,3.0
179,179,4610,7.1,37.1557,144.6611,35.0,2013-10-25T17:10:19.710020Z,0,6,0,7,1.5999999999999996,-999.0,2.684179835410629,-999.0,-999.0,-999.0,1,1,5,0,6,0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,27.386986369942942,133.82379803431266,-1.0,2.0
180,180,4615,7.6,-22.122,175.163,33.2,1990-03-03T12:16:27.959980Z,0,4,4,8,2.1999999999999997,-999.0,0.1647227413107508,-999.0,-999.0,-999.0,1,1,0,0,1,2,6.8,-0.0,0.0,0.0,5.6,0.0,29.447641049665624,48.35564057849622,289.8036300972396,1.0,1.0
181,181,4616,7.1,9.8796,124.1167,19.04,2013-10-15T00:12:32.049964Z,0,20,0,20,1.3999999999999997,-999.0,1.13829507151543,-999.0,-999.0,-999.0,1,1,14,0,14,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,61.376500848611684,133.82379803431266,-1.0,3.0
182,182,4618,7.3,9.919,-84.808,22.2,1990-03-25T13:22:55.599999Z,1,1,1,6,1.5999999999999996,-999.0,inf,0.8999999999999995,-999.0,inf,1,-1,1,1,4,1,6.4,0.0,6.4,0.0,6.0,-0.0,11.882998677855632,56.55672601720697,182.28945197042378,1.0,3.0
183,183,4620,7.4,16.493,-98.231,20.0,2012-03-20T18:02:47.439999Z,0,12,1,23,1.4000000000000004,-999.0,0.5046151012887106,-999.0,-999.0,-999.0,1,1,1,0,6,1,6.3,0.0,0.0,0.0,6.0,-0.0,49.099370819650986,55.13615370730883,212.75297086326285,1.0,3.0
184,184,4637,7.0,8.87,126.48,23.9,1991-02-18T02:37:25.120043Z,0,8,0,14,1.5,-999.0,0.8270171078560913,-999.0,-999.0,-999.0,1,1,8,0,14,0,0.0,0.0,0.0,0.0,6.3,0.0,0.0,37.45484140327535,114.66193259390072,1.0,3.0
185,185,4646,7.0,-30.523,-178.414,43.8,1989-05-14T00:59:50.449978Z,0,1,0,2,0.7000000000000002,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,1,0,2,0,0.0,0.0,0.0,0.0,6.3,-0.0,0.0,17.437549649352007,114.66193259390072,-1.0,3.0
186,186,4650,7.0,57.3424,-154.3469,43.6,1999-12-06T23:12:33.536964Z,0,2,0,8,0.5999999999999996,-999.0,50.61816932987884,-999.0,-999.0,-999.0,1,-1,2,0,8,0,0.0,0.0,0.0,0.0,6.5,-0.0,0.0,17.491626319556797,114.66193259390072,-1.0,1.0
187,187,4652,7.6,-1.105,123.573,26.0,2000-05-04T04:21:16.210023Z,0,7,1,10,1.8999999999999997,-999.0,0.5536822598675807,-999.0,-999.0,-999.0,1,1,2,0,3,1,6.1,-0.0,0.0,0.0,5.7,0.0,29.870885421578866,61.94594444656264,289.8036300972396,1.0,1.0
188,188,4654,7.1,-5.982,-77.094,19.8,1991-04-05T04:19:49.519978Z,2,8,7,8,1.5999999999999996,-999.0,0.2727292333973946,0.5999999999999996,-999.0,64.0502912101472,1,1,5,2,5,6,6.6,0.0,6.5,0.0,5.5,-0.0,21.164190295646762,33.17849396157693,133.82379803431266,-1.0,3.0
189,189,4655,7.6,9.685,-83.073,10.0,1991-04-22T21:56:51.819967Z,0,6,0,9,1.3999999999999997,-999.0,3.193125908326593,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,6.2,-0.0,0.0,60.299672977702095,289.8036300972396,1.0,3.0
190,190,4664,7.1,53.452,169.871,24.8,1990-11-06T20:14:29.739955Z,0,1,0,2,2.1,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,1,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,35.333165165876814,133.82379803431266,1.0,3.0
191,191,4691,7.4,36.957,49.409,18.5,1990-06-20T21:00:09.979980Z,0,6,0,8,1.6000000000000003,-999.0,0.3791780766548007,-999.0,-999.0,-999.0,1,1,3,0,4,0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,51.39489404099555,212.75297086326285,-1.0,1.0
192,192,4703,7.6,15.125,147.596,11.4,1990-04-05T21:12:35.550026Z,0,39,6,54,1.2999999999999998,1.7371779276130073,2.570900422382463,-999.0,-999.0,-999.0,1,1,3,0,4,1,5.6,0.0,0.0,0.0,6.3,-0.0,89.81130130685953,98.14745595917636,289.8036300972396,-1.0,2.0
193,193,4711,7.8,1.186,122.857,25.7,1990-04-18T13:39:19.009983Z,0,31,0,62,1.2999999999999998,1.0009761292937407,1.3347943444524448,-999.0,-999.0,-999.0,2,1,4,0,10,0,0.0,0.0,0.0,0.0,7.5,-0.0,0.0,87.35053766113495,394.75897176315374,1.0,3.0
194,194,4732,7.7,-12.584,166.676,33.0,1997-04-21T12:02:26.430024Z,0,33,3,39,1.5,1.065555234409464,3.4275225226418136,-999.0,-999.0,-999.0,1,1,6,0,8,2,6.2,0.0,0.0,0.0,6.4,-0.0,91.48561086305418,126.37753132824716,338.2345089289617,1.0,3.0
195,195,4740,8.0,19.055,-104.205,33.0,1995-10-09T15:35:53.910013Z,1,3,1,4,2.0,-999.0,0.4439071204598178,2.2,-999.0,inf,1,1,1,0,1,0,5.8,-0.0,5.8,-0.0,6.0,0.0,25.996537987217817,33.67312209578663,537.7249613305888,1.0,3.0
