,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
0,1,7.5,40.7968,29.9952,16.3,1999-08-17T00:01:40.629991Z,2,14,2,14,1.5999999999999996,-999,0.5093458842886307,2.3,-999,3.2319834703593453,1,1,3,0,3,0
1,2,7.2,38.7294,43.4465,7.6,2011-10-23T10:41:22.009980Z,0,15,0,15,1.2999999999999998,-999,0.5706520493594217,-999.0,-999,-999.0,1,1,11,0,11,0
2,3,7.1,40.8243,31.2073,14.9,1999-11-12T16:57:22.540035Z,1,7,1,7,1.5,-999,0.9158426328857868,1.3999999999999995,-999,inf,1,1,2,1,2,1
