,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,fstyle_m,nf_all_apr,na_all_apr,nf_apr,na_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
88,88,88,88,-999,-999,574,26,2.2,0.9,2.2,0.9,45.47,151.05,7.6,2,2,2,2,1991-12-22T08:43:08.000003,-999,-999,1,1,3,2,0,2,0,6.7,284965.000003,6.7,284965.000003,5.4,-284965.000003,54.80466875708375,82.90303118073341,289.8036300972396,1.0,3.0
89,89,89,89,-999,-999,575,33,0.5,-999.0,0.5,-999.0,-56.04,-25.33,7.1,2,0,2,0,1991-12-27T04:05:56.000000,-999,-999,-1,-1,2,0,2,0,2,0.0,0.0,0.0,0.0,6.6,0.0,0.0,59.27387063016118,133.82379803431266,-1.0,2.0
90,90,90,90,-999,-999,592,15,0.6,-999.0,0.6,-999.0,40.37,-124.32,7.2,3,0,3,0,1992-04-25T18:06:01.000003,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,6.6,48936.999993,0.0,24.36264703254644,156.1879214416901,1.0,3.0
91,91,91,91,-999,-999,595,33,-999.0,0.1,1.3,0.1,7.17,126.86,7.2,0,1,2,1,1992-05-17T10:15:26.000002,-999,-999,2,-1,3,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.1879214416901,1.0,3.0
92,92,92,92,-999,-999,596,50,1.2,-999.0,1.2,-999.0,-6.06,147.59,7.2,1,0,1,0,1992-05-15T07:05:04.000002,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,33.67687511507909,156.1879214416901,1.0,3.0
93,93,93,93,-999,-999,599,33,1.7,-999.0,1.7,-999.0,-11.04,165.18,7.0,1,0,1,0,1992-05-27T05:13:36.000001,-999,-999,-1,-1,2,0,1,0,1,0.0,0.0,0.0,0.0,5.3,0.0,0.0,40.060922681287444,114.66193259390072,1.0,2.0
94,94,94,94,-999,-999,610,5,0.8,-999.0,0.8,-999.0,34.18,-116.51,7.3,5,0,5,0,1992-06-28T11:57:32.000001,-999,-999,1,1,1,0,4,0,4,0.0,0.0,0.0,0.0,6.5,0.0,0.0,40.03663245942659,182.28945197042378,1.0,1.0
95,95,95,95,-999,-999,619,10,1.6,-999.0,1.6,-999.0,11.76,-87.42,7.6,9,0,9,0,1992-09-02T00:15:57.999998,-999,-999,1,1,0,0,5,0,5,0.0,0.0,0.0,0.0,6.0,59684.999999,0.0,158.43641094227263,289.8036300972396,1.0,3.0
96,96,96,96,-999,-999,629,10,1.6,0.5,1.6,0.5,7.12,-76.89,7.1,1,1,1,1,1992-10-18T15:11:55.999998,-999,-999,-1,-1,0,1,1,1,1,6.6,110358.999998,6.6,110358.999998,5.5,-110358.999998,28.861370472722264,64.12246868954033,133.82379803431266,-1.0,3.0
97,97,97,97,-999,-999,639,35,2.3,-999.0,2.3,-999.0,-8.51,121.89,7.7,2,0,2,0,1992-12-12T05:29:27.000001,-999,-999,-1,-1,3,0,0,0,0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,33.90802402007758,338.2345089289617,1.0,3.0
98,98,98,98,-999,-999,648,14,0.5,-999.0,0.5,-999.0,-10.96,164.19,7.1,4,0,4,0,1993-03-06T03:05:43.999997,-999,-999,1,1,0,0,4,0,4,0.0,0.0,0.0,0.0,6.6,0.0,0.0,103.63995356131652,133.82379803431266,-1.0,1.0
99,99,99,99,-999,-999,660,33,1.2,-999.0,1.2,-999.0,7.23,126.62,7.0,1,0,1,0,1993-05-11T18:26:46.000002,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,5.8,0.0,0.0,5.9489886874093925,114.66193259390072,1.0,3.0
100,100,100,100,-999,-999,669,17,2.4,-999.0,2.4,-999.0,42.84,139.25,7.7,2,0,2,0,1993-07-12T13:17:10.000000,-999,-999,-1,-1,3,0,0,0,0,0.0,0.0,0.0,0.0,5.3,188481.000002,0.0,40.86016016030632,338.2345089289617,-1.0,3.0
101,101,101,101,-999,-999,671,61,1.7,-999.0,1.7,-999.0,12.96,144.78,7.7,4,0,4,0,1993-08-08T08:34:21.000000,-999,-999,1,1,0,0,2,0,2,0.0,0.0,0.0,0.0,6.0,173940.0,0.0,103.74002470802827,338.2345089289617,-1.0,3.0
102,102,102,102,-999,-999,674,34,0.8,0.5,0.8,0.5,14.73,-92.68,7.2,6,5,6,5,1993-09-10T19:12:49.999999,-999,-999,1,1,3,5,6,5,6,6.7,628671.999997,6.7,628671.999997,6.4,-837.999998,36.957576124104456,87.76600025205548,156.1879214416901,1.0,3.0
103,103,103,103,-999,-999,679,34,1.0,-999.0,1.0,-999.0,51.92,158.7,7.0,1,0,1,0,1993-11-13T01:18:01.000002,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,12.235281655255795,114.66193259390072,-1.0,3.0
104,104,104,104,-999,-999,682,33,0.6,-999.0,0.6,-999.0,-20.17,169.76,7.0,1,0,1,0,1993-12-29T07:48:16.000000,-999,-999,-1,-1,0,0,1,0,1,0.0,0.0,0.0,0.0,6.4,0.0,0.0,25.021982742419766,114.66193259390072,-1.0,1.0
105,105,105,105,-999,-999,685,33,1.1,-999.0,1.1,-999.0,-20.58,169.36,7.0,1,0,1,0,1994-02-12T17:58:23.000001,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,5.9,0.0,0.0,10.486518192260089,114.66193259390072,1.0,3.0
106,106,106,106,-999,-999,686,33,0.9,-999.0,0.9,0.8,-20.07,168.89,7.3,17,0,17,6,2008-04-09T12:46:12.000003,-999,-999,1,1,3,6,12,0,12,6.5,446398456.000005,0.0,0.0,6.4,184083.999998,34.87391569837708,114.17758300566621,182.28945197042378,1.0,3.0
107,107,107,107,-999,-999,699,39,1.2,-999.0,1.2,-999.0,-10.47,112.98,7.8,19,0,19,0,1994-06-02T18:17:32.999999,-999,-999,1,1,0,0,5,0,5,0.0,0.0,0.0,0.0,6.6,86321.999998,0.0,97.50554148346423,394.75897176315374,1.0,3.0
108,108,108,108,-999,-999,704,33,0.6,1.9,0.6,1.9,-16.62,167.51,7.2,6,1,6,1,1994-07-13T02:35:56.000002,-999,-999,1,1,0,1,6,1,6,5.3,7846.000004,5.3,7846.000004,6.6,-7846.000004,6.162385101212364,35.18904072945643,156.1879214416901,-1.0,3.0
109,109,109,109,-999,-999,718,33,1.0,-999.0,1.0,-999.0,43.71,147.33,8.3,27,0,32,0,1994-10-04T13:22:55.000000,-999,-999,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,7.3,341452.999999,0.0,142.38262527336778,641.1560464814495,1.0,3.0
110,110,110,110,-999,-999,723,33,1.6,-999.0,1.6,-999.0,13.53,121.09,7.1,2,0,2,0,1994-11-14T19:15:25.999997,-999,-999,-1,-1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.5,0.0,0.0,53.40129290594751,133.82379803431266,1.0,1.0
111,111,111,111,-999,-999,726,33,1.3,-999.0,1.3,-999.0,40.45,143.49,7.7,11,0,11,0,1994-12-28T12:19:24.999996,-999,-999,1,1,0,0,4,0,4,0.0,0.0,0.0,0.0,6.4,264660.000001,0.0,118.20468192551778,338.2345089289617,1.0,3.0
112,112,112,112,-999,-999,729,57,1.0,-999.0,1.0,-999.0,40.23,142.24,7.0,1,0,1,0,1995-01-06T22:37:36.000001,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.8138007043574,114.66193259390072,-1.0,3.0
113,113,113,113,-999,-999,736,59,0.6,-999.0,0.6,-999.0,-37.71,178.77,7.1,12,0,12,0,1995-02-05T22:51:09.000000,-999,-999,1,1,2,0,12,0,12,0.0,0.0,0.0,0.0,6.5,309768.999998,0.0,68.26413510630452,133.82379803431266,-1.0,2.0
114,114,114,114,-999,-999,746,31,1.8,-999.0,1.8,-999.0,-15.19,-173.59,7.3,3,0,3,0,1995-04-07T22:06:55.999998,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,5.5,-0.0,0.0,23.98491861374822,182.28945197042378,-1.0,3.0
115,115,115,115,-999,-999,750,23,0.3,0.3,0.3,0.3,12.06,125.93,7.1,11,3,11,3,1995-04-21T00:34:49.000002,-999,-999,4,4,3,3,11,3,11,6.8,1493.999999,6.8,1493.999999,6.8,-1918.000004,43.02395578447326,73.8980161280182,133.82379803431266,1.0,3.0
116,116,116,116,-999,-999,754,33,1.4,-999.0,1.4,-999.0,12.62,125.31,7.0,3,0,3,0,1995-05-05T03:53:50.000000,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,5.6,1091612.000001,0.0,52.71686568430704,114.66193259390072,1.0,3.0
117,117,117,117,-999,-999,756,33,1.3,-999.0,1.3,-999.0,-23.01,169.89,7.7,4,0,4,0,1995-05-16T20:12:45.000001,-999,-999,1,1,2,0,3,0,3,0.0,0.0,0.0,0.0,6.4,0.0,0.0,90.26561086889201,338.2345089289617,-1.0,2.0
118,118,118,118,-999,-999,759,33,2.0,-999.0,2.0,-999.0,52.56,142.81,7.0,1,0,1,0,1995-05-27T13:03:55.000003,-999,-999,-1,-1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.0,-0.0,0.0,37.96780727519409,114.66193259390072,-1.0,1.0
119,119,119,119,-999,-999,767,33,1.6,-999.0,1.6,-999.0,-29.2,-177.61,7.1,4,0,4,0,1995-07-03T19:50:50.999997,-999,-999,1,1,3,0,4,0,4,0.0,0.0,0.0,0.0,5.5,0.0,0.0,133.09794444287675,133.82379803431266,-1.0,3.0
120,120,120,120,-999,-999,770,47,1.7,-999.0,1.7,-999.0,-23.36,-70.31,8.0,12,0,16,0,1995-07-30T05:11:18.000002,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,6.3,299774.0,0.0,182.18039989675157,537.7249613305888,1.0,3.0
121,121,121,121,-999,-999,773,16,1.1,-999.0,1.1,-999.0,-5.81,154.21,7.7,8,0,8,0,1995-08-16T10:27:23.000001,-999,-999,1,1,3,0,6,0,6,0.0,0.0,0.0,0.0,6.6,0.0,0.0,131.78714293848105,338.2345089289617,1.0,3.0
122,122,122,122,-999,-999,778,27,0.6,-999.0,0.6,-999.0,-2.77,-77.88,7.0,6,0,6,0,1995-10-03T01:51:25.999998,-999,-999,1,1,3,0,6,0,6,0.0,0.0,0.0,0.0,6.4,-0.0,0.0,21.102068994506585,114.66193259390072,-1.0,3.0
123,123,123,123,-999,-999,779,49,2.1,-999.0,2.1,-999.0,19.15,-104.22,8.0,2,0,4,0,1995-10-09T15:36:00.000002,-999,-999,1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,77.6829953724505,537.7249613305888,1.0,3.0
124,124,124,124,-999,-999,781,27,0.4,-999.0,0.4,-999.0,27.92,130.34,7.1,9,0,9,0,1995-10-18T10:37:28.000003,-999,-999,0,0,2,0,8,0,8,0.0,0.0,0.0,0.0,6.7,50077.0,0.0,39.7984153496595,133.82379803431266,-1.0,2.0
125,125,125,125,-999,-999,787,10,1.5,-999.0,1.5,-999.0,28.82,34.86,7.2,2,0,3,0,1995-11-22T04:15:08.999998,-999,-999,1,-1,0,0,3,0,2,0.0,0.0,0.0,0.0,5.7,64903.000003,0.0,52.39605450113634,156.1879214416901,1.0,1.0
126,126,126,126,-999,-999,788,22,1.6,1.3,1.6,1.3,44.62,149.32,7.9,12,6,14,6,1995-12-03T18:01:08.000003,-999,-999,1,1,0,4,5,4,5,6.6,89269.000001,6.6,89269.000001,6.3,-0.0,35.56181013046285,120.33336770254283,460.72958753073897,1.0,3.0
127,127,127,127,-999,-999,794,33,1.9,-999.0,1.9,-999.0,0.72,119.98,7.9,6,0,6,0,1996-01-01T08:05:07.000000,-999,-999,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,6.0,3146031.000003,0.0,53.411357424954545,460.72958753073897,1.0,3.0
128,128,128,128,-999,-999,799,33,1.4,-999.0,1.4,-999.0,45.32,149.91,7.1,3,0,3,0,1996-02-07T21:36:41.999998,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,5.7,364927.0,0.0,43.93649100115416,133.82379803431266,-1.0,3.0
129,129,129,129,-999,-999,800,33,1.7,-999.0,1.7,-999.0,-0.95,137.03,8.2,14,0,16,0,1996-02-17T05:59:24.000002,-999,-999,1,1,0,0,4,0,4,0.0,0.0,0.0,0.0,6.5,0.0,0.0,147.55783229903042,549.3506570855053,1.0,3.0
130,130,130,130,-999,-999,802,33,1.2,-999.0,1.2,-999.0,16.2,-97.96,7.1,2,0,2,0,1996-02-25T03:08:19.999997,-999,-999,-1,-1,3,0,2,0,2,0.0,0.0,0.0,0.0,5.9,0.0,0.0,21.58613443377373,133.82379803431266,1.0,3.0
131,131,131,131,-999,-999,817,44,0.9,-999.0,0.9,-999.0,-6.52,155.0,7.2,10,0,15,0,1996-04-29T14:40:41.000001,-999,-999,1,1,3,0,13,0,10,0.0,0.0,0.0,0.0,6.3,414546.999998,0.0,71.76024324784491,156.1879214416901,1.0,3.0
132,132,132,132,-999,-999,819,33,-999.0,-999.0,2.2,-999.0,-9.62,-79.57,7.5,0,0,1,0,1996-02-21T12:51:06.000002,-999,-999,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
133,133,133,133,-999,-999,823,33,0.7,1.4,0.7,1.4,51.56,-177.63,7.9,13,2,15,2,1996-06-10T04:03:37.000003,-999,-999,1,1,3,1,3,1,2,6.5,103464.000006,6.5,103464.000006,7.2,-103464.000006,38.49364472907506,111.61810434186047,460.72958753073897,1.0,3.0
134,134,134,134,-999,-999,824,33,1.0,-999.0,1.0,-999.0,12.61,125.15,7.1,3,0,5,0,1996-06-11T18:22:52.000000,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,6.1,22041.0,0.0,44.74482399558735,133.82379803431266,1.0,3.0
135,135,135,135,-999,-999,832,33,1.1,0.4,1.1,0.4,1.0,120.45,7.0,2,1,3,1,1996-07-22T14:19:31.000003,-999,-999,2,2,0,1,3,1,2,6.6,533512.000004,6.6,533512.000004,5.9,-0.0,22.35348055690843,27.825421091770544,114.66193259390072,-1.0,3.0
136,136,136,136,-999,-999,869,33,1.6,-999.0,1.6,-999.0,-14.99,-75.68,7.7,8,0,8,0,1996-11-12T16:59:37.999998,-999,-999,1,1,3,0,4,0,4,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,64.93716871005508,338.2345089289617,1.0,3.0
137,137,137,137,-999,-999,878,33,1.6,-999.0,1.6,-999.0,18.22,-102.76,7.1,1,0,1,0,1997-01-11T20:28:26.000002,-999,-999,-1,-1,0,0,1,0,1,0.0,0.0,0.0,0.0,5.5,0.0,0.0,15.800238401020426,133.82379803431266,-1.0,2.0
138,138,138,138,-999,-999,883,33,1.2,-999.0,1.2,-999.0,29.98,68.21,7.1,2,0,3,0,1997-02-27T21:08:02.000003,-999,-999,1,-1,0,0,3,0,2,0.0,0.0,0.0,0.0,5.9,402944.0,0.0,83.78613696488418,133.82379803431266,1.0,3.0
139,139,139,139,-999,-999,922,58,0.9,-999.0,0.9,-999.0,-30.93,-71.22,7.1,1,0,1,0,1997-10-15T01:03:29.000003,-999,-999,-1,-1,0,0,1,0,1,0.0,0.0,0.0,0.0,6.2,-0.0,0.0,21.133668313623836,133.82379803431266,-1.0,2.0
140,140,140,140,-999,-999,923,33,2.2,-999.0,2.2,-999.0,35.07,87.32,7.5,1,0,1,0,1997-11-08T10:02:54.000000,-999,-999,-1,-1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,177.9619193749907,248.30743700128235,-1.0,1.0
141,141,141,141,-999,-999,928,33,1.4,2.3,1.4,2.3,54.84,162.04,7.8,19,3,19,3,1997-12-05T11:26:51.000001,-999,-999,1,1,3,0,4,0,4,5.5,45904.000003,5.5,45904.000003,6.4,-45904.000003,56.157651014843225,128.19272124233808,394.75897176315374,1.0,3.0
142,142,142,142,-999,-999,943,10,1.7,-999.0,1.7,-999.0,-62.88,149.53,8.1,5,0,5,0,1998-03-25T03:12:21.999997,-999,-999,1,1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.4,0.0,0.0,190.42712866376687,470.69063154972355,-1.0,1.0
143,143,143,143,-999,-999,947,33,2.2,-999.0,2.2,-999.0,22.31,125.31,7.4,3,0,3,0,1998-05-03T23:30:18.999998,-999,-999,1,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.2,315498.000005,0.0,43.15432739556906,212.75297086326285,-1.0,1.0
144,144,144,144,-999,-999,962,10,1.8,-999.0,1.8,-999.0,-2.96,141.93,7.0,1,0,1,0,1998-07-17T08:49:11.000002,-999,-999,-1,-1,0,0,1,0,1,0.0,0.0,0.0,0.0,5.2,0.0,0.0,28.048422349677264,114.66193259390072,1.0,3.0
145,145,145,145,-999,-999,981,33,1.5,0.3,1.5,0.3,-6.92,128.95,7.0,3,1,3,1,1998-11-09T05:38:40.000003,-999,-999,2,2,3,1,3,1,3,6.7,510.000004,6.7,510.000004,5.5,-0.0,8.418682609609457,33.895280315536176,114.66193259390072,-1.0,0.0
146,146,146,146,-999,-999,983,33,2.4,-999.0,2.4,-999.0,-2.07,124.89,7.7,1,0,1,0,1998-11-29T14:10:26.000000,-999,-999,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,0.0,0.0,37.009016431223685,338.2345089289617,-1.0,0.0
147,147,147,147,-999,-999,998,33,1.2,-999.0,1.2,-999.0,5.4,121.94,7.1,3,0,3,0,1999-03-04T08:52:02.999999,-999,-999,1,1,3,0,2,0,2,0.0,0.0,0.0,0.0,5.9,-0.0,0.0,29.855111496170988,133.82379803431266,-1.0,3.0
148,148,148,148,-999,-999,1022,17,1.8,-999.0,1.8,-999.0,40.75,29.86,7.6,4,0,4,0,1999-08-17T00:01:33.999999,-999,-999,1,1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.8,1238958.000003,0.0,62.42676344060871,289.8036300972396,1.0,1.0
149,149,149,149,-999,-999,1026,33,1.1,-999.0,1.1,-999.0,23.77,120.98,7.6,10,0,11,0,1999-09-20T17:47:17.999997,-999,-999,1,1,3,0,4,0,4,0.0,0.0,0.0,0.0,6.5,399376.000004,0.0,42.31648170295789,289.8036300972396,1.0,3.0
150,150,150,150,-999,-999,1036,33,-999.0,1.1,-999.0,1.1,-6.35,148.76,7.0,0,1,0,1,1999-11-19T13:56:45.999997,-999,-999,-1,-1,3,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.66193259390072,1.0,3.0
151,151,151,151,-999,-999,1043,66,0.6,-999.0,0.6,-999.0,57.41,-154.49,7.0,1,0,1,0,1999-12-06T23:12:35.999997,-999,-999,-1,-1,1,0,1,0,1,0.0,0.0,0.0,0.0,6.4,0.0,0.0,5.689277771245294,114.66193259390072,-1.0,1.0
152,152,152,152,-999,-999,1077,26,1.8,-999.0,1.8,-999.0,-1.11,123.57,7.5,3,0,3,0,2000-05-04T04:21:10.999998,-999,-999,1,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.7,-0.0,0.0,42.278500978349335,248.30743700128235,1.0,1.0
153,153,153,153,-999,-999,1083,33,1.2,-999.0,1.2,-999.0,-4.72,102.09,7.9,17,0,17,0,2000-06-04T16:28:22.999997,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,6.7,149386.000001,0.0,132.8672855566635,460.72958753073897,-1.0,0.0
154,154,154,154,-999,-999,1088,10,2.2,-999.0,2.2,-999.0,-13.8,97.45,7.9,2,0,2,0,2000-06-18T14:44:07.999997,-999,-999,-1,-1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.7,0.0,0.0,65.86821515642993,460.72958753073897,-1.0,1.0
155,155,155,155,-999,-999,1118,33,1.9,-999.0,1.9,-999.0,-3.98,152.17,8.0,9,0,9,0,2000-11-16T04:54:53.000003,-999,-999,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,6.1,2653386.999998,0.0,155.0884047919185,537.7249613305888,1.0,3.0
156,156,156,156,-999,-999,1119,30,-999.0,-999.0,-999.0,-999.0,-5.23,153.1,7.8,26,0,28,0,2000-11-16T07:42:13.000000,-999,-999,2,2,0,0,10,0,10,0.0,0.0,0.0,0.0,7.8,116700.000002,0.0,161.00918098392097,394.75897176315374,1.0,3.0
157,157,157,157,-999,-999,1124,33,0.6,-999.0,0.6,-999.0,6.9,126.58,7.4,3,0,3,0,2001-01-01T06:57:00.000001,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,6.8,0.0,0.0,46.381490266814,212.75297086326285,1.0,3.0
158,158,158,158,-999,-999,1126,60,1.9,-999.0,1.8,-999.0,13.05,-88.66,7.7,10,0,14,0,2001-01-13T17:33:28.999996,-999,-999,1,1,2,0,4,0,2,0.0,0.0,0.0,0.0,5.9,2965438.000005,0.0,42.23579730189789,338.2345089289617,-1.0,2.0
159,159,159,159,-999,-999,1131,16,1.9,-999.0,1.9,-999.0,23.42,70.23,7.6,3,0,3,0,2001-01-26T03:16:41.000003,-999,-999,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,5.7,-0.0,0.0,31.23668325348633,289.8036300972396,-1.0,3.0
160,160,160,160,-999,-999,1134,36,1.6,-999.0,1.6,-999.0,-4.68,102.56,7.3,5,0,5,0,2001-02-13T19:28:31.999997,-999,-999,1,1,3,0,2,0,2,0.0,0.0,0.0,0.0,5.7,482510.000005,0.0,53.950932865634066,182.28945197042378,-1.0,3.0
161,161,161,161,-999,-999,1137,35,0.8,-999.0,0.8,-999.0,1.27,126.25,7.0,6,0,6,0,2001-02-24T07:23:46.999998,-999,-999,1,1,3,0,6,0,6,0.0,0.0,0.0,0.0,6.2,31441.000001,0.0,54.59318695637212,114.66193259390072,1.0,3.0
162,162,162,162,-999,-999,1157,33,0.8,-999.0,0.8,-999.0,-16.26,-73.64,8.4,14,0,19,0,2001-06-23T20:33:10.999998,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,7.6,1012833.000003,0.0,363.4924452509866,748.3036028766184,1.0,3.0
163,163,163,163,-999,-999,1168,33,1.4,-999.0,1.4,-999.0,-36.81,-179.57,7.1,6,0,6,0,2001-08-21T06:52:05.999997,-999,-999,1,1,3,0,6,0,6,0.0,0.0,0.0,0.0,5.7,311066.000001,0.0,42.74567663958034,133.82379803431266,-1.0,3.0
164,164,164,164,-999,-999,1179,33,1.8,-999.0,1.8,-999.0,-4.1,123.91,7.4,3,0,3,0,2001-10-19T03:28:47.000001,-999,-999,1,1,1,0,2,0,2,0.0,0.0,0.0,0.0,5.6,143346.000002,0.0,84.54194593711095,212.75297086326285,1.0,1.0
165,165,165,165,-999,-999,1184,10,2.6,-999.0,2.6,-999.0,35.95,90.54,7.8,1,0,1,0,2001-11-14T09:26:11.000003,-999,-999,-1,-1,0,0,0,0,0,0.0,0.0,0.0,0.0,5.2,-0.0,0.0,52.994341366341025,394.75897176315374,-1.0,1.0
166,166,166,166,-999,-999,1187,10,1.7,-999.0,1.7,-999.0,-42.81,124.69,7.1,1,0,1,0,2001-12-12T14:02:31.000002,-999,-999,-1,-1,1,0,1,0,1,0.0,0.0,0.0,0.0,5.4,0.0,0.0,18.680074202704805,133.82379803431266,-1.0,1.0
167,167,167,167,-999,-999,1192,21,0.6,-999.0,0.6,-999.0,-17.6,167.86,7.2,8,0,8,0,2002-01-02T17:22:49.000000,-999,-999,1,1,0,0,7,0,7,0.0,0.0,0.0,0.0,6.6,0.0,0.0,46.38451617883518,156.1879214416901,1.0,3.0
168,168,168,168,-999,-999,1207,31,1.7,-999.0,1.7,-999.0,6.03,124.25,7.5,4,0,4,0,2002-03-05T21:16:05.999997,-999,-999,1,1,3,0,1,0,1,0.0,0.0,0.0,0.0,5.8,79428.000006,0.0,65.10900742558701,248.30743700128235,1.0,3.0
169,169,169,169,-999,-999,1212,32,1.8,-999.0,1.8,-999.0,24.28,122.18,7.1,1,0,1,0,2002-03-31T06:52:48.999998,-999,-999,-1,-1,3,0,1,0,1,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,34.48958484432132,133.82379803431266,-1.0,3.0
170,170,170,170,-999,-999,1241,13,1.5,-999.0,1.5,-999.0,-3.3,142.95,7.6,7,0,7,0,2002-09-08T18:44:19.999997,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,6.1,263018.0,0.0,128.58937270420498,289.8036300972396,1.0,3.0
171,171,171,171,-999,-999,1249,10,1.6,-999.0,1.6,-999.0,-1.76,134.3,7.5,2,0,3,0,2002-10-10T10:50:17.000001,-999,-999,1,-1,1,0,3,0,2,0.0,0.0,0.0,0.0,5.9,27802.999996,0.0,37.633028434171976,248.30743700128235,1.0,1.0
172,172,172,172,-999,-999,1255,30,0.9,-999.0,0.9,-999.0,2.82,96.08,7.2,3,0,3,0,2002-11-02T01:26:05.000003,-999,-999,1,1,3,0,3,0,3,0.0,0.0,0.0,0.0,6.3,-0.0,0.0,37.350128684671944,156.1879214416901,1.0,3.0
173,173,173,173,-999,-999,1258,4,2.8,-999.0,2.8,-999.0,63.52,-147.44,7.9,1,0,1,0,2002-11-03T22:12:41.999996,-999,-999,-1,-1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,40.939210789729074,460.72958753073897,-1.0,1.0
174,174,174,174,-999,-999,1269,24,1.6,-999.0,1.6,-999.0,18.77,-104.1,7.5,2,0,2,0,2003-01-22T02:06:33.000002,-999,-999,-1,-1,0,0,1,0,1,0.0,0.0,0.0,0.0,5.9,0.0,0.0,39.1123880487279,248.30743700128235,1.0,3.0
175,175,175,175,-999,-999,1279,33,0.9,-999.0,0.9,-999.0,51.27,177.98,7.0,2,0,2,0,2003-03-17T16:36:18.999998,-999,-999,-1,-1,0,0,2,0,2,0.0,0.0,0.0,0.0,6.1,-0.0,0.0,12.040349508847113,114.66193259390072,1.0,3.0
176,176,176,176,-999,-999,1311,10,2.3,-999.0,2.3,-999.0,-60.53,-43.41,7.6,3,0,3,0,2003-08-04T04:37:18.999999,-999,-999,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,5.3,-0.0,0.0,91.38345273035108,289.8036300972396,1.0,2.0
177,177,177,177,-999,-999,1314,28,1.7,-999.0,1.7,-999.0,-45.1,167.14,7.2,2,0,2,0,2003-08-21T12:12:46.999999,-999,-999,-1,-1,3,0,2,0,2,0.0,0.0,0.0,0.0,5.5,474223.999998,0.0,45.34094431740885,156.1879214416901,1.0,3.0
178,178,178,178,-999,-999,1322,27,1.0,-999.0,1.0,-999.0,41.81,143.91,8.3,27,0,35,0,2003-09-25T19:50:07.999999,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,7.3,-0.0,0.0,112.1143540729138,641.1560464814495,1.0,3.0
179,179,179,179,-999,-999,1323,16,0.7,-999.0,0.7,-999.0,50.04,87.81,7.3,8,0,8,0,2003-09-27T11:33:19.999998,-999,-999,1,1,1,0,2,0,2,0.0,0.0,0.0,0.0,6.6,26369.000002,0.0,39.83097708321626,182.28945197042378,-1.0,1.0
180,180,180,180,-999,-999,1328,10,1.2,-999.0,1.2,-999.0,37.81,142.62,7.0,3,0,3,0,2003-10-31T01:06:30.000002,-999,-999,1,1,0,0,3,0,3,0.0,0.0,0.0,0.0,5.8,84023.999996,0.0,47.51199924380727,114.66193259390072,1.0,3.0
