,Unnamed: 0.1,Unnamed: 0,cid,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,dm_a,b_a,rate_a,dm_f,b_f,rate_f,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr,MmaxFS,dtmaxFS,MmaxFS60,dtmaxFS60,MmaxAS,dtmaxAS,RmaxFS,RmaxAS,Rpred,InterIntra,fstyle
84,84,84,85,7.7,22.789,99.611,17.8,1988-11-06T13:03:19.340034Z,0,12,0,14,1.2999999999999998,-999.0,0.5044110841793205,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,6.4,744.04,0.0,71.53801643556449,338.2345089289617,-1.0,2.0
85,85,85,86,7.7,26.951,65.5009,15.0,2013-09-24T11:29:47.970038Z,0,9,0,9,0.9000000000000004,-999.0,0.3738974029646973,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.8,331458.480003,0.0,181.21269415810394,338.2345089289617,1.0,3.0
86,86,86,87,7.7,-5.799,154.178,30.1,1995-08-16T10:27:28.629960Z,2,23,2,28,0.5,-999.0,1.6633196460371085,1.9000000000000004,-999.0,6.428798631507755,1,1,8,1,10,1,5.8,2408342.429944,5.8,2408342.429944,7.2,55949.83002,167.08254746425553,297.1584621134749,338.2345089289617,1.0,3.0
87,87,87,88,7.7,1.598,-79.358,24.0,1979-12-12T07:59:03.299969Z,0,20,0,21,1.9000000000000004,-999.0,0.7788255716094888,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.8,77924.500075,0.0,262.95752087098293,338.2345089289617,-1.0,2.0
88,88,88,89,7.7,16.01,-96.591,18.0,1978-11-29T19:52:47.600025Z,0,5,0,7,2.0,-999.0,0.1724827903530406,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.7,3421.199981,0.0,190.68255944358123,338.2345089289617,1.0,3.0
89,89,89,90,7.7,-60.2738,-46.4011,10.0,2013-11-17T09:04:55.529990Z,8,18,8,18,1.9000000000000004,-999.0,14.071640871649388,0.7999999999999998,-999.0,3.03604539623552,1,1,2,2,2,2,6.9,-16669.050051,6.9,-16669.050051,5.8,366.020033,45.23402200368826,206.48528822411356,338.2345089289617,-1.0,3.0
90,90,90,91,7.7,-23.008,169.9,20.2,1995-05-16T20:12:44.219978Z,0,26,0,34,1.2000000000000002,-999.0,2.7673035497731995,-999.0,-999.0,-999.0,1,1,5,0,7,0,0.0,0.0,0.0,0.0,6.5,54665.320008,0.0,102.64310809138847,338.2345089289617,-1.0,2.0
91,91,91,92,7.7,-0.414,132.885,17.0,2009-01-03T19:43:50.650031Z,0,45,0,49,0.2999999999999998,1.4975671789767346,1.6478181432014432,-999.0,-999.0,-999.0,2,2,4,0,4,0,0.0,0.0,0.0,0.0,7.4,10189.639993,0.0,109.82302351512224,338.2345089289617,1.0,3.0
92,92,92,93,7.7,-9.284,107.419,20.0,2006-07-17T08:19:26.679996Z,0,92,0,96,1.6000000000000003,1.6176150742955084,3.547661960122634,-999.0,-999.0,-999.0,1,1,9,0,9,0,0.0,0.0,0.0,0.0,6.1,26793.139998,0.0,167.00500235108328,338.2345089289617,1.0,3.0
93,93,93,94,7.6,17.802,-101.647,30.8,1985-09-21T01:37:13.470009Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
94,94,94,95,7.6,-1.757,134.297,10.0,2002-10-10T10:50:20.570034Z,8,18,8,18,0.8999999999999995,-999.0,10.80529084528868,1.1999999999999993,-999.0,0.9912864600481344,1,1,4,2,4,2,6.4,1710405.11001,6.4,1710405.11001,6.7,37777.940011,170.63126923912492,229.3721157330779,289.8036300972396,1.0,1.0
95,95,95,96,7.6,40.748,29.864,17.0,1999-08-17T00:01:39.129999Z,1,6,1,7,1.6999999999999993,-999.0,0.2182973954449681,2.3999999999999995,-999.0,inf,1,1,1,0,1,0,5.2,1962286.110028,5.2,1962286.110028,5.9,227765.91001,225.2501058658069,71.03790091566646,289.8036300972396,1.0,1.0
96,96,96,97,7.6,8.337,126.729,24.4,1989-12-15T18:43:45.030028Z,5,50,5,62,1.0999999999999996,1.3002828799498571,2.122821571700734,1.3999999999999997,-999.0,0.2408065225828425,1,1,9,1,11,1,6.2,-173072.569966,6.2,-173072.569966,6.8,4918504.570015,211.91413300959283,289.42952372712006,289.8036300972396,1.0,3.0
97,97,97,98,7.6,-10.366,160.819,34.0,1988-08-10T04:38:26.169996Z,0,12,0,12,1.0,-999.0,3.453400971023382,-999.0,-999.0,-999.0,1,1,4,0,4,0,0.0,0.0,0.0,0.0,6.6,7216.72001,0.0,266.5283826246971,289.8036300972396,1.0,3.0
98,98,98,99,7.6,9.685,-83.073,10.0,1991-04-22T21:56:51.819967Z,0,12,0,13,1.3999999999999997,-999.0,0.5289710392306141,-999.0,-999.0,-999.0,1,1,2,0,3,0,0.0,0.0,0.0,0.0,6.2,162970.29006,0.0,105.1004281545033,289.8036300972396,1.0,3.0
99,99,99,100,7.6,15.125,147.596,11.4,1990-04-05T21:12:35.550026Z,3,43,3,49,1.2999999999999998,1.821918314325837,2.834582516985793,2.3,-999.0,4.122798969176324,1,1,3,0,3,0,5.3,-80851.199932,5.3,-80851.199932,6.3,63884.550017,248.13207157502873,102.92391697427594,289.8036300972396,-1.0,2.0
100,100,100,101,7.6,-11.2701,162.1481,22.56,2014-04-12T20:14:39.300032Z,2,28,2,31,0.1999999999999993,-999.0,3.746881025987556,1.5999999999999996,-999.0,0.8448083617893449,2,2,9,1,9,1,6.0,722047.300074,6.0,722047.300074,7.4,59520.319947,215.408795904221,289.25673650136764,289.8036300972396,-1.0,1.0
101,101,101,102,7.6,10.085,-85.315,35.0,2012-09-05T14:42:07.800022Z,0,2,0,5,1.9,-999.0,0.2706350451286645,-999.0,-999.0,-999.0,1,-1,1,0,2,0,0.0,0.0,0.0,0.0,6.5,3015457.130012,0.0,126.88709603144574,289.8036300972396,1.0,3.0
102,102,102,103,7.6,34.539,73.588,26.0,2005-10-08T03:50:40.799962Z,0,43,0,44,1.1999999999999993,1.0763494364172832,1.4865122004479208,-999.0,-999.0,-999.0,1,1,12,0,12,0,0.0,0.0,0.0,0.0,6.4,24947.990068,0.0,72.26906548359548,289.8036300972396,1.0,3.0
103,103,103,104,7.6,-1.105,123.573,26.0,2000-05-04T04:21:16.210023Z,0,9,0,9,1.9,-999.0,0.711877191258318,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.7,90190.309938,0.0,253.18723241584732,289.8036300972396,1.0,1.0
104,104,104,105,7.6,-3.302,142.945,13.0,2002-09-08T18:44:23.710014Z,1,18,1,20,1.2999999999999998,-999.0,2.071895382583184,2.1,-999.0,inf,1,1,3,0,3,0,5.5,-180616.029985,5.5,-180616.029985,6.3,750959.680004,24.20620884979066,128.82690802655364,289.8036300972396,1.0,3.0
105,105,105,106,7.6,-16.696,-172.095,33.0,1977-04-02T07:15:22.700011Z,3,6,3,9,2.3,-999.0,0.2171304262319499,2.3,-999.0,0.2982641647189995,1,1,0,0,0,0,5.3,1566211.50002,5.3,1566211.50002,5.3,445593.299997,224.5649488307586,211.47745220404775,289.8036300972396,-1.0,2.0
106,106,106,107,7.6,44.244,148.862,33.0,1978-03-24T19:47:50.699986Z,41,51,41,58,1.7999999999999998,1.634613917126631,2.013088639643279,0.0999999999999996,0.7593208425600562,1.949849608219904,2,2,5,13,5,13,7.5,-44037.700013,7.5,-44037.700013,5.8,749.800027,287.09961577579105,154.71047720502906,289.8036300972396,1.0,3.0
107,107,107,108,7.6,17.813,-101.276,49.0,1979-03-14T11:07:16.300011Z,3,3,3,3,2.1,-999.0,0.6910767119571952,2.3,-999.0,0.4648300142669205,1,1,0,0,0,0,5.3,1734639.299997,5.3,1734639.299997,5.5,-1177016.100022,263.34080742973487,42.358346986237656,289.8036300972396,1.0,3.0
108,108,108,109,7.6,-60.532,-43.411,10.0,2003-08-04T04:37:20.129980Z,0,9,0,9,2.0,-999.0,0.354546180249615,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,29790.869986,0.0,91.62160958240301,289.8036300972396,1.0,2.0
109,109,109,110,7.6,-23.043,-174.66,31.0,2009-03-19T18:17:40.469967Z,3,15,3,15,2.0,-999.0,0.8474212539773625,2.1,-999.0,2.3049572225205748,1,1,1,0,1,0,5.5,828797.139936,5.5,828797.139936,5.6,61558.799999,246.32517897754832,133.31839640133757,289.8036300972396,1.0,3.0
110,110,110,111,7.6,-2.598,68.382,10.0,2003-07-15T20:27:50.529979Z,0,6,0,6,1.9,-999.0,0.4883490044900017,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.7,466313.380006,0.0,226.36945974624544,289.8036300972396,1.0,1.0
111,111,111,112,7.6,-24.388,-70.161,62.3,1987-03-05T09:17:05.280025Z,0,9,0,9,0.5999999999999996,-999.0,0.5379363454271573,-999.0,-999.0,-999.0,1,1,6,0,6,0,0.0,0.0,0.0,0.0,7.0,5887.06998,0.0,66.01058374699092,289.8036300972396,1.0,3.0
112,112,112,113,7.6,-29.539,-176.34,17.0,2011-07-06T19:03:18.260036Z,2,61,2,66,1.5999999999999996,1.4841436076245562,2.045973280492083,2.0,-999.0,0.1717255783183988,1,1,8,1,9,1,5.6,2328409.930028,5.6,2328409.930028,6.0,266030.239939,192.10467392497907,268.54897234710836,289.8036300972396,-1.0,2.0
113,113,113,114,7.6,18.77,-104.104,24.0,2003-01-22T02:06:34.610024Z,0,4,0,4,1.6999999999999993,-999.0,0.1533012132093746,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.9,63303.899937,0.0,79.51939436735,289.8036300972396,1.0,3.0
114,114,114,115,7.6,-43.4064,-73.9413,38.0,2016-12-25T14:22:27.010018Z,0,3,0,3,2.0,-999.0,0.323186285590463,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,586.299938,0.0,45.69696472499358,289.8036300972396,1.0,3.0
115,115,115,116,7.6,-22.122,175.163,33.2,1990-03-03T12:16:27.959980Z,0,10,0,11,1.0,-999.0,0.4076351844063989,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.6,1674.459998,0.0,113.13132216976493,289.8036300972396,1.0,1.0
116,116,116,117,7.6,45.533,151.021,24.7,1991-12-22T08:43:13.410016Z,40,17,40,21,1.7999999999999998,-999.0,1.0391333017010351,0.7999999999999998,0.9000921904730609,1.783813324836576,1,1,1,10,2,10,6.8,-30239.589952,6.8,-30239.589952,5.8,-737094.880022,164.4517976676346,133.32830661145476,289.8036300972396,1.0,3.0
117,117,117,118,7.6,60.949,167.089,22.0,2006-04-20T23:25:02.150023Z,0,24,0,28,1.0,-999.0,0.8622246901422858,-999.0,-999.0,-999.0,1,1,5,0,6,0,0.0,0.0,0.0,0.0,6.6,778653.719974,0.0,93.48795196877028,289.8036300972396,-1.0,3.0
118,118,118,119,7.6,-48.786,164.357,33.0,1981-05-25T05:25:14.460035Z,0,5,0,5,1.9,-999.0,0.2250050356621742,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.7,447722.759931,0.0,65.00580609793586,289.8036300972396,1.0,1.0
119,119,119,120,7.6,-17.543,-72.077,33.0,2001-07-07T09:38:43.520036Z,0,0,0,1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.8036300972396,1.0,3.0
120,120,120,121,7.6,-4.051,152.5967,10.0,2019-05-14T12:58:25.939030Z,1,8,1,9,1.6999999999999993,-999.0,0.4657904465343394,2.6,-999.0,inf,1,1,2,0,2,0,5.0,-5888.541969,5.0,-5888.541969,5.9,-142871.873074,259.4420113755938,160.94560400165696,289.8036300972396,1.0,1.0
121,121,121,122,7.6,-10.012,160.469,18.1,1984-02-07T21:33:21.490039Z,0,5,0,5,1.1999999999999993,-999.0,0.2614833626720293,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.4,37466.759955,0.0,38.544391309458504,289.8036300972396,-1.0,3.0
122,122,122,123,7.6,10.811,126.638,28.0,2012-08-31T12:47:33.379957Z,0,31,0,33,2.0,1.5212575072317265,1.8954348249734427,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.6,39024.97004,0.0,232.1927030300333,289.8036300972396,-1.0,3.0
123,123,123,124,7.5,-9.593,-79.587,10.0,1996-02-21T12:51:01.300002Z,0,2,0,2,2.5,-999.0,0.0870500953343839,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.0,1818.939973,0.0,221.41628258327032,248.30743700128235,1.0,3.0
124,124,124,125,7.5,-9.89,160.348,19.0,1977-04-20T23:42:50.500022Z,2,46,2,50,0.0,1.0140886379466825,1.7853697519774598,0.7999999999999998,-999.0,523.0022966612169,3,3,12,2,14,2,6.7,-264090.999974,6.7,-264090.999974,7.5,16879.099937,47.23219086688665,197.25510857566482,248.30743700128235,-1.0,2.0
125,125,125,126,7.5,44.932,148.439,33.0,1978-03-23T03:15:20.299967Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
126,126,126,127,7.5,1.795,126.519,33.0,1986-08-14T19:39:13.670030Z,2,36,2,39,1.0999999999999996,1.0423067565678037,1.2040840188404884,2.2,-999.0,0.2379219303798615,1,1,12,0,14,0,5.3,-74463.880011,5.3,-74463.880011,6.4,245576.259996,247.15490158695903,211.28780422899072,248.30743700128235,1.0,3.0
127,127,127,128,7.5,-9.844,160.822,33.0,1977-04-20T23:49:13.099958Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,-1.0,2.0
128,128,128,129,7.5,22.306,125.308,33.0,1998-05-03T23:30:21.910037Z,0,3,0,3,2.2,-999.0,0.1544633075555747,-999.0,-999.0,-999.0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,315500.109954,0.0,43.426192601751765,248.30743700128235,-1.0,1.0
129,129,129,130,7.5,-9.965,160.731,33.0,1977-04-21T04:24:09.599959Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
130,130,130,131,7.5,-5.4624,151.8751,55.0,2015-05-05T01:44:06.380020Z,16,25,16,29,1.5999999999999996,-999.0,1.3346040494192877,0.7000000000000002,-999.0,0.5520727660760402,1,1,5,7,6,7,6.8,-593.449969,6.8,-593.449969,6.0,663584.039963,236.49757290412467,245.29562018529998,248.30743700128235,1.0,3.0
131,131,131,132,7.5,-6.7547,155.0241,43.37,2014-04-19T13:28:00.809991Z,23,36,23,40,1.2999999999999998,1.3714562586418526,1.5075755598992255,0.4000000000000003,-999.0,2.784620883045199,2,2,8,7,8,7,7.1,235677.300019,7.1,235677.300019,6.2,38877.289972,184.1846562309928,129.76218103048865,248.30743700128235,1.0,3.0
132,132,132,133,7.5,55.228,-134.8591,8.7,2013-01-05T08:58:14.957037Z,0,3,0,3,1.5999999999999996,-999.0,0.1158636029165291,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.9,799054.622927,0.0,24.099913248651475,248.30743700128235,-1.0,1.0
133,133,133,134,7.5,-0.2559,119.8462,20.0,2018-09-28T10:02:45.249965Z,3,21,3,21,1.7000000000000002,-999.0,0.8661412951088998,1.4000000000000004,-999.0,50.83598846574126,1,1,5,1,5,1,6.1,-243649.520034,6.1,-243649.520034,5.8,1339.480021,19.719921094279602,161.47067526238345,248.30743700128235,1.0,1.0
134,134,134,135,7.5,16.059,-96.931,60.6,1999-09-30T16:31:15.690024Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,-1.0,2.0
135,135,135,136,7.5,15.324,-89.101,5.0,1976-02-04T09:01:43.399982Z,0,6,0,10,1.7999999999999998,-999.0,1.1780286743711994,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.7,206254.499984,0.0,219.46199319112065,248.30743700128235,1.0,1.0
136,136,136,137,7.5,6.898,126.579,33.0,2001-01-01T06:57:04.169981Z,2,12,2,13,0.7000000000000002,-999.0,1.7133248300682589,2.2,-999.0,0.2076583785167006,1,1,4,0,5,0,5.3,-611128.170061,5.3,-611128.170061,6.8,8587.269998,167.21766540245358,179.00039561504153,248.30743700128235,1.0,3.0
137,137,137,138,7.5,-12.41,166.381,33.0,1980-07-08T23:19:19.799959Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,3.0
138,138,138,139,7.5,14.099,92.902,24.0,2009-08-10T19:55:38.729996Z,0,2,0,2,1.5999999999999996,-999.0,1.3992565647001547,-999.0,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,5.9,221157.020047,0.0,20.152103867000047,248.30743700128235,-1.0,2.0
139,139,139,140,7.5,-16.423,168.214,33.0,1999-11-26T13:21:15.569974Z,0,7,0,9,1.5999999999999996,-999.0,0.2567745123596677,-999.0,-999.0,-999.0,1,1,3,0,3,0,0.0,0.0,0.0,0.0,5.9,31324.50005,0.0,220.44627519792,248.30743700128235,1.0,3.0
140,140,140,141,7.5,-21.9496,169.4266,10.0,2018-12-05T04:18:08.419963Z,5,49,5,54,0.9000000000000004,1.4726940908829944,2.686912542586464,1.2000000000000002,-999.0,0.6646191779987165,1,1,7,3,9,3,6.3,-70047.470049,6.3,-70047.470049,6.6,8695.710036,223.4380431751491,125.74633196156987,248.30743700128235,-1.0,2.0
141,141,141,142,7.5,35.069,87.325,33.0,1997-11-08T10:02:52.610034Z,0,1,0,1,2.2,-999.0,inf,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,5.3,51721.430001,0.0,177.87788444440616,248.30743700128235,-1.0,1.0
142,142,142,143,7.5,7.881,91.936,35.0,2010-06-12T19:26:50.460000Z,0,10,0,10,2.0,-999.0,0.3456244314976587,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,5.5,1032056.300011,0.0,54.49944941679871,248.30743700128235,-1.0,0.0
143,143,143,144,7.5,-6.0699,142.7536,25.21,2018-02-25T17:44:44.140041Z,0,73,0,79,0.7999999999999998,1.5427492544495087,2.4831277469126336,-999.0,-999.0,-999.0,1,1,10,0,12,0,0.0,0.0,0.0,0.0,6.7,765646.44993,0.0,143.84554623209598,248.30743700128235,-1.0,3.0
144,144,144,145,7.5,6.033,124.249,31.0,2002-03-05T21:16:09.129968Z,0,6,0,8,1.5,-999.0,2.07231549601118,-999.0,-999.0,-999.0,1,1,1,0,3,0,0.0,0.0,0.0,0.0,6.0,249104.060031,0.0,85.2131637350206,248.30743700128235,1.0,3.0
145,145,145,146,7.5,39.57,117.978,23.0,1976-07-27T19:42:54.600023Z,0,10,0,12,0.0999999999999996,-999.0,0.8350707282495416,-999.0,-999.0,-999.0,2,2,1,0,1,0,0.0,0.0,0.0,0.0,7.4,54160.599974,0.0,101.10890324341511,248.30743700128235,-1.0,2.0
146,146,146,147,7.5,17.4825,-83.52,19.0,2018-01-10T02:51:33.290004Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.30743700128235,1.0,1.0
147,147,147,148,7.5,1.065,126.282,22.0,2007-01-21T11:27:45.059992Z,1,52,1,63,0.7999999999999998,1.24769685408669,1.742269556193879,1.9000000000000004,-999.0,inf,1,1,13,1,17,1,5.6,408086.920019,5.6,408086.920019,6.7,2645530.780005,171.9196919922839,247.960321710995,248.30743700128235,1.0,3.0
148,148,148,149,7.5,-4.7294,152.5623,41.0,2015-03-29T23:48:31.010024Z,1,8,1,8,1.5,-999.0,1.549827457119327,1.9000000000000004,-999.0,inf,1,1,3,1,3,1,5.6,1906173.510021,5.6,1906173.510021,6.0,416034.849973,220.57250665985583,77.48033204261154,248.30743700128235,1.0,3.0
149,149,149,150,7.5,-8.152,124.868,10.0,2004-11-11T21:26:41.150026Z,1,19,1,21,1.0999999999999996,-999.0,1.1759917249123315,1.9000000000000004,-999.0,inf,1,1,3,1,4,1,5.6,1700093.35002,5.6,1700093.35002,6.4,6416.130004,6.633602893521989,60.55317895498187,248.30743700128235,1.0,3.0
150,150,150,151,7.5,1.196,122.787,31.4,1991-06-20T05:18:52.510004Z,0,6,0,10,1.9000000000000004,-999.0,0.2887196095674617,-999.0,-999.0,-999.0,1,1,1,0,2,0,0.0,0.0,0.0,0.0,6.7,4228868.910011,0.0,98.58050375960208,248.30743700128235,1.0,3.0
151,151,151,152,7.5,-4.102,123.907,33.0,2001-10-19T03:28:44.460019Z,0,4,0,4,1.7999999999999998,-999.0,0.2665708965392748,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,5.7,228846.289997,0.0,218.18226758522817,248.30743700128235,1.0,1.0
152,152,152,153,7.4,-4.68,102.562,36.0,2001-02-13T19:28:30.260032Z,12,9,12,12,1.7000000000000002,-999.0,0.3922024325828407,0.5,-999.0,0.885180918865229,1,1,3,7,4,7,6.9,2441000.430023,6.9,2441000.430023,5.7,-2441000.430023,192.07838838763007,116.44741590688854,212.75297086326285,1.0,3.0
153,153,153,154,7.4,39.664,118.401,26.0,1976-07-28T10:45:35.199997Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.75297086326285,-1.0,2.0
154,154,154,155,7.4,-31.028,-67.767,13.0,1977-11-23T09:26:24.699984Z,0,59,0,62,1.1000000000000003,1.121373060494174,1.986415483734271,-999.0,-999.0,-999.0,1,1,24,0,25,0,0.0,0.0,0.0,0.0,6.3,59766.300055,0.0,101.39942376853259,212.75297086326285,-1.0,3.0
155,155,155,156,7.4,-28.993,-176.238,33.0,2011-10-21T17:57:16.099974Z,5,5,5,8,2.1000000000000005,-999.0,0.3496705597520408,2.2,-999.0,0.3684821206457135,1,1,0,0,1,0,5.2,925580.739972,5.2,925580.739972,5.7,-137895.849964,187.76020443997496,83.20349283414593,212.75297086326285,1.0,3.0
156,156,156,157,7.4,23.901,121.574,33.8,1986-11-14T21:20:10.549972Z,0,12,0,13,1.1000000000000003,-999.0,0.7901424727556139,-999.0,-999.0,-999.0,1,1,3,0,4,0,0.0,0.0,0.0,0.0,6.3,6266.540069,0.0,97.23819278037818,212.75297086326285,1.0,3.0
157,157,157,158,7.4,26.901,143.698,14.0,2010-12-21T17:19:40.660035Z,0,66,0,76,1.0,2.221971767877114,2.6789899074453327,-999.0,-999.0,-999.0,1,1,8,0,8,0,0.0,0.0,0.0,0.0,6.4,102599.419989,0.0,90.13524624979708,212.75297086326285,-1.0,2.0
158,158,158,159,7.4,16.493,-98.231,20.0,2012-03-20T18:02:47.439999Z,0,13,0,13,1.4000000000000004,-999.0,0.5466663597294364,-999.0,-999.0,-999.0,1,1,1,0,1,0,0.0,0.0,0.0,0.0,6.0,1144332.680034,0.0,83.89300879778291,212.75297086326285,1.0,3.0
159,159,159,160,7.4,1.271,122.091,30.0,2008-11-16T17:02:32.699960Z,0,2,0,4,1.8000000000000007,-999.0,62.750110207089904,-999.0,-999.0,-999.0,1,-1,2,0,2,0,0.0,0.0,0.0,0.0,5.6,1925.950004,0.0,38.619059749959106,212.75297086326285,1.0,3.0
160,160,160,161,7.4,13.988,-91.895,24.0,2012-11-07T16:35:46.930043Z,1,8,1,11,0.9000000000000004,-999.0,0.3057078481364098,1.9000000000000004,-999.0,inf,1,1,4,1,4,1,5.5,2094863.670029,5.5,2094863.670029,6.5,369926.579921,88.29521687849036,128.68657749903602,212.75297086326285,1.0,3.0
161,161,161,162,7.4,-46.675,165.707,33.0,1979-10-12T10:25:22.300028Z,0,2,0,2,1.9000000000000004,-999.0,20.246757365193552,-999.0,-999.0,-999.0,-1,-1,1,0,1,0,0.0,0.0,0.0,0.0,5.5,11395.899936,0.0,20.193751355619643,212.75297086326285,1.0,3.0
162,162,162,163,7.4,-37.773,-75.048,35.0,2010-02-27T08:01:23.009983Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.75297086326285,-1.0,2.0
163,163,163,164,7.4,-0.691,133.305,23.0,2009-01-03T22:33:40.290024Z,0,0,0,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-1,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.75297086326285,1.0,3.0
164,164,164,165,7.4,-6.266,149.06,47.8,1987-10-16T20:48:01.639986Z,2,3,2,5,1.9000000000000004,-999.0,0.2322359625609033,2.3000000000000007,-999.0,5.535452512961094,1,1,1,0,3,0,5.1,-14261.100016,5.1,-14261.100016,5.5,149806.550044,146.2956916144143,180.41183681952106,212.75297086326285,1.0,3.0
165,165,165,166,7.4,-49.271,164.115,10.0,2007-09-30T05:23:34.069974Z,0,8,0,8,0.8000000000000007,-999.0,0.7094805613179833,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.6,15857.900065,0.0,154.55196468618348,212.75297086326285,1.0,3.0
166,166,166,167,7.4,-58.893,158.513,33.0,1987-09-03T06:40:13.909991Z,1,5,1,5,0.6000000000000005,-999.0,2.792608121669997,1.8000000000000007,-999.0,inf,1,1,3,1,3,1,5.6,2249899.750028,5.6,2249899.750028,6.8,6961.650018,28.23793271889333,88.48865033950312,212.75297086326285,1.0,1.0
167,167,167,168,7.4,2.768,95.964,26.0,2008-02-20T08:08:30.520036Z,1,10,1,13,1.4000000000000004,-999.0,0.4121928633611761,2.4000000000000004,-999.0,inf,1,1,2,0,3,0,5.0,2401510.030018,5.0,2401510.030018,6.3,1631655.33995,207.41377182260817,152.13514177824504,212.75297086326285,1.0,3.0
168,168,168,169,7.4,-15.199,-173.529,21.2,1995-04-07T22:06:56.889960Z,0,8,0,10,1.3000000000000007,-999.0,0.2883616355275739,-999.0,-999.0,-999.0,1,1,5,0,6,0,0.0,0.0,0.0,0.0,6.1,11591.870006,0.0,104.74296071971179,212.75297086326285,-1.0,3.0
169,169,169,170,7.4,33.184,137.071,10.0,2004-09-05T14:57:18.609988Z,3,8,3,8,0.8000000000000007,-999.0,1.7920405400091706,0.2000000000000001,-999.0,21.7499477262992,2,2,7,1,7,1,7.2,-185941.659971,7.2,-185941.659971,6.6,117136.480055,63.17497830046043,55.24980973965273,212.75297086326285,-1.0,3.0
170,170,170,171,7.4,2.824,96.085,30.0,2002-11-02T01:26:10.700017Z,0,6,0,6,1.1000000000000003,-999.0,0.213497703723886,-999.0,-999.0,-999.0,1,1,2,0,2,0,0.0,0.0,0.0,0.0,6.3,30036.000008,0.0,37.247616095472125,212.75297086326285,1.0,3.0
