,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
103,7.0,-61.029,-34.371,13.0,2006-08-20T03:41:48.040027Z,0,4,0,5,1,1,4,0,5,0
104,7.0,11.422,-86.665,35.0,2004-10-09T21:26:53.690030Z,0,0,2,9,0,-1,0,0,9,2
105,7.7,16.01,-96.591,18.0,1978-11-29T19:52:47.600025Z,0,4,0,8,1,1,1,0,1,0
106,7.7,-14.96,-173.085,25.0,1981-09-01T09:29:31.539989Z,1,5,51,25,1,1,1,1,6,13
107,7.6,17.813,-101.276,49.0,1979-03-14T11:07:16.300011Z,1,3,6,5,1,1,0,0,0,2
108,7.0,-21.324,33.583,11.0,2006-02-22T22:19:07.800007Z,0,7,0,10,1,1,7,0,10,0
109,7.0,43.53,146.753,44.0,1980-02-23T05:51:03.199995Z,0,7,0,14,2,1,7,0,14,0
110,7.4,-31.028,-67.767,13.0,1977-11-23T09:26:24.699984Z,0,57,0,67,1,1,23,0,26,0
111,7.1,1.6213,126.4156,33.0,2019-11-14T16:17:40.578000Z,1,32,6,32,1,1,24,1,24,5
112,7.9,56.0039,-149.1658,14.06,2018-01-23T09:31:40.890031Z,0,6,0,9,1,1,0,0,0,0
113,7.5,-0.2559,119.8462,20.0,2018-09-28T10:02:45.249965Z,3,20,12,21,1,1,5,1,5,2
114,7.9,-12.525,165.916,33.0,1980-07-17T19:42:23.200012Z,14,10,14,26,2,2,0,4,1,4
115,7.3,36.195,1.354,10.0,1980-10-10T12:25:23.500014Z,0,9,0,14,1,1,6,0,8,0
116,7.7,-9.284,107.419,20.0,2006-07-17T08:19:26.679996Z,0,88,0,95,1,1,9,0,9,0
117,7.4,-49.271,164.115,10.0,2007-09-30T05:23:34.069974Z,0,4,0,6,1,1,2,0,3,0
118,7.1,35.7695,-117.5993333,8.0,2019-07-06T03:19:53.039968Z,3,3,3,3,1,1,2,2,2,2
119,7.1,-10.615,161.284,22.0,1979-10-23T09:51:06.700003Z,2,8,16,11,1,1,7,1,10,10
120,7.1,-4.603,140.091,33.0,1976-06-25T19:18:56.899956Z,0,14,0,22,2,1,12,0,19,0
121,7.0,-17.098,-172.264,33.0,1978-06-17T15:11:33.499970Z,0,2,1,2,1,-1,2,0,2,1
122,7.2,-0.5858,128.034,18.98,2019-07-14T09:10:51.522960Z,1,9,3,11,1,1,4,0,5,2
123,7.1,61.3464,-149.9552,46.7,2018-11-30T17:29:29.330016Z,0,5,0,7,1,1,3,0,3,0
124,7.9,6.262,124.023,33.0,1976-08-16T16:11:07.299978Z,0,42,0,71,1,1,0,0,4,0
125,7.5,-6.0699,142.7536,25.21,2018-02-25T17:44:44.140041Z,0,69,0,82,1,1,10,0,12,0
126,7.0,24.531,98.71,10.0,1976-05-29T14:00:18.500024Z,1,5,1,9,2,2,5,1,9,1
127,7.5,39.57,117.978,23.0,1976-07-27T19:42:54.600023Z,0,8,0,16,2,2,1,0,3,0
128,8.1,-8.466,157.043,24.0,2007-04-01T20:39:58.710036Z,1,19,1,25,1,1,2,0,2,0
129,7.2,39.243,25.227,10.0,1981-12-19T14:10:50.720020Z,0,2,0,2,-1,-1,0,0,0,0
130,7.7,54.4434,168.857,10.0,2017-07-17T23:34:13.739980Z,2,4,5,6,1,1,0,1,0,2
131,7.3,39.121,44.029,36.0,1976-11-24T12:22:18.799970Z,0,4,0,6,1,1,1,0,2,0
132,8.1,46.243,154.524,10.0,2007-01-13T04:23:21.159979Z,5,11,53,18,1,1,0,0,2,4
133,7.2,7.92,92.19,16.0,2005-07-24T15:42:06.210025Z,0,5,29,12,2,1,1,0,8,20
134,7.2,-30.683,-177.358,33.0,1978-02-09T21:35:12.699977Z,6,14,59,37,5,1,10,5,29,46
135,7.1,42.839,78.606,33.0,1978-03-24T21:05:48.200032Z,0,1,0,1,-1,-1,0,0,0,0
136,7.1,-11.132,162.136,33.0,1978-11-05T22:02:07.099961Z,5,3,5,9,2,2,3,5,8,5
137,8.3,-11.164,118.378,25.0,1977-08-19T06:08:55.509960Z,1,74,1,101,1,1,0,0,0,0
138,7.5,-9.89,160.348,19.0,1977-04-20T23:42:50.500022Z,2,42,7,52,3,3,12,2,16,4
139,7.7,1.598,-79.358,24.0,1979-12-12T07:59:03.299969Z,0,1,0,1,-1,-1,0,0,0,0
140,7.5,1.065,126.282,22.0,2007-01-21T11:27:45.059992Z,0,47,2,64,1,1,12,0,17,1
141,7.0,16.773,122.327,37.0,1977-03-18T21:43:52.400035Z,0,20,0,25,2,1,20,0,25,0
142,7.6,-2.598,68.382,10.0,2003-07-15T20:27:50.529979Z,0,2,0,5,1,-1,1,0,1,0
143,7.1,33.962,59.726,10.0,1979-11-27T17:10:32.900020Z,4,2,7,2,0,1,1,1,1,2
144,8.2,15.0222,-93.8993,47.39,2017-09-08T04:49:19.179983Z,0,33,0,40,1,1,0,0,0,0
145,7.3,55.0999,164.6993,16.56,2018-12-20T17:01:55.150002Z,0,13,0,16,1,1,10,0,10,0
146,7.0,-17.26,167.601,30.0,1981-07-15T07:59:08.469977Z,1,13,12,21,2,1,13,1,21,12
147,7.6,44.244,148.862,33.0,1978-03-24T19:47:50.699986Z,38,47,49,74,1,1,5,12,8,15
148,7.5,-21.9496,169.4266,10.0,2018-12-05T04:18:08.419963Z,2,47,109,59,5,1,7,1,13,25
149,7.6,60.949,167.089,22.0,2006-04-20T23:25:02.150023Z,0,12,0,15,1,1,2,0,2,0
150,7.6,-4.051,152.5967,10.0,2019-05-14T12:58:25.939030Z,0,1,0,2,-1,-1,0,0,0,0
151,7.8,52.788,-132.101,14.0,2012-10-28T03:04:08.819994Z,0,25,0,25,1,1,2,0,2,0
152,7.3,15.766,119.74,33.0,1999-12-11T18:03:36.449973Z,0,2,0,2,-1,-1,0,0,0,0
153,7.4,13.988,-91.895,24.0,2012-11-07T16:35:46.930043Z,0,7,4,13,1,1,4,0,6,3
154,7.0,-11.122,165.239,18.8,1992-05-27T05:13:38.810006Z,0,7,0,9,1,1,7,0,9,0
155,7.0,25.93,128.425,25.0,2010-02-26T20:31:26.970014Z,0,3,0,6,1,1,3,0,6,0
156,7.1,34.6033333,-116.265,13.73,1999-10-16T09:46:44.460015Z,0,5,0,5,1,1,2,0,2,0
157,7.0,18.443,-72.571,13.0,2010-01-12T21:53:10.060025Z,0,16,0,16,1,1,16,0,16,0
158,7.5,-16.423,168.214,33.0,1999-11-26T13:21:15.569974Z,0,4,1,4,1,1,2,0,2,1
159,7.2,-9.094,158.442,23.4,1991-10-14T15:58:12.789987Z,1,6,1,6,1,1,4,1,4,1
160,7.8,-8.48,121.896,27.7,1992-12-12T05:29:26.349998Z,0,23,0,27,1,1,1,0,2,0
161,7.3,52.05,-171.836,52.0,2011-06-24T03:09:39.470021Z,0,5,0,13,2,1,4,0,9,0
162,7.1,-10.972,164.181,20.4,1993-03-06T03:05:49.869979Z,0,5,0,7,1,1,4,0,6,0
163,7.0,42.453,43.673,17.2,1991-04-29T09:12:48.099978Z,0,7,0,10,1,1,7,0,10,0
164,7.7,-2.071,124.891,33.0,1998-11-29T14:10:31.959983Z,0,3,0,4,1,1,1,0,1,0
165,8.6,2.327,93.063,20.0,2012-04-11T08:38:36.719976Z,0,6,2,6,1,1,0,0,0,1
166,7.3,42.142,73.575,27.4,1992-08-19T02:04:37.409985Z,0,7,0,8,1,1,3,0,3,0
167,7.6,10.811,126.638,28.0,2012-08-31T12:47:33.379957Z,0,25,0,37,1,1,1,0,1,0
168,7.3,12.139,-88.59,28.0,2012-08-27T04:37:19.429964Z,1,4,1,5,1,1,3,0,3,0
169,7.6,40.748,29.864,17.0,1999-08-17T00:01:39.129999Z,0,3,0,4,1,1,1,0,2,0
170,7.2,7.075,-76.862,10.0,1992-10-18T15:11:59.109960Z,4,9,4,11,1,1,4,2,6,2
171,7.2,-6.075,147.572,58.0,1992-05-15T07:05:05.339962Z,0,1,3,4,1,-1,1,0,3,2
172,7.1,5.397,121.937,33.0,1999-03-04T08:52:01.899988Z,0,3,0,4,1,1,3,0,3,0
173,7.7,11.742,-87.34,44.8,1992-09-02T00:16:01.689976Z,2,5,3,6,1,1,2,1,2,1
174,7.2,5.121,32.145,14.9,1990-05-20T02:22:01.619992Z,0,6,0,10,2,2,4,0,7,0
175,7.7,15.679,121.172,25.1,1990-07-16T07:26:34.610006Z,0,5,0,5,1,1,0,0,0,0
176,7.7,-60.2738,-46.4011,10.0,2013-11-17T09:04:55.529990Z,8,3,8,4,1,1,0,2,0,2
177,7.8,-5.496,151.781,33.0,2000-11-17T21:01:56.490014Z,2,12,12,63,1,1,4,1,19,6
178,7.6,8.337,126.729,24.4,1989-12-15T18:43:45.030028Z,0,42,2,53,1,1,8,0,10,0
179,7.1,37.1557,144.6611,35.0,2013-10-25T17:10:19.710020Z,0,6,0,7,1,1,5,0,6,0
180,7.6,-22.122,175.163,33.2,1990-03-03T12:16:27.959980Z,0,4,4,8,1,1,0,0,1,2
181,7.1,9.8796,124.1167,19.04,2013-10-15T00:12:32.049964Z,0,20,0,20,1,1,14,0,14,0
182,7.3,9.919,-84.808,22.2,1990-03-25T13:22:55.599999Z,1,1,1,6,1,-1,1,1,4,1
183,7.4,16.493,-98.231,20.0,2012-03-20T18:02:47.439999Z,0,12,1,23,1,1,1,0,6,1
184,7.0,8.87,126.48,23.9,1991-02-18T02:37:25.120043Z,0,8,0,14,1,1,8,0,14,0
185,7.0,-30.523,-178.414,43.8,1989-05-14T00:59:50.449978Z,0,1,0,2,-1,-1,1,0,2,0
186,7.0,57.3424,-154.3469,43.6,1999-12-06T23:12:33.536964Z,0,2,0,8,1,-1,2,0,8,0
187,7.6,-1.105,123.573,26.0,2000-05-04T04:21:16.210023Z,0,7,1,10,1,1,2,0,3,1
188,7.1,-5.982,-77.094,19.8,1991-04-05T04:19:49.519978Z,2,8,7,8,1,1,5,2,5,6
189,7.6,9.685,-83.073,10.0,1991-04-22T21:56:51.819967Z,0,6,0,9,1,1,1,0,2,0
190,7.1,53.452,169.871,24.8,1990-11-06T20:14:29.739955Z,0,1,0,2,-1,-1,0,0,1,0
191,7.4,36.957,49.409,18.5,1990-06-20T21:00:09.979980Z,0,6,0,8,1,1,3,0,4,0
192,7.6,15.125,147.596,11.4,1990-04-05T21:12:35.550026Z,0,39,6,54,1,1,3,0,4,1
193,7.8,1.186,122.857,25.7,1990-04-18T13:39:19.009983Z,0,31,0,62,2,1,4,0,10,0
194,7.7,-12.584,166.676,33.0,1997-04-21T12:02:26.430024Z,0,33,3,39,1,1,6,0,8,2
195,8.0,19.055,-104.205,33.0,1995-10-09T15:35:53.910013Z,1,3,1,4,1,1,1,0,1,0
196,7.7,-23.008,169.9,20.2,1995-05-16T20:12:44.219978Z,0,19,0,27,1,1,4,0,6,0
197,8.0,-23.34,-70.294,45.6,1995-07-30T05:11:23.630031Z,0,15,1,22,1,1,3,0,3,1
198,7.1,-23.913,-70.207,42.0,1998-01-30T12:16:08.690018Z,0,0,4,1,1,-1,0,0,1,3
199,7.1,-37.759,178.752,21.1,1995-02-05T22:51:05.139990Z,0,17,0,18,1,1,16,0,17,0
200,7.0,-2.174,136.543,18.0,2010-06-16T03:16:27.550015Z,1,2,1,9,5,0,2,1,9,1
201,7.2,3.748,96.018,38.0,2010-05-09T05:59:41.619955Z,0,1,0,4,1,-1,1,0,3,0
202,7.2,12.059,125.58,20.7,1995-04-21T00:34:46.089982Z,5,33,5,58,4,4,21,4,39,4
203,7.0,40.246,142.175,26.9,1995-01-06T22:37:34.319976Z,6,3,6,7,1,1,3,6,7,6
204,7.1,52.629,142.827,11.0,1995-05-27T13:03:52.650002Z,0,4,0,6,1,1,3,0,4,0
205,7.1,27.929,130.175,28.4,1995-10-18T10:37:26.379987Z,0,17,0,20,2,2,15,0,18,0
206,7.0,-2.75,-77.881,24.4,1995-10-03T01:51:23.900026Z,0,11,0,14,1,1,11,0,14,0
207,7.2,28.826,34.799,10.0,1995-11-22T04:15:11.940021Z,0,3,0,5,1,1,1,0,2,0
208,8.1,-0.891,136.952,33.0,1996-02-17T05:59:30.550039Z,0,29,0,33,1,1,3,0,3,0
209,7.9,0.729,119.931,24.0,1996-01-01T08:05:10.830021Z,0,7,0,26,1,1,0,0,4,0
210,7.2,14.717,-92.645,34.1,1993-09-10T19:12:54.620006Z,5,7,8,11,5,0,6,5,9,8
211,7.4,-37.773,-75.048,35.0,2010-02-27T08:01:23.009983Z,0,3,0,6,1,1,0,0,1,0
212,7.0,1.015,127.733,19.9,1994-01-21T02:24:29.959974Z,0,4,0,4,1,1,4,0,4,0
213,7.5,7.881,91.936,35.0,2010-06-12T19:26:50.460000Z,0,10,3,10,1,1,1,0,1,1
214,7.6,45.533,151.021,24.7,1991-12-22T08:43:13.410016Z,38,16,42,34,1,1,0,10,1,11
215,7.7,-5.799,154.178,30.1,1995-08-16T10:27:28.629960Z,1,11,20,42,1,1,4,0,18,9
216,7.8,2.383,97.048,31.0,2010-04-06T22:15:01.579969Z,0,3,0,7,1,1,0,0,2,0
217,7.3,7.191,126.762,33.0,1992-05-17T10:15:31.310033Z,1,5,1,17,3,2,1,1,8,1
218,7.8,12.982,144.801,59.3,1993-08-08T08:34:24.929992Z,1,6,1,8,1,1,1,0,2,0
219,7.1,-17.827,167.133,23.0,2012-02-02T13:34:40.650007Z,0,25,2,28,1,1,15,0,18,2
220,7.7,42.851,139.197,16.7,1993-07-12T13:17:11.959990Z,0,18,0,20,1,1,2,0,2,0
221,7.3,-19.702,167.947,16.0,2010-12-25T13:16:37.000040Z,3,75,5,123,5,2,25,2,33,3
222,7.2,32.2861667,-115.2953333,9.987,2010-04-04T22:40:42.359984Z,0,6,2,8,1,1,6,0,6,1
223,7.1,-30.933,-71.22,58.0,1997-10-15T01:03:33.460044Z,0,7,0,10,1,1,5,0,7,0
224,7.0,-43.522,171.83,12.0,2010-09-03T16:35:47.770021Z,0,2,0,2,-1,-1,2,0,2,0
225,8.3,43.773,147.321,14.0,1994-10-04T13:22:55.840019Z,0,135,1,208,1,1,1,0,2,0
226,7.8,40.525,143.419,26.5,1994-12-28T12:19:23.029972Z,0,26,2,37,1,1,3,0,4,1
227,7.1,-8.783,157.354,10.0,2010-01-03T22:36:25.640003Z,1,29,3,35,5,5,24,1,27,3
228,7.1,38.721,43.508,18.0,2011-10-23T10:41:23.249986Z,0,12,0,13,1,1,11,0,12,0
229,7.6,-29.539,-176.34,17.0,2011-07-06T19:03:18.260036Z,0,49,0,84,2,1,7,0,13,0
230,7.0,-34.326,-71.799,18.0,2010-03-11T14:55:27.510038Z,89,30,90,76,2,2,30,89,76,90
231,7.2,-18.365,168.143,32.0,2011-08-20T16:55:02.809974Z,1,25,1,31,2,2,15,1,17,1
232,7.2,-16.62,167.518,33.0,1994-07-13T02:35:56.020043Z,1,22,1,22,1,1,18,1,18,1
233,7.3,34.2,-116.437,-0.097,1992-06-28T11:57:34.130021Z,0,16,3,22,1,1,9,0,12,1
234,7.3,-5.931,150.59,35.0,2010-07-18T13:34:59.360014Z,2,16,2,39,3,3,7,2,18,2
235,8.8,-36.122,-72.898,22.9,2010-02-27T06:34:11.529981Z,0,111,2,185,1,1,0,0,2,0
236,7.9,44.663,149.3,33.0,1995-12-03T18:01:08.989970Z,23,58,51,82,1,1,8,4,10,12
237,9.1,38.297,142.373,29.0,2011-03-11T05:46:24.119965Z,32,531,39,822,1,1,3,1,4,1
238,7.8,54.841,162.035,33.0,1997-12-05T11:26:54.689998Z,3,17,4,18,1,1,2,0,2,1
239,7.8,-10.477,112.835,18.4,1994-06-02T18:17:34.020042Z,0,73,0,80,1,1,8,0,8,0
