,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,fstyle_m,na_apr,nf_apr,na_all_apr,nf_all_apr
255,7.9,51.56,-177.63,33.0,1996-06-10T04:03:38.880000Z,2,22,4,75,1,1,3.0,5,1,11,1
256,7.1,-14.04,166.51,33.0,1985-12-21T01:13:17.760003Z,7,7,7,13,5,5,1.0,7,7,12,7
257,7.9,51.41,-174.83,33.0,1986-05-07T22:47:08.160004Z,2,3,2,19,1,1,3.0,1,2,4,2
258,9.0,3.3,95.78,10.0,2004-12-26T00:58:53.760002Z,1,159,3,561,2,1,1.0,1,0,3,0
259,7.3,50.04,87.81,16.0,2003-09-27T11:33:21.599999Z,0,6,0,8,1,1,0.0,2,0,2,0
260,7.3,-6.25,149.09,24.0,1987-10-16T20:48:02.880001Z,1,1,19,13,2,-1,3.0,1,0,10,18
261,7.5,-1.76,134.3,10.0,2002-10-10T10:50:18.240003Z,4,3,5,14,1,1,0.0,2,3,8,3
262,7.8,58.68,-142.79,10.0,1987-11-30T19:23:13.919996Z,4,4,4,9,2,1,0.0,1,2,3,2
263,7.5,-2.6,68.38,10.0,2003-07-15T20:27:53.280004Z,0,3,0,5,1,1,3.0,1,0,2,0
264,7.3,-4.0,135.02,10.0,2004-02-07T02:42:34.559996Z,3,8,3,25,5,0,1.0,6,2,17,2
265,7.4,33.18,137.07,10.0,2004-09-05T14:57:15.839997Z,1,7,1,8,2,2,0.0,6,1,7,1
266,7.7,-28.1,-176.43,33.0,1986-10-20T06:46:13.439996Z,0,23,1,47,1,1,1.0,8,0,14,0
267,8.3,41.81,143.91,27.0,2003-09-25T19:50:09.599997Z,0,29,3,74,1,1,3.0,3,0,6,0
268,7.3,-22.01,169.77,10.0,2003-12-27T16:01:03.360003Z,7,25,7,49,5,5,3.0,18,7,31,7
269,7.8,51.15,178.65,33.0,2003-11-17T06:43:03.359997Z,1,9,14,34,1,1,0.0,0,0,4,6
270,7.1,38.72,43.51,16.0,2011-10-23T10:41:22.559997Z,0,8,0,10,1,1,3.0,7,0,9,0
271,7.5,16.5,-98.22,20.0,2012-03-20T18:02:44.160003Z,0,6,0,11,1,1,2.0,1,0,2,0
272,7.0,-43.53,171.81,12.0,2010-09-03T16:35:45.599996Z,0,0,0,14,1,-1,0.0,0,0,14,0
273,7.0,-4.96,133.76,26.0,2010-09-29T17:11:28.319997Z,1,3,1,6,1,1,0.0,3,1,6,1
274,7.3,52.07,-171.84,52.0,2011-06-24T03:09:38.880002Z,0,5,0,14,2,1,1.0,4,0,9,0
275,7.8,54.47,168.82,11.0,2017-07-17T23:34:13.440002Z,2,4,7,10,1,1,0.0,0,1,1,4
276,7.9,56.0,-149.17,14.1,2018-01-23T09:31:40.800000Z,0,8,0,17,1,1,3.0,0,0,0,0
277,7.0,-3.52,138.48,66.0,2013-04-06T04:42:31.680001Z,0,3,2,4,1,1,3.0,3,0,4,2
278,7.5,-21.95,169.43,10.0,2018-12-05T04:18:11.519997Z,5,13,87,30,1,1,1.0,2,0,9,24
279,7.1,61.35,-149.96,46.7,2018-11-30T17:29:28.320004Z,0,2,0,5,1,-1,1.0,1,0,2,0
280,7.5,-4.73,152.56,41.0,2015-03-29T23:48:28.799997Z,1,13,102,93,4,1,0.0,5,1,27,34
281,8.6,2.33,93.06,20.0,2012-04-11T08:38:32.640004Z,0,29,3,56,2,2,0.0,1,0,1,1
282,7.6,-29.54,-176.34,17.0,2011-07-06T19:03:21.599999Z,0,39,0,78,2,1,3.0,7,0,13,0
283,7.6,10.1,-85.31,35.0,2012-09-05T14:42:08.639999Z,3,5,4,28,2,2,3.0,1,1,5,2
284,7.6,10.81,126.64,28.0,2012-08-31T12:47:31.200005Z,0,20,0,34,1,1,3.0,1,0,2,0
285,7.8,52.79,-132.1,14.0,2012-10-28T03:04:10.559997Z,0,18,0,27,2,1,3.0,3,0,7,0
286,7.4,13.96,-91.85,24.0,2012-11-07T16:35:45.599996Z,1,11,3,31,1,1,3.0,4,0,13,2
287,7.9,-10.8,165.11,24.0,2013-02-06T01:12:25.920000Z,24,81,27,116,1,1,2.0,16,7,18,8
288,7.3,16.72,-86.23,10.0,2009-05-28T08:24:43.199995Z,0,4,0,6,1,1,2.0,1,0,1,0
289,7.4,46.86,155.15,36.0,2009-01-15T17:49:37.920001Z,0,1,0,7,1,-1,3.0,0,0,3,0
290,7.2,51.36,-179.52,29.4,2007-12-19T09:30:23.040001Z,2,16,12,73,1,1,2.0,13,2,47,8
291,7.3,-20.07,168.89,33.0,2008-04-09T12:46:13.439996Z,4,21,4,36,1,1,3.0,15,2,20,2
292,7.9,31.0,103.32,19.0,2008-05-12T06:28:04.800005Z,0,14,0,21,1,1,1.0,2,0,3,0
293,7.0,-27.42,-176.33,25.0,2009-02-18T21:53:42.719997Z,0,3,0,3,1,1,3.0,3,0,3,0
294,7.1,3.88,126.4,22.0,2009-02-11T17:34:48.000004Z,0,31,1,47,1,1,3.0,23,0,36,1
295,7.0,-29.76,-177.68,36.0,2008-09-29T15:19:35.039995Z,0,5,0,16,1,1,2.0,5,0,16,0
296,7.7,-0.41,132.88,17.0,2009-01-03T19:43:49.439999Z,0,22,0,36,2,2,2.0,4,0,6,0
297,7.8,2.38,97.05,31.0,2010-04-06T22:15:01.439998Z,1,0,1,22,1,-1,3.0,0,1,6,1
298,7.8,-3.49,100.08,20.1,2010-10-25T14:42:25.920000Z,0,7,4,22,1,1,3.0,2,0,5,2
299,7.0,25.93,128.43,25.0,2010-02-26T20:31:29.279999Z,0,0,0,3,1,-1,0.0,0,0,3,0
300,9.1,38.32,142.37,24.4,2011-03-11T05:46:19.199996Z,12,204,44,451,1,1,1.0,3,1,3,2
301,7.8,-45.76,166.56,12.0,2009-07-15T09:22:27.840004Z,0,9,0,15,1,1,1.0,1,0,1,0
302,7.6,-23.05,-174.66,34.0,2009-03-19T18:17:42.719995Z,1,8,5,49,1,1,3.0,1,0,16,3
303,7.1,-8.8,157.35,25.0,2010-01-03T22:36:28.800003Z,1,17,2,20,5,5,3.0,13,1,15,2
304,7.1,36.2,1.35,10.0,1980-10-10T12:25:20.640002Z,0,3,0,8,1,1,3.0,3,0,7,0
305,7.3,-5.93,150.59,35.0,2010-07-18T13:35:02.399999Z,2,13,3,38,5,3,2.0,7,2,24,3
306,7.3,-17.54,168.07,25.0,2010-08-10T05:23:42.719997Z,0,11,0,119,4,1,1.0,5,0,55,0
307,7.2,32.3,-115.27,6.0,2010-04-04T22:40:39.360000Z,0,3,1,8,1,1,0.0,1,0,3,1
308,7.5,7.88,91.94,35.0,2010-06-12T19:26:49.920001Z,0,5,2,7,1,1,2.0,1,0,3,1
309,7.5,14.1,92.89,4.7,2009-08-10T19:55:37.920003Z,0,2,0,10,1,-1,3.0,1,0,3,0
310,7.8,-12.52,166.38,35.0,2009-10-07T22:18:54.720004Z,1,44,4,83,5,3,3.0,9,1,16,3
311,8.1,-15.49,-172.1,18.0,2009-09-29T17:48:11.519997Z,0,38,14,92,1,1,3.0,2,0,4,1
312,8.8,-35.85,-72.71,44.8,2010-02-27T06:34:16.319997Z,0,89,0,192,1,1,1.0,3,0,4,0
