,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
54,4.7,35.34,27.12,45.0,2002-09-04T07:24:45.989995Z,0,1,0,1,0,0,0,0,0,0
55,4.0,43.4012,45.9136,35.0,2008-01-19T12:46:24.879966Z,1,0,1,0,0,0,0,1,0,1
56,4.0,37.9142,34.4857,12.0,1998-10-03T13:54:11.490015Z,1,0,1,0,0,0,0,1,0,1
57,4.3,42.8673,45.6259,15.7,2008-06-24T04:23:30.440023Z,1,1,1,1,0,0,0,0,0,0
58,4.7,36.6788,36.012,17.6,2014-06-09T03:38:36.239971Z,0,1,0,1,0,0,0,0,0,0
59,4.0,42.69,27.89,16.0,1995-07-19T23:29:54.499976Z,1,0,1,0,0,0,0,1,0,1
60,4.3,41.3756,44.1692,10.0,2008-06-18T11:04:33.810035Z,1,0,1,0,0,0,0,0,0,0
61,4.3,43.228,44.938,3.0,2002-06-14T14:51:02.680042Z,1,0,1,0,0,0,0,0,0,0
62,4.1,43.2856,45.7102,8.5,2011-03-03T15:11:53.810019Z,0,1,0,1,0,0,0,0,0,0
63,4.4,38.4411,44.259,6.5,2017-08-09T01:58:44.580024Z,0,3,0,3,4,4,0,0,0,0
64,4.6,42.6119,45.4633,6.4,2011-03-02T22:13:56.589977Z,1,0,1,0,0,0,0,0,0,0
65,4.1,41.2247,43.7839,9.0,2006-02-12T22:00:23.330015Z,0,1,0,2,0,0,1,0,1,0
66,4.3,43.3394,45.7887,6.4,2012-10-11T18:11:12.249975Z,1,0,1,0,0,0,0,0,0,0
67,4.2,38.702,43.5325,13.0,1997-10-30T04:05:35.110028Z,1,0,1,0,0,0,0,0,0,0
68,4.4,39.996,34.056,28.8,2000-02-07T20:11:48.730015Z,1,1,1,1,0,0,0,0,0,0
69,4.3,35.7927,29.4892,29.0,1997-10-16T02:10:16.630032Z,1,0,1,0,0,0,0,0,0,0
70,4.3,38.5593,45.8188,18.1,2012-04-29T00:16:22.219999Z,0,1,0,1,0,0,0,0,0,0
71,4.0,43.0802,45.6574,12.5,2006-04-28T22:56:12.300031Z,1,0,1,0,0,0,0,1,0,1
72,4.3,43.9878,44.4431,13.6,2012-10-23T22:59:37.709981Z,1,0,1,0,0,0,0,0,0,0
73,4.9,39.8006,42.0171,24.0,1998-04-13T19:56:30.660030Z,0,1,1,1,0,0,0,0,0,0
74,4.1,42.8315,43.4003,9.9,2005-10-10T08:55:12.059991Z,1,0,1,0,0,0,0,0,0,0
75,4.0,43.2691,45.8119,3.2,2010-04-30T00:37:20.649997Z,0,2,0,2,0,0,2,0,2,0
76,4.3,42.5521,43.4885,9.1,2011-05-05T08:43:36.400024Z,3,4,3,4,4,4,0,0,0,0
77,4.1,38.919,43.507,11.9,2017-12-25T02:20:13.689970Z,0,1,0,1,0,0,0,0,0,0
78,4.5,38.5019,45.4699,6.1,2017-01-09T23:11:32.840019Z,0,0,1,0,0,0,0,0,0,0
79,4.1,40.01,40.13,10.0,1995-01-29T06:42:45.200017Z,0,1,0,1,0,0,0,0,0,0
80,4.1,42.2396,45.9974,10.0,2004-05-02T09:07:30.070039Z,1,0,1,0,0,0,0,0,0,0
81,4.1,41.1083,43.3926,10.0,2006-06-02T14:06:49.019994Z,0,1,0,1,0,0,0,0,0,0
82,4.4,38.6955,42.1733,3.0,2014-10-30T14:35:45.069961Z,0,1,0,1,0,0,0,0,0,0
83,4.0,43.2657,45.7357,9.4,2010-08-26T07:22:27.809966Z,0,1,0,1,0,0,0,0,0,0
84,4.1,42.3299,43.0298,3.7,2012-07-23T16:33:52.339969Z,0,1,0,1,0,0,0,0,0,0
85,4.1,43.44,44.93,21.0,2001-04-20T22:39:34.600001Z,0,3,0,3,4,4,0,0,0,0
86,4.5,36.2883,34.3605,9.0,2013-10-23T12:24:23.309967Z,0,1,0,1,0,0,0,0,0,0
87,4.2,43.1194,45.9087,10.0,2005-12-15T11:38:04.089988Z,3,3,3,3,4,4,0,0,0,0
88,4.3,43.0606,45.4156,17.2,2009-01-27T23:12:15.470033Z,0,1,0,1,0,0,0,0,0,0
89,4.2,39.9844,39.0487,11.4,2003-03-23T17:08:28.099963Z,1,0,1,0,0,0,0,0,0,0
90,4.7,35.9051,27.0123,28.0,1995-12-31T22:42:34.890021Z,0,0,1,0,0,0,0,0,0,0
91,3.9,43.0775,45.8007,10.0,2004-10-01T02:53:37.629976Z,0,1,0,1,0,0,1,0,1,0
92,4.0,43.395,43.732,18.0,2002-06-21T06:34:51.160021Z,0,3,0,3,4,4,1,0,1,0
93,4.0,35.347,26.0,5.0,2001-11-27T14:47:34.770015Z,1,0,1,0,0,0,0,0,0,0
94,4.0,40.936,43.8912,5.1,2017-08-15T05:12:02.359956Z,1,0,1,0,0,0,0,0,0,0
95,4.2,36.69,26.133,34.0,2000-06-03T11:26:11.380014Z,1,2,1,2,4,4,0,0,0,0
96,3.9,36.0643,45.6504,9.3,2017-08-30T10:31:05.310016Z,0,1,0,1,0,0,1,0,1,0
97,3.9,38.861,43.506,3.8,2014-09-28T12:24:06.600039Z,1,1,1,1,0,0,1,1,1,1
98,4.5,35.2724,27.7942,25.3,2013-10-24T20:44:34.549990Z,2,1,2,1,0,0,0,0,0,0
99,4.0,43.903,42.952,12.0,2010-12-25T12:43:55.299969Z,0,1,0,1,0,0,0,0,0,0
100,4.1,43.7108,43.0522,17.3,2011-01-04T18:44:50.149973Z,0,1,0,1,0,0,0,0,0,0
101,3.9,35.6245,39.7222,9.5,2008-02-27T03:28:21.329959Z,0,1,0,1,0,0,1,0,1,0
102,4.2,43.3996,39.5379,8.3,2012-05-30T07:58:22.569975Z,0,1,0,1,0,0,0,0,0,0
103,4.1,41.2493,44.05,10.0,2013-08-08T06:20:28.970019Z,0,1,0,1,0,0,0,0,0,0
104,4.2,39.8797,30.3869,4.7,2015-01-17T00:42:35.530043Z,1,0,1,0,0,0,0,0,0,0
105,4.0,42.4119,45.0293,13.2,2007-04-27T07:40:55.530019Z,0,1,0,1,0,0,0,0,0,0
106,4.2,36.0608,29.7236,25.4,2009-07-28T17:38:50.710043Z,0,1,0,1,0,0,0,0,0,0
107,4.6,42.0093,45.8478,10.0,2006-11-07T08:08:54.259990Z,0,4,0,4,1,1,0,0,0,0
108,4.0,38.8573,42.5425,11.0,1998-11-06T04:14:55.569983Z,1,0,1,0,0,0,0,0,0,0
109,4.3,43.4237,45.7471,9.7,2017-03-06T01:26:22.940043Z,1,0,1,0,0,0,0,0,0,0
110,4.5,38.0224,42.7259,10.5,2016-01-23T07:53:44.910014Z,1,0,1,0,0,0,0,0,0,0
111,4.3,35.4996,26.959,13.1,2011-11-05T17:11:27.689967Z,0,1,0,1,0,0,0,0,0,0
112,4.3,43.0079,45.7675,6.6,2007-08-22T22:25:20.400008Z,1,1,2,1,4,0,0,0,0,0
113,4.0,35.36,27.657,33.0,2000-08-06T12:20:18.429993Z,0,1,0,1,0,0,0,0,0,0
114,4.3,43.043,45.7754,41.3,2005-08-24T16:58:10.729976Z,1,1,1,1,0,0,1,0,1,0
115,4.9,35.1019,25.8309,19.2,1998-05-05T14:38:11.919980Z,0,1,0,1,0,0,0,0,0,0
116,4.8,35.291,45.3516,10.0,2018-09-16T15:03:42.589992Z,0,1,0,1,0,0,0,0,0,0
117,4.2,35.4122,31.3686,49.2,2018-08-06T05:19:02.519958Z,0,1,0,1,0,0,0,0,0,0
118,4.1,42.5702,43.3503,6.9,2014-04-16T17:46:54.259995Z,1,0,1,0,0,0,0,0,0,0
119,4.5,42.798,45.657,10.0,2002-09-24T02:39:37.380037Z,1,0,1,0,0,0,0,0,0,0
120,4.2,39.6767,44.6314,22.5,2004-07-30T07:16:18.200002Z,1,0,1,0,0,0,0,0,0,0
121,4.3,42.4382,45.1161,12.6,2007-08-17T02:08:49.640009Z,2,0,2,0,0,0,0,0,0,0
122,3.9,35.569,26.6,10.0,2002-05-13T23:39:00.890032Z,1,0,1,0,0,0,0,1,0,1
123,4.1,41.3009,45.7237,0.2,2013-06-17T00:49:00.249974Z,1,0,1,0,0,0,0,0,0,0
124,4.1,42.346,43.541,14.0,2002-03-27T23:57:23.380039Z,0,1,0,1,0,0,0,0,0,0
125,4.0,43.206,45.93,10.0,2006-08-05T05:17:47.899995Z,1,0,1,0,0,0,0,0,0,0
126,3.9,42.3954,45.7158,10.0,2006-06-18T14:45:30.830001Z,1,0,1,0,0,0,0,1,0,1
127,4.3,42.8002,41.9985,4.0,2005-10-06T17:57:24.810045Z,1,0,1,0,0,0,0,0,0,0
128,4.0,39.5187,32.6471,0.3,2008-09-07T12:47:39.040025Z,0,1,0,1,0,0,0,0,0,0
129,4.4,43.158,45.272,2.0,2005-08-28T02:43:21.449975Z,0,2,2,2,4,0,0,0,0,0
130,3.9,41.3656,44.3824,4.8,2007-09-21T15:47:56.529972Z,1,0,1,0,0,0,0,1,0,1
131,3.9,38.4794,44.2624,3.5,2011-07-10T04:23:01.510025Z,0,1,0,1,0,0,1,0,1,0
132,3.9,39.3278,26.8529,5.9,2006-08-08T21:42:09.619975Z,0,1,0,1,0,0,1,0,1,0
133,4.1,39.0345,41.1149,2.6,2007-10-28T22:00:47.079997Z,1,0,1,0,0,0,0,0,0,0
134,3.9,41.778,45.99,6.0,2002-08-29T22:36:27.570006Z,1,0,1,0,0,0,0,1,0,1
