,Cid_G,Cid_M,Cid_Z,Dep0,Lat0,Lon0,M0,N_AS_G,N_AS_M,N_AS_Z,N_AS_allG,N_AS_allZ,N_FS_G,N_FS_M,N_FS_Z,N_FS_allG,N_FS_allZ,T0G,T0M,T0Z,c_typeG,c_typeM,c_typeZ,c_typeallG,c_typeallZ
124,235,135,1692,50.0,42.191,142.969,5.2,3,3,21,4,26,0,0,0,0,0,2003-09-28T07:23:24.529997Z,2003-09-28T07:23:24.529997Z,2003-09-28T07:23:23.000001,1,1,0,1,5
125,788,529,1690,47.0,42.265,143.592,4.6,1,1,38,1,38,0,0,27,0,27,2003-09-26T07:24:39.280004Z,2003-09-26T07:24:39.280004Z,2003-09-26T07:24:38.000000,-1,-1,4,-1,4
126,352,289,1278,41.0,33.645,135.386,4.9,1,1,3,1,3,0,0,0,0,0,2000-04-15T02:41:10.830013Z,2000-04-15T02:41:10.830013Z,2000-04-15T02:41:09.000003,-1,-1,1,-1,1
127,1627,317,1270,7.0,42.504,140.828,4.9,15,15,15,17,17,424,410,427,424,427,2000-04-01T03:12:23.029987Z,2000-04-01T03:12:23.029987Z,2000-04-01T03:12:21.999997,5,5,5,5,5
128,792,274,1473,5.0,37.154,139.957,4.9,2,2,2,2,2,0,0,0,0,0,2001-12-08T07:07:03.029979Z,2001-12-08T07:07:03.029979Z,2001-12-08T07:07:02.000001,-1,-1,-1,-1,-1
129,1610,243,1301,10.0,32.692,130.762,5.0,47,47,49,58,64,1,1,1,1,1,2000-06-08T09:32:46.129981Z,2000-06-08T09:32:46.129981Z,2000-06-08T09:32:44.999998,1,1,1,1,1
130,1109,591,24,1.0,35.255,133.365,4.6,3,3,3,3,5,0,2,1,0,1,1990-04-01T09:12:43.100005Z,1990-04-01T09:12:43.100005Z,1990-04-01T09:12:42.000003,1,1,1,1,1
131,30,627,23,0.0,36.223,137.67700000000002,4.6,0,0,0,0,0,1,1,1,1,1,1990-04-01T02:42:00.200013Z,1990-04-01T02:42:00.200013Z,1990-04-01T02:42:00.000003,-1,-1,-1,-1,-1
132,1243,26,29,36.0,35.52,135.638,6.1,1,1,2,7,3,0,3,0,0,0,1990-04-12T05:51:13.700018Z,1990-04-12T05:51:13.700018Z,1990-04-12T05:51:12.000001,-1,1,-1,1,1
133,806,535,2289,61.0,38.327,141.638,4.6,1,1,1,2,3,0,0,0,0,0,2007-11-07T20:05:41.840012Z,2007-11-07T20:05:41.840012Z,2007-11-07T20:05:39.999999,-1,-1,-1,-1,1
134,958,544,2376,30.0,35.632,139.537,4.6,1,1,1,1,1,0,0,0,0,0,2008-08-08T12:57:09.099968Z,2008-08-08T12:57:09.099968Z,2008-08-08T12:57:07.999997,-1,-1,-1,-1,-1
135,593,569,2596,54.0,36.422,140.64600000000002,4.6,2,1,2,2,2,0,0,0,0,1,2010-03-31T06:18:34.559997Z,2010-03-31T06:18:34.559997Z,2010-03-31T06:18:32.999997,-1,-1,-1,-1,2
136,1256,20,1870,8.0,44.077,141.7,6.1,58,58,58,77,73,0,1,0,0,0,2004-12-14T14:56:10.539999Z,2004-12-14T14:56:10.539999Z,2004-12-14T14:56:09.000000,1,1,1,1,1
137,1176,477,1878,12.0,35.312,136.851,4.7,6,6,6,6,7,0,0,0,0,0,2005-01-09T18:59:30.269963Z,2005-01-09T18:59:30.269963Z,2005-01-09T18:59:28.999999,1,1,1,1,1
138,196,528,596,1.0,35.836999999999996,139.197,4.6,2,2,2,2,2,0,0,0,0,0,1994-12-19T15:54:07.599997Z,1994-12-19T15:54:07.599997Z,1994-12-19T15:54:05.999998,-1,-1,-1,-1,-1
139,1253,622,181,1.0,37.903,139.502,4.6,1,1,1,1,1,0,0,0,0,0,1991-07-01T11:26:26.599987Z,1991-07-01T11:26:26.599987Z,1991-07-01T11:26:25.000002,-1,-1,-1,-1,-1
140,1272,64,863,53.0,36.096,139.861,5.6,12,12,14,29,32,0,6,0,0,0,1996-12-21T10:28:47.709988Z,1996-12-21T10:28:47.709988Z,1996-12-21T10:28:46.000003,1,1,1,1,1
141,10,151,63,14.0,35.005,139.113,5.2,1,1,1,1,1,0,1,0,0,0,1990-06-27T06:54:46.800036Z,1990-06-27T06:54:46.800036Z,1990-06-27T06:54:45.000000,-1,-1,-1,-1,-1
142,1540,80,774,19.0,35.476,138.94799999999998,5.5,18,18,17,30,19,1,1,1,1,1,1996-03-06T23:35:28.719970Z,1996-03-06T23:35:28.719970Z,1996-03-06T23:35:26.999999,1,1,1,1,1
143,1284,106,71,1.0,35.21,139.092,5.3,3,2,3,3,3,0,1,1,0,1,1990-08-05T16:13:02.099999Z,1990-08-05T16:13:02.099999Z,1990-08-05T16:13:00.999998,1,1,1,1,1
144,318,91,79,16.0,43.681999999999995,143.41,5.4,1,1,1,1,1,0,0,0,0,0,1990-08-16T08:08:57.400015Z,1990-08-16T08:08:57.400015Z,1990-08-16T08:08:56.000001,-1,-1,-1,-1,-1
145,1424,41,1688,69.0,35.219,140.3,5.8,14,14,17,18,33,0,3,0,0,0,2003-09-20T12:54:52.200027Z,2003-09-20T12:54:52.200027Z,2003-09-20T12:54:51.000002,1,1,1,1,1
146,54,140,1010,19.0,37.27,138.796,5.2,2,2,2,2,2,0,0,0,0,0,1998-02-21T09:55:41.809957Z,1998-02-21T09:55:41.809957Z,1998-02-21T09:55:40.000003,-1,-1,-1,-1,-1
147,667,73,317,16.0,31.101999999999997,130.35299999999998,5.6,2,2,2,5,2,0,2,0,0,0,1992-09-23T22:38:37.499969Z,1992-09-23T22:38:37.499969Z,1992-09-23T22:38:35.999999,-1,1,-1,1,-1
148,816,248,445,9.0,37.482,140.618,5.0,1,1,2,1,2,0,0,0,0,0,1993-10-03T00:54:05.499968Z,1993-10-03T00:54:05.499968Z,1993-10-03T00:54:03.999997,-1,-1,-1,-1,-1
149,802,278,2298,50.0,42.321999999999996,143.06,4.9,0,0,0,1,1,0,2,2,0,3,2008-01-23T04:34:46.079981Z,2008-01-23T04:34:46.079981Z,2008-01-23T04:34:44.999999,-1,-1,-1,-1,1
150,1513,157,2363,49.0,36.643,140.952,5.2,5,5,5,5,5,1,2,1,1,1,2008-07-05T16:49:02.559997Z,2008-07-05T16:49:02.559997Z,2008-07-05T16:49:01.000000,1,1,1,1,1
151,1298,240,2635,35.0,35.879,140.486,5.0,16,16,16,23,21,0,1,0,0,0,2010-07-23T06:06:31.489981Z,2010-07-23T06:06:31.489981Z,2010-07-23T06:06:29.999998,1,1,1,1,1
152,1180,188,2633,57.0,34.205,135.694,5.1,0,0,1,1,1,0,0,0,0,0,2010-07-21T06:19:18.510031Z,2010-07-21T06:19:18.510031Z,2010-07-21T06:19:16.999998,-1,-1,-1,-1,-1
153,1041,384,2033,53.0,36.181999999999995,140.02700000000002,4.8,6,6,9,7,13,0,0,0,0,0,2005-12-28T18:46:06.479965Z,2005-12-28T18:46:06.479965Z,2005-12-28T18:46:05.000003,1,1,5,1,5
154,1618,190,2038,11.0,32.083,129.88,5.1,18,18,18,21,21,2,3,2,2,2,2006-02-04T00:11:55.609989Z,2006-02-04T00:11:55.609989Z,2006-02-04T00:11:54.000001,1,1,1,1,1
155,1186,35,890,39.0,34.928000000000004,137.525,5.9,13,13,13,18,17,0,2,0,0,0,1997-03-16T14:51:39.139983Z,1997-03-16T14:51:39.139983Z,1997-03-16T14:51:38.000001,1,1,1,1,1
156,1642,11,895,11.0,31.973000000000003,130.359,6.6,426,426,419,695,565,0,4,0,0,0,1997-03-26T17:31:47.899985Z,1997-03-26T17:31:47.899985Z,1997-03-26T17:31:46.000002,2,2,2,2,2
157,1216,198,897,51.0,33.38,132.431,5.0,14,12,15,15,15,5,6,5,5,5,1997-04-03T06:47:31.990043Z,1997-04-03T06:47:31.990043Z,1997-04-03T06:47:29.999999,2,2,2,2,2
158,1477,349,1782,0.0,43.738,144.701,4.8,13,13,13,16,23,29,29,29,29,29,2004-05-21T23:27:10.860017Z,2004-05-21T23:27:10.860017Z,2004-05-21T23:27:09.000002,1,1,1,1,1
159,1425,19,1078,7.0,39.806,140.901,6.2,16,16,15,23,17,0,4,0,0,0,1998-09-03T16:58:17.209986Z,1998-09-03T16:58:17.209986Z,1998-09-03T16:58:16.000003,1,1,1,1,1
160,733,433,1076,67.0,36.154,140.09799999999998,4.7,1,1,1,1,1,0,0,0,0,0,1998-06-24T23:52:30.380019Z,1998-06-24T23:52:30.380019Z,1998-06-24T23:52:29.000003,-1,-1,-1,-1,-1
161,1596,65,1072,3.0,36.328,137.626,5.6,162,162,163,188,199,142,142,145,142,145,1998-08-16T03:31:07.830012Z,1998-08-16T03:31:07.830012Z,1998-08-16T03:31:06.000000,1,1,1,1,1
162,1568,156,1071,7.0,37.21,139.995,5.2,13,13,13,13,13,0,0,0,0,0,1998-08-03T20:09:33.190014Z,1998-08-03T20:09:33.190014Z,1998-08-03T20:09:32.000002,1,1,1,1,1
163,1647,14,1676,11.0,38.405,141.171,6.4,300,300,302,354,354,24,25,24,24,24,2003-07-26T07:13:31.519986Z,2003-07-26T07:13:31.519986Z,2003-07-26T07:13:30.000003,1,1,1,1,1
164,1528,335,1320,29.0,42.201,142.55,4.8,2,2,2,2,2,0,0,0,0,0,2000-08-27T00:30:50.510019Z,2000-08-27T00:30:50.510019Z,2000-08-27T00:30:48.999998,-1,-1,-1,-1,-1
165,1282,168,1524,56.0,36.216,139.977,5.1,5,4,5,7,9,0,2,1,0,1,2002-06-14T11:42:49.319964Z,2002-06-14T11:42:49.319964Z,2002-06-14T11:42:47.999997,1,1,1,1,1
166,937,21,309,12.0,41.94,140.787,6.1,7,7,8,12,9,0,0,0,0,0,1992-08-24T15:59:41.699985Z,1992-08-24T15:59:41.699985Z,1992-08-24T15:59:40.000000,1,1,1,1,1
167,1135,150,301,4.0,42.013000000000005,142.68200000000002,5.2,8,8,8,10,8,0,0,0,0,0,1992-08-08T23:52:21.099965Z,1992-08-08T23:52:21.099965Z,1992-08-08T23:52:20.000000,1,1,1,1,1
168,1625,359,2351,0.0,38.994,140.582,4.8,6,0,6,6,6,0,0,0,0,0,2008-05-29T01:41:58.499985Z,2008-05-29T01:41:58.499985Z,2008-05-29T01:41:57.000003,1,-1,1,1,1
169,1645,4,2357,7.0,39.03,140.881,7.2,1199,1197,1168,1912,1545,0,44,0,0,0,2008-06-14T08:43:45.359964Z,2008-06-14T08:43:45.359964Z,2008-06-14T08:43:44.000000,1,1,1,1,1
170,1080,104,1898,46.0,36.038000000000004,139.889,5.3,9,8,11,17,15,0,2,0,0,0,2005-02-16T04:46:36.129972Z,2005-02-16T04:46:36.129972Z,2005-02-16T04:46:34.999997,1,1,1,1,1
171,1508,63,2006,51.0,37.08,141.12,5.6,0,0,1,1,3,0,0,0,0,0,2005-10-22T22:12:46.779986Z,2005-10-22T22:12:46.779986Z,2005-10-22T22:12:45.000001,-1,-1,-1,-1,1
172,1648,193,2004,47.0,36.039,139.938,5.1,6,6,6,11,10,0,3,0,0,0,2005-10-16T16:05:42.599969Z,2005-10-16T16:05:42.599969Z,2005-10-16T16:05:40.999997,1,1,1,1,1
173,1019,214,2008,51.0,36.126,139.846,5.0,2,1,0,6,10,0,1,0,0,0,2005-07-28T19:15:35.010033Z,2005-07-28T19:15:35.010033Z,2005-07-28T19:15:33.999997,-1,-1,-1,1,1
174,1051,438,2178,8.0,44.282,144.067,4.7,3,3,3,3,3,0,0,0,0,0,2007-01-09T05:12:04.270003Z,2007-01-09T05:12:04.270003Z,2007-01-09T05:12:03.000002,1,1,1,1,1
175,1026,221,1061,8.0,36.622,137.915,5.0,1,1,1,1,1,0,0,0,0,0,1998-07-01T02:22:47.310028Z,1998-07-01T02:22:47.310028Z,1998-07-01T02:22:46.000000,-1,-1,-1,-1,-1
176,88,425,1662,54.0,36.423,140.702,4.7,1,0,1,1,2,0,0,0,0,0,2003-06-09T18:59:37.730001Z,2003-06-09T18:59:37.730001Z,2003-06-09T18:59:36.000002,-1,-1,-1,-1,-1
177,1346,131,1083,13.0,38.282,140.76,5.2,30,30,30,36,44,4,4,4,4,4,1998-09-15T16:24:02.690029Z,1998-09-15T16:24:02.690029Z,1998-09-15T16:24:01.000001,1,1,1,1,1
178,1431,428,599,5.0,36.055,139.91,4.7,1,1,1,3,2,0,0,0,0,0,1994-11-04T19:06:25.600027Z,1994-11-04T19:06:25.600027Z,1994-11-04T19:06:24.000002,-1,-1,-1,1,-1
179,840,225,1403,55.0,36.162,139.812,5.0,2,2,2,5,4,1,1,2,1,2,2001-07-20T06:02:36.230032Z,2001-07-20T06:02:36.230032Z,2001-07-20T06:02:35.000001,2,2,2,2,2
180,889,406,1336,9.0,36.931999999999995,139.681,4.7,7,7,7,7,12,0,0,0,0,0,2000-10-18T12:58:24.300013Z,2000-10-18T12:58:24.300013Z,2000-10-18T12:58:23.000000,1,1,1,1,1
181,1634,3,1333,8.0,35.274,133.349,7.3,861,860,849,1766,1019,0,12,0,0,0,2000-10-06T13:30:17.940015Z,2000-10-06T13:30:17.940015Z,2000-10-06T13:30:16.000001,1,1,1,1,1
182,562,87,37,5.0,36.437,140.61,5.4,1,1,2,6,2,0,2,0,0,0,1990-05-03T16:45:43.400043Z,1990-05-03T16:45:43.400043Z,1990-05-03T16:45:41.999997,-1,1,-1,2,-1
183,507,128,1247,64.0,35.633,140.029,5.3,0,0,0,4,1,0,0,0,0,0,1998-08-29T08:46:42.350012Z,1998-08-29T08:46:42.350012Z,1998-08-29T08:46:40.999998,-1,-1,-1,1,-1
184,734,446,1249,49.0,42.333,143.024,4.7,1,1,2,1,2,0,1,1,0,1,2000-02-19T22:33:11.799965Z,2000-02-19T22:33:11.799965Z,2000-02-19T22:33:09.999998,-1,-1,1,-1,1
185,108,386,1539,65.0,35.999,140.124,4.8,1,1,2,1,3,0,0,0,0,0,2002-07-13T21:45:47.849972Z,2002-07-13T21:45:47.849972Z,2002-07-13T21:45:45.999997,-1,-1,-1,-1,1
186,743,203,1538,51.0,42.318999999999996,143.06799999999998,5.0,4,2,4,5,5,0,0,0,0,0,2002-07-28T20:31:29.870028Z,2002-07-28T20:31:29.870028Z,2002-07-28T20:31:28.000000,1,-1,1,1,1
187,1554,537,339,4.0,35.907,140.533,4.6,8,7,9,8,9,0,0,0,0,0,1992-12-09T16:13:21.599964Z,1992-12-09T16:13:21.599964Z,1992-12-09T16:13:20.000000,2,2,2,2,2
188,22,265,334,6.0,36.086999999999996,139.882,4.9,1,1,1,1,7,0,2,0,0,1,1992-11-28T09:46:48.299986Z,1992-11-28T09:46:48.299986Z,1992-11-28T09:46:47.000001,-1,1,-1,-1,1
189,619,506,337,6.0,36.218,139.795,4.6,1,1,1,1,2,0,0,0,0,0,1992-12-04T23:00:31.600003Z,1992-12-04T23:00:31.600003Z,1992-12-04T23:00:30.000000,-1,-1,-1,-1,-1
190,141,580,2340,35.0,35.438,140.436,4.6,1,0,2,1,2,0,1,0,0,0,2008-05-01T07:34:05.149988Z,2008-05-01T07:34:05.149988Z,2008-05-01T07:34:03.999997,-1,-1,-1,-1,-1
191,1238,167,1885,60.0,43.012,144.86,5.1,3,3,4,5,5,2,4,3,2,3,2005-03-12T03:47:36.950004Z,2005-03-12T03:47:36.950004Z,2005-03-12T03:47:35.000000,1,1,1,1,1
192,1154,49,2659,7.0,37.285,140.025,5.7,106,106,106,107,107,2,2,2,2,2,2010-09-29T16:59:55.980029Z,2010-09-29T16:59:55.980029Z,2010-09-29T16:59:54.000001,1,1,1,1,1
193,380,620,2016,56.0,36.484,140.856,4.6,1,1,1,1,1,0,0,0,0,0,2005-11-12T06:02:07.360001Z,2005-11-12T06:02:07.360001Z,2005-11-12T06:02:06.000001,-1,-1,-1,-1,-1
194,265,598,2010,9.0,39.067,140.814,4.6,2,2,2,2,3,0,0,0,0,0,2005-11-01T11:01:09.079965Z,2005-11-01T11:01:09.079965Z,2005-11-01T11:01:08.000001,-1,-1,-1,-1,1
195,1305,37,707,2.0,34.955999999999996,139.17,5.9,275,275,194,284,945,131,133,134,131,347,1997-03-04T12:51:27.230026Z,1997-03-04T12:51:27.230026Z,1997-03-04T12:51:26.000000,5,5,5,5,4
196,1201,79,81,4.0,35.348,140.393,5.5,14,14,14,31,17,1,1,1,1,1,1990-08-23T08:47:07.200038Z,1990-08-23T08:47:07.200038Z,1990-08-23T08:47:06.000002,2,2,2,0,2
197,939,267,1633,10.0,31.997,130.263,4.9,5,5,5,5,9,0,0,0,0,0,2003-04-12T13:28:43.499972Z,2003-04-12T13:28:43.499972Z,2003-04-12T13:28:42.000001,1,1,1,1,1
198,1262,86,1435,8.0,35.152,135.66,5.4,5,4,5,6,8,0,1,0,0,0,2001-08-25T22:21:25.120013Z,2001-08-25T22:21:25.120013Z,2001-08-25T22:21:23.999998,1,1,1,1,1
199,728,619,1346,50.0,35.745,140.619,4.6,1,0,0,1,2,0,1,0,0,0,1998-07-19T01:18:28.069997Z,1998-07-19T01:18:28.069997Z,1998-07-19T01:18:27.000001,-1,-1,-1,-1,-1
200,995,584,2127,69.0,35.658,140.17700000000002,4.6,1,1,1,1,3,1,1,1,1,1,2006-09-07T10:57:38.740027Z,2006-09-07T10:57:38.740027Z,2006-09-07T10:57:37.000002,-1,-1,-1,-1,2
201,1573,212,2331,53.0,36.12,139.828,5.0,5,5,5,6,12,0,2,0,0,0,2008-04-04T19:01:51.860031Z,2008-04-04T19:01:51.860031Z,2008-04-04T19:01:50.000001,1,1,1,1,1
202,1160,52,1341,38.0,34.299,136.321,5.7,6,6,7,8,10,0,1,0,0,0,2000-10-31T01:42:52.980016Z,2000-10-31T01:42:52.980016Z,2000-10-31T01:42:51.000001,1,1,1,1,1
203,1585,7,2240,16.0,37.556999999999995,138.609,6.8,345,345,346,456,367,0,5,0,0,0,2007-07-16T10:13:22.550019Z,2007-07-16T10:13:22.550019Z,2007-07-16T10:13:21.000003,1,1,1,1,1
204,11,458,120,7.0,35.618,140.217,4.7,1,0,2,1,2,0,0,0,0,0,1990-12-16T14:23:54.399988Z,1990-12-16T14:23:54.399988Z,1990-12-16T14:23:53.000001,-1,-1,-1,-1,-1
205,598,110,128,5.0,33.548,132.31799999999998,5.3,12,11,12,12,12,0,0,0,0,0,1991-01-04T03:36:57.400013Z,1991-01-04T03:36:57.400013Z,1991-01-04T03:36:56.000001,1,1,1,1,1
206,1123,582,2666,45.0,36.062,139.843,4.6,1,1,1,1,1,2,2,4,2,4,2010-11-05T19:14:03.029965Z,2010-11-05T19:14:03.029965Z,2010-11-05T19:14:02.000000,2,2,2,2,2
207,1089,482,2661,22.0,37.138000000000005,138.418,4.7,6,6,6,6,6,5,5,5,5,5,2010-10-03T09:26:52.830017Z,2010-10-03T09:26:52.830017Z,2010-10-03T09:26:51.000001,3,3,3,3,3
208,1584,122,1646,47.0,35.739000000000004,140.651,5.3,7,7,7,9,14,1,4,0,1,0,2003-05-17T23:33:10.789980Z,2003-05-17T23:33:10.789980Z,2003-05-17T23:33:08.999997,1,1,1,1,1
209,957,120,1643,46.0,35.869,140.086,5.3,6,6,7,9,13,1,1,2,1,2,2003-05-12T00:57:06.080029Z,2003-05-12T00:57:06.080029Z,2003-05-12T00:57:04.999997,1,1,1,1,1
210,276,515,469,0.0,36.342,137.65,4.6,1,1,2,1,2,0,1,1,0,1,1994-01-01T05:22:18.499955Z,1994-01-01T05:22:18.499955Z,1994-01-01T05:22:16.999998,-1,-1,1,-1,1
211,165,44,460,11.0,38.585,141.335,5.8,1,1,1,1,1,0,0,0,0,0,1993-11-27T15:11:23.800013Z,1993-11-27T15:11:23.800013Z,1993-11-27T15:11:21.999997,-1,-1,-1,-1,-1
212,1107,130,1355,11.0,36.955999999999996,138.769,5.3,3,3,5,3,5,0,0,0,0,0,2001-01-04T13:18:21.539988Z,2001-01-04T13:18:21.539988Z,2001-01-04T13:18:20.000003,1,1,1,1,1
213,1630,2,608,16.0,34.598,135.035,7.3,691,691,660,1669,734,2,45,1,2,1,1995-01-17T05:46:51.859978Z,1995-01-17T05:46:51.859978Z,1995-01-17T05:46:49.999998,1,1,1,1,1
214,959,388,1515,31.0,35.464,140.406,4.8,5,4,5,5,5,0,0,0,0,0,2002-05-04T20:35:07.429983Z,2002-05-04T20:35:07.429983Z,2002-05-04T20:35:06.000003,1,1,1,1,1
215,60,27,280,34.0,45.455,142.412,6.1,0,0,1,1,1,0,1,0,0,0,1992-06-16T14:51:04.100030Z,1992-06-16T14:51:04.100030Z,1992-06-16T14:51:02.999999,-1,-1,-1,-1,-1
216,1641,1,356,10.0,42.92,144.35299999999998,7.5,190,190,138,1044,186,0,47,0,0,0,1993-01-15T20:06:07.199973Z,1993-01-15T20:06:07.199973Z,1993-01-15T20:06:06.000001,1,1,1,1,1
217,964,223,355,5.0,35.188,137.41,5.0,2,2,2,2,2,0,0,0,0,0,1993-01-11T09:58:50.199973Z,1993-01-11T09:58:50.199973Z,1993-01-11T09:58:49.000001,-1,-1,-1,-1,-1
218,793,142,2326,57.0,36.453,140.612,5.2,2,2,3,3,5,0,2,0,0,0,2008-03-08T01:54:57.170043Z,2008-03-08T01:54:57.170043Z,2008-03-08T01:54:56.000002,-1,1,1,1,2
219,569,253,5,1.0,35.113,135.975,5.0,1,1,1,1,1,0,0,0,0,0,1990-01-11T20:10:51.699969Z,1990-01-11T20:10:51.699969Z,1990-01-11T20:10:50.000001,-1,-1,-1,-1,-1
220,674,234,263,6.0,42.257,143.06799999999998,5.0,2,2,2,2,2,0,0,0,0,0,1992-04-20T05:36:19.099982Z,1992-04-20T05:36:19.099982Z,1992-04-20T05:36:18.000001,-1,-1,-1,-1,-1
221,882,213,260,6.0,36.178000000000004,139.83,5.0,2,1,2,2,4,0,0,0,0,0,1992-04-14T12:03:54.900003Z,1992-04-14T12:03:54.900003Z,1992-04-14T12:03:53.000001,-1,-1,-1,-1,1
222,1544,247,267,16.0,31.275,130.375,5.0,1,1,1,3,2,0,0,0,0,0,1992-05-04T01:09:37.900000Z,1992-05-04T01:09:37.900000Z,1992-05-04T01:09:36.000003,-1,-1,-1,1,-1
223,1562,62,269,5.0,36.533,140.537,5.6,1,1,7,11,11,0,1,0,0,0,1992-05-11T19:07:53.200045Z,1992-05-11T19:07:53.200045Z,1992-05-11T19:07:52.000001,-1,-1,1,1,1
224,1296,424,2493,11.0,33.369,130.893,4.7,11,11,11,22,25,0,0,0,0,0,2009-06-25T23:03:56.770013Z,2009-06-25T23:03:56.770013Z,2009-06-25T23:03:55.000002,1,1,1,1,1
225,1329,105,2253,30.0,35.444,140.53,5.3,15,15,35,15,37,3,6,7,3,7,2007-08-16T04:15:06.639979Z,2007-08-16T04:15:06.639979Z,2007-08-16T04:15:05.000003,5,5,4,5,4
226,62,403,986,47.0,35.734,140.107,4.8,2,2,5,2,5,0,0,1,0,1,1997-12-06T15:40:47.050004Z,1997-12-06T15:40:47.050004Z,1997-12-06T15:40:46.000000,-1,-1,1,-1,1
227,1240,85,115,1.0,37.21,138.55700000000002,5.4,78,78,80,94,99,0,0,0,0,0,1990-12-07T18:38:18.499985Z,1990-12-07T18:38:18.499985Z,1990-12-07T18:38:16.999998,5,5,5,5,5
228,163,420,117,0.0,38.28,140.035,4.7,1,1,1,1,1,0,1,0,0,0,1990-12-11T22:25:42.599968Z,1990-12-11T22:25:42.599968Z,1990-12-11T22:25:40.999998,-1,-1,-1,-1,-1
229,41,550,2074,60.0,42.033,142.593,4.6,1,1,2,1,2,0,0,0,0,1,2006-04-26T23:10:36.969964Z,2006-04-26T23:10:36.969964Z,2006-04-26T23:10:34.999998,-1,-1,-1,-1,1
230,554,77,2677,53.0,42.313,143.07,5.5,2,2,1,3,1,0,4,0,0,0,2010-10-14T22:58:55.500031Z,2010-10-14T22:58:55.500031Z,2010-10-14T22:58:53.999999,-1,1,-1,1,-1
231,212,392,2676,53.0,43.174,145.597,4.8,1,1,2,1,2,0,1,0,0,0,2010-11-19T13:01:58.769972Z,2010-11-19T13:01:58.769972Z,2010-11-19T13:01:57.000000,-1,-1,-1,-1,-1
232,1128,538,2678,3.0,42.978,141.441,4.6,5,5,5,5,5,1,1,1,1,1,2010-12-02T06:44:02.540032Z,2010-12-02T06:44:02.540032Z,2010-12-02T06:44:01.000003,1,1,1,1,1
233,194,564,564,0.0,34.218,135.23,4.6,1,1,2,1,2,0,0,0,0,0,1994-10-16T08:21:06.600033Z,1994-10-16T08:21:06.600033Z,1994-10-16T08:21:05.000002,-1,-1,-1,-1,-1
234,58,291,566,0.0,35.181999999999995,138.983,4.9,0,0,0,0,0,1,2,2,1,2,1994-10-25T15:06:17.500004Z,1994-10-25T15:06:17.500004Z,1994-10-25T15:06:16.000001,-1,-1,-1,-1,-1
235,848,118,1746,65.0,37.263000000000005,141.128,5.3,1,1,1,2,2,0,0,0,0,0,2004-01-23T18:01:31.380011Z,2004-01-23T18:01:31.380011Z,2004-01-23T18:01:30.000003,-1,-1,-1,-1,-1
236,823,556,1742,43.0,42.187,143.374,4.6,5,5,6,5,6,0,0,0,0,0,2004-01-13T05:12:13.910004Z,2004-01-13T05:12:13.910004Z,2004-01-13T05:12:11.999997,2,2,2,2,2
237,1274,30,49,5.0,35.645,140.727,6.0,10,10,10,24,11,0,4,0,0,0,1990-06-01T10:22:09.199999Z,1990-06-01T10:22:09.199999Z,1990-06-01T10:22:07.999997,1,1,1,1,1
238,53,474,46,5.0,36.06,139.947,4.7,1,1,1,1,2,0,0,0,0,0,1990-04-09T00:52:55.999983Z,1990-04-09T00:52:55.999983Z,1990-04-09T00:52:54.000003,-1,-1,-1,-1,-1
239,89,95,45,27.0,37.052,137.102,5.4,1,1,2,1,2,0,0,0,0,0,1990-05-17T10:04:07.799980Z,1990-05-17T10:04:07.799980Z,1990-05-17T10:04:05.999997,-1,-1,-1,-1,-1
240,934,260,1299,8.0,35.721,136.11,4.9,4,4,4,5,5,0,0,0,0,0,2000-06-05T09:54:41.259973Z,2000-06-05T09:54:41.259973Z,2000-06-05T09:54:39.999996,1,1,1,1,1
241,19,282,1563,42.0,33.349000000000004,132.357,4.9,1,1,1,1,3,0,0,0,0,0,2002-10-13T19:06:32.080036Z,2002-10-13T19:06:32.080036Z,2002-10-13T19:06:31.000001,-1,-1,-1,-1,1
242,1028,587,732,6.0,41.368,140.072,4.6,7,7,8,14,8,0,3,0,0,0,1995-11-23T20:02:10.869963Z,1995-11-23T20:02:10.869963Z,1995-11-23T20:02:08.999997,1,1,1,2,1
