,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
0,5.2,35.0016,44.182,29.8,2012-03-05T06:50:37.620005Z,0,0,0,1,0,0,0,0,1,0
1,5.0,35.3787,39.6237,17.0,1996-01-11T23:03:48.240004Z,1,0,1,0,0,0,0,1,0,1
2,5.1,35.3745,45.1844,28.6,1999-01-15T19:14:12.329984Z,1,0,1,0,0,0,0,1,0,1
3,4.9,39.4712,32.6353,11.8,1999-08-24T17:33:22.089979Z,0,1,0,1,0,0,1,0,1,0
4,5.0,37.216,44.154,23.6,2002-02-28T00:46:29.239971Z,0,1,0,1,0,0,1,0,1,0
5,4.9,39.8006,42.0171,24.0,1998-04-13T19:56:30.660030Z,0,1,1,1,0,0,1,0,1,1
6,4.9,35.1019,25.8309,19.2,1998-05-05T14:38:11.919980Z,0,1,0,1,0,0,1,0,1,0
7,5.0,38.6656,45.8127,2.1,2008-09-02T20:00:51.010017Z,0,1,0,1,0,0,1,0,1,0
8,4.9,37.9476,38.2331,5.0,2004-02-26T04:13:57.260010Z,1,1,1,1,0,0,1,1,1,1
9,5.7,40.4354,42.3783,14.4,1999-12-03T17:06:55.949960Z,0,5,1,5,1,1,5,0,5,1
10,5.1,35.865,29.77,5.0,2001-10-30T21:00:05.410019Z,0,2,0,2,0,0,2,0,2,0
11,5.0,38.3655,45.2946,17.7,1998-11-18T11:37:20.739992Z,0,1,0,1,0,0,1,0,1,0
12,6.1,39.5211,40.1322,23.7,1995-12-05T18:52:41.020030Z,2,5,2,5,2,2,0,1,0,1
13,5.7,35.5969,28.9489,56.7,2012-07-09T13:55:00.609976Z,0,0,2,0,0,0,0,0,0,1
14,5.1,35.6607,31.5401,59.7,2005-05-14T23:46:48.309977Z,1,0,1,0,0,0,0,1,0,1
15,5.3,42.6504,43.4989,23.5,2006-02-06T04:08:03.950017Z,0,39,0,83,1,1,39,0,83,0
16,5.0,37.177,35.283,10.0,2000-03-08T17:14:45.829970Z,2,0,2,0,0,0,0,2,0,2
17,5.1,35.8319,26.8617,14.1,2004-02-07T21:17:21.370041Z,0,1,2,1,1,0,1,0,1,2
18,5.0,38.658,40.1155,11.0,1998-12-20T03:21:16.749995Z,1,1,2,1,2,0,1,1,1,2
19,5.3,35.7334,31.5347,51.7,2009-12-22T06:06:22.279993Z,0,1,0,1,0,0,1,0,1,0
20,4.9,39.5523,36.8505,6.0,1999-06-11T05:25:18.669970Z,0,4,0,4,0,0,4,0,4,0
21,6.2,36.1028,27.0639,28.0,1996-07-20T00:00:43.849983Z,3,185,4,192,1,1,41,0,43,0
22,5.0,38.4288,45.4421,8.1,2013-04-18T10:39:39.019963Z,0,20,0,21,1,1,20,0,21,0
23,5.0,35.3017,35.4401,10.0,2006-03-29T22:05:13.169964Z,0,1,0,1,0,0,1,0,1,0
24,5.8,36.7933,28.2046,12.0,1999-10-05T01:04:57.200044Z,2,2,2,2,2,2,0,2,0,2
25,5.4,35.12,27.066,9.8,2000-06-13T01:43:14.690007Z,7,56,8,67,0,2,37,6,43,7
26,5.0,35.4361,27.2831,14.6,1997-05-09T18:41:01.769971Z,2,6,3,6,1,1,6,2,6,3
27,5.2,35.384,27.747,11.0,2001-05-29T04:43:57.059964Z,11,5,21,5,0,2,5,11,5,21
28,5.2,39.9,42.295,10.0,2002-07-01T05:17:58.039992Z,0,2,0,2,0,0,2,0,2,0
29,5.4,36.3706,27.9168,68.1,1996-04-26T07:01:28.929991Z,1,1,1,1,0,0,0,1,0,1
30,5.1,36.0921,45.0199,14.7,2017-08-23T13:42:54.459961Z,1,2,1,2,1,1,2,1,2,1
31,4.9,35.4036,27.5144,18.1,2005-10-11T05:44:26.350025Z,0,3,0,3,1,1,3,0,3,0
32,5.0,37.8776,26.8352,24.0,1998-07-09T17:36:49.329963Z,0,2,0,2,0,0,2,0,2,0
33,5.1,38.3438,38.9459,11.7,1998-05-09T15:38:03.259965Z,0,3,0,3,1,1,3,0,3,0
34,4.9,37.4107,29.5697,19.5,2009-12-04T17:19:48.800033Z,0,1,0,1,0,0,1,0,1,0
35,5.1,38.508,26.033,28.4,2000-06-29T14:15:26.500007Z,1,5,11,16,1,1,5,1,16,11
36,5.2,39.3185,41.1074,24.6,1998-04-13T15:14:34.740035Z,0,2,0,2,0,0,2,0,2,0
37,5.0,38.8199,29.0341,11.5,2017-04-21T13:09:21.980020Z,0,4,0,4,1,1,4,0,4,0
38,5.0,39.7727,41.7681,2.9,2006-03-21T11:29:05.990010Z,1,3,1,3,1,1,3,1,3,1
39,4.9,35.2982,27.7683,26.8,2010-01-17T20:16:05.799995Z,5,13,9,13,1,1,13,5,13,9
40,5.7,36.1954,35.9643,19.5,1997-01-22T17:57:22.400010Z,0,9,5,9,0,0,6,0,6,2
41,5.1,38.69,39.92,10.0,1996-10-17T21:48:34.200025Z,0,0,3,0,1,0,0,0,0,3
42,4.9,35.5633,31.2505,45.1,2015-08-18T21:19:43.570013Z,1,3,1,3,1,1,3,1,3,1
43,4.9,38.8126,33.0716,7.9,2007-12-13T18:06:21.769977Z,0,5,0,5,1,1,5,0,5,0
44,5.3,42.0939,45.7945,13.6,2013-09-17T04:09:14.350028Z,0,3,0,3,1,1,2,0,2,0
45,5.6,38.541,25.593,32.0,2001-06-10T13:11:04.169961Z,8,100,9,112,1,1,15,4,19,4
46,5.0,37.137,37.307,9.0,2002-08-23T04:10:34.420022Z,0,3,0,3,1,1,3,0,3,0
47,5.8,35.8479,29.6646,42.4,2005-01-23T22:36:07.389991Z,1,27,1,27,1,1,8,0,8,0
48,5.1,39.7794,43.9676,5.0,2004-07-01T22:30:08.030021Z,0,18,0,19,2,2,16,0,17,0
49,5.3,41.9627,42.66,10.4,2011-01-19T09:17:49.539984Z,0,11,0,11,1,1,10,0,10,0
50,4.9,38.1273,38.9343,13.7,2010-09-17T10:17:09.059975Z,0,1,0,1,0,0,1,0,1,0
51,5.2,35.7133,26.5791,69.5,2015-03-27T23:34:54.309967Z,0,0,1,0,0,0,0,0,0,0
52,4.9,37.666,30.6386,10.6,2014-08-24T19:43:31.020043Z,0,6,0,6,1,1,6,0,6,0
53,5.0,35.9811,27.5352,21.4,2017-05-17T11:30:34.020029Z,0,0,6,0,1,0,0,0,0,6
54,5.9,35.0286,32.3821,17.1,1995-02-23T21:03:04.359974Z,0,6,0,10,1,1,5,0,8,0
55,5.0,39.0296,41.4275,9.7,2013-09-17T20:40:51.670039Z,2,4,2,4,1,1,4,2,4,2
56,5.1,38.4615,44.9154,7.9,2012-12-23T06:38:56.710027Z,1,3,1,3,1,1,2,1,2,1
57,5.2,38.055,31.935,10.0,2000-01-17T22:19:57.389982Z,0,1,4,1,1,0,1,0,1,3
58,5.1,36.6359,26.2554,18.2,2007-08-31T20:52:42.690030Z,0,2,0,2,0,0,1,0,1,0
59,5.0,39.3296,40.9326,18.0,2006-07-02T19:39:41.560042Z,1,4,3,4,1,1,4,1,4,3
60,4.9,40.2503,33.2121,10.0,2008-01-31T00:01:22.839975Z,0,4,0,4,1,1,4,0,4,0
61,4.9,39.142,26.968,8.0,1999-09-27T04:02:02.000029Z,0,0,1,0,0,0,0,0,0,0
62,6.2,36.9312,35.2796,37.9,1998-06-27T13:55:55.919975Z,0,45,0,46,1,1,5,0,5,0
63,5.4,37.193,36.225,10.0,2001-06-25T13:28:47.580035Z,0,5,0,8,2,1,1,0,2,0
64,5.2,38.0891,30.0481,16.9,1998-04-04T16:16:50.030024Z,3,3,3,3,1,1,0,2,0,2
65,5.4,39.3756,38.1692,11.9,1999-04-06T00:08:25.760021Z,0,15,0,15,1,1,0,0,0,0
66,6.0,38.8442,25.7875,13.8,1997-11-14T21:38:52.620027Z,1,84,12,95,1,1,5,0,6,2
67,5.1,37.8147,29.3865,16.1,1995-08-18T00:52:27.259966Z,0,21,0,21,1,1,10,0,10,0
68,5.2,40.829,27.8033,25.7,1995-04-13T04:08:03.969973Z,9,8,14,8,1,1,2,3,2,6
69,5.2,38.0698,28.9836,12.8,1997-01-21T20:47:48.259994Z,2,41,3,42,1,1,12,0,12,0
70,5.6,38.407,42.953,48.4,2000-11-15T15:05:36.620021Z,0,67,1,67,1,1,17,0,17,0
71,5.2,40.7102,27.594,13.4,1999-09-20T21:28:01.159972Z,1,15,1,15,1,1,5,1,5,1
72,5.8,40.7182,35.2232,16.5,1996-08-14T01:55:05.690033Z,0,146,0,175,0,2,25,0,30,0
73,5.2,39.3374,27.8887,19.5,1999-07-25T06:56:55.759978Z,33,40,40,47,2,2,18,16,22,17
74,5.4,37.8138,26.8666,14.0,1996-04-02T07:59:25.749978Z,7,62,7,62,1,1,12,4,12,4
75,6.2,38.0378,30.1132,18.7,1995-10-01T15:57:16.530022Z,33,334,33,347,1,1,9,3,9,3
76,6.0,40.7,32.982,10.0,2000-06-06T02:41:50.060026Z,6,76,37,94,1,1,4,0,8,2
77,5.4,37.877,29.364,19.9,2000-04-21T12:23:09.019965Z,0,64,8,232,2,1,9,0,20,1
78,5.1,39.339,27.905,7.0,2001-06-22T11:54:50.780012Z,23,68,26,68,0,0,33,17,33,19
79,5.4,39.806,41.64,22.5,2001-07-10T21:42:07.630014Z,8,6,8,6,1,1,0,3,0,3
80,7.5,40.7968,29.9952,16.3,1999-08-17T00:01:40.629991Z,4,702,56,1255,2,1,3,0,6,0
81,5.2,36.6752,27.2161,17.2,2011-05-08T06:50:24.320027Z,0,8,1,8,1,1,4,0,4,1
82,4.9,38.9876,42.3118,6.0,2011-02-22T09:08:17.200029Z,3,26,3,26,0,0,18,2,18,2
83,5.2,37.2973,43.8663,12.8,2011-10-27T08:04:22.859964Z,0,21,0,21,1,1,14,0,14,0
84,4.9,42.5267,42.9856,10.2,2011-08-18T11:57:42.439964Z,0,12,0,12,1,1,10,0,10,0
85,5.1,40.8244,27.7474,12.2,2011-07-25T17:57:22.619985Z,0,9,0,9,1,1,6,0,6,0
86,5.3,38.5459,39.6111,9.9,2011-06-23T07:34:45.640042Z,0,28,2,28,1,1,10,0,10,2
87,4.9,35.7829,25.7086,27.0,2011-09-15T08:42:22.019991Z,3,9,3,9,2,2,7,2,7,2
88,5.5,39.6655,38.6722,7.2,2011-09-22T03:22:36.979996Z,0,63,2,64,1,1,12,0,13,0
89,5.0,39.5854,39.7483,13.7,2009-07-30T07:37:52.839982Z,1,5,1,5,1,1,2,1,2,1
90,5.7,35.3441,28.4806,39.5,2009-06-19T14:05:00.549972Z,12,33,12,33,1,1,6,2,6,2
91,5.1,37.6459,26.8739,12.3,2009-06-20T08:28:20.999971Z,4,10,4,10,1,1,4,2,4,2
92,4.9,37.9384,28.8307,15.7,2009-12-04T06:02:21.199978Z,12,11,12,11,1,1,9,12,9,12
93,5.1,38.9013,26.2778,6.8,2014-12-06T01:45:06.799970Z,0,18,0,18,2,2,13,0,13,0
94,4.9,35.343,27.7686,16.0,2015-09-16T19:52:11.369997Z,2,8,2,8,1,1,7,2,7,2
95,5.0,40.7005,36.687,14.3,2015-10-09T14:39:17.540002Z,1,4,2,4,1,1,3,1,3,2
96,4.9,37.1622,30.0352,7.9,2015-02-16T11:52:45.470039Z,4,3,4,3,0,0,1,4,1,4
97,6.0,35.1952,26.8373,22.6,2015-04-16T18:07:43.609958Z,0,140,0,150,1,1,26,0,26,0
98,5.1,40.3122,25.8299,4.6,2013-07-30T05:33:08.610018Z,3,6,4,6,1,1,5,3,5,4
99,5.1,43.2283,41.6351,9.2,2013-05-28T00:09:53.350010Z,1,6,2,6,2,1,3,1,3,2
100,4.9,38.2175,25.1134,4.9,2014-04-30T04:03:31.419962Z,0,5,0,5,2,2,4,0,4,0
101,5.1,37.5866,38.5242,11.1,2018-04-24T00:34:30.950022Z,1,7,2,7,1,1,4,0,4,1
