,b_a,b_f,c_type,c_type60,cid,depth0,dm_a,dm_f,fstyle_m,lat0,lon0,m0,na,na_all,nf,nf_all,ot0,rate_a,rate_f
149,-999.0,-999,1,1,150,6.0,1.7999999999999998,-999.0,3.0,32.3,-115.27,7.2,3,3,0,0,2010-04-04T22:40:39.360000Z,0.0634764798483753,-999.0
150,-999.0,-999,0,0,151,36.1,-999.0,-999.0,0.0,37.89,144.09,7.2,0,0,0,0,2012-12-07T08:18:23.039997Z,-999.0,-999.0
151,-999.0,-999,0,0,152,19.0,2.0,-999.0,3.0,2.43,93.21,7.2,1,1,0,0,2012-01-10T18:37:00.480000Z,inf,-999.0
152,-999.0,-999,0,0,153,33.0,1.0,-999.0,3.0,15.77,119.74,7.2,1,1,0,0,1999-12-11T18:03:35.999995Z,inf,-999.0
153,-999.0,-999,2,2,154,33.0,1.9000000000000004,0.10000000000000053,3.0,7.17,126.86,7.2,2,2,1,1,1992-05-17T10:15:27.360004Z,0.06601379028064923,inf
154,-999.0,-999,0,0,155,21.0,2.0,-999.0,0.0,4.56,-77.49,7.2,1,1,0,0,1991-11-19T22:28:50.879997Z,inf,-999.0
155,-999.0,-999,0,0,156,10.0,-999.0,1.6000000000000005,0.0,40.76,31.16,7.2,0,0,1,1,1999-11-12T16:57:21.599998Z,-999.0,inf
156,-999.0,-999,0,0,157,14.0,-999.0,-999.0,3.0,33.07,136.62,7.2,0,0,0,0,2004-09-05T10:07:06.240000Z,-999.0,-999.0
157,-999.0,-999,0,0,158,39.2,-999.0,-999.0,3.0,6.91,92.96,7.2,0,0,0,0,2004-12-26T04:21:30.240001Z,-999.0,-999.0
158,-999.0,-999,1,1,159,34.0,0.7999999999999998,0.5,3.0,14.73,-92.68,7.2,7,7,5,5,1993-09-10T19:12:51.839996Z,0.21577633241890845,0.6531934628336886
159,-999.0,-999,1,1,160,25.0,0.5,0.7000000000000002,1.0,-2.49,99.97,7.2,5,5,8,8,2008-02-25T08:36:31.679998Z,0.24742798608418937,0.15593478027838645
160,-999.0,-999,0,0,161,26.0,-999.0,-999.0,1.0,51.48,-176.85,7.2,0,0,0,0,1996-06-10T15:24:54.719996Z,-999.0,-999.0
161,-999.0,-999,1,1,162,16.0,1.6000000000000005,-999.0,0.0,7.92,92.19,7.2,8,8,0,0,2005-07-24T15:42:02.879999Z,0.15853230789338896,-999.0
162,-999.0,-999,1,1,163,36.0,1.2000000000000002,-999.0,0.0,38.28,142.04,7.2,3,3,0,0,2005-08-16T02:46:27.840002Z,0.47392616231105306,-999.0
163,-999.0,-999,1,1,164,29.4,0.9000000000000004,1.2000000000000002,0.0,51.36,-179.52,7.2,3,3,1,1,2007-12-19T09:30:23.040001Z,0.16022131904877956,inf
164,-999.0,-999,0,0,165,10.0,1.5,-999.0,2.0,28.82,34.86,7.2,2,2,0,0,1995-11-22T04:15:10.080003Z,2.419257288082896,-999.0
165,-999.0,-999,1,1,166,30.0,0.9000000000000004,-999.0,0.0,2.82,96.08,7.2,3,3,0,0,2002-11-02T01:26:06.720004Z,0.1080532053982236,-999.0
166,-999.0,-999,1,1,167,33.0,1.7000000000000002,1.7000000000000002,2.0,-9.05,158.49,7.2,2,2,1,1,1991-10-14T15:58:10.560005Z,0.06965316207951315,inf
167,-999.0,-999,1,1,168,50.0,1.2000000000000002,2.0,0.0,-6.06,147.59,7.2,4,4,1,1,1992-05-15T07:05:05.280004Z,0.16259832117271555,inf
168,-999.0,-999,1,1,169,31.0,0.9000000000000004,1.4000000000000004,3.0,-13.7,166.64,7.2,7,7,1,1,2010-05-27T17:14:47.040002Z,0.19781778721021354,inf
169,-999.0,-999,1,1,170,15.0,0.6000000000000005,1.7999999999999998,1.0,40.37,-124.32,7.2,3,3,1,1,1992-04-25T18:06:02.879997Z,0.07391565730721403,inf
170,-999.0,-999,0,0,171,15.0,-999.0,-999.0,0.0,27.81,86.07,7.2,0,0,0,0,2015-05-12T07:05:22.559995Z,-999.0,-999.0
171,-999.0,-999,0,0,172,10.0,0.6000000000000005,-999.0,2.0,41.3,-125.97,7.2,1,1,0,0,2005-06-15T02:50:55.679999Z,inf,-999.0
172,-999.0,-999,1,1,173,21.0,0.6000000000000005,1.1000000000000005,0.0,-17.6,167.86,7.2,15,15,1,1,2002-01-02T17:22:50.880005Z,0.3416202822242401,inf
173,-999.0,-999,0,0,174,33.0,-999.0,1.4000000000000004,1.0,-6.51,130.39,7.2,0,0,1,1,1992-12-20T20:52:39.360004Z,-999.0,inf
174,-999.0,-999,1,1,175,33.0,0.6000000000000005,1.9000000000000004,2.0,-16.62,167.51,7.2,12,12,1,1,1994-07-13T02:35:57.119997Z,0.42173628829866716,inf
175,-999.0,-999,1,1,176,35.0,0.9000000000000004,1.2000000000000002,2.0,-11.61,165.76,7.2,10,10,1,1,2007-09-02T01:05:13.920000Z,0.4466538923651369,inf
176,-999.0,-999,1,1,177,28.0,1.6000000000000005,-999.0,0.0,-45.1,167.14,7.2,3,3,0,0,2003-08-21T12:12:48.960001Z,0.08615663851253925,-999.0
177,-999.0,-999,1,1,178,16.4,1.7000000000000002,-999.0,2.0,-22.48,173.12,7.2,7,7,0,0,2016-08-12T01:26:32.640000Z,0.4353017262823804,-999.0
178,-999.0,-999,1,1,179,44.0,0.9000000000000004,1.2999999999999998,0.0,-6.52,155.0,7.2,12,12,4,4,1996-04-29T14:40:42.239995Z,1.0471661067239344,0.40621509089266283
179,-999.0,-999,0,0,180,10.0,1.4000000000000004,-999.0,0.0,33.83,59.81,7.2,1,1,0,0,1997-05-10T07:57:30.240003Z,inf,-999.0
180,-999.0,-999,0,0,181,22.0,-999.0,-999.0,0.0,42.08,73.56,7.2,0,0,0,0,1992-08-19T02:04:33.599998Z,-999.0,-999.0
181,-999.0,-999,0,0,182,33.0,-999.0,-999.0,0.0,38.23,72.75,7.2,0,0,0,0,2015-12-07T07:50:09.599997Z,-999.0,-999.0
