,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
235,-1,-1,42.7,39.0782,45.7187,5.1,0,0,0,0,0,0,0,0,1996-06-18T08:11:06.859965Z
236,-1,-1,28.4,38.508,26.033,5.1,1,1,1,1,1,1,1,1,2000-06-29T14:15:26.499997Z
237,-1,-1,5.0,35.865,29.77,5.1,0,0,0,0,0,0,0,0,2001-10-30T21:00:05.410019Z
238,-1,-1,11.8,38.671,43.2074,5.1,1,1,1,1,0,0,0,0,2011-10-24T15:28:07.360029Z
239,-1,-1,7.2,39.5376,27.508000000000003,5.0,0,0,0,0,0,0,0,0,1998-03-05T01:55:32.490018Z
240,-1,-1,14.5,43.4216,28.6636,5.0,0,0,0,0,0,0,0,0,2009-08-05T07:49:03.690015Z
241,-1,-1,18.0,39.3296,40.9326,5.0,0,0,0,0,0,0,0,0,2006-07-02T19:39:41.560042Z
242,-1,-1,12.7,40.7655,31.5042,5.0,0,0,0,0,0,0,0,0,1999-11-16T17:51:19.840027Z
243,-1,-1,23.6,37.216,44.153999999999996,5.0,0,0,0,0,0,0,0,0,2002-02-28T00:46:29.239971Z
244,-1,-1,10.0,35.3017,35.4401,5.0,0,0,0,0,0,0,0,0,2006-03-29T22:05:13.169964Z
245,-1,-1,24.7,35.0995,26.8645,5.0,0,0,0,0,0,0,0,0,2015-04-16T19:02:14.479985Z
246,1,1,12.4,39.5842,34.3595,5.0,4,4,3,3,1,1,1,1,2016-01-10T17:40:49.770019Z
247,-1,-1,9.0,40.1216,41.9951,5.0,0,0,0,0,0,0,0,0,1998-12-19T16:15:18.209983Z
248,-1,-1,11.0,38.658,40.1155,5.0,1,1,1,1,0,0,0,0,1998-12-20T03:21:16.749995Z
249,1,1,8.1,38.4288,45.4421,5.0,9,9,9,9,0,0,0,0,2013-04-18T10:39:39.019963Z
250,-1,-1,29.1,37.7437,29.6618,5.0,0,0,0,0,0,0,0,0,1998-02-25T06:58:06.100031Z
251,-1,-1,2.9,39.7727,41.7681,5.0,2,2,2,2,0,0,0,0,2006-03-21T11:29:05.990000Z
252,4,4,10.2,37.3003,37.0949,5.0,52,52,42,42,3,3,3,3,2012-09-19T09:17:48.379983Z
253,-1,-1,15.2,37.3725,42.9766,5.0,0,0,0,0,0,0,0,0,2012-08-05T20:37:23.159965Z
254,-1,-1,21.4,35.9811,27.5352,5.0,0,0,0,0,0,0,0,0,2017-05-17T11:30:34.020029Z
255,1,1,14.3,40.7005,36.687,5.0,3,3,2,2,1,1,1,1,2015-10-09T14:39:17.540002Z
256,-1,-1,12.0,38.8206,26.4809,5.0,0,0,0,0,0,0,0,0,2017-06-22T02:48:53.190028Z
257,-1,-1,9.0,40.8515,31.4997,5.0,0,0,0,0,0,0,0,0,1999-11-17T08:15:28.149988Z
258,-1,-1,17.7,38.3655,45.2946,5.0,0,0,0,0,0,0,0,0,1998-11-18T11:37:20.740002Z
259,-1,-1,34.2,37.305,44.768,5.0,0,0,0,0,0,0,0,0,2000-02-26T08:18:37.970001Z
260,1,1,11.5,38.6613,27.6067,5.0,18,18,12,12,13,13,13,13,2017-04-21T14:12:21.649964Z
261,1,1,11.5,38.8199,29.0341,5.0,3,3,3,3,0,0,0,0,2017-04-21T13:09:21.980020Z
262,1,1,13.2,37.1155,28.6573,5.0,6,6,5,5,1,1,1,1,2017-04-13T16:22:16.779972Z
263,-1,-1,49.9,35.0761,27.0913,5.0,0,0,0,0,0,0,0,0,2006-08-22T09:23:21.620028Z
264,-1,-1,11.0,40.8137,31.0329,5.0,0,0,0,0,0,0,0,0,1999-08-17T06:28:01.739973Z
265,-1,-1,10.0,37.177,35.283,5.0,0,0,0,0,1,1,1,1,2000-03-08T17:14:45.829970Z
266,1,1,13.7,39.5854,39.7483,5.0,6,6,3,3,0,0,0,0,2009-07-30T07:37:52.839982Z
267,1,1,16.6,36.9935,28.4128,5.0,13,13,5,5,0,0,0,0,2013-05-16T03:02:04.069967Z
268,1,1,2.8,37.898,29.03,5.0,11,11,10,10,12,12,9,9,2000-10-04T02:33:56.539983Z
269,-1,-1,11.0,40.8428,31.3081,5.0,1,1,1,1,0,0,0,0,1999-11-17T00:15:50.459962Z
270,-1,-1,24.0,37.8776,26.8352,5.0,1,1,1,1,0,0,0,0,1998-07-09T17:36:49.329963Z
271,-1,-1,16.3,41.2788,44.0014,5.0,0,0,0,0,0,0,0,0,1999-01-14T22:45:17.890012Z
272,5,5,18.6,37.9402,30.9643,5.0,20,20,17,17,34,34,18,18,2007-04-10T22:00:36.809966Z
273,-1,-1,10.0,39.3408,27.9519,5.0,0,0,0,0,1,1,1,1,1999-07-24T16:05:50.140001Z
274,-1,-1,31.7,36.5213,34.9653,5.0,0,0,0,0,0,0,0,0,2015-07-29T22:00:55.869981Z
275,-1,-1,4.0,35.12,27.12,5.0,0,0,0,0,0,0,0,0,2000-06-15T16:10:16.790013Z
276,-1,-1,11.0,40.7101,30.348000000000003,5.0,0,0,0,0,0,0,0,0,1999-08-17T04:20:19.390013Z
277,-1,-1,9.0,37.137,37.306999999999995,5.0,0,0,0,0,0,0,0,0,2002-08-23T04:10:34.420022Z
278,2,2,5.0,40.4376,37.3984,5.0,3,3,2,2,1,1,1,1,2005-05-12T09:25:39.139972Z
279,-1,-1,2.1,38.6656,45.8127,5.0,1,1,1,1,0,0,0,0,2008-09-02T20:00:51.010017Z
280,-1,-1,3.9,40.723,32.921,5.0,0,0,0,0,0,0,0,0,2000-06-09T03:14:19.099997Z
281,1,1,9.7,39.0296,41.4275,5.0,3,3,3,3,2,2,2,2,2013-09-17T20:40:51.670049Z
282,-1,-1,11.0,40.6578,30.5559,5.0,0,0,0,0,0,0,0,0,1999-08-20T10:00:19.419988Z
283,-1,-1,17.0,35.3787,39.6237,5.0,0,0,0,0,0,0,0,0,1996-01-11T23:03:48.240004Z
284,-1,-1,12.0,40.7308,29.9134,5.0,0,0,0,0,0,0,0,0,1999-08-17T00:16:27.940014Z
285,-1,-1,7.4,38.8125,43.8343,5.0,1,1,1,1,0,0,0,0,2011-11-18T17:39:41.289984Z
286,-1,-1,13.3,39.1327,28.9954,5.0,3,3,3,3,0,0,0,0,2011-05-28T05:47:18.429971Z
287,-1,-1,35.0,36.3633,28.9451,5.0,0,0,0,0,0,0,0,0,2012-06-25T13:05:29.500000Z
288,1,1,7.7,40.8459,27.9342,5.0,4,4,3,3,0,0,0,0,2012-06-07T20:54:26.929980Z
289,-1,-1,19.8,38.8875,26.2777,5.0,0,0,0,0,0,0,0,0,2014-12-06T06:20:54.890015Z
290,-1,-1,11.0,40.8416,30.9473,5.0,0,0,0,0,0,0,0,0,1999-11-13T00:54:56.719958Z
291,-1,-1,12.4,38.8245,40.1479,5.0,0,0,0,0,0,0,0,0,2010-03-08T10:14:26.909980Z
292,-1,-1,15.0,38.821999999999996,44.8257,5.0,0,0,0,0,0,0,0,0,2003-08-11T20:12:07.280006Z
293,-1,-1,9.0,40.8323,31.4786,5.0,0,0,0,0,0,0,0,0,1999-11-20T08:44:14.120017Z
294,-1,-1,14.6,35.4361,27.2831,5.0,1,1,1,1,0,0,0,0,1997-05-09T18:41:01.769971Z
