,c_type,c_type60,depth0,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0
234,1,1,16.0,7.92,92.19,7.2,11,11,7,7,0,0,0,0,2005-07-24T15:42:06.210035Z
235,1,1,58.0,-6.075,147.572,7.2,6,6,4,4,0,0,0,0,1992-05-15T07:05:05.339972Z
236,1,1,9.856,40.335333299999995,-124.22866670000002,7.2,2,2,2,2,1,1,1,1,1992-04-25T18:06:05.179965Z
237,1,1,35.3,-29.211,-177.58900000000003,7.2,7,7,7,7,1,1,0,0,1995-07-03T19:50:50.620042Z
238,1,1,28.0,-45.104,167.144,7.2,14,14,6,6,0,0,0,0,2003-08-21T12:12:49.789951Z
239,0,0,34.1,14.717,-92.645,7.2,10,10,8,8,5,5,5,5,1993-09-10T19:12:54.620006Z
240,1,1,10.0,35.49,81.467,7.2,15,15,7,7,0,0,0,0,2008-03-20T22:32:57.930004Z
241,-1,-1,39.2,6.91,92.958,7.2,0,0,0,0,0,0,0,0,2004-12-26T04:21:29.809989Z
242,-1,-1,33.0,-5.771,154.347,7.2,1,1,1,1,0,0,0,0,1995-08-16T23:10:23.980003Z
243,-1,-1,32.8,7.239,126.645,7.1,0,0,0,0,0,0,0,0,1992-05-17T09:49:19.109971Z
244,1,1,44.07,37.7534,141.7145,7.1,4,4,4,4,0,0,0,0,2021-02-13T14:07:50.194043Z
245,1,1,39.0,-15.7675,-74.7092,7.1,3,3,2,2,0,0,0,0,2018-01-14T09:18:45.539972Z
246,1,1,35.0,37.1557,144.6611,7.1,6,6,5,5,0,0,0,0,2013-10-25T17:10:19.710020Z
247,1,1,19.8,-5.982,-77.094,7.1,9,9,5,5,2,2,2,2,1991-04-05T04:19:49.519988Z
248,1,1,35.0,1.271,126.249,7.1,10,10,9,9,1,1,1,1,2001-02-24T07:23:48.729956Z
249,1,1,33.0,-36.813,-179.575,7.1,17,17,11,11,0,0,0,0,2001-08-21T06:52:06.250001Z
250,-1,-1,48.0,18.5499,-98.4887,7.1,0,0,0,0,0,0,0,0,2017-09-19T18:14:38.090027Z
251,1,1,33.0,5.397,121.93700000000001,7.1,4,4,3,3,0,0,0,0,1999-03-04T08:52:01.899988Z
252,-1,-1,16.0,5.358,31.848000000000003,7.1,0,0,0,0,0,0,0,0,1990-05-24T20:00:08.190001Z
253,1,1,33.0,12.614,125.154,7.1,8,8,7,7,1,1,1,1,1996-06-11T18:22:55.730005Z
254,-1,-1,35.2,-18.771,-172.415,7.1,1,1,1,1,1,1,0,0,1988-10-08T04:46:24.529985Z
255,2,2,20.4,-10.972000000000001,164.18099999999998,7.1,9,9,8,8,0,0,0,0,1993-03-06T03:05:49.869969Z
256,1,1,18.1,11.76,121.899,7.1,4,4,3,3,1,1,0,0,1990-06-14T07:40:56.209989Z
257,-1,-1,60.53,-6.5858,155.0485,7.1,0,0,0,0,0,0,0,0,2014-04-11T07:07:23.129981Z
258,1,1,19.04,9.8796,124.1167,7.1,20,20,14,14,0,0,0,0,2013-10-15T00:12:32.049964Z
259,-1,-1,67.3,-5.577000000000001,130.791,7.1,1,1,1,1,0,0,0,0,1987-06-17T01:32:53.719989Z
260,1,1,33.0,1.6213,126.4156,7.1,33,33,24,24,1,1,1,1,2019-11-14T16:17:40.578000Z
261,5,5,45.0,1.8929,126.5217,7.1,26,26,21,21,2,2,2,2,2014-11-15T02:31:41.720044Z
262,-1,-1,24.8,53.452,169.87099999999998,7.1,1,1,0,0,0,0,0,0,1990-11-06T20:14:29.739955Z
263,-1,-1,28.0,-18.311,168.218,7.1,0,0,0,0,0,0,0,0,2011-08-20T18:19:23.550015Z
264,1,1,16.0,-55.663999999999994,158.453,7.1,3,3,3,3,0,0,0,0,2008-04-12T00:30:12.600036Z
265,1,1,11.0,52.629,142.827,7.1,4,4,3,3,0,0,0,0,1995-05-27T13:03:52.650002Z
266,-1,-1,16.0,12.626,125.29700000000001,7.1,1,1,0,0,0,0,0,0,1995-05-05T03:53:45.050029Z
267,1,1,44.0,2.305,126.76,7.1,32,32,29,29,1,1,0,0,1989-02-10T11:15:24.679981Z
268,1,1,33.0,-19.528,173.81799999999998,7.1,3,3,3,3,1,1,1,1,2000-02-25T01:43:58.639949Z
269,1,1,42.0,38.275999999999996,141.588,7.1,5,5,3,3,0,0,0,0,2011-04-07T14:32:43.289988Z
270,2,2,33.0,51.272,177.97799999999998,7.1,6,6,6,6,2,2,2,2,2003-03-17T16:36:17.310013Z
271,1,1,10.0,-0.0456,-17.8255,7.1,2,2,0,0,1,1,1,1,2016-08-29T04:29:57.859949Z
272,2,2,28.4,27.929000000000002,130.175,7.1,18,18,16,16,0,0,0,0,1995-10-18T10:37:26.379987Z
273,5,5,10.0,-8.783,157.35399999999998,7.1,31,31,24,24,1,1,1,1,2010-01-03T22:36:25.640003Z
274,1,1,21.43,-22.0295,170.1262,7.1,12,12,10,10,2,2,1,1,2018-08-29T03:51:56.099986Z
275,1,1,18.0,38.721,43.508,7.1,14,14,12,12,0,0,0,0,2011-10-23T10:41:23.249986Z
276,-1,-1,22.0,-22.253,169.683,7.1,0,0,0,0,0,0,0,0,2004-01-03T16:23:21.019997Z
277,-1,-1,10.0,-46.676,164.72099999999998,7.1,0,0,0,0,0,0,0,0,2004-11-22T20:26:23.899982Z
278,-1,-1,35.0,-47.6165,85.0913,7.1,1,1,0,0,0,0,0,0,2015-12-04T22:25:00.110005Z
279,-1,-1,16.68,52.6487,-31.9016,7.1,1,1,1,1,1,1,1,1,2015-02-13T18:59:12.229988Z
280,-1,-1,10.0,-42.813,124.68799999999999,7.1,2,2,2,2,0,0,0,0,2001-12-12T14:02:35.040019Z
281,-1,-1,40.7,-35.2,-72.217,7.1,0,0,0,0,1,1,0,0,2012-03-25T22:37:06.000033Z
282,1,1,31.5,13.525,121.06700000000001,7.1,6,6,5,5,0,0,0,0,1994-11-14T19:15:30.659966Z
283,1,1,10.0,-1.639,134.911,7.1,7,7,5,5,0,0,0,0,1985-11-17T09:40:21.290015Z
284,1,1,10.0,-7.2175,154.5567,7.1,17,17,11,11,1,1,1,1,2015-05-07T07:10:19.589987Z
285,1,1,8.0,35.7695,-117.59933329999998,7.1,2,2,2,2,2,2,2,2,2019-07-06T03:19:53.039968Z
286,1,1,13.73,34.603333299999996,-116.265,7.1,3,3,3,3,0,0,0,0,1999-10-16T09:46:44.460015Z
287,1,1,32.8,24.279,122.179,7.1,5,5,4,4,1,1,1,1,2002-03-31T06:52:50.489985Z
288,1,1,58.0,-30.933000000000003,-71.22,7.1,8,8,6,6,0,0,0,0,1997-10-15T01:03:33.460044Z
289,1,1,20.7,-18.317999999999998,168.063,7.1,3,3,3,3,0,0,0,0,1990-03-05T16:38:12.570030Z
290,5,5,34.0,-20.616999999999997,169.357,7.1,15,15,12,12,1,1,1,1,2007-03-25T00:40:01.609997Z
291,1,1,33.0,29.976,68.208,7.1,4,4,4,4,0,0,0,0,1997-02-27T21:08:02.359967Z
292,1,1,23.0,-17.827,167.13299999999998,7.1,31,31,19,19,1,1,1,1,2012-02-02T13:34:40.650017Z
293,1,1,46.7,61.3464,-149.9552,7.1,7,7,3,3,0,0,0,0,2018-11-30T17:29:29.330016Z
294,4,4,43.0,-13.966,166.516,7.1,31,31,29,29,19,19,16,16,1985-12-21T01:13:22.409967Z
295,1,1,21.1,15.978,-98.07,7.1,10,10,10,10,1,1,0,0,1996-02-25T03:08:15.869982Z
296,1,1,33.1,-17.192,-72.305,7.1,8,8,7,7,0,0,0,0,1988-04-12T23:19:55.570002Z
297,-1,-1,10.0,-11.183,164.882,7.1,0,0,0,0,0,0,0,0,2013-02-06T01:23:19.760036Z
298,1,1,21.1,-37.759,178.752,7.1,17,17,16,16,1,1,1,1,1995-02-05T22:51:05.140000Z
299,2,2,10.0,21.799,120.54700000000001,7.1,6,6,6,6,1,1,1,1,2006-12-26T12:26:21.139955Z
300,1,1,10.0,-3.609,135.404,7.1,16,16,11,11,1,1,1,1,2004-11-26T02:25:03.310035Z
301,-1,-1,42.0,-23.913,-70.207,7.1,0,0,0,0,1,1,1,1,1998-01-30T12:16:08.690018Z
302,-1,-1,21.0,-10.927999999999999,166.018,7.1,0,0,0,0,0,0,0,0,2013-02-08T15:26:38.469986Z
303,-1,-1,40.0,-15.8385,-74.5112,7.1,0,0,0,0,0,0,0,0,2013-09-25T16:42:43.169980Z
