,m0,lat0,lon0,depth0,ot0,nf,na,nf_all,na_all,c_type,c_type60,na_apr,nf_apr,na_all_apr,nf_all_apr
149,5.5,53.3659,-160.4307,10.0,2020-07-05T08:53:31.199997Z,0,0,0,0,-1,-1,0,0,0,0
150,5.5,51.985,-171.5568,45.9,2011-10-28T01:35:28.319995Z,0,7,0,7,3,3,3,0,3,0
151,5.5,55.2507,-159.3189,35.63,2020-07-22T21:40:01.920003Z,0,0,0,0,-1,-1,0,0,0,0
152,5.5,51.5471,-175.2154,35.0,2013-08-30T16:29:08.159997Z,0,0,0,0,-1,-1,0,0,0,0
153,5.5,51.2517,-179.2006,32.0,2014-03-13T13:20:55.679999Z,0,1,0,1,-1,-1,1,0,1,0
154,5.5,56.546,-148.5352,10.0,2018-01-24T00:04:45.119998Z,0,0,0,0,-1,-1,0,0,0,0
155,5.5,54.3886,-159.8241,26.62,2020-10-19T21:32:23.999997Z,0,0,0,0,-1,-1,0,0,0,0
156,5.5,51.2468,-176.5007,53.7,2010-11-04T01:05:48.480002Z,0,6,0,6,1,1,4,0,4,0
157,5.5,51.4562,-175.2187,33.3,2010-10-10T06:08:12.479998Z,0,0,0,0,-1,-1,0,0,0,0
158,5.5,54.9598,-134.6877,13.2,2013-01-14T14:55:49.440003Z,0,0,0,0,-1,-1,0,0,0,0
159,5.5,54.9778,-157.5228,19.8,2012-03-10T14:10:36.479995Z,0,2,0,2,-1,-1,1,0,1,0
160,5.5,51.6801,-178.3828,10.0,2017-05-10T07:59:57.120005Z,0,0,0,0,-1,-1,0,0,0,0
161,5.5,51.4401,-176.1819,47.0,2012-04-11T09:00:08.639995Z,0,0,0,0,-1,-1,0,0,0,0
162,5.5,55.3344,-156.9608,43.4,2021-07-30T03:52:16.320003Z,0,0,0,0,-1,-1,0,0,0,0
163,5.5,51.8294,-175.374,50.72,2017-05-28T07:06:14.399998Z,1,2,1,2,1,1,1,1,1,1
164,5.5,52.7716,-169.6086,16.4,2010-07-19T08:23:16.800001Z,0,0,0,0,-1,-1,0,0,0,0
165,5.5,58.4501,-153.6515,62.9,2017-08-31T17:46:01.919995Z,0,0,0,0,-1,-1,0,0,0,0
166,5.4,52.0656,-169.431,11.9,2015-07-28T21:21:36.000001Z,0,0,0,0,-1,-1,0,0,0,0
167,5.4,51.3684,-178.5591,45.3,2010-08-04T21:51:24.480001Z,0,0,0,0,-1,-1,0,0,0,0
168,5.4,56.5153,-148.6434,6.42,2018-03-27T22:41:05.279996Z,10,55,10,55,1,1,4,4,4,4
169,5.4,55.9717,-153.3077,7.3,2020-04-17T00:22:45.120004Z,0,9,0,9,1,1,3,0,3,0
170,5.4,51.3234,-174.9136,23.5,2013-08-31T09:50:49.919999Z,0,0,0,0,-1,-1,0,0,0,0
171,5.4,56.6553,-169.1149,10.0,2015-01-31T17:39:15.840001Z,12,27,12,27,5,5,19,8,19,8
172,5.4,51.0954,-178.9525,22.0,2021-02-28T10:44:49.919997Z,1,1,1,1,-1,-1,0,1,0,1
173,5.4,52.3043,-168.6602,32.0,2015-02-03T07:27:24.480003Z,0,1,0,1,-1,-1,1,0,1,0
174,5.4,51.9467,-171.5686,51.6,2011-06-28T06:53:59.999998Z,0,0,0,0,-1,-1,0,0,0,0
175,5.4,52.8329,-166.7743,17.0,2016-07-26T19:46:33.600002Z,5,6,5,6,1,1,3,3,3,3
176,5.4,51.4531,-178.5882,16.86,2019-09-09T03:54:08.640003Z,0,6,0,6,1,1,1,0,1,0
177,5.4,51.4251,-174.5837,29.7,2013-09-05T10:09:24.479997Z,0,0,0,0,-1,-1,0,0,0,0
178,5.4,51.4813,-178.875,30.0,2013-11-15T03:35:16.800005Z,0,0,0,0,-1,-1,0,0,0,0
179,5.4,53.6954,-163.4225,26.6,2010-05-28T10:07:49.439997Z,0,1,0,1,-1,-1,0,0,0,0
180,5.4,56.0418,-149.2641,34.26,2018-01-26T01:09:33.120002Z,0,2,0,2,-1,-1,0,0,0,0
181,5.4,51.9738,-171.7084,47.1,2011-06-28T07:32:26.880002Z,0,0,0,0,-1,-1,0,0,0,0
182,5.4,52.5113,-167.9395,10.0,2016-05-15T12:04:53.760004Z,0,1,0,1,-1,-1,1,0,1,0
183,5.4,50.4174,-177.172,10.0,2019-09-09T21:24:20.160004Z,0,0,0,0,-1,-1,0,0,0,0
184,5.4,52.9123,-167.4638,26.29,2019-07-09T18:43:37.919999Z,0,2,0,2,-1,-1,0,0,0,0
185,5.4,56.8322,-155.2447,50.3,2013-12-07T07:36:28.800003Z,0,0,0,0,-1,-1,0,0,0,0
186,5.4,66.2966,-157.2159,6.3,2019-10-18T00:58:27.839996Z,4,31,4,31,2,2,6,0,6,0
187,5.4,52.286,-169.3778,16.4,2015-07-27T06:05:28.319995Z,0,0,0,0,-1,-1,0,0,0,0
188,5.4,55.1061,-134.5742,25.0,2013-01-05T12:28:30.720001Z,0,0,0,0,-1,-1,0,0,0,0
189,5.4,55.2152,-156.7591,20.8,2021-07-29T20:32:47.039998Z,0,0,0,0,-1,-1,0,0,0,0
190,5.4,51.1747,-176.1623,24.4,2010-12-25T20:20:32.639998Z,7,7,7,7,1,1,2,1,2,1
191,5.4,50.3037,-173.482,19.1,2013-02-20T08:47:11.039999Z,0,0,0,0,-1,-1,0,0,0,0
192,5.4,52.5021,-171.9649,29.2,2013-05-12T20:06:43.199999Z,0,1,0,1,-1,-1,1,0,1,0
193,5.4,51.0946,-179.9388,35.0,2020-01-26T22:33:35.999995Z,0,0,0,0,-1,-1,0,0,0,0
194,5.4,51.169,-179.9779,21.34,2020-01-26T22:33:35.999995Z,0,0,0,0,-1,-1,0,0,0,0
195,5.4,51.1947,-179.9178,35.0,2020-01-28T16:41:39.839998Z,0,0,0,0,-1,-1,0,0,0,0
196,5.4,56.7939,-152.6019,30.5,2017-05-11T14:36:31.679998Z,1,1,1,1,-1,-1,1,1,1,1
197,5.4,51.5524,-173.8827,10.0,2016-03-13T04:19:29.279995Z,0,0,0,0,-1,-1,0,0,0,0
198,5.4,51.4448,-174.973,25.3,2013-08-30T21:55:43.680003Z,0,0,0,0,-1,-1,0,0,0,0
199,5.3,51.5608,-173.2709,10.0,2015-11-02T08:31:11.999998Z,0,0,0,0,-1,-1,0,0,0,0
200,5.3,51.0126,-177.1141,16.0,2017-05-09T08:58:59.520002Z,0,0,0,0,-1,-1,0,0,0,0
201,5.3,55.1678,-156.9458,36.3,2021-07-29T16:09:07.199996Z,0,0,0,0,-1,-1,0,0,0,0
202,5.3,52.3164,-166.6633,10.78,2017-05-24T16:07:06.240000Z,0,0,0,0,-1,-1,0,0,0,0
203,5.3,53.0147,-166.7921,31.1,2012-01-12T14:20:32.639998Z,0,2,0,2,-1,-1,1,0,1,0
204,5.3,52.0375,-177.3907,8.5,2020-07-15T08:59:51.360005Z,0,0,0,0,-1,-1,0,0,0,0
205,5.3,52.5671,-169.1886,47.07,2017-08-09T05:40:42.239995Z,1,2,1,2,2,2,2,1,2,1
206,5.3,51.489,-178.3643,62.0,2011-05-05T15:06:11.520003Z,0,2,0,2,-1,-1,0,0,0,0
207,5.3,60.5552,-147.4303,16.6,2017-11-27T22:18:28.799997Z,0,0,0,0,-1,-1,0,0,0,0
208,5.3,56.6115,-148.1636,9.5,2018-01-23T23:21:24.480001Z,0,0,0,0,-1,-1,0,0,0,0
209,5.3,52.7803,-169.6669,14.8,2010-11-12T09:46:13.439996Z,16,9,16,9,1,1,2,6,2,6
210,5.3,57.4703,-155.5934,63.2,2018-05-11T04:58:22.079995Z,0,0,0,0,-1,-1,0,0,0,0
211,5.3,53.6193,-160.1604,10.0,2020-12-16T05:49:20.640000Z,0,0,0,0,-1,-1,0,0,0,0
212,5.3,51.5003,-174.6762,29.1,2013-09-14T00:27:12.960002Z,0,0,0,0,-1,-1,0,0,0,0
213,5.3,61.319,-149.9334,46.0,2021-02-27T18:59:28.320004Z,2,3,2,3,1,1,3,1,3,1
214,5.3,57.1463,-155.0386,49.7,2021-02-13T13:08:58.560001Z,0,3,0,3,1,1,1,0,1,0
215,5.3,51.6032,-176.8421,45.9,2010-11-20T10:14:00.960000Z,0,0,0,0,-1,-1,0,0,0,0
216,5.3,51.3558,-176.514,48.62,2017-04-04T10:49:09.119999Z,0,4,0,4,2,2,2,0,2,0
217,5.3,51.5001,-174.6377,27.7,2013-09-14T17:09:01.439996Z,0,0,0,0,-1,-1,0,0,0,0
218,5.3,51.1464,-179.8674,30.63,2020-01-26T07:24:05.759998Z,0,0,0,0,-1,-1,0,0,0,0
219,5.3,62.512,-142.7477,8.9,2017-02-13T07:17:11.039999Z,0,0,0,0,-1,-1,0,0,0,0
220,5.3,51.584,-178.4176,13.82,2017-06-07T16:22:22.080004Z,0,9,0,9,4,4,3,0,3,0
221,5.3,55.1526,-157.6035,35.0,2021-07-29T06:28:48.000002Z,0,0,0,0,-1,-1,0,0,0,0
222,5.3,51.7599,-173.3707,30.0,2017-06-17T00:17:16.799999Z,0,0,0,0,-1,-1,0,0,0,0
223,5.3,52.5245,-166.9182,10.0,2019-09-23T17:51:12.960000Z,0,4,0,4,1,1,2,0,2,0
224,5.3,51.614,-178.4788,37.49,2016-07-03T16:13:35.040004Z,1,0,1,0,-1,-1,0,0,0,0
225,5.3,52.5437,-169.2016,41.46,2017-08-09T05:48:28.799997Z,0,0,0,0,-1,-1,0,0,0,0
226,5.3,52.1558,-169.4219,31.1,2010-12-14T14:33:30.240005Z,1,0,1,0,-1,-1,0,1,0,1
