,b_a,b_f,c_type,c_type60,cid,depth0,dm_a,dm_f,fstyle_m,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0,rate_a,rate_f
32,-999.0,-999,5,2,981,35.0,1.1999999999999993,0.2999999999999998,2.0,10.1,-85.31,7.6,6,40,14,2,3,3,1,1,2012-09-05T14:42:08.639999Z,0.12591366100283702,2.546689303747878
33,-999.0,-999,1,1,985,21.0,0.8999999999999995,-999.0,3.0,0.35,-79.93,7.8,13,27,12,7,0,0,0,0,2016-04-16T23:58:33.600006Z,0.4140430668492116,-999.0
34,-999.0,-999,1,1,988,10.0,1.4000000000000004,-999.0,3.0,-55.28,-31.88,7.5,11,20,5,4,0,0,0,0,2016-08-19T07:32:26.880002Z,0.3113254539693397,-999.0
35,-999.0,-999,1,1,989,10.0,0.7999999999999998,0.7999999999999998,1.0,-21.95,169.43,7.5,11,18,10,4,9,60,24,5,2018-12-05T04:18:11.519997Z,0.2351070378222065,0.21031280524583626
36,-999.0,-999,2,2,995,25.0,0.39999999999999947,1.3999999999999995,3.0,-19.61,-70.77,8.1,24,60,7,6,14,17,4,4,2014-04-01T23:46:45.120003Z,0.40921483608449044,1.7232678081231594
37,-999.0,-999,1,1,997,46.0,0.7999999999999998,-999.0,0.0,-30.64,-178.1,7.3,21,25,19,16,0,7,6,0,2019-06-15T22:55:03.360001Z,0.6048195477683743,-999.0
38,-999.0,-999,1,1,1000,47.4,1.0999999999999996,2.799999999999999,0.0,15.02,-93.9,8.2,21,59,5,1,1,4,1,0,2017-09-08T04:49:17.760005Z,0.36862282512512806,inf
39,-999.0,-999,1,1,1001,11.0,2.2,1.0999999999999996,3.0,54.47,168.82,7.8,2,16,5,0,3,5,3,2,2017-07-17T23:34:13.440002Z,0.4051125200047692,0.06735458145854575
40,-999.0,-999,1,-1,1014,19.4,1.9000000000000004,-999.0,3.0,-0.59,128.03,7.2,1,3,3,1,0,0,0,0,2019-07-14T09:10:47.999995Z,inf,-999.0
41,-999.0,-999,1,1,1015,24.0,1.0,-999.0,3.0,13.96,-91.85,7.4,9,38,25,5,0,2,2,0,2012-11-07T16:35:45.599996Z,0.1712055151003616,-999.0
42,-999.0,-999,2,1,1017,17.0,1.5999999999999996,-999.0,3.0,-29.54,-176.34,7.6,29,111,32,8,0,0,0,0,2011-07-06T19:03:21.600010Z,0.6276078186956532,-999.0
43,-999.0,-999,1,-1,1025,10.0,1.9000000000000004,-999.0,2.0,-2.6,68.38,7.5,2,5,2,1,0,0,0,0,2003-07-15T20:27:53.280004Z,10.351966874793863,-999.0
44,-999.0,-999,1,1,1035,16.0,0.7000000000000002,-999.0,0.0,50.04,87.81,7.3,3,3,2,2,0,0,0,0,2003-09-27T11:33:21.599999Z,0.059666108457190475,-999.0
45,-999.0,-999,1,1,1054,24.0,1.5999999999999996,-999.0,0.0,18.77,-104.1,7.5,3,12,5,1,0,0,0,0,2003-01-22T02:06:34.560004Z,0.11822566915724317,-999.0
46,-999.0,-999,1,1,1069,10.0,2.3,-999.0,0.0,-60.53,-43.41,7.6,3,4,1,0,0,0,0,0,2003-08-04T04:37:20.639996Z,0.3125195324724652,-999.0
47,-999.0,-999,1,1,1081,28.0,1.6000000000000005,-999.0,0.0,-45.1,167.14,7.2,3,6,6,3,0,0,0,0,2003-08-21T12:12:48.960001Z,0.08615663851253925,-999.0
48,-999.0,-999,1,1,1099,10.0,2.0999999999999996,1.9000000000000004,1.0,-8.15,124.87,7.5,8,20,7,0,1,1,1,1,2004-11-11T21:26:38.400001Z,0.25698517838068113,inf
49,-999.0,-999,1,1,1111,33.0,2.0999999999999996,1.5999999999999996,2.0,-10.49,160.77,7.3,1,15,11,0,2,16,13,1,2003-01-20T08:43:09.119997Z,inf,0.1260223563659809
50,-999.0,-999,1,-1,1115,33.0,-999.0,-999.0,3.0,-9.62,-79.57,7.5,0,3,0,0,0,0,0,0,1996-02-21T12:51:07.200000Z,-999.0,-999.0
51,-999.0,-999,2,-1,1133,17.0,1.7999999999999998,-999.0,3.0,40.75,29.86,7.6,2,10,7,1,0,0,0,0,1999-08-17T00:01:35.039999Z,0.12893077706581504,-999.0
52,-999.0,-999,1,1,1154,10.0,2.2,-999.0,0.0,35.95,90.54,7.8,4,15,2,0,0,0,0,0,2001-11-14T09:26:12.480004Z,0.20769618202476922,-999.0
53,-999.0,-999,1,1,1167,31.0,1.2999999999999998,-999.0,2.0,-15.19,-173.59,7.3,5,30,29,5,0,12,12,0,1995-04-07T22:06:57.600005Z,0.170414652933652,-999.0
54,-999.0,-999,1,1,1170,10.0,1.6999999999999993,-999.0,0.0,-62.88,149.53,8.1,5,20,5,1,0,0,0,0,1998-03-25T03:12:23.039995Z,0.20913851662304134,-999.0
55,-999.0,-999,1,1,1172,33.0,1.0999999999999996,-999.0,0.0,23.77,120.98,7.6,13,62,23,6,0,0,0,0,1999-09-20T17:47:19.680004Z,0.3107245379173804,-999.0
56,-999.0,-999,1,-1,1174,33.0,2.2,-999.0,1.0,22.31,125.31,7.4,2,5,3,0,0,0,0,0,1998-05-03T23:30:20.159996Z,0.10917626507986615,-999.0
57,-999.0,-999,1,1,1175,49.0,2.0999999999999996,2.2,0.0,19.15,-104.22,8.0,3,40,12,0,1,1,0,0,1995-10-09T15:36:00.000002Z,0.07562275337390097,inf
58,-999.0,-999,1,1,1177,60.0,1.2000000000000002,-999.0,1.0,13.05,-88.66,7.7,12,51,19,4,0,0,0,0,2001-01-13T17:33:30.240005Z,0.36244687887971394,-999.0
59,-999.0,-999,1,-1,1180,60.6,-999.0,-999.0,3.0,16.06,-96.93,7.4,0,8,4,0,0,0,0,0,1999-09-30T16:31:17.759999Z,-999.0,-999.0
60,-999.0,-999,2,1,1181,31.0,1.7000000000000002,-999.0,1.0,6.03,124.25,7.5,6,23,12,4,0,8,6,0,2002-03-05T21:16:07.679996Z,0.10196382323561383,-999.0
61,-999.0,-999,4,1,1184,33.0,1.9000000000000004,-999.0,2.0,0.72,119.98,7.9,6,120,29,1,0,0,0,0,1996-01-01T08:05:08.160000Z,0.16489994695725463,-999.0
62,-999.0,-999,5,1,1185,33.0,1.7999999999999998,2.2,3.0,-12.58,166.68,7.7,9,132,54,3,1,4,2,0,1997-04-21T12:02:26.880002Z,0.2825736810880244,inf
63,-999.0,-999,1,1,1188,33.0,1.3999999999999995,-999.0,3.0,54.84,162.04,7.8,20,60,14,4,0,0,0,0,1997-12-05T11:26:52.800006Z,0.37726168379389247,-999.0
64,-999.0,-999,0,-1,1189,21.0,1.7000000000000002,-999.0,2.0,16.84,-98.6,7.3,1,15,13,1,0,0,0,0,1995-09-14T14:04:33.599998Z,inf,-999.0
65,-999.0,-999,1,-1,1225,4.9,2.7,1.3000000000000007,3.0,63.52,-147.44,7.9,1,4,0,0,1,1,1,1,2002-11-03T22:12:43.200001Z,inf,inf
66,-999.0,-999,1,-1,1233,30.0,-999.0,-999.0,0.0,1.27,122.09,7.3,0,6,3,0,0,0,0,0,2008-11-16T17:02:32.640002Z,-999.0,-999.0
67,-999.0,-999,2,2,1238,17.0,0.2999999999999998,-999.0,0.0,-0.41,132.88,7.7,13,31,12,4,0,0,0,0,2009-01-03T19:43:49.439999Z,0.26734448776759584,-999.0
68,-999.0,-999,1,-1,1251,6.0,1.7999999999999998,-999.0,0.0,32.3,-115.27,7.2,1,5,5,1,0,1,1,0,2010-04-04T22:40:39.360000Z,inf,-999.0
69,-999.0,-999,5,3,1271,35.0,0.39999999999999947,0.39999999999999947,2.0,-5.93,150.59,7.3,10,46,37,8,2,2,2,2,2010-07-18T13:35:02.399999Z,0.21749626993900226,0.04333741427312317
70,-999.0,-999,1,1,1272,5.0,0.7999999999999998,-999.0,0.0,34.18,-116.51,7.3,4,10,8,4,0,1,1,0,1992-06-28T11:57:33.119998Z,0.38301702510289265,-999.0
71,-999.0,-999,5,1,1292,50.0,1.2000000000000002,-999.0,0.0,-6.06,147.59,7.2,3,23,23,3,0,2,2,0,1992-05-15T07:05:05.280004Z,0.12194874087953665,-999.0
72,-999.0,-999,1,1,1299,22.0,1.0,-999.0,3.0,60.95,167.09,7.6,9,11,5,5,0,0,0,0,2006-04-20T23:25:00.479996Z,0.2877486228035065,-999.0
73,-999.0,-999,1,1,1300,33.0,0.7000000000000002,1.4000000000000004,3.0,51.56,-177.63,7.9,10,75,16,2,4,9,4,1,1996-06-10T04:03:38.880000Z,0.3378424032748738,0.08203916549762078
74,-999.0,-999,1,1,1302,10.0,1.5999999999999996,1.8999999999999995,3.0,11.76,-87.42,7.6,11,33,23,7,2,2,1,1,1992-09-02T00:15:59.040000Z,0.4805130131660136,2.0650490447539687
75,-999.0,-999,1,1,1308,26.0,1.1999999999999993,-999.0,3.0,34.54,73.59,7.6,14,17,5,5,0,0,0,0,2005-10-08T03:50:41.280004Z,0.3188877196336964,-999.0
76,-999.0,-999,1,1,1309,33.0,1.6999999999999993,-999.0,3.0,-0.95,137.03,8.2,14,166,23,4,0,0,0,0,1996-02-17T05:59:25.439998Z,0.24163886381402272,-999.0
77,0.7332244499665316,-999,4,3,1317,33.0,0.20000000000000018,1.0999999999999996,2.0,-3.98,152.17,8.0,52,248,55,12,2,137,35,1,2000-11-16T04:54:54.719996Z,1.2057831213560781,0.1802207704432643
78,-999.0,-999,1,1,1321,35.0,1.9000000000000004,1.6000000000000005,2.0,-8.51,121.89,7.7,4,17,5,1,1,1,1,1,1992-12-12T05:29:28.320003Z,0.10452734043259634,inf
79,-999.0,-999,0,-1,1322,10.0,2.0999999999999996,-999.0,1.0,-49.31,161.35,8.1,2,48,5,0,0,0,0,0,2004-12-23T14:59:08.159997Z,0.19012852688452384,-999.0
80,-999.0,-999,1,-1,1324,33.0,-999.0,-999.0,2.0,-6.51,130.39,7.2,0,5,5,0,0,0,0,0,1992-12-20T20:52:39.360004Z,-999.0,-999.0
81,-999.0,-999,0,1,1333,18.0,1.3999999999999995,1.5,3.0,-15.49,-172.1,8.1,28,245,16,4,3,93,8,1,2009-09-29T17:48:11.519997Z,0.49937578027407603,0.17493833423688307
82,-999.0,-999,3,2,1336,33.0,1.9000000000000004,0.10000000000000053,1.0,7.17,126.86,7.2,2,13,13,2,1,1,1,1,1992-05-17T10:15:27.360004Z,0.06601379028064923,inf
83,-999.0,-999,1,1,1337,33.0,0.6000000000000005,1.9000000000000004,3.0,-16.62,167.51,7.2,11,24,24,11,1,4,4,1,1994-07-13T02:35:57.119997Z,0.3865915976071116,inf
84,-999.0,-999,1,1,1343,39.0,1.2000000000000002,-999.0,0.0,-10.47,112.98,7.8,19,23,5,5,0,0,0,0,1994-06-02T18:17:34.080000Z,0.3674323441025213,-999.0
85,-999.0,-999,1,1,1345,19.0,1.8000000000000007,-999.0,2.0,31.0,103.32,7.9,11,26,5,2,0,0,0,0,2008-05-12T06:28:04.800005Z,0.7385722726506267,-999.0
86,-999.0,-999,4,5,1367,10.0,0.20000000000000018,0.5999999999999996,3.0,-22.01,169.77,7.3,19,203,170,18,7,7,7,7,2003-12-27T16:01:03.360003Z,0.6794474304377465,4.834921950272585
87,-999.0,-999,1,1,1368,33.0,1.2999999999999998,1.6000000000000005,1.0,-23.01,169.89,7.7,12,51,16,5,2,18,12,2,1995-05-16T20:12:46.079996Z,0.20303469186097375,0.09396994841068994
88,0.9000921904730609,-999,4,1,1369,10.0,1.1999999999999993,2.3999999999999995,3.0,-8.46,157.04,8.1,40,697,106,5,4,6,1,0,2007-04-01T20:39:59.039998Z,0.7668197110986066,19.221528107132084
89,-999.0,-999,1,1,1370,34.0,0.7999999999999998,0.5,1.0,14.73,-92.68,7.2,7,16,16,7,5,5,5,5,1993-09-10T19:12:51.839996Z,0.21577633241890845,0.6531934628336886
90,0.9508222384864103,-999,5,1,1371,44.8,1.4000000000000004,3.6000000000000005,1.0,-35.85,-72.71,8.8,74,408,11,3,1,188,7,0,2010-02-27T06:34:16.319997Z,1.3433906089735543,inf
91,0.9663771252946531,-999,1,1,1372,24.4,1.1999999999999993,1.7999999999999998,2.0,38.32,142.37,9.1,168,763,6,3,15,566,15,1,2011-03-11T05:46:19.199996Z,2.819572532666624,0.2609535241773694
92,-999.0,-999,1,1,1373,22.0,0.7999999999999998,-999.0,0.0,1.07,126.28,7.5,26,66,32,12,0,0,0,0,2007-01-21T11:27:44.639999Z,0.44877028312278255,-999.0
93,-999.0,-999,1,1,1374,61.0,1.7000000000000002,-999.0,0.0,12.96,144.78,7.7,6,26,7,2,0,0,0,0,1993-08-08T08:34:22.079997Z,0.23190646439323756,-999.0
94,-999.0,-999,1,1,1375,33.0,0.9000000000000004,0.5999999999999996,3.0,1.17,122.76,7.5,4,23,9,1,1,1,1,1,1991-06-20T05:18:48.960003Z,0.08203512744139091,inf
95,1.3609228004341487,-999,4,1,1376,10.0,1.7999999999999998,3.7,1.0,3.3,95.78,9.0,204,915,19,1,2,95,3,0,2004-12-26T00:58:53.760002Z,3.4850884341202577,0.06537956104163592
96,-999.0,-999,1,1,1377,33.0,1.5999999999999996,2.2,3.0,51.15,178.65,7.8,5,81,23,1,1,8,5,0,2003-11-17T06:43:03.359997Z,0.23322309654907747,inf
