,MAG,Time,Lat,Lon,Depth,clID,eType
6569,3.0,2016-10-30T19:42:11.980027Z,42.8928,13.1688,8.4,283,1.0
6570,3.0,2019-04-10T12:09:47.910008Z,42.6605,11.9118,3.8,0,0.0
6571,3.0,2016-10-30T18:47:53.230010Z,42.782,13.1068,10.2,283,1.0
6572,3.0,2016-10-30T18:06:57.780031Z,42.9233,13.2042,8.0,283,1.0
6573,3.0,2016-10-30T17:55:45.160002Z,42.8847,13.06,10.2,283,1.0
6574,3.0,1991-01-14T17:40:59.000043Z,37.9473,15.9758,7.5,0,0.0
6575,3.0,1991-02-01T04:56:55.620034Z,44.6753,11.6578,48.2,0,0.0
6576,3.0,1993-04-10T03:46:48.560043Z,37.8842,14.4853,11.8,0,0.0
6577,3.0,2016-11-03T19:34:24.039958Z,42.6673,13.1788,11.2,283,1.0
6578,3.0,2019-01-27T07:56:05.590030Z,43.1253,11.012,8.7,0,0.0
6579,3.0,2017-09-01T10:19:34.329998Z,43.0002,13.008,8.8,283,1.0
6580,3.0,2018-12-30T03:12:13.999972Z,37.732,14.974,1.4,210,1.0
6581,3.0,2019-01-03T21:21:22.000007Z,37.656,14.93,0.0,211,-1.0
6582,3.0,2017-01-18T12:05:17.830000Z,42.5402,13.2673,10.9,283,1.0
6583,3.0,2016-10-31T02:32:53.250002Z,42.9212,13.1347,9.3,283,1.0
6584,3.0,2016-10-31T02:17:29.799972Z,42.793,13.0732,9.4,283,1.0
6585,3.0,2016-10-31T01:07:13.439971Z,42.8938,13.0433,9.6,283,1.0
6586,3.0,2016-10-31T00:50:51.780017Z,42.9877,13.1115,7.6,283,1.0
6587,3.0,2017-01-18T12:10:51.419973Z,42.524,13.2412,9.9,283,1.0
6588,3.0,2017-01-18T12:42:17.639967Z,42.5032,13.2795,11.7,283,1.0
6589,3.0,2019-01-05T09:56:24.000032Z,37.601,14.904,2.5,218,1.0
6590,3.0,2017-08-26T22:40:06.160019Z,37.6742,14.8987,22.3,212,1.0
6591,3.0,2016-10-31T00:12:11.729978Z,42.8758,13.2023,8.3,283,1.0
6592,3.0,2016-10-31T00:08:58.200028Z,42.8103,13.1542,11.0,283,1.0
6593,3.0,2019-01-07T01:31:58.000024Z,37.649,15.0,2.1,0,0.0
6594,3.0,2017-08-21T12:51:07.989957Z,42.8453,13.0447,10.1,283,1.0
6595,3.0,2016-10-30T23:15:55.029977Z,42.8592,13.2098,8.0,283,1.0
6596,3.0,1995-02-22T18:59:42.020020Z,42.5913,13.3748,10.1,0,0.0
6597,3.0,2017-08-20T02:04:13.550016Z,42.9988,13.1353,7.9,283,1.0
6598,3.0,1995-05-13T09:19:22.160011Z,40.2008,17.5685,10.0,0,0.0
6599,3.0,2017-01-18T14:18:02.539957Z,42.5195,13.2798,10.0,283,1.0
6600,3.0,1993-03-23T19:12:10.650007Z,39.0698,16.8362,0.0,0,0.0
6601,3.0,2016-10-30T17:30:26.439986Z,42.871,13.0707,9.6,283,1.0
6602,3.0,2016-10-30T15:25:38.799982Z,42.8073,13.1403,10.5,283,1.0
6603,3.0,1990-12-18T17:49:39.139970Z,38.1182,15.1693,9.6,0,0.0
6604,3.0,2016-10-30T15:25:06.439988Z,42.7667,13.199,9.3,283,1.0
6605,3.0,2016-10-30T15:06:11.429971Z,42.935,13.2105,7.6,283,1.0
6606,3.0,2016-10-30T15:03:25.440014Z,42.8522,13.2187,8.8,283,1.0
6607,3.0,2019-06-13T16:17:05.530010Z,37.6623,15.2043,8.1,0,0.0
6608,3.0,1995-07-08T21:43:07.209986Z,45.854,11.1625,0.0,213,1.0
