,b_a,b_f,cid,depth0,dm_a,dm_f,dm_a_all,dm_f_all,lat0,lon0,m0,na,nf,na_all,nf_all,ot0,rate_a,rate_f,c_type,c_type60,nf_all_apr,na_all_apr,nf_apr,na_apr
700,-999.000,-999.000,61,16.0,0.8,0.3,0.8,0.3, 9.385,-84.583,3.6,1,1,2,1,2014-05-29T16:23:32.000002,-999.000,-999.000,2,-1, 1, 2,1,1
701,-999.000,-999.000,62,0.0,-999.0,0.6,-999.0,0.6, 8.697,-83.713,4.0,0,1,0,1,2014-06-09T18:34:52.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
702,-999.000,-999.000,259,34.0,-999.0,0.3,-999.0,0.3, 9.203,-84.109,2.9,0,1,0,1,2016-02-20T16:28:07.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
703,-999.000,-999.000,64,11.0,0.3,-999.0,0.3,-999.0, 9.503,-84.101,3.3,1,0,1,0,2014-06-05T06:01:03.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
704,-999.000,-999.000,65,12.0,0.3,-999.0,0.3,-999.0, 9.417,-84.328,3.5,1,0,1,0,2014-06-17T04:49:01.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
705,-999.000,-999.000,66,0.0,-999.0,0.3,-999.0,0.3, 9.180,-84.553,2.7,0,1,0,1,2014-06-19T20:04:12.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
706,-999.000,-999.000,67,14.0,0.8,-999.0,0.8,-999.0, 8.148,-82.781,4.3,2,0,2,0,2014-06-22T16:51:00.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
707,-999.000,-999.000,68,9.0,-999.0,0.3,-999.0,0.3, 8.195,-82.874,3.6,0,1,0,1,2014-06-29T10:27:38.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
708,-999.000,-999.000,253,12.0,0.4,-999.0,0.4,-999.0,10.167,-83.937,3.4,2,0,2,0,2016-02-03T15:40:43.000000,-999.000,-999.000,-1,-1, 0, 2,0,2
709,-999.000,-999.000,250,17.0,-999.0,0.3,-999.0,0.3, 9.581,-84.838,2.9,0,1,0,1,2016-01-30T15:39:08.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
710,-999.000,-999.000,251,18.0,0.7,-999.0,0.7,-999.0, 8.675,-82.859,5.4,7,0,8,0,2016-01-31T11:38:33.999996,-999.000,-999.000,1,1, 0, 4,0,3
711,-999.000,-999.000,256,14.0,-999.0,0.3,-999.0,0.3, 8.310,-83.043,2.9,0,2,0,2,2016-02-14T10:38:01.999998,-999.000,-999.000,-1,-1, 2, 0,2,0
712,-999.000,-999.000,257,18.0,0.3,-999.0,0.3,-999.0, 9.080,-84.132,3.2,1,0,1,0,2016-02-19T16:32:23.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
713,-999.000,-999.000,254,24.0,0.1,-999.0,0.1,-999.0, 9.493,-83.786,2.5,1,0,1,0,2016-02-08T23:24:54.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
714,-999.000,-999.000,255,16.0,0.7,-999.0,0.7,-999.0, 9.385,-84.400,3.3,1,0,1,0,2016-02-13T04:20:39.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
715,-999.000,-999.000,499,17.0,-999.0,0.1,-999.0,0.1, 8.551,-82.924,3.3,0,1,0,1,2018-06-03T18:09:05.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
716,-999.000,-999.000,157,28.0,0.3,-999.0,0.3,-999.0, 8.231,-82.839,3.3,3,0,3,0,2015-03-10T23:15:51.999997,-999.000,-999.000,5,5, 0, 3,0,3
717,-999.000,-999.000,156,4.0,0.4,-999.0,0.4,-999.0, 9.334,-83.371,3.1,1,0,1,0,2015-03-08T18:28:59.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
718,-999.000,-999.000,939,20.0,0.7,-999.0,0.7,-999.0, 9.436,-82.651,3.5,1,0,1,0,2021-02-06T18:52:27.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
719,-999.000,-999.000,731,12.0,0.3,0.5,0.3,0.5, 8.919,-84.077,3.0,1,1,1,1,2019-12-10T18:24:51.999999,-999.000,-999.000,-1,-1, 1, 1,1,1
720,-999.000,-999.000,730,34.0,2.6,-999.0,2.6,-999.0,10.003,-85.836,5.4,4,0,4,0,2019-12-08T18:31:40.000001,-999.000,-999.000,1,1, 0, 0,0,0
721,-999.000,-999.000,733,43.0,0.7,-999.0,0.7,-999.0, 8.595,-82.996,4.5,2,0,2,0,2019-12-15T15:28:02.000003,-999.000,-999.000,-1,-1, 0, 2,0,2
722,-999.000,-999.000,938,18.0,0.8,-999.0,0.8,-999.0, 9.450,-83.564,3.4,2,0,2,0,2021-02-06T05:41:16.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
723,-999.000,-999.000,735,18.0,-999.0,-999.0,-999.0,-999.0, 8.637,-83.754,2.4,1,0,1,0,2019-12-17T04:41:51.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
724,-999.000,-999.000,734,18.0,0.1,-999.0,0.1,-999.0, 8.921,-82.906,2.5,1,0,1,0,2019-12-16T02:10:53.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
725,-999.000,-999.000,508,21.0,0.3,-999.0,0.3,-999.0, 9.796,-82.765,3.6,3,0,3,0,2018-06-20T04:35:39.999997,-999.000,-999.000,5,5, 0, 3,0,3
726,-999.000,-999.000,736,7.0,0.3,-999.0,0.3,-999.0, 8.911,-84.096,4.8,7,0,7,0,2019-12-18T10:57:40.999999,-999.000,-999.000,2,2, 0, 2,0,2
727,-999.000,-999.000,1032,23.0,-999.0,0.6,-999.0,0.6, 9.358,-84.651,3.0,0,1,0,1,2021-05-19T14:34:59.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
728,-999.000,-999.000,738,21.0,-999.0,0.2,-999.0,0.2,10.393,-85.979,2.6,0,1,0,1,2019-12-19T19:32:39.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
729,-999.000,-999.000,1030,22.0,2.0,-999.0,2.0,-999.0, 8.909,-82.906,4.6,2,0,2,0,2021-05-17T21:01:58.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
730,-999.000,-999.000,505,1.0,0.2,0.1,0.2,0.1, 8.868,-84.105,2.7,1,1,1,1,2018-06-16T04:31:01.000002,-999.000,-999.000,-1,-1, 1, 1,1,1
731,-999.000,-999.000,502,52.0,0.9,-999.0,0.9,-999.0, 8.605,-83.381,4.0,1,0,1,0,2018-06-11T21:15:26.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
732,-999.000,-999.000,503,14.0,0.4,-999.0,0.4,-999.0, 9.871,-83.457,4.3,4,0,4,0,2018-06-15T06:45:14.999999,-999.000,-999.000,0,0, 0, 4,0,4
733,-999.000,-999.000,500,64.0,-999.0,0.3,-999.0,0.3, 9.361,-84.609,2.8,0,1,0,1,2018-06-10T02:53:14.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
734,-999.000,-999.000,501,21.0,0.1,-999.0,0.1,-999.0, 9.472,-84.425,2.6,1,0,1,0,2018-06-11T02:02:50.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
735,-999.000,-999.000,630,15.0,0.6,-999.0,0.6,-999.0, 9.668,-84.894,3.0,1,0,1,0,2019-04-07T05:33:22.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
736,-999.000,-999.000,631,16.0,0.3,-999.0,0.3,-999.0, 8.300,-82.908,3.5,1,0,1,0,2019-04-13T10:32:39.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
737,-999.000,-999.000,632,24.0,1.1,-999.0,1.1,-999.0, 8.690,-83.246,3.5,1,0,1,0,2019-04-14T08:30:33.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
738,-999.000,-999.000,633,23.0,0.3,0.5,0.3,0.5, 8.626,-83.239,2.9,1,1,1,1,2019-04-16T22:37:40.000000,-999.000,-999.000,-1,-1, 1, 1,1,1
739,-999.000,-999.000,469,66.0,0.6,-999.0,0.6,-999.0, 9.829,-84.110,3.0,1,0,1,0,2018-02-24T04:03:44.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
740,-999.000,-999.000,468,30.0,0.4,-999.0,0.4,-999.0, 9.280,-83.706,3.7,1,0,1,0,2018-01-21T14:14:48.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
741,-999.000,-999.000,636,29.0,0.2,-999.0,0.2,-999.0, 8.262,-82.789,3.5,1,0,1,0,2019-04-24T01:19:12.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
742,-999.000,-999.000,637,7.0,0.8,0.6,0.8,0.6, 8.377,-83.045,4.3,11,7,12,7,2019-04-29T05:15:50.000002,-999.000,-999.000,1,1, 7, 12,7,11
743,-999.000,-999.000,465,33.0,-999.0,-999.0,-999.0,-999.0, 8.526,-83.029,2.6,1,0,1,0,2018-02-19T19:25:43.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
744,-999.000,-999.000,464,30.0,0.8,-999.0,0.8,-999.0, 8.178,-82.743,4.3,3,0,3,0,2018-02-19T06:07:44.000003,-999.000,-999.000,1,1, 0, 3,0,3
745,-999.000,-999.000,467,10.0,1.3,0.9,1.3,0.9, 9.839,-84.340,3.7,1,1,1,1,2018-02-24T14:54:35.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
746,-999.000,-999.000,466,34.0,2.0,-999.0,2.0,-999.0, 9.014,-83.975,5.0,5,0,5,0,2018-02-24T10:26:47.000003,-999.000,-999.000,1,1, 0, 1,0,1
747,-999.000,-999.000,461,32.0,1.5,-999.0,1.5,-999.0, 8.809,-82.849,4.2,1,0,1,0,2018-02-12T05:31:05.000004,-999.000,-999.000,-1,-1, 0, 1,0,1
748,-999.000,-999.000,900,21.0,-999.0,-999.0,-999.0,-999.0, 8.471,-83.068,3.4,1,1,1,1,2020-11-23T11:23:18.999997,-999.000,-999.000,-1,-1, 1, 1,1,1
749,-999.000,-999.000,463,21.0,0.2,-999.0,0.2,-999.0, 9.450,-84.442,2.6,1,0,1,0,2018-02-18T19:41:08.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
750,-999.000,-999.000,462,14.0,-999.0,0.9,-999.0,0.9, 7.994,-82.932,4.3,0,1,0,1,2018-02-14T02:39:26.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
751,-999.000,-999.000,901,5.0,-999.0,0.1,-999.0,0.1, 9.271,-84.367,2.7,0,1,0,1,2020-11-23T20:18:22.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
752,-999.000,-999.000,168,18.0,1.2,0.2,1.0,0.2, 9.506,-83.754,5.1,18,1,20,1,2015-04-03T18:42:34.000001,-999.000,-999.000,2,2, 1, 7,1,6
753,-999.000,-999.000,169,13.0,0.4,-999.0,0.4,-999.0, 8.483,-83.246,3.1,1,0,1,0,2015-04-10T10:50:40.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
754,-999.000,-999.000,164,23.0,-999.0,-999.0,-999.0,-999.0, 9.153,-84.112,2.6,1,0,1,0,2015-03-30T03:28:38.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
755,-999.000,-999.000,165,7.0,0.2,-999.0,0.2,-999.0, 8.950,-82.889,3.0,1,0,1,0,2015-03-30T10:02:20.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
756,-999.000,-999.000,166,8.0,1.4,-999.0,1.4,-999.0,10.162,-84.154,4.4,2,0,2,0,2015-03-31T09:09:21.999997,-999.000,-999.000,-1,-1, 0, 2,0,2
757,-999.000,-999.000,167,60.0,1.2,-999.0,1.2,-999.0, 8.659,-82.965,3.6,1,0,1,0,2015-04-03T05:58:47.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
758,-999.000,-999.000,160,52.0,0.6,-999.0,0.6,-999.0, 8.464,-82.730,3.5,1,0,1,0,2015-03-16T07:40:29.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
759,-999.000,-999.000,161,3.0,-999.0,0.1,-999.0,0.1,10.198,-84.118,2.5,0,1,0,1,2015-03-19T04:05:54.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
760,-999.000,-999.000,162,12.0,0.4,-999.0,0.4,-999.0, 8.639,-83.824,3.4,1,0,1,0,2015-03-23T05:55:03.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
761,-999.000,-999.000,163,0.0,-999.0,-999.0,-999.0,-999.0, 8.717,-82.924,2.8,1,0,1,0,2015-03-24T19:42:46.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
762,-999.000,-999.000,964,8.0,-999.0,-999.0,-999.0,-999.0, 9.337,-83.284,2.5,1,0,1,0,2021-03-04T07:45:50.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
763,-999.000,-999.000,965,9.0,1.2,-999.0,1.2,-999.0, 9.588,-83.642,3.8,2,0,2,0,2021-03-04T15:03:49.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
764,-999.000,-999.000,966,20.0,-999.0,0.1,-999.0,0.1, 9.609,-84.643,2.6,0,1,0,1,2021-03-06T08:46:16.000001,-999.000,-999.000,-1,-1, 1, 0,1,0
765,-999.000,-999.000,967,61.0,-999.0,0.9,-999.0,0.9, 9.551,-83.936,3.4,0,1,0,1,2021-03-06T11:43:11.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
766,-999.000,-999.000,960,4.0,1.7,0.8,1.7,0.8, 9.755,-84.029,4.1,1,1,1,1,2021-03-02T07:48:53.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
767,-999.000,-999.000,961,38.0,1.2,-999.0,1.2,-999.0, 9.209,-83.877,4.2,3,0,3,0,2021-03-02T12:59:12.000001,-999.000,-999.000,1,1, 0, 3,0,3
768,-999.000,-999.000,962,3.0,0.1,-999.0,0.1,-999.0, 9.661,-83.852,2.8,2,0,2,0,2021-03-03T01:10:59.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
769,-999.000,-999.000,963,17.0,-999.0,0.1,-999.0,0.1, 9.305,-83.237,2.7,0,1,0,1,2021-03-03T10:14:02.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
770,-999.000,-999.000,1039,23.0,-999.0,0.4,-999.0,0.4, 9.634,-84.938,2.9,0,1,0,1,2021-05-26T03:56:30.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
771,-999.000,-999.000,783,7.0,0.5,-999.0,0.5,-999.0, 9.743,-83.388,2.9,1,0,1,0,2020-02-28T09:11:11.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
772,-999.000,-999.000,968,15.0,0.7,-999.0,0.7,-999.0, 9.062,-84.167,3.1,1,0,1,0,2021-03-06T15:36:21.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
773,-999.000,-999.000,969,16.0,-999.0,0.2,-999.0,0.2, 9.531,-84.507,2.8,0,1,0,1,2021-03-07T15:37:24.000002,-999.000,-999.000,-1,-1, 1, 0,1,0
774,-999.000,-999.000,936,21.0,0.3,-999.0,0.3,-999.0, 9.499,-84.864,4.2,6,0,11,0,2021-01-31T22:30:54.000000,-999.000,-999.000,2,2, 0, 11,0,6
775,-999.000,-999.000,935,18.0,-999.0,-999.0,-999.0,-999.0, 8.346,-82.978,2.5,1,0,1,0,2021-01-31T00:22:30.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
776,-999.000,-999.000,934,15.0,0.4,0.5,0.4,0.5, 8.107,-82.919,5.4,38,11,41,11,2021-01-29T13:14:40.999998,-999.000,-999.000,5,5, 7, 13,7,13
777,-999.000,-999.000,908,9.0,0.6,-999.0,0.6,-999.0, 8.671,-83.743,3.8,1,0,1,0,2020-12-09T01:41:21.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
778,-999.000,-999.000,909,19.0,-999.0,0.3,-999.0,0.3, 9.545,-84.813,3.0,0,2,0,2,2020-12-12T00:33:33.000002,-999.000,-999.000,-1,-1, 2, 0,2,0
779,-999.000,-999.000,722,25.0,-999.0,-999.0,-999.0,-999.0, 8.236,-82.824,2.9,1,0,1,0,2019-11-26T22:28:41.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
780,-999.000,-999.000,678,20.0,0.1,-999.0,0.1,-999.0, 9.456,-83.818,2.5,1,0,1,0,2019-08-18T04:14:30.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
781,-999.000,-999.000,679,20.0,0.8,0.4,0.8,0.4, 9.428,-84.566,3.7,1,1,1,1,2019-08-26T18:41:28.000000,-999.000,-999.000,-1,-1, 1, 1,1,1
782,-999.000,-999.000,426,14.0,0.6,-999.0,0.6,-999.0, 9.554,-84.945,3.5,2,0,2,0,2017-12-12T01:08:14.000002,-999.000,-999.000,-1,-1, 0, 2,0,2
783,-999.000,-999.000,878,0.0,0.2,-999.0,0.2,-999.0, 8.470,-83.011,4.5,2,0,2,0,2020-09-25T06:09:17.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
784,-999.000,-999.000,879,24.0,1.7,-999.0,1.7,-999.0, 8.229,-82.788,4.6,3,0,3,0,2020-09-25T23:37:50.000000,-999.000,-999.000,1,1, 0, 3,0,3
785,-999.000,-999.000,876,16.0,0.2,0.4,0.2,0.4, 8.733,-83.469,2.8,1,1,1,1,2020-09-19T23:59:05.000000,-999.000,-999.000,-1,-1, 1, 1,1,1
786,-999.000,-999.000,877,16.0,0.9,-999.0,0.9,-999.0, 9.966,-83.574,4.4,1,0,1,0,2020-09-16T10:37:52.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
787,-999.000,-999.000,874,17.0,-999.0,-999.0,-999.0,-999.0, 8.249,-83.158,2.5,1,0,1,0,2020-09-19T03:14:06.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
788,-999.000,-999.000,875,20.0,-999.0,-999.0,-999.0,0.2, 8.247,-82.736,2.8,0,0,0,1,2020-09-19T14:05:18.000001,-999.000,-999.000,-1,-1, 1, 0,0,0
789,-999.000,-999.000,872,18.0,0.7,-999.0,0.7,-999.0, 9.381,-83.376,3.4,1,0,1,0,2020-09-13T16:07:28.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
790,-999.000,-999.000,873,26.0,0.4,0.6,0.4,0.6, 8.146,-82.895,3.7,1,1,1,1,2020-09-16T22:08:21.999998,-999.000,-999.000,-1,-1, 1, 1,1,1
791,-999.000,-999.000,870,15.0,0.4,-999.0,0.4,-999.0, 9.298,-83.692,2.8,1,0,1,0,2020-09-11T16:50:23.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
792,-999.000,-999.000,871,22.0,1.5,-999.0,1.5,-999.0, 8.276,-82.841,3.9,1,0,1,0,2020-09-11T14:13:24.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
793,-999.000,-999.000,723,17.0,0.5,-999.0,0.5,-999.0, 8.224,-82.891,3.2,1,0,1,0,2019-11-27T22:12:28.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
794,-999.000,-999.000,9,52.0,0.8,-999.0,0.8,-999.0, 8.721,-83.141,3.5,1,0,1,0,2014-02-05T10:53:27.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
795,-999.000,-999.000,890,31.0,1.2,-999.0,1.2,-999.0,10.908,-85.818,3.6,1,0,1,0,2020-10-24T06:04:12.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
796,-999.000,-999.000,891,0.0,-999.0,0.4,-999.0,0.4,10.069,-83.815,3.0,0,1,0,1,2020-10-25T10:19:27.999997,-999.000,-999.000,-1,-1, 1, 0,1,0
797,-999.000,-999.000,892,13.0,1.3,-999.0,1.3,-999.0, 9.008,-84.228,4.0,4,0,4,0,2020-10-27T22:17:31.999997,-999.000,-999.000,1,1, 0, 4,0,4
798,-999.000,-999.000,893,28.0,0.4,-999.0,0.4,-999.0, 8.386,-82.853,2.8,1,0,1,0,2020-11-02T01:52:53.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
799,-999.000,-999.000,894,45.0,1.6,-999.0,1.6,-999.0, 8.230,-82.680,4.1,2,0,2,0,2020-11-03T15:14:04.999998,-999.000,-999.000,-1,-1, 0, 2,0,2
800,-999.000,-999.000,647,4.0,-999.0,0.4,-999.0,0.4, 9.689,-83.775,2.8,0,1,0,1,2019-05-24T03:46:32.000000,-999.000,-999.000,-1,-1, 1, 0,1,0
801,-999.000,-999.000,896,15.0,0.1,-999.0,0.1,-999.0, 9.003,-84.206,3.5,3,0,3,0,2020-11-13T20:06:53.000003,-999.000,-999.000,3,3, 0, 3,0,3
802,-999.000,-999.000,897,18.0,0.1,-999.0,0.1,-999.0, 9.459,-84.664,3.3,3,0,3,0,2020-11-16T19:06:22.000001,-999.000,-999.000,3,3, 0, 3,0,3
803,-999.000,-999.000,898,13.0,0.1,-999.0,0.1,-999.0, 8.572,-83.163,2.8,1,0,1,0,2020-11-17T00:23:25.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
804,-999.000,-999.000,899,17.0,1.3,-999.0,1.3,-999.0, 8.309,-83.026,3.8,1,0,1,0,2020-11-21T00:57:53.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
805,-999.000,-999.000,1087,0.0,-999.0,-999.0,0.2,-999.0, 9.456,-84.447,2.7,0,0,1,0,2020-11-02T12:59:40.000002,-999.000,-999.000,-1,-1, 0, 1,0,0
806,-999.000,-999.000,646,16.0,1.2,-999.0,1.2,-999.0, 9.470,-84.595,3.6,1,0,1,0,2019-05-19T12:35:09.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
807,-999.000,-999.000,671,13.0,0.3,-999.0,0.3,-999.0, 9.049,-84.180,3.4,2,0,2,0,2019-07-16T12:42:06.999998,-999.000,-999.000,-1,-1, 0, 2,0,2
808,-999.000,-999.000,649,33.0,-999.0,0.6,-999.0,0.6, 9.685,-84.430,4.0,0,1,0,1,2019-05-28T08:10:41.000003,-999.000,-999.000,-1,-1, 1, 0,1,0
809,-999.000,-999.000,648,24.0,-999.0,-999.0,0.3,-999.0, 9.164,-83.895,2.8,0,0,1,0,2015-07-27T06:42:25.000003,-999.000,-999.000,-1,-1, 0, 1,0,0
810,-999.000,-999.000,1086,22.0,0.4,-999.0,0.4,-999.0, 9.658,-84.865,2.8,1,0,1,0,2021-08-30T05:50:28.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
811,-999.000,-999.000,357,12.0,0.8,-999.0,0.8,-999.0, 8.668,-83.340,3.3,1,0,1,0,2017-05-06T22:27:03.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
812,-999.000,-999.000,356,15.0,0.2,-999.0,0.2,-999.0, 8.692,-83.346,2.7,1,0,1,0,2017-05-05T16:16:29.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
813,-999.000,-999.000,809,9.0,-999.0,0.1,-999.0,0.1, 8.913,-84.090,2.9,0,2,0,2,2020-04-17T08:28:01.000002,-999.000,-999.000,-1,-1, 2, 0,2,0
814,-999.000,-999.000,808,2.0,0.7,1.1,0.7,1.1, 9.580,-84.925,3.5,3,1,3,1,2020-04-16T15:44:12.000000,-999.000,-999.000,1,1, 1, 3,1,3
815,-999.000,-999.000,353,25.0,1.0,-999.0,1.0,-999.0,10.078,-85.679,4.3,2,0,2,0,2017-04-19T08:56:53.000001,-999.000,-999.000,-1,-1, 0, 2,0,2
816,-999.000,-999.000,352,14.0,0.7,-999.0,0.7,-999.0, 9.285,-83.643,4.3,1,0,1,0,2017-04-14T01:37:42.000002,-999.000,-999.000,-1,-1, 0, 1,0,1
817,-999.000,-999.000,351,20.0,-999.0,-999.0,-999.0,0.1, 8.982,-82.833,2.7,0,0,0,1,2017-04-15T23:59:18.000003,-999.000,-999.000,-1,-1, 1, 0,0,0
818,-999.000,-999.000,350,29.0,-999.0,0.1,-999.0,0.1, 8.278,-82.771,2.7,0,1,0,1,2017-04-15T18:38:32.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
819,-999.000,-999.000,803,23.0,1.4,-999.0,1.4,-999.0, 8.664,-83.249,3.9,1,0,1,0,2020-04-01T12:40:14.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
820,-999.000,-999.000,802,21.0,0.3,-999.0,0.3,-999.0, 9.625,-84.876,2.7,1,0,1,0,2020-04-01T12:10:57.000001,-999.000,-999.000,-1,-1, 0, 1,0,1
821,-999.000,-999.000,801,15.0,-999.0,0.1,-999.0,0.1, 9.505,-84.843,2.7,0,1,0,1,2020-03-30T17:20:37.999998,-999.000,-999.000,-1,-1, 1, 0,1,0
822,-999.000,-999.000,800,4.0,0.2,-999.0,0.2,-999.0, 9.622,-83.581,2.6,1,0,1,0,2020-03-28T18:49:17.000003,-999.000,-999.000,-1,-1, 0, 1,0,1
823,-999.000,-999.000,807,15.0,0.5,0.1,0.5,0.1, 9.604,-84.969,2.9,1,1,1,1,2020-04-16T09:04:01.000003,-999.000,-999.000,-1,-1, 1, 1,1,1
824,-999.000,-999.000,806,6.0,0.3,-999.0,0.3,-999.0, 9.176,-84.281,2.7,1,0,1,0,2020-04-11T12:24:46.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
825,-999.000,-999.000,805,20.0,-999.0,0.4,-999.0,0.4, 8.589,-83.308,3.5,0,1,0,1,2020-04-08T00:02:23.999999,-999.000,-999.000,-1,-1, 1, 0,1,0
826,-999.000,-999.000,804,47.0,0.7,-999.0,0.7,-999.0, 9.291,-83.912,3.6,2,0,2,0,2020-04-05T06:13:41.999999,-999.000,-999.000,-1,-1, 0, 2,0,2
827,-999.000,-999.000,216,23.0,0.7,-999.0,0.7,-999.0, 8.259,-82.763,3.6,1,0,1,0,2015-09-24T15:36:07.999998,-999.000,-999.000,-1,-1, 0, 1,0,1
828,-999.000,-999.000,217,13.0,-999.0,0.2,-999.0,0.2, 9.845,-84.357,2.9,0,2,0,2,2015-10-02T10:41:18.999999,-999.000,-999.000,-1,-1, 2, 0,2,0
829,-999.000,-999.000,768,3.0,0.1,-999.0,0.1,-999.0, 9.647,-83.805,2.5,1,0,1,0,2020-01-25T21:08:55.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
830,-999.000,-999.000,769,14.0,0.5,-999.0,0.5,-999.0,10.360,-83.919,3.4,1,0,1,0,2020-01-14T15:34:39.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
831,-999.000,-999.000,212,31.0,1.6,0.5,1.6,0.5, 8.335,-82.787,4.8,2,1,2,1,2015-09-19T03:05:09.999999,-999.000,-999.000,1,1, 1, 2,1,2
832,-999.000,-999.000,213,19.0,0.9,-999.0,0.9,-999.0, 8.872,-84.148,3.6,3,0,4,0,2015-09-20T23:59:08.000001,-999.000,-999.000,1,1, 0, 4,0,3
833,-999.000,-999.000,210,32.0,0.6,-999.0,0.6,-999.0,10.317,-85.776,3.4,1,0,1,0,2015-09-08T06:33:42.000000,-999.000,-999.000,-1,-1, 0, 1,0,1
834,-999.000,-999.000,211,22.0,1.2,-999.0,1.2,-999.0, 9.398,-83.688,3.6,1,0,1,0,2015-09-08T17:37:52.999999,-999.000,-999.000,-1,-1, 0, 1,0,1
835,-999.000,-999.000,763,21.0,1.2,-999.0,1.2,-999.0, 8.898,-82.899,3.8,3,0,3,0,2020-01-22T15:52:25.000003,-999.000,-999.000,1,1, 0, 3,0,3
836,-999.000,-999.000,760,13.0,-999.0,-999.0,-999.0,0.2, 8.948,-84.093,2.8,0,0,0,1,2020-01-21T12:36:08.000002,-999.000,-999.000,-1,-1, 1, 0,0,0
837,-999.000,-999.000,766,43.0,-999.0,-999.0,-999.0,0.6, 8.539,-82.884,3.4,0,0,0,1,2020-01-24T06:36:41.000001,-999.000,-999.000,-1,-1, 1, 0,0,0
838,-999.000,-999.000,767,18.0,0.2,-999.0,0.2,-999.0, 9.592,-84.656,3.5,1,0,1,0,2020-01-23T16:00:48.999997,-999.000,-999.000,-1,-1, 0, 1,0,1
