,b_a,b_f,c_type,c_type60,cid,depth0,dm_a,dm_f,fstyle_m,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0,rate_a,rate_f
138,-999.0,-999,1,1,2459,33.0,1.2999999999999998,-999.0,1.0,-23.01,169.89,7.7,4,5,3,2,0,0,0,0,1995-05-16T20:12:46.079996Z,0.10011312783458175,-999.0
139,-999.0,-999,1,1,2487,10.0,1.8999999999999995,2.8,3.0,-8.46,157.04,8.1,9,9,2,2,1,1,0,0,2007-04-01T20:39:59.039998Z,0.337657855047362,inf
140,-999.0,-999,1,1,2494,10.0,2.8999999999999995,1.3999999999999995,2.0,46.24,154.52,8.1,1,2,1,0,5,5,2,2,2007-01-13T04:23:22.560001Z,inf,0.22409264886430513
141,-999.0,-999,1,1,2498,22.0,1.2999999999999998,-999.0,0.0,1.07,126.28,7.5,17,20,10,8,0,2,1,0,2007-01-21T11:27:44.639999Z,0.30905382263239417,-999.0
142,-999.0,-999,1,1,2521,30.0,1.6999999999999993,-999.0,1.0,2.09,97.11,8.6,8,20,2,1,0,1,0,0,2005-03-28T16:09:33.120002Z,0.1599075734228255,-999.0
143,-999.0,-999,1,1,2527,26.0,1.1999999999999993,-999.0,3.0,34.54,73.59,7.6,14,16,5,5,0,2,0,0,2005-10-08T03:50:41.280004Z,0.3188877196336964,-999.0
144,-999.0,-999,1,1,2544,55.0,2.0999999999999996,-999.0,3.0,-20.19,-174.12,8.0,8,9,0,0,0,7,1,0,2006-05-03T15:26:38.400001Z,0.26517813341039526,-999.0
145,-999.0,-999,1,1,2546,34.0,1.7000000000000002,-999.0,2.0,-9.25,107.41,7.7,6,6,3,3,0,0,0,0,2006-07-17T08:19:32.160000Z,3.116883116996214,-999.0
146,-999.0,-999,1,1,2575,29.4,0.9000000000000004,-999.0,3.0,51.36,-179.52,7.2,3,4,4,3,0,12,12,0,2007-12-19T09:30:23.040001Z,0.16022131904877956,-999.0
147,-999.0,-999,1,1,2585,33.0,0.6000000000000005,1.9000000000000004,3.0,-16.62,167.51,7.2,10,10,10,10,1,4,4,1,1994-07-13T02:35:57.119997Z,0.6091506612358489,inf
148,-999.0,-999,1,1,2591,33.0,0.8999999999999995,1.0,3.0,-20.07,168.89,7.3,15,16,14,13,3,7,7,3,2008-04-09T12:46:13.439996Z,0.2813124161919299,1.973424549516006
149,-999.0,-999,1,1,2599,33.0,1.2999999999999998,-999.0,0.0,40.45,143.49,7.7,5,9,3,2,0,1,1,0,1994-12-28T12:19:26.400000Z,0.21416578144881757,-999.0
150,-999.0,-999,1,1,2605,38.9,2.700000000000001,1.700000000000001,0.0,46.57,153.29,8.3,3,13,1,0,9,9,2,2,2006-11-15T11:14:21.119996Z,0.1424474368960664,0.5133587350844422
151,-999.0,-999,1,1,2635,35.0,0.9000000000000004,1.2000000000000002,1.0,-11.61,165.76,7.2,6,16,16,6,1,5,5,1,2007-09-02T01:05:13.920000Z,0.26799233541908213,inf
152,-999.0,-999,1,1,2640,33.0,1.0000000000000009,-999.0,3.0,43.71,147.33,8.3,16,35,2,1,0,2,0,0,1994-10-04T13:22:56.639995Z,0.3360836176034537,-999.0
153,-999.0,-999,1,1,2641,35.0,1.9000000000000004,-999.0,3.0,-2.62,100.84,7.9,8,16,4,2,0,0,0,0,2007-09-12T23:49:03.359999Z,0.16670174349211078,-999.0
154,-999.0,-999,4,1,2643,25.0,0.5,0.7000000000000002,3.0,-2.49,99.97,7.2,4,10,10,4,5,30,30,5,2008-02-25T08:36:31.679998Z,0.4257130693882344,1.0191394386776143
155,-999.0,-999,1,1,2644,34.0,1.7000000000000002,-999.0,0.0,-4.44,101.37,8.5,10,23,3,1,0,0,0,0,2007-09-12T11:10:27.840000Z,0.24041408922713758,-999.0
