,b_a,b_f,c_type,c_type60,cid,depth0,dm_a,dm_f,fstyle_m,lat0,lon0,m0,na,na_all,na_all_apr,na_apr,nf,nf_all,nf_all_apr,nf_apr,ot0,rate_a,rate_f
134,-999.0,-999,1,1,135,28.0,1.7999999999999998,1.8999999999999995,1.0,12.14,-88.59,7.3,4,4,4,4,1,1,1,1,2012-08-27T04:37:20.639996Z,0.07326369619007364,inf
135,-999.0,-999,1,1,136,16.0,0.7000000000000002,-999.0,2.0,50.04,87.81,7.3,3,3,3,3,0,0,0,0,2003-09-27T11:33:21.599999Z,0.059666108457190475,-999.0
136,-999.0,-999,0,0,137,10.0,0.5999999999999996,0.2999999999999998,0.0,-4.0,135.02,7.3,7,7,7,7,2,2,2,2,2004-02-07T02:42:34.559996Z,2.069781194569692,149.25373073747787
137,-999.0,-999,0,0,138,23.0,-999.0,-999.0,1.0,43.9,147.9,7.3,0,0,0,0,0,0,0,0,1994-10-09T07:55:37.920003Z,-999.0,-999.0
138,-999.0,-999,1,1,139,46.0,0.7999999999999998,2.0,3.0,-30.64,-178.1,7.3,21,21,21,21,1,1,1,1,2019-06-15T22:55:03.360001Z,0.6048195477683743,inf
139,-999.0,-999,0,0,140,11.0,-999.0,-999.0,1.0,-60.86,-25.07,7.3,0,0,0,0,0,0,0,0,2013-07-15T14:03:41.759995Z,-999.0,-999.0
140,-999.0,-999,1,1,141,26.0,1.0,1.2000000000000002,2.0,2.77,95.96,7.3,2,2,2,2,1,1,1,1,2008-02-20T08:08:26.880004Z,0.1416811889880594,inf
141,-999.0,-999,1,1,142,5.0,0.7999999999999998,-999.0,2.0,34.18,-116.51,7.3,4,4,4,4,0,0,0,0,1992-06-28T11:57:33.119998Z,0.38301702510289265,-999.0
142,-999.0,-999,1,1,143,25.0,1.3999999999999995,-999.0,0.0,-17.54,168.07,7.3,8,8,8,8,0,0,0,0,2010-08-10T05:23:42.719997Z,0.14948269644368378,-999.0
143,-999.0,-999,3,3,144,35.0,0.39999999999999947,0.39999999999999947,3.0,-5.93,150.59,7.3,10,10,10,10,3,3,3,3,2010-07-18T13:35:02.399999Z,0.21749626993900226,0.06500612140968474
144,-999.0,-999,0,0,145,21.0,1.7000000000000002,-999.0,1.0,16.84,-98.6,7.3,1,1,1,1,0,0,0,0,1995-09-14T14:04:33.599998Z,inf,-999.0
145,-999.0,-999,1,1,146,36.0,1.5999999999999996,0.5,0.0,-4.68,102.56,7.3,8,8,8,8,6,6,6,6,2001-02-13T19:28:33.599996Z,0.15009409023286086,0.1869607351295031
146,-999.0,-999,1,1,147,33.0,0.8999999999999995,1.0,2.0,-20.07,168.89,7.3,18,18,18,18,3,3,3,3,2008-04-09T12:46:13.439996Z,0.33757489943031593,1.973424549516006
147,-999.0,-999,0,0,148,24.0,0.7999999999999998,-999.0,0.0,17.4,-100.96,7.3,2,2,2,2,0,0,0,0,2014-04-18T14:27:27.359998Z,1.2436264146119391,-999.0
148,-999.0,-999,0,0,149,32.0,-999.0,-999.0,1.0,38.44,142.84,7.3,0,0,0,0,0,0,0,0,2011-03-09T02:45:18.719998Z,-999.0,-999.0
149,-999.0,-999,1,1,150,31.0,1.2999999999999998,-999.0,1.0,-15.19,-173.59,7.3,5,5,5,5,0,0,0,0,1995-04-07T22:06:57.600005Z,0.170414652933652,-999.0
150,-999.0,-999,0,0,151,40.0,-999.0,2.0,1.0,12.53,-88.12,7.3,0,0,0,0,1,1,1,1,2014-10-14T03:51:33.119996Z,-999.0,inf
151,-999.0,-999,0,0,152,10.0,1.8999999999999995,-999.0,3.0,16.72,-86.23,7.3,1,1,1,1,0,0,0,0,2009-05-28T08:24:43.199995Z,inf,-999.0
152,-999.0,-999,1,1,153,52.0,1.5,-999.0,0.0,52.07,-171.84,7.3,6,6,6,6,0,0,0,0,2011-06-24T03:09:38.880002Z,0.17248119954933502,-999.0
